71199, 3836, 1067, 1154, 97, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
78805, 57, 3514, 64, 94, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
78852, -223, 2976, 138, 94, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
78898, -425, 4183, -137, 94, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
78944, -622, 2791, 255, 94, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
78991, -445, 3282, 758, 94, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79037, -601, 3026, 651, 94, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79084, -528, 3793, 644, 94, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79114, -450, 4131, 400, 94, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79144, -330, 4767, 124, 94, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79174, -476, 4369, 360, 94, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79204, -292, 4372, 250, 94, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79234, -232, 4089, 178, 94, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79264, -143, 4543, -155, 94, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79294, -1021, 4631, 401, 94, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79324, 197, 4975, -115, 94, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79354, -110, 4350, 48, 94, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79384, -248, 4219, -309, 94, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79414, -191, 4168, 18, 94, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79454, -295, 4162, -129, 96, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79494, -250, 3688, -680, 96, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79535, -603, 3545, -815, 96, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79575, -312, 2894, -362, 96, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79616, -394, 2905, -371, 96, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79656, -371, 3572, -637, 96, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79696, -334, 4031, -730, 96, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79737, 186, 4189, -575, 96, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79777, -975, 4012, -785, 96, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79818, -854, 4265, -1273, 96, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79860, -802, 4288, -1139, 96, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79902, -537, 3890, -1108, 96, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79944, -595, 4041, -1148, 96, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
79986, -661, 3891, -1136, 96, 9a08b57e-fd37-4a55-ae4c-706a64402be5, , transisi, transisi_sujud_ke_bersedekap, , 
