122985, 2399, 1875, 2774, 102, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
130821, 2240, 2284, 2605, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
130860, 2250, 2303, 2617, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
130898, 2212, 2338, 2615, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
130936, 2243, 2286, 2642, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
130975, 2283, 2285, 2593, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131013, 2266, 2336, 2571, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131052, 2227, 2301, 2639, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131092, 2238, 2304, 2616, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131132, 2250, 2325, 2618, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131172, 2229, 2296, 2653, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131213, 2238, 2319, 2585, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131253, 2253, 2307, 2587, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131293, 2245, 2294, 2643, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131334, 2230, 2278, 2605, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131374, 2264, 2315, 2590, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131414, 2254, 2313, 2623, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131455, 2244, 2272, 2594, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131490, 2230, 2299, 2611, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131525, 2229, 2339, 2624, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131561, 2245, 2292, 2605, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131596, 2241, 2331, 2604, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131632, 2241, 2298, 2614, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131667, 2227, 2283, 2620, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131703, 2252, 2322, 2637, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131738, 2237, 2314, 2616, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131774, 2220, 2306, 2603, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131809, 2262, 2285, 2610, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131845, 2258, 2280, 2582, 100, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131889, 2253, 2266, 2615, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131933, 2265, 2264, 2591, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
131977, 2249, 2286, 2587, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132022, 2286, 2275, 2636, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132066, 2244, 2279, 2600, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132110, 2291, 2291, 2635, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132155, 2285, 2275, 2585, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132199, 2288, 2277, 2587, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132243, 2254, 2291, 2629, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132288, 2219, 2344, 2617, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132327, 2237, 2317, 2611, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132366, 2258, 2328, 2618, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132406, 2282, 2298, 2577, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132445, 2251, 2294, 2610, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132485, 2245, 2290, 2596, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132524, 2234, 2322, 2612, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132564, 2232, 2342, 2590, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132603, 2257, 2311, 2602, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132643, 2255, 2287, 2610, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132682, 2244, 2328, 2608, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132722, 2247, 2308, 2590, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132756, 2254, 2311, 2615, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132791, 2235, 2356, 2590, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132826, 2209, 2330, 2587, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132861, 2229, 2340, 2613, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132896, 2237, 2325, 2596, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132930, 2255, 2321, 2597, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
132965, 2240, 2295, 2607, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133000, 2249, 2309, 2605, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133035, 2226, 2366, 2602, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133070, 2244, 2341, 2598, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133110, 2217, 2311, 2614, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133150, 2235, 2314, 2622, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133190, 2227, 2340, 2600, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133230, 2232, 2299, 2608, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133271, 2253, 2289, 2604, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133311, 2246, 2331, 2573, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133351, 2200, 2311, 2619, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133391, 2244, 2316, 2606, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133431, 2228, 2329, 2631, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133472, 2247, 2340, 2608, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133508, 2234, 2312, 2597, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133545, 2248, 2301, 2603, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133582, 2241, 2316, 2608, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133618, 2251, 2339, 2627, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133655, 2240, 2329, 2604, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133692, 2252, 2298, 2600, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133729, 2196, 2324, 2606, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133765, 2242, 2315, 2599, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133802, 2242, 2322, 2631, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133839, 2235, 2321, 2570, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133876, 2224, 2303, 2603, 98, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133918, 2221, 2317, 2606, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
133960, 2253, 2329, 2612, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134002, 2233, 2328, 2605, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134044, 2229, 2328, 2609, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134086, 2224, 2340, 2570, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134128, 2253, 2329, 2618, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134170, 2218, 2331, 2589, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134212, 2217, 2343, 2601, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134254, 2220, 2317, 2601, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134296, 2226, 2334, 2611, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134328, 2228, 2345, 2615, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134360, 2239, 2339, 2604, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134393, 2229, 2332, 2589, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134425, 2246, 2348, 2571, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134457, 2200, 2328, 2601, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134490, 2233, 2333, 2605, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134522, 2212, 2350, 2606, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134554, 2203, 2346, 2603, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134587, 2239, 2312, 2604, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134619, 2229, 2349, 2596, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134652, 2215, 2345, 2608, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134694, 2205, 2336, 2592, 95, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134736, 2219, 2339, 2603, 95, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134778, 2205, 2338, 2602, 95, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134821, 2232, 2304, 2612, 95, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134863, 2210, 2325, 2585, 95, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134905, 2201, 2350, 2622, 95, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134948, 2216, 2314, 2628, 95, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
134990, 2247, 2349, 2591, 95, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135032, 2228, 2344, 2574, 95, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135075, 2221, 2311, 2605, 95, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135113, 2249, 2320, 2604, 95, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135152, 2226, 2333, 2614, 95, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135190, 2216, 2352, 2599, 95, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135229, 2225, 2338, 2606, 95, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135268, 2232, 2316, 2600, 95, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135306, 2216, 2309, 2629, 95, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135345, 2229, 2327, 2618, 95, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135383, 2223, 2335, 2574, 95, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135422, 2238, 2326, 2631, 95, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135461, 2239, 2328, 2630, 95, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135499, 2251, 2306, 2598, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135538, 2239, 2319, 2586, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135576, 2260, 2303, 2608, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135615, 2268, 2294, 2598, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135654, 2260, 2300, 2586, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135692, 2222, 2319, 2589, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135731, 2242, 2305, 2615, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135770, 2263, 2313, 2623, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135808, 2260, 2293, 2621, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135847, 2288, 2286, 2602, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135886, 2295, 2303, 2586, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135924, 2247, 2303, 2614, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
135963, 2206, 2315, 2609, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136002, 2259, 2334, 2576, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136041, 2268, 2350, 2587, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136080, 2244, 2298, 2594, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136119, 2239, 2327, 2591, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136158, 2229, 2351, 2643, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136197, 2209, 2315, 2605, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136236, 2265, 2312, 2557, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136275, 2268, 2339, 2564, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136312, 2228, 2328, 2589, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136349, 2226, 2346, 2620, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136387, 2217, 2332, 2627, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136424, 2225, 2356, 2580, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136462, 2251, 2344, 2590, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136499, 2216, 2326, 2609, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136537, 2223, 2332, 2604, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136574, 2217, 2348, 2591, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136612, 2212, 2350, 2583, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136649, 2206, 2312, 2595, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136687, 2212, 2312, 2586, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136725, 2242, 2367, 2607, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136763, 2223, 2357, 2589, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136801, 2226, 2335, 2571, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136840, 2229, 2325, 2594, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136878, 2211, 2335, 2579, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136916, 2227, 2322, 2611, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136955, 2225, 2362, 2593, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
136993, 2210, 2353, 2597, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137031, 2229, 2326, 2601, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137070, 2226, 2301, 2622, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137110, 2245, 2320, 2603, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137151, 2215, 2323, 2605, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137191, 2211, 2339, 2623, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137232, 2241, 2316, 2590, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137273, 2240, 2356, 2593, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137313, 2229, 2323, 2618, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137354, 2225, 2307, 2598, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137394, 2226, 2318, 2586, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137435, 2227, 2350, 2609, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137476, 2215, 2351, 2593, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137511, 2273, 2324, 2621, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137547, 2267, 2343, 2598, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137583, 2191, 2308, 2598, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137619, 2231, 2301, 2600, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137655, 2227, 2315, 2617, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137690, 2229, 2346, 2580, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137726, 2250, 2287, 2615, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137762, 2256, 2311, 2608, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137798, 2253, 2335, 2600, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137834, 2241, 2323, 2600, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137870, 2232, 2308, 2618, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137908, 2249, 2309, 2606, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137947, 2249, 2305, 2597, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
137985, 2263, 2291, 2619, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138024, 2258, 2290, 2600, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138062, 2246, 2307, 2604, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138101, 2266, 2329, 2587, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138139, 2268, 2258, 2600, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138178, 2234, 2314, 2589, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138216, 2265, 2301, 2611, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138255, 2269, 2323, 2577, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138295, 2276, 2329, 2596, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138335, 2257, 2322, 2610, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138375, 2273, 2262, 2619, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138415, 2257, 2299, 2604, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138455, 2226, 2341, 2614, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138495, 2219, 2339, 2565, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138535, 2284, 2319, 2603, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138575, 2250, 2294, 2600, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138615, 2244, 2317, 2600, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
138655, 2248, 2349, 2584, 96, 0edb1846-a94d-4cf9-9369-cd19e4e13e78, , duduk, duduk_tasyahud_awal, , 
