137690, 2929, 1888, 2231, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
145822, 2809, 2194, 2172, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
145860, 2786, 2150, 2168, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
145897, 2825, 2161, 2163, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
145935, 2839, 2135, 2158, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
145972, 2816, 2148, 2166, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146010, 2801, 2147, 2139, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146049, 2821, 2164, 2171, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146089, 2825, 2129, 2157, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146129, 2795, 2151, 2164, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146169, 2826, 2139, 2183, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146209, 2813, 2126, 2169, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146248, 2811, 2139, 2169, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146288, 2822, 2116, 2150, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146328, 2804, 2139, 2175, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146368, 2832, 2142, 2146, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146408, 2812, 2134, 2161, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146445, 2818, 2140, 2165, 93, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146482, 2836, 2153, 2160, 93, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146519, 2802, 2112, 2177, 93, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146556, 2842, 2140, 2147, 93, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146593, 2791, 2125, 2175, 93, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146631, 2812, 2130, 2158, 93, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146668, 2826, 2121, 2140, 93, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146705, 2837, 2132, 2150, 93, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146742, 2824, 2109, 2149, 93, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146779, 2850, 2133, 2158, 93, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146817, 2823, 2127, 2155, 93, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146856, 2825, 2144, 2169, 93, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146895, 2819, 2140, 2154, 93, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146934, 2818, 2162, 2155, 93, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
146973, 2803, 2155, 2169, 93, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147012, 2800, 2141, 2174, 93, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147051, 2816, 2140, 2166, 93, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147090, 2814, 2167, 2166, 93, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147129, 2810, 2155, 2150, 93, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147168, 2784, 2187, 2148, 93, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147208, 2775, 2151, 2167, 93, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147248, 2799, 2143, 2164, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147288, 2841, 2179, 2142, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147328, 2800, 2139, 2173, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147369, 2788, 2215, 2157, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147409, 2795, 2150, 2145, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147449, 2833, 2175, 2149, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147490, 2804, 2159, 2157, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147530, 2812, 2201, 2166, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147570, 2794, 2125, 2170, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147611, 2817, 2155, 2166, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147649, 2786, 2150, 2160, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147687, 2818, 2169, 2167, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147725, 2796, 2135, 2151, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147763, 2789, 2157, 2190, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147801, 2813, 2152, 2166, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147840, 2795, 2150, 2159, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147878, 2788, 2181, 2177, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147916, 2781, 2148, 2170, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147954, 2816, 2157, 2174, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
147992, 2816, 2143, 2181, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148031, 2807, 2141, 2163, 94, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148069, 2844, 2133, 2160, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148107, 2809, 2174, 2179, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148145, 2758, 2183, 2189, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148183, 2798, 2144, 2152, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148221, 2813, 2112, 2176, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148259, 2810, 2188, 2183, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148297, 2770, 2153, 2164, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148335, 2810, 2182, 2162, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148373, 2809, 2138, 2165, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148411, 2767, 2183, 2166, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148447, 2797, 2216, 2196, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148483, 2816, 2134, 2164, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148519, 2797, 2179, 2170, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148556, 2798, 2144, 2147, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148592, 2782, 2186, 2168, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148628, 2786, 2162, 2175, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148664, 2790, 2149, 2184, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148701, 2792, 2162, 2167, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148737, 2810, 2122, 2177, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148773, 2805, 2178, 2180, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148810, 2814, 2150, 2195, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148850, 2792, 2120, 2190, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148890, 2817, 2130, 2189, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148931, 2764, 2169, 2172, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
148971, 2781, 2185, 2156, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149012, 2829, 2127, 2165, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149052, 2794, 2141, 2175, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149092, 2786, 2168, 2199, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149133, 2804, 2149, 2164, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149173, 2823, 2145, 2190, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149214, 2793, 2134, 2171, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149251, 2784, 2172, 2172, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149288, 2772, 2158, 2149, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149325, 2796, 2140, 2162, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149362, 2783, 2140, 2169, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149399, 2813, 2169, 2163, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149436, 2811, 2173, 2186, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149473, 2823, 2159, 2158, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149510, 2805, 2127, 2171, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149547, 2795, 2154, 2170, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149585, 2788, 2136, 2174, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149621, 2848, 2114, 2159, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149658, 2820, 2144, 2170, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149695, 2785, 2142, 2164, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149732, 2804, 2135, 2165, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149769, 2816, 2137, 2157, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149806, 2799, 2165, 2160, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149843, 2808, 2160, 2158, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149880, 2795, 2142, 2189, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149917, 2825, 2129, 2175, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149954, 2806, 2151, 2189, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
149991, 2785, 2165, 2156, 97, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150036, 2812, 2165, 2174, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150081, 2774, 2138, 2179, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150126, 2797, 2149, 2168, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150171, 2786, 2158, 2159, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150217, 2786, 2184, 2195, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150262, 2791, 2166, 2169, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150307, 2793, 2167, 2166, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150352, 2758, 2179, 2164, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150397, 2789, 2136, 2172, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150443, 2810, 2182, 2188, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150479, 2775, 2162, 2169, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150516, 2765, 2164, 2158, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150553, 2795, 2140, 2182, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150590, 2789, 2174, 2173, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150627, 2781, 2162, 2184, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150663, 2773, 2162, 2186, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150700, 2802, 2142, 2165, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150737, 2778, 2172, 2173, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150774, 2759, 2170, 2181, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150811, 2790, 2146, 2179, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150848, 2785, 2154, 2174, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150886, 2789, 2139, 2189, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150924, 2786, 2153, 2162, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150961, 2784, 2186, 2174, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
150999, 2773, 2160, 2165, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151037, 2788, 2171, 2163, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151075, 2769, 2152, 2183, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151112, 2770, 2143, 2172, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151150, 2809, 2157, 2167, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151188, 2788, 2176, 2172, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151226, 2743, 2203, 2174, 100, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151263, 2819, 2144, 2156, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151300, 2803, 2142, 2167, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151338, 2795, 2179, 2178, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151375, 2782, 2189, 2161, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151413, 2771, 2164, 2168, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151450, 2776, 2148, 2172, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151487, 2764, 2194, 2172, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151525, 2768, 2152, 2187, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151562, 2802, 2152, 2162, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151600, 2793, 2149, 2187, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151637, 2796, 2196, 2166, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151674, 2772, 2151, 2180, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151712, 2786, 2179, 2182, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151749, 2756, 2167, 2170, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151786, 2781, 2167, 2187, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151824, 2801, 2179, 2161, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151861, 2773, 2163, 2175, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151898, 2792, 2145, 2187, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151936, 2771, 2151, 2198, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
151973, 2784, 2200, 2175, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152011, 2736, 2200, 2181, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152051, 2810, 2179, 2173, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152092, 2795, 2146, 2169, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152132, 2770, 2172, 2176, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152173, 2792, 2201, 2169, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152213, 2796, 2152, 2176, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152254, 2782, 2176, 2192, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152294, 2762, 2197, 2160, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152335, 2811, 2169, 2180, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152375, 2791, 2166, 2185, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152416, 2785, 2173, 2165, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152454, 2783, 2167, 2174, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152493, 2788, 2183, 2178, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152531, 2775, 2156, 2177, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152570, 2779, 2178, 2176, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152608, 2790, 2177, 2171, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152647, 2800, 2159, 2171, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152685, 2775, 2174, 2175, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152724, 2827, 2140, 2169, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152762, 2757, 2163, 2193, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152801, 2768, 2205, 2169, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152838, 2792, 2149, 2152, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152875, 2817, 2161, 2166, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152912, 2778, 2180, 2175, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152949, 2785, 2195, 2174, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
152986, 2785, 2151, 2171, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153024, 2801, 2175, 2165, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153061, 2760, 2206, 2175, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153098, 2791, 2153, 2174, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153135, 2792, 2153, 2186, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153172, 2799, 2162, 2168, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153210, 2778, 2149, 2173, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153250, 2784, 2154, 2178, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153290, 2797, 2156, 2164, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153330, 2803, 2166, 2186, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153370, 2813, 2186, 2146, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153410, 2779, 2148, 2166, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153450, 2781, 2172, 2184, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153490, 2757, 2181, 2168, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153530, 2790, 2132, 2178, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153570, 2793, 2186, 2148, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153610, 2783, 2186, 2183, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153651, 2775, 2177, 2163, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153692, 2755, 2154, 2175, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153733, 2769, 2193, 2169, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153774, 2753, 2172, 2193, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153815, 2795, 2172, 2179, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153856, 2772, 2168, 2186, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153897, 2776, 2181, 2192, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
153938, 2784, 2163, 2165, 101, f40df6d7-8568-4cd9-a532-974b5f1bf491, , duduk, duduk_tasyahud_awal, , 
