159305, 1952, 2318, 2893, 80, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, menggaruk, 
167527, 1939, 2660, 2481, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
167569, 1965, 2690, 2472, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
167603, 1963, 2703, 2459, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
167638, 1961, 2702, 2482, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
167672, 1946, 2707, 2482, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
167707, 1952, 2675, 2465, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
167741, 1967, 2685, 2476, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
167776, 1965, 2685, 2499, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
167810, 1978, 2668, 2481, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
167845, 1966, 2658, 2467, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
167879, 1949, 2695, 2485, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
167914, 1961, 2688, 2460, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
167949, 1970, 2708, 2449, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
167992, 1960, 2669, 2486, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168035, 1972, 2691, 2509, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168078, 1940, 2674, 2436, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168122, 1950, 2677, 2499, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168165, 1997, 2682, 2474, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168208, 1963, 2654, 2455, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168252, 1977, 2685, 2482, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168295, 1958, 2635, 2471, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168338, 1976, 2679, 2472, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168382, 1973, 2689, 2451, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168423, 2001, 2660, 2466, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168465, 1996, 2662, 2462, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168507, 2005, 2658, 2476, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168549, 1983, 2659, 2470, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168591, 1992, 2636, 2465, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168632, 2004, 2635, 2462, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168674, 1995, 2673, 2458, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168716, 1980, 2652, 2484, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168758, 1996, 2669, 2462, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168800, 1988, 2666, 2479, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168831, 2001, 2639, 2485, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168863, 1997, 2680, 2445, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168895, 1974, 2696, 2434, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168926, 1987, 2701, 2465, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168958, 1989, 2676, 2461, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
168990, 2019, 2625, 2448, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169022, 1998, 2666, 2445, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169053, 1983, 2657, 2486, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169085, 1996, 2696, 2476, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169117, 1979, 2671, 2465, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169149, 1982, 2683, 2455, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169189, 1988, 2683, 2475, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169229, 1983, 2665, 2482, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169269, 1976, 2657, 2462, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169310, 1973, 2673, 2461, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169350, 1981, 2663, 2469, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169390, 2012, 2664, 2462, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169431, 1972, 2653, 2465, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169471, 1945, 2670, 2484, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169511, 1944, 2687, 2476, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169552, 1973, 2701, 2473, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169588, 1957, 2676, 2474, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169625, 1976, 2665, 2479, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169661, 1985, 2654, 2456, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169698, 1958, 2678, 2480, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169735, 1947, 2691, 2483, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169771, 1967, 2708, 2459, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169808, 1963, 2675, 2476, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169845, 1958, 2667, 2469, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169881, 1971, 2670, 2474, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169918, 1944, 2726, 2467, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169955, 1971, 2671, 2471, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
169997, 1984, 2690, 2459, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170039, 1946, 2713, 2458, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170081, 1937, 2677, 2450, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170123, 1950, 2702, 2467, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170165, 1939, 2699, 2468, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170207, 1945, 2694, 2487, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170249, 1958, 2682, 2468, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170291, 1950, 2685, 2464, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170333, 1939, 2718, 2457, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170375, 1950, 2734, 2443, 82, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170414, 1922, 2733, 2451, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170453, 1936, 2725, 2452, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170492, 1955, 2741, 2465, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170531, 1960, 2701, 2451, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170571, 1921, 2720, 2437, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170610, 1928, 2734, 2457, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170649, 1938, 2716, 2463, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170688, 1940, 2711, 2422, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170727, 1930, 2739, 2427, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170767, 1915, 2721, 2465, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170802, 1928, 2744, 2465, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170837, 1950, 2739, 2454, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170872, 1952, 2731, 2444, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170907, 1932, 2718, 2446, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170942, 1908, 2735, 2435, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
170978, 1923, 2704, 2459, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171013, 1902, 2715, 2467, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171048, 1928, 2731, 2435, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171083, 1906, 2722, 2440, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171118, 1908, 2718, 2479, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171154, 1944, 2703, 2429, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171199, 1895, 2741, 2458, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171244, 1908, 2735, 2471, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171289, 1937, 2736, 2432, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171334, 1918, 2720, 2423, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171380, 1899, 2734, 2437, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171425, 1903, 2721, 2458, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171470, 1925, 2726, 2451, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171515, 1922, 2742, 2452, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171560, 1932, 2725, 2469, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171606, 1923, 2720, 2438, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171637, 1921, 2737, 2454, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171668, 1916, 2738, 2457, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171699, 1933, 2735, 2454, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171731, 1914, 2755, 2426, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171762, 1921, 2732, 2447, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171793, 1937, 2739, 2460, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171824, 1952, 2720, 2435, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171856, 1912, 2736, 2439, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171887, 1917, 2754, 2477, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171918, 1922, 2733, 2465, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171950, 1934, 2729, 2427, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
171991, 1942, 2706, 2431, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172033, 1903, 2721, 2464, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172075, 1888, 2739, 2462, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172117, 1900, 2746, 2447, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172159, 1940, 2740, 2430, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172201, 1912, 2712, 2437, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172243, 1955, 2750, 2482, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172285, 1925, 2745, 2429, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172327, 1910, 2735, 2459, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172369, 1886, 2752, 2446, 83, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172407, 1920, 2734, 2426, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172446, 1932, 2756, 2459, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172485, 1928, 2699, 2485, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172524, 1941, 2702, 2456, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172563, 1942, 2717, 2433, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172602, 1974, 2682, 2442, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172641, 1917, 2721, 2441, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172680, 1902, 2708, 2451, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172719, 1949, 2711, 2445, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172758, 1952, 2743, 2469, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172793, 1957, 2689, 2449, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172829, 1951, 2693, 2448, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172865, 1954, 2719, 2459, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172901, 1898, 2727, 2457, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172937, 1941, 2723, 2424, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
172973, 1951, 2716, 2430, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173009, 1969, 2714, 2444, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173045, 1956, 2743, 2448, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173081, 1942, 2729, 2470, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173117, 1935, 2724, 2440, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173153, 1897, 2756, 2461, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173193, 1928, 2718, 2480, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173233, 1964, 2717, 2434, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173273, 1948, 2727, 2431, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173313, 1908, 2726, 2447, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173354, 1935, 2721, 2440, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173394, 1942, 2743, 2446, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173434, 1951, 2719, 2454, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173474, 1937, 2705, 2440, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173514, 1928, 2728, 2446, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173555, 1906, 2734, 2458, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173593, 1902, 2729, 2437, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173631, 1917, 2743, 2457, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173669, 1945, 2719, 2446, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173707, 1955, 2703, 2445, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173745, 1921, 2749, 2456, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173784, 1906, 2735, 2446, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173822, 1955, 2731, 2445, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173860, 1929, 2747, 2424, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173898, 1913, 2713, 2434, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173936, 1891, 2721, 2454, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
173975, 1898, 2742, 2465, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174019, 1918, 2763, 2447, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174064, 1939, 2738, 2441, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174109, 1923, 2723, 2449, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174154, 1911, 2742, 2444, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174199, 1928, 2750, 2428, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174244, 1899, 2742, 2431, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174289, 1919, 2740, 2452, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174334, 1932, 2764, 2426, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174379, 1924, 2708, 2457, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174424, 1898, 2743, 2451, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174456, 1910, 2738, 2434, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174489, 1921, 2738, 2443, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174522, 1930, 2759, 2433, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174555, 1919, 2776, 2406, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174588, 1921, 2734, 2417, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174621, 1921, 2747, 2453, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174654, 1904, 2765, 2435, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174687, 1860, 2761, 2431, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174720, 1883, 2717, 2439, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174753, 1918, 2806, 2407, 84, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174788, 1927, 2749, 2439, 85, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174824, 1901, 2756, 2428, 85, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174860, 1892, 2769, 2434, 85, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174896, 1905, 2774, 2445, 85, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174932, 1911, 2747, 2430, 85, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
174968, 1910, 2749, 2448, 85, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175004, 1879, 2771, 2427, 85, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175040, 1886, 2778, 2443, 85, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175076, 1925, 2749, 2440, 85, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175112, 1921, 2743, 2429, 85, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175148, 1888, 2765, 2412, 85, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175188, 1896, 2743, 2453, 85, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175228, 1909, 2762, 2435, 85, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175268, 1888, 2768, 2449, 85, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175309, 1921, 2767, 2425, 85, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175349, 1938, 2726, 2447, 85, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175389, 1932, 2746, 2437, 85, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175430, 1918, 2767, 2451, 85, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175470, 1925, 2738, 2488, 85, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175510, 1884, 2733, 2453, 85, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175551, 1938, 2758, 2415, 85, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175591, 1904, 2757, 2430, 86, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175631, 1925, 2710, 2448, 86, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175671, 1927, 2720, 2435, 86, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175711, 1915, 2755, 2467, 86, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175752, 1916, 2749, 2431, 86, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175792, 1920, 2770, 2431, 86, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
175832, 1918, 2756, 2433, 86, e90fa50b-3433-4013-a93b-828f5ed79920, , duduk, duduk_tasyahud_awal, , 
