171005, 1539, 1110, 3717, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179620, 1486, 1386, 3632, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179660, 1468, 1380, 3630, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179700, 1473, 1407, 3640, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179740, 1439, 1381, 3629, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179780, 1474, 1365, 3633, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179820, 1492, 1393, 3628, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179860, 1473, 1355, 3630, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179900, 1467, 1390, 3627, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179940, 1490, 1372, 3610, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
179980, 1495, 1369, 3633, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180020, 1489, 1400, 3604, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180058, 1454, 1399, 3623, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180096, 1467, 1393, 3641, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180134, 1453, 1403, 3624, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180172, 1455, 1365, 3652, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180210, 1485, 1415, 3608, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180248, 1459, 1414, 3618, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180286, 1433, 1433, 3616, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180324, 1461, 1388, 3625, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180362, 1495, 1253, 3671, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180400, 1487, 1325, 3628, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180439, 1464, 1462, 3582, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180477, 1460, 1428, 3598, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180515, 1442, 1416, 3614, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180553, 1462, 1365, 3643, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180591, 1451, 1378, 3613, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180629, 1442, 1409, 3619, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180667, 1470, 1409, 3637, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180705, 1471, 1363, 3625, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180743, 1475, 1404, 3630, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180781, 1472, 1364, 3621, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180820, 1467, 1374, 3629, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180863, 1460, 1410, 3633, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180906, 1442, 1426, 3621, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180949, 1456, 1380, 3632, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
180992, 1487, 1394, 3630, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181035, 1455, 1396, 3607, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181078, 1473, 1383, 3632, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181121, 1471, 1379, 3614, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181164, 1446, 1369, 3623, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181207, 1435, 1392, 3621, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181250, 1452, 1395, 3637, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181282, 1460, 1409, 3612, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181315, 1472, 1371, 3639, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181348, 1469, 1405, 3631, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181380, 1461, 1390, 3634, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181413, 1460, 1404, 3630, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181446, 1463, 1399, 3627, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181479, 1453, 1409, 3630, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181511, 1464, 1403, 3624, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181544, 1459, 1394, 3634, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181577, 1468, 1378, 3640, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181610, 1456, 1404, 3647, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181650, 1476, 1416, 3618, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181691, 1445, 1377, 3630, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181732, 1461, 1391, 3627, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181773, 1440, 1358, 3623, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181814, 1448, 1404, 3626, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181854, 1451, 1406, 3624, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181895, 1480, 1380, 3621, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181936, 1463, 1407, 3640, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
181977, 1441, 1380, 3626, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182018, 1446, 1382, 3641, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182056, 1490, 1465, 3648, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182094, 1458, 1432, 3602, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182133, 1480, 1429, 3635, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182171, 1470, 1407, 3611, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182209, 1448, 1434, 3617, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182248, 1455, 1421, 3626, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182286, 1460, 1402, 3591, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182324, 1465, 1398, 3639, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182363, 1462, 1425, 3611, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182401, 1438, 1400, 3638, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182440, 1458, 1421, 3627, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182477, 1469, 1413, 3618, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182514, 1489, 1403, 3625, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182551, 1417, 1415, 3627, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182588, 1448, 1418, 3637, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182625, 1467, 1405, 3620, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182662, 1457, 1400, 3642, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182699, 1456, 1405, 3625, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182736, 1469, 1413, 3629, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182773, 1464, 1380, 3623, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182810, 1457, 1421, 3618, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182857, 1465, 1389, 3627, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182905, 1447, 1421, 3620, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
182953, 1471, 1384, 3623, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183001, 1472, 1416, 3644, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183049, 1456, 1411, 3622, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183097, 1453, 1403, 3632, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183145, 1443, 1438, 3605, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183193, 1482, 1381, 3623, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183241, 1469, 1421, 3615, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183289, 1462, 1395, 3629, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183319, 1442, 1427, 3631, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183349, 1446, 1393, 3648, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183380, 1447, 1416, 3626, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183410, 1442, 1413, 3636, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183440, 1458, 1434, 3597, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183471, 1434, 1412, 3610, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183501, 1447, 1423, 3619, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183531, 1462, 1429, 3614, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183562, 1465, 1377, 3628, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183592, 1448, 1431, 3613, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183623, 1458, 1402, 3631, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183661, 1448, 1448, 3604, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183700, 1452, 1399, 3630, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183738, 1465, 1395, 3643, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183777, 1479, 1441, 3611, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183815, 1471, 1453, 3609, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183854, 1471, 1391, 3631, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183892, 1417, 1419, 3632, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183931, 1430, 1431, 3616, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
183969, 1466, 1462, 3605, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184008, 1465, 1382, 3624, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184051, 1456, 1418, 3636, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184095, 1448, 1414, 3637, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184139, 1508, 1391, 3625, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184182, 1456, 1400, 3631, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184226, 1460, 1410, 3638, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184270, 1470, 1376, 3615, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184313, 1449, 1392, 3617, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184357, 1492, 1408, 3611, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184401, 1493, 1414, 3613, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184445, 1479, 1399, 3631, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184479, 1488, 1398, 3618, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184513, 1468, 1380, 3629, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184548, 1485, 1427, 3626, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184582, 1475, 1430, 3612, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184616, 1446, 1402, 3635, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184651, 1446, 1442, 3603, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184685, 1445, 1443, 3605, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184719, 1452, 1442, 3620, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184754, 1436, 1441, 3604, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184788, 1475, 1391, 3609, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184823, 1476, 1443, 3622, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184861, 1461, 1452, 3607, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184900, 1462, 1418, 3617, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184938, 1473, 1432, 3626, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
184977, 1462, 1424, 3620, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185016, 1446, 1437, 3622, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185054, 1477, 1440, 3625, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185093, 1475, 1391, 3623, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185131, 1474, 1458, 3608, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185170, 1476, 1416, 3617, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185209, 1484, 1428, 3614, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185246, 1468, 1378, 3641, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185283, 1459, 1447, 3608, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185320, 1455, 1418, 3633, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185358, 1479, 1444, 3611, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185395, 1455, 1440, 3617, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185432, 1464, 1417, 3599, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185469, 1475, 1425, 3603, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185507, 1472, 1431, 3601, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185544, 1470, 1413, 3625, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185581, 1446, 1410, 3620, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185619, 1461, 1418, 3592, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185657, 1463, 1421, 3600, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185695, 1467, 1421, 3615, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185734, 1448, 1410, 3633, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185772, 1438, 1432, 3624, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185811, 1482, 1426, 3611, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185849, 1478, 1408, 3626, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185887, 1455, 1419, 3602, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185926, 1483, 1408, 3625, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
185964, 1462, 1429, 3626, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186003, 1457, 1430, 3614, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186045, 1451, 1431, 3601, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186087, 1474, 1436, 3615, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186129, 1465, 1423, 3604, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186171, 1443, 1441, 3624, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186214, 1465, 1443, 3608, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186256, 1465, 1423, 3612, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186298, 1463, 1454, 3608, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186340, 1455, 1426, 3617, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186382, 1446, 1451, 3610, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186425, 1455, 1411, 3607, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186464, 1473, 1417, 3650, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186504, 1446, 1432, 3589, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186543, 1461, 1403, 3626, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186583, 1462, 1434, 3609, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186623, 1468, 1430, 3613, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186662, 1450, 1431, 3611, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186702, 1458, 1461, 3607, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186742, 1472, 1430, 3612, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186781, 1448, 1449, 3618, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186821, 1465, 1424, 3600, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186861, 1467, 1417, 3612, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186895, 1453, 1457, 3603, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186929, 1451, 1409, 3624, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186963, 1454, 1455, 3605, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
186998, 1446, 1429, 3614, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187032, 1459, 1428, 3611, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187066, 1457, 1444, 3601, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187101, 1449, 1423, 3621, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187135, 1469, 1441, 3605, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187169, 1470, 1414, 3620, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187204, 1442, 1456, 3592, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187244, 1457, 1408, 3632, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187285, 1443, 1446, 3614, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187325, 1448, 1433, 3619, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187366, 1479, 1464, 3618, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187406, 1436, 1440, 3593, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187447, 1433, 1431, 3629, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187487, 1434, 1430, 3597, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187528, 1462, 1417, 3613, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187568, 1451, 1448, 3598, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187609, 1444, 1452, 3619, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187646, 1465, 1428, 3625, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187683, 1479, 1432, 3599, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187720, 1469, 1433, 3621, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187757, 1470, 1420, 3611, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187794, 1459, 1424, 3627, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187831, 1445, 1451, 3615, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187868, 1442, 1432, 3601, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187905, 1458, 1465, 3616, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187942, 1460, 1480, 3623, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
187979, 1450, 1415, 3625, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188016, 1456, 1478, 3594, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188058, 1464, 1423, 3612, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188100, 1458, 1447, 3598, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188142, 1460, 1448, 3628, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188184, 1452, 1447, 3619, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
188226, 1435, 1439, 3609, 94, 10125f5d-3a76-49c4-9134-280600264122, , duduk, duduk_tasyahud_awal, , 
