190038, 2375, 2583, 2209, 92, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
197931, 2181, 2780, 2157, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
197969, 2201, 2737, 2166, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198007, 2175, 2749, 2170, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198045, 2213, 2790, 2177, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198083, 2174, 2768, 2170, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198122, 2197, 2738, 2170, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198160, 2184, 2738, 2168, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198198, 2193, 2795, 2172, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198236, 2173, 2748, 2168, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198275, 2206, 2754, 2153, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198313, 2199, 2764, 2166, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198351, 2176, 2770, 2154, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198389, 2191, 2790, 2179, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198428, 2165, 2772, 2188, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198467, 2176, 2784, 2162, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198506, 2204, 2760, 2162, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198545, 2187, 2768, 2178, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198584, 2179, 2792, 2150, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198623, 2174, 2764, 2166, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198662, 2183, 2760, 2181, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198701, 2173, 2736, 2152, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198740, 2163, 2775, 2152, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198779, 2137, 2795, 2196, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198818, 2187, 2758, 2138, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198857, 2178, 2764, 2153, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198896, 2182, 2785, 2179, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198935, 2181, 2785, 2162, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
198971, 2187, 2793, 2173, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199008, 2176, 2764, 2166, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199045, 2183, 2786, 2145, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199081, 2173, 2774, 2168, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199118, 2151, 2792, 2164, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199155, 2165, 2790, 2159, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199191, 2171, 2795, 2151, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199228, 2181, 2772, 2182, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199265, 2167, 2761, 2185, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199301, 2199, 2763, 2177, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199338, 2176, 2782, 2176, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199375, 2153, 2791, 2153, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199412, 2183, 2763, 2168, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199451, 2192, 2772, 2146, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199491, 2154, 2757, 2149, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199530, 2170, 2783, 2157, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199570, 2175, 2795, 2186, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199609, 2186, 2750, 2160, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199649, 2184, 2778, 2166, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199688, 2186, 2787, 2166, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199728, 2173, 2787, 2156, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199767, 2182, 2800, 2142, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199807, 2167, 2758, 2172, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199846, 2191, 2815, 2176, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199886, 2161, 2816, 2139, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199926, 2172, 2781, 2171, 94, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
199967, 2154, 2794, 2174, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200008, 2164, 2793, 2173, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200049, 2171, 2796, 2169, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200091, 2203, 2754, 2145, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200132, 2150, 2773, 2154, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200173, 2158, 2810, 2175, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200215, 2159, 2787, 2174, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200256, 2156, 2783, 2192, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200297, 2182, 2733, 2184, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200339, 2187, 2720, 2173, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200380, 2212, 2737, 2156, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200421, 2239, 2791, 2159, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200463, 2190, 2724, 2145, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200503, 2198, 2746, 2195, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200544, 2222, 2751, 2155, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200585, 2235, 2742, 2153, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200626, 2216, 2726, 2198, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200667, 2195, 2759, 2177, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200708, 2205, 2737, 2154, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200748, 2250, 2769, 2172, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200789, 2179, 2732, 2169, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200830, 2173, 2761, 2159, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200871, 2202, 2735, 2161, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200912, 2228, 2789, 2177, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200953, 2198, 2703, 2149, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
200994, 2209, 2757, 2178, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201028, 2226, 2761, 2178, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201062, 2206, 2775, 2167, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201097, 2174, 2746, 2196, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201131, 2193, 2780, 2163, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201166, 2191, 2762, 2156, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201200, 2183, 2768, 2140, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201235, 2219, 2760, 2150, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201269, 2179, 2788, 2144, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201304, 2177, 2790, 2168, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201338, 2225, 2743, 2142, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201373, 2210, 2766, 2160, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201407, 2178, 2772, 2152, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201442, 2180, 2790, 2166, 95, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201480, 2179, 2777, 2155, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201518, 2201, 2762, 2172, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201557, 2177, 2754, 2179, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201595, 2160, 2774, 2179, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201634, 2192, 2770, 2188, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201672, 2178, 2753, 2159, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201711, 2201, 2775, 2161, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201749, 2190, 2783, 2160, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201788, 2198, 2746, 2169, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201826, 2190, 2768, 2170, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201865, 2181, 2771, 2182, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201903, 2176, 2749, 2168, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201942, 2202, 2737, 2151, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
201979, 2192, 2769, 2143, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202017, 2163, 2760, 2173, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202054, 2182, 2780, 2175, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202092, 2193, 2774, 2165, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202130, 2175, 2755, 2185, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202167, 2189, 2758, 2171, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202205, 2200, 2755, 2158, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202242, 2198, 2786, 2164, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202280, 2181, 2785, 2180, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202318, 2176, 2745, 2179, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202355, 2186, 2785, 2139, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202393, 2204, 2770, 2173, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202431, 2185, 2784, 2152, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202469, 2208, 2764, 2176, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202507, 2170, 2785, 2168, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202545, 2180, 2821, 2137, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202583, 2188, 2754, 2145, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202622, 2203, 2769, 2143, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202660, 2179, 2780, 2146, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202698, 2166, 2745, 2158, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202736, 2188, 2808, 2149, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202775, 2183, 2781, 2152, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202813, 2157, 2785, 2146, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202851, 2201, 2796, 2150, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202889, 2171, 2783, 2155, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202928, 2185, 2782, 2141, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
202968, 2181, 2787, 2140, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203008, 2165, 2797, 2173, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203048, 2165, 2752, 2155, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203088, 2190, 2821, 2136, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203129, 2196, 2764, 2166, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203169, 2193, 2745, 2167, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203209, 2185, 2804, 2161, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203249, 2182, 2830, 2153, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203290, 2203, 2755, 2167, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203330, 2176, 2713, 2155, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203370, 2161, 2811, 2144, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203410, 2187, 2782, 2157, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203451, 2176, 2777, 2167, 97, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203488, 2215, 2751, 2167, 99, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203525, 2222, 2758, 2137, 99, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203562, 2196, 2735, 2148, 99, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203599, 2190, 2746, 2156, 99, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203636, 2192, 2738, 2156, 99, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203673, 2189, 2765, 2183, 99, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203710, 2194, 2739, 2151, 99, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203747, 2220, 2765, 2145, 99, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203784, 2210, 2744, 2168, 99, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203821, 2229, 2769, 2177, 99, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203858, 2214, 2747, 2160, 99, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203895, 2175, 2842, 2144, 99, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203932, 2186, 2761, 2201, 99, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
203970, 2223, 2747, 2152, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204008, 2224, 2778, 2110, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204046, 2172, 2782, 2149, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204084, 2193, 2790, 2158, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204122, 2181, 2793, 2187, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204160, 2197, 2782, 2150, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204198, 2189, 2762, 2152, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204236, 2201, 2765, 2170, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204274, 2176, 2747, 2144, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204312, 2173, 2805, 2170, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204350, 2190, 2797, 2147, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204388, 2186, 2778, 2127, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204426, 2197, 2770, 2145, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204465, 2192, 2743, 2161, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204505, 2189, 2789, 2142, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204545, 2168, 2810, 2168, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204585, 2214, 2772, 2145, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204624, 2209, 2760, 2100, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204664, 2148, 2769, 2161, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204704, 2166, 2773, 2182, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204744, 2170, 2799, 2137, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204783, 2181, 2774, 2140, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204823, 2177, 2786, 2154, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204863, 2184, 2775, 2159, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204903, 2160, 2791, 2145, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204943, 2171, 2768, 2152, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
204980, 2187, 2809, 2153, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205018, 2182, 2776, 2152, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205056, 2190, 2763, 2158, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205093, 2204, 2739, 2158, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205131, 2168, 2805, 2160, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205169, 2156, 2780, 2163, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205206, 2194, 2785, 2136, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205244, 2229, 2781, 2126, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205282, 2160, 2753, 2176, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205319, 2187, 2788, 2166, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205357, 2191, 2797, 2150, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205395, 2175, 2789, 2138, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205433, 2176, 2738, 2154, 102, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205471, 2164, 2787, 2156, 103, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205509, 2179, 2810, 2155, 103, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205547, 2201, 2791, 2169, 103, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205585, 2193, 2746, 2159, 103, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205623, 2191, 2778, 2139, 103, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205661, 2178, 2803, 2160, 103, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205699, 2169, 2766, 2181, 103, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
205737, 2210, 2730, 2157, 103, 5f7df418-a59a-4b0d-b5e6-647c146f7aee, , duduk, duduk_tasyahud_awal, , 
