116606, 1552, 1904, 3237, 69, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
125213, 2440, 1898, 2794, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
125250, 2435, 1863, 2800, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
125287, 2433, 1865, 2809, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
125324, 2455, 1865, 2763, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
125361, 2408, 1904, 2797, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
125399, 2447, 1890, 2808, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
125436, 2436, 1895, 2793, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
125473, 2426, 1840, 2800, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
125510, 2427, 1887, 2799, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
125547, 2455, 1852, 2802, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
125585, 2443, 1889, 2839, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
125623, 2443, 1863, 2782, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
125662, 2469, 1850, 2796, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
125700, 2455, 1886, 2802, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
125739, 2421, 1835, 2786, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
125778, 2433, 1888, 2798, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
125816, 2430, 1865, 2795, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
125855, 2435, 1866, 2768, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
125893, 2450, 1877, 2824, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
125932, 2440, 1855, 2792, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
125971, 2430, 1860, 2804, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126007, 2437, 1855, 2800, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126044, 2452, 1859, 2811, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126081, 2437, 1868, 2792, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126117, 2419, 1881, 2800, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126154, 2436, 1891, 2809, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126191, 2440, 1863, 2801, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126228, 2456, 1849, 2811, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126264, 2416, 1850, 2795, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126301, 2436, 1887, 2807, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126338, 2422, 1870, 2784, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126375, 2426, 1890, 2791, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126414, 2435, 1885, 2797, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126454, 2447, 1882, 2818, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126494, 2433, 1857, 2790, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126533, 2415, 1873, 2794, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126573, 2440, 1853, 2767, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126613, 2440, 1862, 2804, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126652, 2418, 1878, 2823, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126692, 2437, 1859, 2797, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126732, 2444, 1891, 2800, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126772, 2439, 1880, 2815, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126811, 2426, 1858, 2781, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126851, 2433, 1881, 2800, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126891, 2418, 1846, 2810, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126931, 2427, 1880, 2803, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
126971, 2434, 1874, 2788, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
127011, 2453, 1888, 2785, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
127051, 2458, 1851, 2798, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
127091, 2517, 1885, 2800, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127131, 2555, 1823, 2897, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127171, 2858, 1939, 2792, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127212, 3053, 2330, 2591, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127253, 2907, 2685, 2764, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127295, 2809, 3902, 2728, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127336, 2374, 4832, 2945, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127377, 1677, 4810, 3122, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127419, 1187, 4565, 2892, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127460, 116, 4277, 2720, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127501, -361, 3862, 2440, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127543, -1075, 3138, 2227, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127584, -1275, 2296, 2045, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127626, -1772, 1426, 1509, 64, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127660, -1935, 1065, 1142, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127695, -2522, 48, 759, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127730, -2749, 29, 891, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127765, -2991, 310, 936, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127800, -3187, 174, 979, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127834, -3249, 393, 1388, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127869, -3506, 684, 1468, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127904, -3632, 1240, 1521, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127939, -3657, 702, 1185, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
127974, -3752, 809, 1520, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128012, -3883, 946, 1561, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128050, -3747, 1077, 1228, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128088, -3617, 790, 1595, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128126, -3612, 1070, 1420, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128165, -3681, 858, 1257, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128203, -3597, 1138, 1497, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128241, -3782, 1197, 1615, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128279, -3728, 916, 1149, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128317, -3879, 738, 1481, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128356, -3631, 1456, 1052, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128394, -3793, 1257, 1612, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128432, -3543, 834, 1250, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128470, -3637, 1120, 1664, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128508, -3670, 1067, 1064, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128546, -3604, 868, 1510, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128584, -3568, 967, 1572, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128622, -3380, 848, 944, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128660, -3191, -124, 809, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128698, -2927, -337, 1116, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128736, -2638, 138, 1449, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128775, -2284, 151, 1510, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128814, -1787, 1241, 1504, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128853, -1394, 1580, 1281, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128893, -498, 2900, 2101, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128932, 598, 4252, 2987, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
128972, 51, 4410, 2253, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
129011, 1364, 3955, 3219, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
129050, 2028, 4308, 3638, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
129090, 2417, 2387, 4112, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
129129, 2392, 2365, 3768, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
129169, 2698, 6258, 7026, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
129205, 1146, 2737, 2017, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
129242, 1264, 1045, 2546, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
129279, 2303, 2481, 3223, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
129315, 1861, 2001, 3046, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
129352, 2051, 2482, 2952, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
129389, 2086, 1977, 2820, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
129426, 2253, 2124, 2875, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
129462, 2209, 2260, 2842, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
129499, 2230, 2060, 2798, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
129536, 2375, 1823, 2727, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
129573, 2375, 1955, 3140, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, menggaruk, 
129611, 2193, 1846, 3003, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
129650, 2155, 2027, 3089, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
129689, 2196, 1776, 2993, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
129728, 2228, 1763, 2834, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
129767, 2352, 1906, 2838, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
129805, 2334, 1877, 2849, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
129844, 2386, 1787, 2916, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
129883, 2309, 1689, 2976, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
129922, 2374, 1936, 3059, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
129961, 2321, 1888, 2899, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130003, 2331, 1774, 2848, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130046, 2326, 1912, 2963, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130089, 2331, 1771, 2924, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130132, 2356, 1857, 2903, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130175, 2346, 1770, 2873, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130217, 2347, 1956, 2862, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130260, 2316, 1905, 2895, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130303, 2323, 1901, 2911, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130346, 2302, 1943, 2849, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130389, 2322, 2014, 2870, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130427, 2345, 1912, 2810, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130465, 2334, 1949, 2866, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130503, 2326, 1934, 2829, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130541, 2328, 1923, 2833, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130579, 2344, 1960, 2840, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130617, 2356, 1942, 2807, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130655, 2360, 1927, 2812, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130693, 2356, 1981, 2804, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130731, 2357, 1920, 2803, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130769, 2361, 1976, 2811, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130807, 2396, 1917, 2848, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130844, 2376, 1921, 2851, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130882, 2339, 1976, 2805, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130920, 2343, 1922, 2813, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130958, 2349, 1980, 2800, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
130996, 2317, 1905, 2829, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131034, 2352, 1990, 2830, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131072, 2325, 1935, 2772, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131110, 2341, 1969, 2814, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131148, 2332, 1925, 2844, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131186, 2375, 1919, 2819, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131222, 2375, 1925, 2810, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131258, 2357, 1957, 2776, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131295, 2342, 1960, 2823, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131331, 2354, 1945, 2820, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131367, 2345, 1942, 2805, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131404, 2365, 1962, 2778, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131440, 2349, 1974, 2812, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131476, 2349, 1961, 2795, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131513, 2342, 1942, 2819, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131549, 2391, 1952, 2810, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131586, 2353, 1930, 2808, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131624, 2364, 1958, 2810, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131663, 2350, 1945, 2820, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131701, 2363, 1940, 2815, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131740, 2363, 1967, 2808, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131779, 2355, 1971, 2787, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131817, 2357, 1980, 2771, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131856, 2350, 1995, 2765, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131894, 2363, 1900, 2806, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131933, 2382, 1928, 2801, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
131972, 2360, 1948, 2796, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132011, 2351, 1936, 2815, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132050, 2350, 1964, 2787, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132089, 2360, 1932, 2804, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132128, 2366, 2004, 2818, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132167, 2368, 1923, 2777, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132206, 2377, 1930, 2805, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132245, 2377, 1986, 2816, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132284, 2343, 1938, 2779, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132323, 2369, 2003, 2803, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132362, 2353, 1933, 2788, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132399, 2380, 1939, 2802, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132436, 2389, 1979, 2779, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132473, 2349, 1937, 2801, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132511, 2360, 1972, 2808, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132548, 2351, 1954, 2787, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132585, 2347, 2004, 2800, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132622, 2347, 1962, 2803, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132660, 2368, 1930, 2792, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132697, 2370, 1965, 2782, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132734, 2356, 1982, 2776, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132772, 2351, 1957, 2816, 65, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132814, 2352, 1986, 2782, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132856, 2378, 1952, 2779, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132898, 2361, 1951, 2794, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132940, 2350, 1952, 2780, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
132982, 2355, 1962, 2797, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133024, 2369, 1959, 2800, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133066, 2378, 1928, 2776, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133108, 2368, 1950, 2810, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133150, 2359, 1957, 2783, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133192, 2382, 1961, 2786, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133226, 2376, 1956, 2785, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133261, 2351, 1927, 2767, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133296, 2373, 1964, 2813, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133331, 2349, 1953, 2786, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133366, 2374, 1959, 2796, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133401, 2359, 1944, 2783, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133436, 2378, 1940, 2793, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133471, 2364, 1933, 2798, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133506, 2356, 1987, 2804, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133541, 2385, 1923, 2786, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133576, 2385, 1984, 2799, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133615, 2370, 1948, 2782, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133655, 2357, 1929, 2808, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133695, 2364, 1958, 2803, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
133735, 2365, 1936, 2781, 66, ea000412-5613-4643-a4c9-37444483b830, , duduk, duduk_tasyahud_awal, , 
