161879, 3117, 731, 2758, 82, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
170329, 2736, 896, 3024, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
170367, 2729, 922, 3003, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
170405, 2744, 949, 3001, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
170443, 2733, 931, 2977, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
170481, 2724, 938, 3031, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
170519, 2723, 904, 2982, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
170557, 2691, 954, 3037, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
170596, 2727, 972, 2992, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
170635, 2733, 937, 2995, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
170674, 2720, 918, 3012, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
170713, 2751, 915, 2981, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
170752, 2738, 960, 3011, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
170791, 2698, 964, 2991, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
170830, 2709, 968, 3018, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
170869, 2741, 966, 2962, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
170908, 2726, 941, 3036, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
170945, 2716, 963, 2996, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
170982, 2741, 969, 3027, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171019, 2721, 929, 2996, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171056, 2709, 989, 2986, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171093, 2731, 925, 2995, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171131, 2716, 958, 2987, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171168, 2732, 944, 3000, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171205, 2696, 980, 3004, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171242, 2727, 952, 3001, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171279, 2723, 1008, 2952, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171317, 2726, 916, 3023, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171353, 2674, 889, 3033, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171390, 2715, 959, 2993, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171426, 2703, 941, 3000, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171463, 2737, 903, 2995, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171500, 2751, 892, 3035, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171536, 2740, 977, 3005, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171573, 2724, 918, 3020, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171609, 2751, 963, 2975, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171646, 2724, 906, 3007, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171683, 2694, 960, 3000, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171725, 2721, 968, 3011, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171767, 2704, 978, 3015, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171810, 2748, 946, 2964, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171852, 2686, 925, 3017, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171895, 2718, 901, 2956, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171937, 2704, 933, 3038, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
171979, 2711, 887, 3005, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172022, 2707, 976, 2990, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172064, 2692, 911, 2980, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172107, 2668, 976, 2980, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172145, 2692, 999, 3025, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172184, 2721, 958, 2964, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172223, 2785, 885, 3010, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172262, 2726, 934, 2985, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172301, 2765, 900, 3010, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172339, 2741, 993, 2969, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172378, 2681, 881, 3037, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172417, 2727, 991, 3013, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172456, 2687, 909, 2969, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172495, 2731, 955, 3004, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172534, 2722, 912, 2969, 81, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172570, 2743, 931, 3023, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172607, 2708, 942, 2961, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172644, 2691, 973, 3045, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172681, 2735, 965, 2950, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172718, 2708, 945, 3045, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172755, 2781, 919, 2964, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172792, 2719, 924, 3046, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172829, 2753, 908, 2982, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172866, 2707, 976, 3036, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172903, 2733, 959, 2971, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172939, 2709, 979, 3026, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
172976, 2754, 943, 2970, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173013, 2717, 922, 3009, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173050, 2756, 941, 3002, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173087, 2737, 942, 3023, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173124, 2720, 930, 2988, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173161, 2695, 981, 2980, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173198, 2705, 943, 3001, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173235, 2690, 960, 2980, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173272, 2712, 985, 3004, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173309, 2701, 971, 2972, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173350, 2733, 962, 3007, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173391, 2721, 974, 2974, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173432, 2726, 944, 3023, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173473, 2746, 910, 2983, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173514, 2727, 929, 2990, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173555, 2702, 974, 3006, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173596, 2737, 977, 2946, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173637, 2718, 945, 3013, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173678, 2706, 961, 2956, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173719, 2752, 973, 3002, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173757, 2730, 953, 2972, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173796, 2696, 997, 2997, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173835, 2750, 960, 2986, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173874, 2688, 997, 3022, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173913, 2735, 981, 2973, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173951, 2674, 985, 3005, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
173990, 2754, 1004, 2980, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174029, 2715, 955, 3001, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174068, 2758, 968, 3004, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174107, 2735, 932, 2966, 79, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174149, 2728, 969, 3015, 76, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174191, 2695, 1002, 2956, 76, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174233, 2696, 967, 3009, 76, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174275, 2746, 961, 2963, 76, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174317, 2713, 935, 3007, 76, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174359, 2699, 989, 2987, 76, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174401, 2690, 967, 3030, 76, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174443, 2709, 1004, 2978, 76, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174485, 2685, 968, 2985, 76, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174527, 2768, 974, 3017, 76, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174569, 2711, 979, 3006, 76, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174603, 2725, 942, 3015, 76, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174638, 2722, 963, 3027, 76, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174673, 2711, 997, 2987, 76, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174707, 2700, 955, 3004, 76, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174742, 2693, 955, 2980, 76, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174777, 2708, 975, 3005, 76, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174811, 2723, 964, 3014, 76, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174846, 2708, 973, 2997, 76, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174881, 2719, 975, 2967, 76, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174916, 2683, 980, 3003, 76, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174954, 2703, 956, 3002, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
174993, 2708, 935, 2973, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175032, 2721, 925, 3072, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175070, 2694, 995, 2964, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175109, 2753, 996, 2965, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175148, 2769, 779, 2975, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175187, 2756, 955, 3009, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175225, 2758, 921, 2947, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175264, 2726, 945, 3014, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175303, 2740, 973, 2986, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175342, 2750, 953, 2965, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175378, 2768, 942, 2968, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175415, 2783, 979, 2973, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175451, 2765, 954, 3028, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175488, 2745, 991, 2937, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175525, 2724, 950, 2996, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175561, 2752, 927, 2979, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175598, 2730, 1009, 2973, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175634, 2745, 999, 2974, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175671, 2695, 945, 2968, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175708, 2733, 1004, 2963, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175753, 2740, 991, 2952, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175798, 2736, 977, 3000, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175843, 2723, 1008, 2923, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175888, 2710, 1002, 3013, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175933, 2731, 1003, 2948, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
175978, 2703, 973, 3021, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176023, 2700, 1015, 2985, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176068, 2752, 1003, 2973, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176113, 2719, 969, 2986, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176158, 2751, 972, 2986, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176192, 2763, 943, 3024, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176226, 2755, 968, 2965, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176260, 2760, 985, 2987, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176295, 2739, 1003, 2947, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176329, 2767, 953, 2989, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176363, 2737, 971, 2979, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176397, 2739, 943, 2996, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176432, 2754, 923, 2895, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176466, 2737, 977, 3032, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176500, 2739, 1015, 2902, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176535, 2723, 992, 2985, 75, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176572, 2756, 973, 2931, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176609, 2743, 917, 3005, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176646, 2765, 968, 2973, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176684, 2756, 979, 2994, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176721, 2721, 920, 2938, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176758, 2734, 1019, 2990, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176796, 2747, 966, 2962, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176833, 2718, 1006, 2933, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176870, 2742, 966, 2995, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176908, 2732, 1009, 2982, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176948, 2760, 968, 3002, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
176989, 2754, 961, 2961, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177030, 2743, 996, 2957, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177071, 2775, 1006, 2967, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177112, 2767, 986, 2973, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177153, 2713, 980, 2990, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177194, 2691, 973, 2986, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177235, 2737, 947, 2959, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177276, 2763, 940, 2998, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177317, 2736, 925, 2978, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177352, 2703, 965, 2937, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177387, 2803, 1107, 2916, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177422, 2731, 983, 2958, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177457, 2743, 999, 2960, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177492, 2778, 960, 2933, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177527, 2793, 989, 2939, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177562, 2792, 990, 2928, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177597, 2756, 983, 2942, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177632, 2768, 1014, 2938, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177667, 2772, 985, 2952, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177703, 2753, 995, 2941, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177743, 2766, 1019, 2983, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177784, 2694, 1014, 2934, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177824, 2725, 1022, 2969, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177865, 2732, 1007, 2970, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177905, 2745, 1036, 2987, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177946, 2745, 1083, 2939, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
177986, 2734, 1020, 2997, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178027, 2755, 974, 2965, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178067, 2811, 931, 2918, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178108, 2692, 975, 2926, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178148, 2700, 997, 3051, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178188, 2750, 1030, 2916, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178229, 2770, 1058, 3005, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178269, 2688, 913, 2958, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178309, 2746, 1014, 2942, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178350, 2676, 1055, 2979, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178390, 2770, 1074, 2905, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178430, 2735, 1006, 3007, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178471, 2777, 967, 2965, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178511, 2768, 1041, 2981, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178552, 2756, 1051, 2917, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178589, 2695, 1066, 2943, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178627, 2759, 1054, 2981, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178664, 2742, 1061, 2947, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178702, 2727, 1078, 2949, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178739, 2727, 1035, 2976, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178777, 2695, 1033, 2967, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178814, 2766, 1083, 2916, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178852, 2679, 1081, 3006, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178889, 2739, 1044, 2940, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
178927, 2713, 1019, 2992, 74, 5856d382-2845-470f-9673-86a86941fd5f, , duduk, duduk_tasyahud_awal, , 
