275350, 2778, 1823, 2491, 70, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
283340, 2774, 1859, 2444, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
283377, 2779, 1849, 2440, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
283414, 2768, 1892, 2421, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
283451, 2784, 1900, 2443, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
283488, 2768, 1878, 2420, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
283525, 2792, 1881, 2442, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
283562, 2785, 1866, 2479, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
283599, 2761, 1897, 2443, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
283636, 2790, 1846, 2434, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
283672, 2795, 1881, 2443, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
283709, 2774, 1877, 2434, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
283745, 2755, 1868, 2433, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
283782, 2788, 1873, 2449, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
283819, 2794, 1892, 2443, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
283855, 2786, 1869, 2440, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
283892, 2774, 1865, 2448, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
283929, 2788, 1870, 2447, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
283965, 2802, 1892, 2445, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284002, 2761, 1892, 2447, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284039, 2776, 1881, 2465, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284080, 2757, 1891, 2442, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284121, 2797, 1902, 2446, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284162, 2789, 1886, 2448, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284203, 2768, 1896, 2414, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284245, 2748, 1898, 2462, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284286, 2774, 1892, 2446, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284327, 2753, 1883, 2441, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284368, 2761, 1910, 2445, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284409, 2749, 1905, 2457, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284451, 2737, 1922, 2455, 69, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284490, 2760, 1882, 2443, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284529, 2777, 1890, 2456, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284569, 2750, 1892, 2434, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284608, 2746, 1900, 2446, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284648, 2748, 1920, 2438, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284687, 2762, 1924, 2433, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284727, 2768, 1910, 2439, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284766, 2779, 1910, 2469, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284806, 2784, 1908, 2460, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284845, 2776, 1865, 2437, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284885, 2763, 1882, 2443, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284927, 2766, 1932, 2444, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
284969, 2784, 1887, 2426, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285011, 2759, 1921, 2457, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285053, 2729, 1902, 2447, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285095, 2756, 1900, 2442, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285137, 2785, 1892, 2445, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285179, 2748, 1912, 2452, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285221, 2768, 1890, 2450, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285263, 2767, 1871, 2452, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285306, 2767, 1886, 2446, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285340, 2759, 1903, 2455, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285375, 2752, 1899, 2442, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285409, 2739, 1903, 2452, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285444, 2766, 1915, 2426, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285479, 2766, 1889, 2443, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285513, 2762, 1909, 2458, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285548, 2745, 1870, 2425, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285582, 2741, 1913, 2468, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285617, 2746, 1916, 2457, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285652, 2768, 1889, 2413, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285691, 2760, 1922, 2454, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285731, 2743, 1898, 2430, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285771, 2742, 1919, 2434, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285810, 2736, 1934, 2474, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285850, 2738, 1920, 2445, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285890, 2752, 1885, 2425, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285930, 2757, 1893, 2444, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
285969, 2721, 1905, 2468, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286009, 2749, 1947, 2444, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286049, 2755, 1937, 2433, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286089, 2753, 1934, 2439, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286125, 2731, 1929, 2450, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286162, 2787, 1951, 2449, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286198, 2752, 1942, 2446, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286235, 2752, 1946, 2450, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286271, 2748, 1933, 2440, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286308, 2753, 1923, 2453, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286344, 2741, 1944, 2458, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286381, 2708, 1904, 2426, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286417, 2748, 1900, 2420, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286454, 2762, 1919, 2420, 71, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286493, 2770, 1877, 2424, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286532, 2757, 1910, 2426, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286571, 2760, 1888, 2431, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286610, 2772, 1904, 2425, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286649, 2777, 1893, 2433, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286689, 2784, 1888, 2424, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286728, 2787, 1887, 2432, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286767, 2742, 1940, 2463, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286806, 2746, 1888, 2461, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286845, 2784, 1875, 2422, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286885, 2773, 1935, 2436, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286923, 2774, 1910, 2440, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286961, 2791, 1925, 2451, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
286999, 2751, 1931, 2433, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287037, 2728, 1936, 2437, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287075, 2759, 1900, 2408, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287113, 2777, 1910, 2436, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287151, 2773, 1899, 2435, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287189, 2765, 1904, 2442, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287227, 2759, 1912, 2435, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287265, 2758, 1901, 2450, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287302, 2734, 1923, 2444, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287340, 2747, 1939, 2422, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287377, 2771, 1922, 2437, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287415, 2767, 1878, 2439, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287453, 2758, 1907, 2424, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287490, 2753, 1928, 2438, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287528, 2754, 1925, 2442, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287565, 2773, 1916, 2423, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287603, 2763, 1929, 2419, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287641, 2742, 1908, 2440, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287681, 2745, 1917, 2447, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287722, 2763, 1925, 2449, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287763, 2753, 1914, 2430, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287804, 2749, 1889, 2441, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287845, 2764, 1921, 2432, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287885, 2741, 1922, 2432, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287926, 2735, 1923, 2436, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
287967, 2764, 1930, 2437, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288008, 2755, 1928, 2433, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288049, 2751, 1921, 2457, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288090, 2754, 1901, 2428, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288124, 2742, 1946, 2441, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288159, 2759, 1895, 2448, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288193, 2789, 1910, 2427, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288228, 2760, 1917, 2420, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288262, 2722, 1944, 2428, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288297, 2740, 1903, 2444, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288331, 2789, 1946, 2427, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288366, 2764, 1911, 2440, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288400, 2758, 1932, 2440, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288435, 2761, 1898, 2440, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288479, 2756, 1904, 2447, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288524, 2741, 1915, 2440, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288569, 2774, 1915, 2444, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288613, 2755, 1905, 2443, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288658, 2758, 1923, 2440, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288703, 2754, 1933, 2442, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288747, 2754, 1895, 2435, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288792, 2749, 1908, 2455, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288837, 2747, 1928, 2463, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288882, 2767, 1909, 2436, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288914, 2789, 1917, 2414, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288946, 2751, 1935, 2442, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
288979, 2756, 1924, 2421, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289011, 2742, 1932, 2430, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289043, 2748, 1923, 2439, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289076, 2752, 1884, 2432, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289108, 2746, 1909, 2445, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289140, 2733, 1901, 2430, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289173, 2760, 1927, 2442, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289205, 2756, 1922, 2437, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289238, 2744, 1925, 2442, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289281, 2763, 1917, 2455, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289325, 2781, 1909, 2454, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289368, 2786, 1901, 2433, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289412, 2765, 1917, 2425, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289456, 2737, 1942, 2440, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289499, 2748, 1936, 2460, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289543, 2785, 1901, 2441, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289586, 2768, 1904, 2432, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289630, 2756, 1919, 2412, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289674, 2777, 1893, 2400, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289708, 2769, 1916, 2425, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289742, 2762, 1882, 2437, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289776, 2788, 1867, 2422, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289810, 2776, 1911, 2451, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289844, 2771, 1921, 2416, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289878, 2758, 1904, 2431, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289912, 2768, 1921, 2414, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289946, 2744, 1908, 2434, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
289980, 2769, 1920, 2432, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290014, 2758, 1890, 2443, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290049, 2774, 1888, 2460, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290087, 2769, 1914, 2396, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290126, 2783, 1935, 2419, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290165, 2773, 1902, 2435, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290203, 2755, 1898, 2422, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290242, 2752, 1924, 2425, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290281, 2771, 1956, 2424, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290319, 2757, 1925, 2408, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290358, 2761, 1932, 2430, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290397, 2752, 1905, 2445, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290436, 2749, 1907, 2438, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290480, 2764, 1908, 2446, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290525, 2743, 1931, 2429, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290569, 2734, 1966, 2412, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290614, 2785, 1932, 2423, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290659, 2751, 1912, 2437, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290703, 2762, 1907, 2444, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290748, 2768, 1882, 2458, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290792, 2758, 1939, 2433, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290837, 2740, 1927, 2433, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290882, 2771, 1928, 2410, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290914, 2766, 1938, 2430, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290946, 2745, 1971, 2433, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
290978, 2732, 1889, 2452, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291010, 2751, 1945, 2443, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291042, 2746, 1933, 2442, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291074, 2750, 1938, 2442, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291106, 2763, 1919, 2429, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291138, 2759, 1918, 2443, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291170, 2754, 1953, 2412, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291202, 2746, 1919, 2453, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
291234, 2768, 1933, 2401, 72, c44f331e-6b73-480c-a8f9-d9c1c68b1731, , duduk, duduk_tasyahud_awal, , 
