385685, 1169, 2143, 3300, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393626, 1010, 2262, 3313, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393671, 1010, 2282, 3313, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393716, 1001, 2307, 3290, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393762, 1022, 2281, 3309, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393799, 1030, 2278, 3310, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393837, 1016, 2291, 3290, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393875, 1009, 2299, 3299, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393913, 971, 2292, 3297, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393951, 997, 2289, 3285, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
393989, 1030, 2279, 3316, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394027, 1006, 2270, 3311, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394065, 999, 2327, 3307, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394103, 999, 2279, 3291, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394141, 1006, 2281, 3297, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394179, 989, 2289, 3308, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394213, 1000, 2282, 3307, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394247, 1011, 2289, 3309, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394281, 1002, 2294, 3305, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394315, 993, 2294, 3301, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394349, 1008, 2297, 3299, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394383, 1026, 2310, 3293, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394417, 990, 2257, 3275, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394451, 993, 2309, 3303, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394485, 1030, 2274, 3311, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394519, 999, 2275, 3291, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394555, 998, 2299, 3305, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394592, 1006, 2262, 3298, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394629, 1015, 2297, 3305, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394665, 1005, 2293, 3303, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394702, 1018, 2292, 3295, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394739, 982, 2265, 3300, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394776, 1005, 2251, 3301, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394812, 1036, 2298, 3295, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394849, 993, 2260, 3294, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394886, 1019, 2292, 3291, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394923, 1005, 2280, 3279, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
394969, 1039, 2276, 3297, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395015, 1047, 2265, 3305, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395061, 1029, 2284, 3303, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395107, 1019, 2266, 3306, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395153, 1021, 2286, 3286, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395199, 1014, 2262, 3311, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395245, 1001, 2284, 3293, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395291, 1031, 2282, 3277, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395337, 1019, 2281, 3292, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395384, 1025, 2270, 3317, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395422, 1015, 2281, 3298, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395460, 1028, 2292, 3300, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395499, 1001, 2284, 3296, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395537, 1002, 2282, 3300, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395576, 1001, 2280, 3305, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395614, 1037, 2286, 3287, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395652, 1014, 2276, 3290, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395691, 1017, 2299, 3293, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395729, 1027, 2312, 3301, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395768, 1012, 2274, 3297, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395798, 1010, 2283, 3300, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395828, 992, 2293, 3310, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395859, 987, 2289, 3300, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395889, 1013, 2278, 3299, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395920, 1010, 2310, 3302, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395950, 1019, 2295, 3293, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
395981, 1016, 2287, 3313, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396011, 1000, 2293, 3308, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396042, 1005, 2295, 3288, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396072, 1021, 2280, 3291, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396103, 1006, 2284, 3314, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396147, 1017, 2283, 3301, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396191, 1009, 2298, 3318, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396235, 1000, 2308, 3310, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396279, 994, 2296, 3298, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396323, 999, 2270, 3320, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396367, 984, 2284, 3281, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396411, 982, 2306, 3319, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396455, 994, 2270, 3313, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396499, 1007, 2291, 3288, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396543, 990, 2290, 3290, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396584, 984, 2289, 3304, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396625, 1005, 2290, 3300, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396666, 1016, 2288, 3288, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396708, 994, 2302, 3292, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396749, 978, 2298, 3290, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396790, 997, 2282, 3302, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396831, 1000, 2303, 3282, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396873, 1003, 2279, 3292, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396914, 1003, 2286, 3304, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396955, 995, 2310, 3318, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
396997, 993, 2299, 3295, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397027, 983, 2304, 3309, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397058, 984, 2271, 3293, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397088, 1008, 2274, 3307, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397119, 999, 2293, 3307, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397150, 1016, 2290, 3277, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397180, 1012, 2275, 3289, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397211, 983, 2281, 3291, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397241, 1005, 2281, 3295, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397272, 1013, 2256, 3300, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397303, 984, 2285, 3299, 69, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397347, 999, 2297, 3306, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397392, 1007, 2302, 3254, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397437, 990, 2333, 3311, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397482, 1016, 2241, 3293, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397527, 1061, 2203, 3337, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397571, 1030, 2213, 3349, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397616, 1009, 2251, 3305, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397661, 1004, 2277, 3341, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397706, 1003, 2293, 3291, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397751, 1010, 2276, 3320, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397782, 1017, 2242, 3327, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397813, 969, 2286, 3340, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397844, 1001, 2262, 3300, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397875, 970, 2285, 3323, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397906, 963, 2263, 3352, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397937, 965, 2239, 3320, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397968, 954, 2274, 3343, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
397999, 956, 2299, 3312, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398030, 914, 2291, 3309, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398061, 977, 2263, 3315, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398093, 915, 2336, 3301, 68, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398137, 960, 2243, 3339, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398181, 974, 2241, 3322, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398225, 921, 2262, 3361, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398270, 911, 2291, 3335, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398314, 916, 2303, 3317, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398358, 879, 2339, 3312, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398403, 931, 2281, 3330, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398447, 885, 2296, 3324, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398491, 939, 2286, 3313, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398536, 911, 2291, 3342, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398578, 880, 2327, 3322, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398621, 881, 2308, 3325, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398664, 861, 2320, 3336, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398706, 902, 2284, 3310, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398749, 913, 2285, 3318, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398792, 929, 2262, 3315, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398834, 880, 2354, 3319, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398877, 917, 2245, 3328, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398920, 886, 2311, 3313, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398963, 967, 2287, 3325, 67, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
398996, 919, 2269, 3334, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399029, 942, 2273, 3330, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399063, 914, 2309, 3334, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399096, 891, 2307, 3304, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399129, 890, 2324, 3299, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399163, 917, 2292, 3329, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399196, 897, 2258, 3379, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399229, 889, 2246, 3343, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399263, 857, 2282, 3334, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399296, 890, 2282, 3325, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399330, 863, 2356, 3308, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399367, 853, 2293, 3321, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399405, 896, 2308, 3324, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399443, 906, 2267, 3358, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399481, 877, 2321, 3319, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399519, 837, 2296, 3324, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399556, 876, 2343, 3304, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399594, 879, 2300, 3319, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399632, 881, 2332, 3295, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399670, 879, 2321, 3309, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399708, 886, 2322, 3323, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399744, 890, 2338, 3303, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399781, 888, 2325, 3304, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399818, 897, 2322, 3324, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399855, 899, 2340, 3298, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399892, 873, 2301, 3297, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399928, 866, 2302, 3283, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
399965, 862, 2313, 3304, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400002, 888, 2345, 3292, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400039, 890, 2310, 3302, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400076, 899, 2313, 3309, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400113, 907, 2329, 3307, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400150, 901, 2315, 3321, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400188, 899, 2326, 3314, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400225, 881, 2322, 3322, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400263, 911, 2301, 3294, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400300, 891, 2320, 3297, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400338, 873, 2331, 3316, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400375, 895, 2313, 3303, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400413, 902, 2294, 3317, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400450, 890, 2324, 3312, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400488, 891, 2333, 3310, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400535, 905, 2315, 3304, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400583, 900, 2338, 3293, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400630, 871, 2341, 3299, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400678, 871, 2320, 3295, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400726, 873, 2301, 3341, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400773, 851, 2315, 3321, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400821, 885, 2323, 3332, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400868, 872, 2303, 3347, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400916, 856, 2332, 3318, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400964, 854, 2347, 3316, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
400994, 864, 2322, 3309, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401025, 854, 2324, 3319, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401055, 882, 2329, 3314, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401086, 882, 2294, 3311, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401117, 843, 2317, 3303, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401147, 866, 2347, 3300, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401178, 874, 2352, 3304, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401209, 889, 2290, 3307, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401239, 873, 2336, 3302, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401270, 862, 2341, 3327, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401301, 885, 2304, 3311, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401341, 878, 2316, 3314, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401381, 871, 2331, 3311, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401421, 864, 2315, 3317, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
401461, 872, 2336, 3314, 66, 82556cd6-b810-427a-a35d-5ad2a0f7fe36, , duduk, duduk_tasyahud_awal, , 
