111972, 2027, 2444, 2656, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
119798, 1819, 2710, 2573, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
119837, 1819, 2692, 2588, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
119875, 1783, 2709, 2590, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
119914, 1791, 2694, 2573, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
119952, 1818, 2698, 2569, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
119991, 1778, 2710, 2600, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120029, 1792, 2710, 2574, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120068, 1790, 2694, 2571, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120113, 1779, 2681, 2592, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120158, 1791, 2690, 2580, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120203, 1815, 2711, 2580, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120248, 1797, 2684, 2565, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120294, 1795, 2703, 2577, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120339, 1787, 2698, 2590, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120384, 1815, 2703, 2586, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120429, 1789, 2687, 2566, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120474, 1789, 2687, 2576, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120520, 1801, 2710, 2579, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120553, 1785, 2710, 2570, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120586, 1812, 2682, 2597, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120619, 1795, 2696, 2576, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120652, 1754, 2718, 2570, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120685, 1759, 2708, 2585, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120718, 1801, 2692, 2579, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120751, 1818, 2682, 2564, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120784, 1779, 2698, 2577, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120817, 1773, 2691, 2572, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120850, 1787, 2715, 2573, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120883, 1781, 2721, 2580, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120924, 1776, 2700, 2554, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
120966, 1786, 2694, 2555, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121008, 1807, 2704, 2584, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121049, 1776, 2693, 2582, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121091, 1782, 2707, 2582, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121133, 1789, 2711, 2560, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121174, 1796, 2684, 2575, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121216, 1766, 2696, 2602, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121258, 1787, 2712, 2585, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121300, 1812, 2691, 2549, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121334, 1787, 2699, 2565, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121368, 1783, 2702, 2605, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121402, 1773, 2701, 2594, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121436, 1828, 2675, 2587, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121470, 1768, 2705, 2575, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121504, 1772, 2713, 2578, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121538, 1808, 2696, 2577, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121572, 1777, 2689, 2583, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121606, 1771, 2716, 2577, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121640, 1764, 2692, 2559, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121674, 1796, 2690, 2562, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121714, 1774, 2698, 2613, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121755, 1780, 2703, 2565, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121796, 1803, 2712, 2566, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121837, 1785, 2703, 2603, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121878, 1789, 2710, 2583, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121919, 1799, 2694, 2588, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
121960, 1823, 2705, 2588, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122001, 1803, 2684, 2593, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122042, 1793, 2671, 2573, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122083, 1809, 2673, 2580, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122123, 1794, 2680, 2581, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122163, 1793, 2704, 2602, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122203, 1807, 2694, 2573, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122243, 1811, 2698, 2598, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122283, 1811, 2696, 2584, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122323, 1775, 2701, 2590, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122363, 1789, 2690, 2593, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122403, 1836, 2674, 2579, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122443, 1798, 2690, 2577, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122483, 1814, 2686, 2561, 73, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122518, 1802, 2692, 2589, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122553, 1833, 2690, 2586, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122589, 1776, 2703, 2589, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122624, 1805, 2696, 2566, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122660, 1778, 2683, 2591, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122695, 1787, 2694, 2572, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122731, 1800, 2713, 2595, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122766, 1792, 2708, 2566, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122802, 1789, 2671, 2580, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122837, 1789, 2682, 2582, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122873, 1795, 2697, 2574, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122915, 1804, 2704, 2586, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
122958, 1780, 2700, 2596, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123001, 1780, 2687, 2593, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123043, 1821, 2685, 2571, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123086, 1771, 2687, 2591, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123129, 1779, 2708, 2567, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123171, 1797, 2698, 2576, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123214, 1808, 2709, 2583, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123257, 1784, 2675, 2593, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123300, 1785, 2676, 2557, 74, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123340, 1792, 2706, 2568, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123380, 1789, 2716, 2587, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123420, 1777, 2702, 2575, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123460, 1770, 2727, 2585, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123500, 1776, 2699, 2559, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123540, 1799, 2692, 2587, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123580, 1799, 2715, 2574, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123620, 1764, 2723, 2584, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123660, 1765, 2704, 2594, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123700, 1812, 2694, 2581, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123741, 1771, 2705, 2588, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123777, 1780, 2726, 2598, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123813, 1767, 2711, 2570, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123849, 1818, 2697, 2573, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123885, 1806, 2695, 2605, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123921, 1744, 2717, 2574, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123957, 1787, 2708, 2563, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
123993, 1818, 2698, 2575, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124029, 1786, 2692, 2588, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124065, 1774, 2742, 2568, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124102, 1783, 2696, 2583, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124146, 1789, 2699, 2571, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124191, 1776, 2704, 2571, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124236, 1774, 2718, 2566, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124280, 1791, 2677, 2579, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124325, 1781, 2696, 2587, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124370, 1773, 2708, 2563, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124414, 1772, 2705, 2562, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124459, 1793, 2697, 2562, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124504, 1775, 2694, 2632, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124549, 1774, 2743, 2587, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124581, 1785, 2711, 2575, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124613, 1794, 2684, 2583, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124645, 1762, 2693, 2587, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124677, 1778, 2705, 2584, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124709, 1789, 2677, 2584, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124742, 1808, 2711, 2572, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124774, 1856, 2700, 2601, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124806, 1871, 2684, 2576, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124838, 1816, 2650, 2594, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124870, 1812, 2649, 2585, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124903, 1819, 2648, 2602, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124943, 1774, 2683, 2579, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
124984, 1792, 2671, 2577, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125024, 1822, 2672, 2591, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125065, 1809, 2669, 2604, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125105, 1796, 2691, 2581, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125146, 1833, 2670, 2602, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125186, 1809, 2663, 2588, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125227, 1800, 2684, 2575, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125267, 1789, 2680, 2589, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125308, 1806, 2646, 2611, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125345, 1785, 2685, 2600, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125383, 1811, 2672, 2601, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125421, 1792, 2666, 2596, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125458, 1771, 2689, 2578, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125496, 1796, 2701, 2569, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125534, 1813, 2683, 2577, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125571, 1796, 2668, 2596, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125609, 1791, 2673, 2586, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125647, 1777, 2707, 2608, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125685, 1788, 2719, 2596, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125721, 1797, 2687, 2599, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125757, 1803, 2671, 2576, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125793, 1796, 2706, 2592, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125829, 1781, 2697, 2590, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125865, 1791, 2679, 2576, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125902, 1790, 2702, 2600, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125938, 1785, 2687, 2579, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
125974, 1789, 2676, 2586, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126010, 1790, 2703, 2601, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126046, 1793, 2680, 2596, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126083, 1784, 2712, 2582, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126122, 1784, 2691, 2599, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126161, 1776, 2706, 2595, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126200, 1789, 2701, 2576, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126239, 1811, 2699, 2592, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126278, 1826, 2677, 2577, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126317, 1824, 2668, 2594, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126356, 1775, 2683, 2595, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126395, 1806, 2698, 2586, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126434, 1772, 2696, 2596, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126473, 1762, 2691, 2578, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126514, 1790, 2709, 2594, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126555, 1800, 2703, 2586, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126596, 1795, 2687, 2600, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126637, 1783, 2698, 2586, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126678, 1777, 2714, 2577, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126719, 1801, 2704, 2575, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126760, 1785, 2693, 2575, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126801, 1787, 2692, 2601, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126842, 1801, 2695, 2574, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126883, 1796, 2668, 2589, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126919, 1792, 2699, 2598, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126955, 1742, 2723, 2576, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
126992, 1736, 2714, 2584, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
127028, 1814, 2680, 2586, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
127064, 1799, 2695, 2592, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
127101, 1774, 2693, 2596, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
127137, 1785, 2705, 2571, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
127173, 1807, 2685, 2593, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
127210, 1773, 2685, 2581, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
127246, 1753, 2683, 2586, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
127283, 1802, 2685, 2588, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
127328, 1818, 2686, 2596, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
127373, 1788, 2704, 2600, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
127419, 1800, 2688, 2581, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
127464, 1799, 2693, 2596, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
127510, 1794, 2696, 2591, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
127555, 1817, 2688, 2583, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
127600, 1798, 2678, 2593, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
127646, 1801, 2690, 2591, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
127691, 1806, 2691, 2579, 75, 5c9f4127-dd46-4da8-88d8-14c78ad28766, , duduk, duduk_tasyahud_akhir, , 
