146563, 1329, 2101, 3418, 99, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
153895, 1094, 2348, 3228, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
153935, 1109, 2352, 3234, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
153975, 1119, 2343, 3250, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154014, 1092, 2363, 3197, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154054, 1088, 2351, 3243, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154094, 1064, 2352, 3240, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154133, 1075, 2394, 3233, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154173, 1066, 2353, 3220, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154213, 1060, 2357, 3219, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154247, 1085, 2375, 3224, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154282, 1076, 2353, 3212, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154316, 1072, 2385, 3225, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154351, 1074, 2386, 3229, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154386, 1053, 2379, 3203, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154420, 1067, 2378, 3230, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154455, 1057, 2381, 3230, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154489, 1048, 2370, 3201, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154524, 1065, 2377, 3230, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154559, 1076, 2405, 3203, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154595, 1052, 2385, 3216, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154632, 1061, 2385, 3226, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154669, 1082, 2331, 3234, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154706, 1082, 2393, 3211, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154743, 1042, 2410, 3230, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154779, 1076, 2408, 3205, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154816, 1076, 2374, 3206, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154853, 1058, 2385, 3222, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154890, 1043, 2407, 3202, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154927, 1050, 2396, 3216, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
154964, 1083, 2360, 3209, 89, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155005, 1074, 2389, 3214, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155046, 1042, 2406, 3202, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155087, 1068, 2404, 3209, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155128, 1078, 2398, 3214, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155169, 1045, 2394, 3204, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155210, 1049, 2426, 3189, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155251, 1053, 2393, 3195, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155292, 1080, 2390, 3226, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155333, 1055, 2388, 3216, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155375, 1029, 2393, 3202, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155423, 1058, 2409, 3217, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155471, 1064, 2424, 3194, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155519, 1079, 2386, 3225, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155567, 1085, 2393, 3219, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155615, 1061, 2376, 3195, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155663, 1075, 2387, 3217, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155711, 1071, 2404, 3222, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155759, 1083, 2377, 3225, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155807, 1040, 2376, 3209, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155855, 1073, 2383, 3218, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155883, 1066, 2387, 3218, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155911, 1087, 2393, 3202, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155939, 1081, 2343, 3224, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155967, 1081, 2383, 3185, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
155995, 1083, 2400, 3209, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156023, 1082, 2361, 3206, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156051, 1100, 2379, 3223, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156079, 1092, 2362, 3202, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156107, 1103, 2388, 3201, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156135, 1060, 2374, 3198, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156163, 1076, 2362, 3218, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156204, 1105, 2367, 3212, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156245, 1070, 2385, 3219, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156286, 1055, 2395, 3206, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156327, 1053, 2396, 3195, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156368, 1064, 2373, 3208, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156409, 1069, 2368, 3205, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156450, 1054, 2397, 3225, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156491, 1076, 2347, 3209, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156532, 1072, 2381, 3216, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156574, 1079, 2374, 3232, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156610, 1059, 2393, 3212, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156646, 1062, 2359, 3231, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156683, 1076, 2403, 3216, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156719, 1089, 2393, 3226, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156755, 1078, 2394, 3208, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156792, 1069, 2362, 3206, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156828, 1059, 2382, 3211, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156864, 1063, 2397, 3203, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156901, 1083, 2360, 3224, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156937, 1068, 2368, 3226, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
156974, 1046, 2397, 3220, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157014, 1057, 2375, 3220, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157054, 1060, 2360, 3193, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157095, 1070, 2403, 3195, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157135, 1074, 2364, 3237, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157176, 1069, 2375, 3196, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157216, 1068, 2400, 3211, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157256, 1060, 2380, 3243, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157297, 1055, 2366, 3207, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157337, 1045, 2410, 3205, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157378, 1043, 2397, 3221, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157420, 1068, 2352, 3214, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157462, 1075, 2378, 3220, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157504, 1044, 2393, 3241, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157546, 1046, 2395, 3216, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157588, 1035, 2373, 3211, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157630, 1060, 2371, 3227, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157672, 1061, 2380, 3234, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157714, 1038, 2346, 3229, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157756, 1049, 2402, 3212, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157798, 1047, 2393, 3210, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157834, 1072, 2397, 3219, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157870, 1099, 2393, 3223, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157906, 1066, 2359, 3220, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157942, 1032, 2400, 3214, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
157978, 1047, 2375, 3218, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158015, 1035, 2381, 3228, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158051, 1041, 2363, 3217, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158087, 1015, 2391, 3226, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158123, 1055, 2391, 3195, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158159, 1067, 2376, 3218, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158196, 1040, 2389, 3207, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158232, 1042, 2430, 3208, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158269, 1056, 2396, 3223, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158306, 1058, 2402, 3201, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158342, 1044, 2389, 3216, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158379, 1033, 2409, 3224, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158416, 1059, 2392, 3196, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158452, 1058, 2405, 3218, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158489, 1078, 2379, 3221, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158526, 1044, 2385, 3217, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158563, 1038, 2379, 3213, 55, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158599, 1058, 2385, 3216, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158636, 1046, 2377, 3212, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158673, 1052, 2393, 3209, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158710, 1049, 2378, 3211, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158747, 1059, 2401, 3219, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158783, 1032, 2388, 3211, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158820, 1046, 2384, 3205, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158857, 1068, 2398, 3219, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158894, 1080, 2384, 3204, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158931, 1015, 2385, 3221, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
158968, 1052, 2405, 3210, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159008, 1032, 2412, 3211, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159048, 1053, 2397, 3207, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159089, 1062, 2380, 3206, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159129, 1036, 2360, 3204, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159170, 1025, 2423, 3204, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159210, 1033, 2399, 3211, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159250, 1042, 2376, 3195, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159291, 1070, 2401, 3212, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159331, 1023, 2389, 3216, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159372, 1042, 2428, 3189, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159414, 1051, 2378, 3194, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159456, 1056, 2395, 3215, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159498, 1055, 2409, 3215, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159540, 1028, 2371, 3217, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159582, 1037, 2372, 3219, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159624, 1052, 2402, 3209, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159666, 1016, 2392, 3228, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159708, 1040, 2400, 3198, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159750, 1031, 2390, 3195, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159793, 1031, 2408, 3223, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159829, 1054, 2379, 3200, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159865, 1048, 2382, 3204, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159901, 1048, 2370, 3213, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159937, 1023, 2403, 3199, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
159973, 1013, 2408, 3199, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160009, 1043, 2402, 3229, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160045, 1018, 2394, 3219, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160081, 1043, 2397, 3209, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160117, 1057, 2401, 3211, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160153, 1036, 2395, 3190, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160190, 1036, 2383, 3231, 56, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160230, 1037, 2408, 3207, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160270, 1021, 2404, 3231, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160310, 1050, 2405, 3205, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160351, 1060, 2372, 3210, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160391, 1044, 2399, 3232, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160431, 1046, 2426, 3205, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160472, 1046, 2374, 3220, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160512, 1058, 2402, 3229, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160552, 1038, 2400, 3210, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160593, 1056, 2385, 3196, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160630, 1047, 2377, 3223, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160667, 1058, 2386, 3214, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160704, 1080, 2373, 3210, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160741, 1076, 2393, 3230, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160778, 1050, 2388, 3204, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160815, 1047, 2393, 3221, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160852, 1065, 2381, 3220, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160889, 1049, 2380, 3202, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160926, 1043, 2371, 3221, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
160963, 1085, 2371, 3224, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161001, 1066, 2365, 3216, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161040, 1063, 2376, 3230, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161079, 1076, 2383, 3243, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161118, 1086, 2371, 3215, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
161157, 1079, 2350, 3196, 57, 3fc124e5-6e35-48e7-aa4a-8b9f0aa4a76c, , duduk, duduk_tasyahud_akhir, , 
