340481, 2143, 1485, 3193, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
348415, 1882, 913, 3595, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
348454, 1850, 868, 3583, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
348494, 1867, 921, 3597, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
348533, 1885, 929, 3604, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
348573, 1889, 897, 3601, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
348612, 1864, 916, 3594, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
348652, 1887, 922, 3614, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
348691, 1877, 900, 3612, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
348731, 1871, 907, 3598, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
348771, 1893, 896, 3612, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
348810, 1868, 957, 3603, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
348850, 1864, 945, 3567, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
348889, 1899, 904, 3597, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
348929, 1903, 888, 3591, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
348968, 1872, 903, 3590, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349008, 1894, 916, 3592, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349047, 1890, 924, 3593, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349087, 1885, 899, 3575, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349126, 1917, 916, 3572, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349166, 1894, 902, 3605, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349202, 1885, 916, 3595, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349238, 1882, 916, 3575, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349274, 1882, 893, 3590, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349311, 1861, 908, 3587, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349347, 1896, 904, 3578, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349383, 1882, 874, 3629, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349420, 1859, 943, 3581, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349456, 1892, 920, 3600, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349492, 1933, 880, 3580, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349529, 1880, 900, 3598, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349568, 1893, 914, 3599, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349607, 1902, 906, 3584, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349646, 1862, 909, 3574, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349685, 1889, 926, 3588, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349724, 1910, 924, 3596, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349764, 1885, 895, 3584, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349803, 1883, 904, 3593, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349842, 1901, 947, 3587, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349881, 1881, 907, 3599, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349920, 1884, 921, 3592, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349960, 1904, 889, 3598, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
349998, 1879, 889, 3611, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350036, 1864, 946, 3579, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350074, 1876, 925, 3604, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350112, 1925, 903, 3582, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350151, 1890, 905, 3592, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350189, 1875, 918, 3615, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350227, 1894, 922, 3595, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350265, 1875, 895, 3586, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350303, 1873, 919, 3591, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350342, 1882, 925, 3605, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350382, 1896, 932, 3580, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350422, 1875, 895, 3608, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350463, 1906, 888, 3584, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350503, 1894, 934, 3598, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350543, 1862, 936, 3585, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350584, 1878, 891, 3605, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350624, 1862, 891, 3611, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350664, 1891, 935, 3590, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350705, 1895, 899, 3593, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350745, 1917, 905, 3586, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350786, 1872, 898, 3588, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350823, 1882, 901, 3583, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350860, 1894, 922, 3606, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350897, 1875, 890, 3603, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350934, 1893, 904, 3594, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
350972, 1888, 915, 3599, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351009, 1880, 903, 3594, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351046, 1875, 900, 3607, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351083, 1904, 904, 3592, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351120, 1912, 904, 3600, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351158, 1905, 892, 3579, 79, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351200, 1903, 887, 3607, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351243, 1855, 915, 3623, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351285, 1881, 959, 3565, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351328, 1933, 886, 3576, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351370, 1931, 862, 3594, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351413, 1913, 921, 3580, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351455, 1901, 897, 3587, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351498, 1897, 922, 3613, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351540, 1890, 912, 3583, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351583, 1915, 897, 3552, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351616, 1951, 890, 3589, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351649, 1925, 899, 3576, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351683, 1878, 925, 3591, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351716, 1906, 923, 3573, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351750, 1910, 922, 3558, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351783, 1909, 897, 3575, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351817, 1910, 911, 3591, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351850, 1887, 968, 3561, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351884, 1915, 922, 3584, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351917, 1925, 874, 3558, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351951, 1878, 931, 3594, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
351990, 1895, 958, 3580, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352029, 1913, 908, 3567, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352068, 1905, 910, 3609, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352107, 1902, 938, 3571, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352147, 1917, 924, 3564, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352186, 1945, 890, 3591, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352225, 1898, 921, 3575, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352264, 1918, 927, 3579, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352303, 1890, 929, 3571, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352343, 1935, 957, 3572, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352379, 1920, 890, 3605, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352415, 1879, 937, 3592, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352451, 1909, 933, 3571, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352487, 1916, 900, 3567, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352523, 1931, 879, 3585, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352560, 1862, 913, 3551, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352596, 1926, 937, 3564, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352632, 1921, 892, 3634, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352668, 1912, 931, 3567, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352704, 1918, 904, 3573, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352741, 1921, 912, 3584, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352781, 1920, 911, 3581, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352821, 1933, 928, 3552, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352861, 1897, 889, 3604, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352901, 1902, 946, 3557, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352941, 1926, 913, 3540, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
352981, 1907, 908, 3601, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353021, 1931, 971, 3571, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353061, 1993, 912, 3551, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353101, 1933, 856, 3591, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353141, 1907, 955, 3536, 80, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353185, 1905, 947, 3573, 83, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353229, 1907, 910, 3590, 83, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353273, 1913, 922, 3567, 83, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353317, 1899, 928, 3571, 83, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353362, 1991, 897, 3551, 83, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353406, 1926, 927, 3575, 83, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353450, 1955, 927, 3522, 83, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353494, 1960, 893, 3592, 83, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353538, 1926, 953, 3530, 83, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353583, 1907, 886, 3568, 83, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353614, 1925, 942, 3591, 83, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353645, 1915, 965, 3534, 83, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353676, 1973, 904, 3545, 83, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353707, 1947, 901, 3557, 83, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353738, 1906, 986, 3566, 83, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353770, 1901, 909, 3587, 83, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353801, 1919, 956, 3542, 83, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353832, 1928, 916, 3565, 83, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353863, 1948, 932, 3526, 83, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353894, 1904, 901, 3582, 83, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353926, 1945, 952, 3596, 83, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
353972, 1918, 911, 3551, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354019, 1970, 884, 3525, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354065, 1990, 891, 3580, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354112, 1910, 931, 3570, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354159, 1930, 925, 3549, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354205, 1947, 916, 3608, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354252, 2003, 876, 3548, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354298, 1952, 888, 3562, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354345, 1913, 920, 3565, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354392, 1907, 974, 3564, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354426, 1912, 886, 3584, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354461, 1920, 898, 3554, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354495, 1939, 902, 3577, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354530, 1923, 916, 3578, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354565, 1894, 964, 3555, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354599, 1925, 897, 3573, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354634, 1952, 917, 3583, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354668, 1912, 940, 3543, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354703, 1925, 871, 3582, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354738, 1905, 933, 3597, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354777, 1917, 936, 3586, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354816, 1939, 902, 3556, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354856, 1905, 897, 3586, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354895, 1907, 946, 3564, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354934, 1909, 954, 3564, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
354974, 1908, 898, 3586, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355013, 1900, 917, 3560, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355052, 1915, 922, 3558, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355092, 1911, 895, 3585, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355131, 1913, 925, 3566, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355171, 1928, 941, 3595, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355207, 1903, 923, 3586, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355243, 1917, 908, 3580, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355280, 1930, 947, 3584, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355316, 1907, 966, 3579, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355353, 1911, 930, 3581, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355389, 1934, 905, 3594, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355425, 1890, 945, 3573, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355462, 1909, 940, 3591, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355498, 1884, 935, 3580, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355535, 1883, 925, 3578, 87, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355574, 1908, 931, 3569, 91, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355613, 1921, 943, 3593, 91, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355653, 1897, 930, 3577, 91, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355692, 1902, 960, 3576, 91, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355731, 1916, 922, 3590, 91, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355771, 1905, 925, 3582, 91, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355810, 1887, 957, 3567, 91, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355849, 1892, 908, 3588, 91, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355889, 1898, 964, 3583, 91, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355928, 1883, 951, 3569, 91, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
355968, 1929, 940, 3574, 91, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
356006, 1894, 895, 3579, 100, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
356045, 1873, 912, 3564, 100, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
356084, 1885, 957, 3584, 100, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
356122, 1887, 961, 3578, 100, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
356161, 1876, 897, 3584, 100, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
356200, 1911, 948, 3580, 100, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
356238, 1912, 959, 3579, 100, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
356277, 1885, 942, 3550, 100, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
356316, 1898, 960, 3576, 100, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
356355, 1893, 946, 3564, 100, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
356397, 1867, 950, 3563, 100, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
356440, 1909, 932, 3577, 100, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
356483, 1898, 950, 3575, 100, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
356526, 1869, 929, 3583, 100, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
356569, 1912, 945, 3578, 100, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
356612, 1893, 965, 3604, 100, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
356655, 1872, 941, 3574, 100, 11478c77-014a-409a-b2c3-15b7ad114c07, , duduk, duduk_tasyahud_akhir, , 
