368623, 1782, 1490, 3430, 81, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
376275, 1680, 1639, 3398, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
376313, 1654, 1681, 3419, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
376351, 1659, 1699, 3405, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
376389, 1680, 1688, 3423, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
376428, 1674, 1714, 3409, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
376465, 1651, 1688, 3398, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
376503, 1659, 1688, 3400, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
376540, 1673, 1692, 3407, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
376578, 1676, 1712, 3439, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
376615, 1653, 1670, 3412, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
376653, 1676, 1675, 3385, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
376690, 1683, 1690, 3422, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
376728, 1692, 1676, 3407, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
376765, 1649, 1689, 3407, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
376803, 1651, 1723, 3406, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
376851, 1672, 1674, 3421, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
376899, 1663, 1683, 3397, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
376947, 1651, 1688, 3411, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
376995, 1664, 1701, 3409, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377043, 1658, 1693, 3392, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377091, 1658, 1684, 3416, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377139, 1674, 1691, 3414, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377187, 1681, 1696, 3403, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377235, 1650, 1708, 3413, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377284, 1652, 1702, 3399, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377314, 1666, 1688, 3396, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377345, 1636, 1679, 3398, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377376, 1638, 1692, 3406, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377407, 1659, 1705, 3399, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377438, 1656, 1680, 3413, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377468, 1655, 1719, 3404, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377499, 1662, 1703, 3415, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377530, 1646, 1692, 3396, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377561, 1664, 1691, 3424, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377592, 1646, 1702, 3411, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377623, 1666, 1719, 3392, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377661, 1663, 1675, 3403, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377699, 1676, 1654, 3410, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377737, 1673, 1700, 3389, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377775, 1678, 1678, 3424, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377813, 1675, 1675, 3414, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377851, 1694, 1682, 3391, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377889, 1691, 1678, 3412, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377927, 1669, 1689, 3405, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
377965, 1690, 1660, 3407, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378003, 1704, 1660, 3397, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378042, 1679, 1687, 3397, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378082, 1682, 1704, 3389, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378121, 1672, 1696, 3413, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378161, 1642, 1698, 3413, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378200, 1651, 1702, 3423, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378240, 1689, 1705, 3401, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378279, 1648, 1732, 3407, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378319, 1649, 1718, 3406, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378358, 1677, 1695, 3398, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378398, 1666, 1668, 3399, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378438, 1662, 1734, 3400, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378476, 1679, 1694, 3428, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378514, 1662, 1695, 3415, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378552, 1673, 1670, 3412, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378590, 1674, 1718, 3385, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378628, 1646, 1723, 3394, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378666, 1652, 1714, 3408, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378704, 1644, 1735, 3395, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378742, 1681, 1691, 3397, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378780, 1651, 1689, 3416, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378819, 1639, 1716, 3381, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378860, 1647, 1717, 3398, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378902, 1642, 1727, 3402, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378944, 1647, 1716, 3402, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
378985, 1658, 1694, 3422, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379027, 1675, 1728, 3410, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379069, 1656, 1701, 3405, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379110, 1669, 1714, 3381, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379152, 1653, 1700, 3405, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379194, 1649, 1719, 3395, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379236, 1652, 1751, 3401, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379269, 1641, 1715, 3400, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379303, 1657, 1718, 3429, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379337, 1679, 1707, 3404, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379371, 1637, 1694, 3396, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379405, 1669, 1690, 3400, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379438, 1642, 1728, 3392, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379472, 1651, 1699, 3397, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379506, 1645, 1710, 3409, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379540, 1649, 1720, 3413, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379574, 1650, 1710, 3400, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379608, 1632, 1697, 3392, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379648, 1663, 1715, 3410, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379689, 1656, 1707, 3410, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379730, 1656, 1713, 3420, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379771, 1655, 1725, 3419, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379812, 1642, 1716, 3400, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379852, 1660, 1691, 3390, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379893, 1665, 1696, 3416, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379934, 1624, 1719, 3419, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
379975, 1622, 1729, 3407, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380016, 1648, 1707, 3398, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380054, 1655, 1723, 3410, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380092, 1648, 1718, 3401, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380130, 1648, 1718, 3394, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380168, 1643, 1736, 3395, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380206, 1607, 1724, 3405, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380244, 1648, 1718, 3407, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380282, 1639, 1729, 3406, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380320, 1652, 1697, 3427, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380358, 1653, 1722, 3394, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380396, 1645, 1713, 3393, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380434, 1647, 1721, 3399, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380471, 1627, 1722, 3404, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380509, 1646, 1731, 3425, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380546, 1624, 1726, 3411, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380584, 1647, 1734, 3381, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380621, 1642, 1720, 3387, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380659, 1640, 1729, 3421, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380696, 1634, 1740, 3399, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380734, 1632, 1739, 3406, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380771, 1640, 1731, 3431, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380809, 1630, 1743, 3396, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380851, 1630, 1702, 3404, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380893, 1657, 1725, 3410, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380936, 1618, 1739, 3417, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
380978, 1628, 1743, 3402, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381021, 1652, 1711, 3391, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381063, 1632, 1738, 3415, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381105, 1632, 1742, 3418, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381148, 1645, 1721, 3401, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381190, 1632, 1733, 3390, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381233, 1623, 1754, 3403, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381268, 1622, 1741, 3403, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381304, 1624, 1705, 3426, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381339, 1622, 1755, 3420, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381375, 1622, 1733, 3399, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381410, 1617, 1738, 3420, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381446, 1630, 1751, 3410, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381481, 1646, 1722, 3389, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381517, 1645, 1706, 3391, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381552, 1644, 1735, 3379, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381588, 1651, 1725, 3428, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381624, 1669, 1706, 3372, 76, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381662, 1692, 1704, 3407, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381700, 1692, 1709, 3391, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381739, 1662, 1723, 3394, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381777, 1636, 1757, 3411, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381816, 1630, 1710, 3381, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381854, 1639, 1735, 3403, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381892, 1638, 1715, 3421, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381931, 1655, 1730, 3385, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
381969, 1658, 1716, 3403, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382008, 1629, 1726, 3391, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382046, 1620, 1723, 3415, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382085, 1654, 1736, 3416, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382124, 1632, 1736, 3407, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382163, 1635, 1734, 3397, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382202, 1665, 1735, 3398, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382241, 1630, 1717, 3403, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382280, 1610, 1728, 3411, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382319, 1644, 1741, 3375, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382358, 1643, 1753, 3429, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382397, 1652, 1724, 3401, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382436, 1638, 1729, 3392, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382474, 1640, 1741, 3411, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382513, 1631, 1751, 3392, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382552, 1634, 1749, 3403, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382590, 1655, 1719, 3409, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382629, 1638, 1730, 3401, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382668, 1619, 1734, 3413, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382706, 1639, 1757, 3393, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382745, 1631, 1738, 3409, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382784, 1643, 1734, 3381, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382823, 1608, 1742, 3399, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382864, 1610, 1757, 3408, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382906, 1629, 1740, 3390, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382947, 1641, 1722, 3397, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
382989, 1636, 1727, 3375, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383031, 1623, 1757, 3403, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383072, 1637, 1753, 3400, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383114, 1641, 1729, 3390, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383155, 1634, 1759, 3407, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383197, 1642, 1723, 3382, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383239, 1638, 1721, 3395, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383277, 1658, 1730, 3408, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383315, 1618, 1777, 3387, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383353, 1593, 1742, 3391, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383392, 1628, 1727, 3411, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383430, 1627, 1718, 3412, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383468, 1651, 1713, 3409, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383506, 1629, 1725, 3427, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383545, 1622, 1745, 3398, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383583, 1636, 1738, 3409, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383621, 1636, 1718, 3392, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383660, 1649, 1722, 3412, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383696, 1622, 1735, 3400, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383732, 1647, 1728, 3395, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383768, 1621, 1735, 3394, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383804, 1626, 1747, 3393, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383841, 1642, 1731, 3420, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383877, 1657, 1723, 3407, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
383913, 1623, 1728, 3401, 75, 6cd6feca-bc61-4b0c-94d8-7ccd3110da60, , duduk, duduk_tasyahud_akhir, , 
