440597, 2254, 1995, 2877, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
448872, 2255, 2045, 2827, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
448914, 2249, 2038, 2816, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
448955, 2272, 2010, 2828, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
448997, 2271, 2030, 2833, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449039, 2276, 2045, 2841, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449080, 2239, 2027, 2814, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449122, 2259, 2025, 2831, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449164, 2250, 2045, 2831, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449205, 2254, 2030, 2831, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449247, 2287, 2013, 2821, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449289, 2257, 2034, 2827, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449320, 2238, 2034, 2828, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449352, 2277, 2027, 2805, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449383, 2293, 1993, 2812, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449415, 2253, 1996, 2828, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449446, 2256, 2016, 2829, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449478, 2267, 2019, 2808, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449509, 2248, 2028, 2837, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449541, 2251, 2037, 2806, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449572, 2271, 2016, 2801, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449604, 2262, 2008, 2827, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449644, 2271, 2017, 2810, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449685, 2249, 2029, 2828, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449726, 2267, 2018, 2836, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449767, 2250, 2026, 2821, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449808, 2271, 2019, 2826, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449848, 2273, 2037, 2832, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449889, 2275, 2012, 2813, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449930, 2240, 2038, 2828, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
449971, 2231, 2056, 2841, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450012, 2281, 2021, 2810, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450053, 2280, 2010, 2824, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450091, 2262, 2051, 2834, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450129, 2261, 2029, 2833, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450167, 2256, 2034, 2821, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450205, 2252, 2054, 2821, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450244, 2267, 2030, 2811, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450282, 2265, 2016, 2835, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450320, 2241, 2033, 2818, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450358, 2255, 2052, 2818, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450396, 2253, 2033, 2822, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450435, 2252, 2036, 2837, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450475, 2248, 2032, 2825, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450516, 2247, 2040, 2813, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450556, 2248, 2024, 2838, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450597, 2251, 2040, 2843, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450637, 2263, 2016, 2820, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450678, 2242, 2043, 2837, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450718, 2236, 2063, 2826, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450759, 2260, 2031, 2798, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450799, 2251, 2011, 2821, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450840, 2220, 2031, 2841, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450880, 2221, 2062, 2814, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450920, 2255, 2028, 2849, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
450960, 2232, 2052, 2811, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451000, 2244, 2033, 2839, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451040, 2223, 2020, 2832, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451080, 2258, 2043, 2817, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451120, 2239, 2028, 2817, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451160, 2230, 2015, 2829, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451200, 2243, 2018, 2826, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451240, 2244, 2048, 2841, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451280, 2226, 2055, 2833, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451315, 2237, 2069, 2817, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451351, 2234, 2031, 2817, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451387, 2225, 2019, 2836, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451422, 2193, 2052, 2836, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451458, 2228, 2050, 2820, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451494, 2281, 2048, 2819, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451529, 2243, 2014, 2824, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451565, 2233, 2033, 2827, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451601, 2230, 2042, 2830, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451637, 2251, 2063, 2838, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451671, 2224, 2022, 2821, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451706, 2242, 2038, 2841, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451740, 2228, 2037, 2826, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451775, 2249, 2064, 2815, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451810, 2223, 2040, 2832, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451844, 2215, 2038, 2847, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451879, 2232, 2047, 2840, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451914, 2252, 2039, 2844, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451948, 2264, 2019, 2852, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
451983, 2230, 2035, 2813, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452018, 2213, 2063, 2830, 75, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452059, 2218, 2048, 2818, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452100, 2235, 2038, 2862, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452141, 2237, 2041, 2829, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452183, 2224, 2066, 2811, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452224, 2253, 2031, 2809, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452265, 2287, 2021, 2844, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452307, 2253, 2030, 2839, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452348, 2240, 2036, 2825, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452389, 2236, 2042, 2840, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452431, 2249, 2030, 2824, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452469, 2241, 2069, 2806, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452507, 2248, 2029, 2840, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452546, 2251, 2049, 2823, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452584, 2263, 2027, 2825, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452623, 2249, 2029, 2841, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452661, 2252, 2037, 2807, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452699, 2254, 2022, 2833, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452738, 2228, 2050, 2821, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452776, 2245, 2060, 2835, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452815, 2243, 2026, 2840, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452854, 2250, 2026, 2837, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452894, 2230, 2047, 2816, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452934, 2198, 2043, 2857, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
452974, 2267, 2037, 2808, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453014, 2240, 2029, 2832, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453054, 2250, 2062, 2824, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453094, 2229, 2056, 2843, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453134, 2237, 2058, 2832, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453174, 2210, 2061, 2857, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453214, 2233, 2029, 2842, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453254, 2245, 2011, 2827, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453297, 2255, 2024, 2822, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453341, 2252, 2043, 2844, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453384, 2241, 2036, 2816, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453428, 2244, 2008, 2829, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453471, 2248, 2013, 2839, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453515, 2227, 2038, 2842, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453558, 2239, 2041, 2848, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453602, 2240, 2045, 2829, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453645, 2258, 2056, 2834, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453689, 2250, 2010, 2830, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453720, 2224, 2049, 2853, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453751, 2218, 2038, 2828, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453783, 2289, 2036, 2820, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453814, 2257, 2025, 2851, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453845, 2215, 2000, 2836, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453877, 2220, 2034, 2851, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453908, 2221, 2037, 2846, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453939, 2249, 2043, 2823, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
453971, 2217, 2032, 2835, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454002, 2254, 2030, 2829, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454034, 2215, 2043, 2822, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454074, 2255, 2046, 2842, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454115, 2245, 2051, 2837, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454155, 2230, 2017, 2849, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454196, 2244, 2040, 2838, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454237, 2228, 2031, 2852, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454277, 2236, 2033, 2831, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454318, 2238, 2052, 2828, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454358, 2255, 2044, 2839, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454399, 2245, 2013, 2863, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454440, 2208, 2055, 2843, 76, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454480, 2206, 2062, 2840, 77, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454521, 2255, 2034, 2807, 77, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454562, 2250, 2005, 2852, 77, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454603, 2223, 2019, 2852, 77, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454644, 2218, 2049, 2846, 77, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454684, 2221, 2066, 2835, 77, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454725, 2208, 2072, 2836, 77, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454766, 2246, 2028, 2841, 77, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454807, 2256, 2012, 2858, 77, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454848, 2247, 2017, 2840, 77, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454884, 2211, 2073, 2839, 77, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454921, 2190, 2095, 2834, 77, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454958, 2223, 2054, 2812, 77, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
454995, 2217, 2049, 2851, 77, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455032, 2242, 2038, 2836, 77, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455068, 2250, 2042, 2817, 77, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455105, 2230, 2017, 2814, 77, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455142, 2224, 2048, 2810, 77, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455179, 2240, 2026, 2844, 77, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455216, 2229, 2026, 2849, 77, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455253, 2226, 2034, 2852, 77, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455291, 2255, 2043, 2819, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455330, 2287, 2064, 2807, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455369, 2245, 2033, 2826, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455407, 2240, 2023, 2839, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455446, 2253, 2041, 2831, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455485, 2250, 2028, 2842, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455523, 2236, 2046, 2826, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455562, 2235, 2033, 2828, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455601, 2246, 2018, 2824, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455640, 2228, 2037, 2846, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455677, 2237, 2038, 2848, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455714, 2251, 2042, 2832, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455751, 2231, 2008, 2854, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455788, 2251, 2022, 2828, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455825, 2245, 2072, 2823, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455862, 2247, 2029, 2843, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455899, 2240, 2018, 2847, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455936, 2218, 2061, 2830, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
455973, 2201, 2077, 2842, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456010, 2252, 2037, 2837, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456048, 2239, 2003, 2837, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456084, 2249, 2052, 2870, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456121, 2210, 2047, 2836, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456157, 2231, 2048, 2836, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456194, 2218, 2045, 2836, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456231, 2221, 2045, 2825, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456267, 2254, 2027, 2832, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456304, 2220, 2007, 2862, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456340, 2216, 2038, 2858, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456377, 2218, 2093, 2838, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456414, 2223, 2051, 2843, 78, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456456, 2214, 2040, 2813, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456499, 2238, 2035, 2842, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456541, 2221, 2010, 2850, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456584, 2263, 2062, 2837, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456627, 2235, 2037, 2837, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456669, 2213, 2075, 2830, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456712, 2199, 2094, 2842, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456754, 2247, 2066, 2826, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456797, 2215, 2060, 2814, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456840, 2176, 2062, 2844, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456878, 2205, 2055, 2843, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456916, 2234, 2075, 2834, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456954, 2230, 2059, 2842, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
456992, 2239, 2054, 2833, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457030, 2213, 2069, 2823, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
457068, 2212, 2094, 2836, 79, d159a131-3f41-4518-9304-e2e2475a38f4, , duduk, duduk_tasyahud_akhir, , 
