103979, 1351, 1692, 3087, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111870, 1320, 2446, 3063, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111919, 1330, 2456, 3062, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111951, 1317, 2466, 3065, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
111984, 1315, 2462, 3066, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112017, 1333, 2430, 3064, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112050, 1321, 2455, 3055, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112083, 1331, 2448, 3080, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112116, 1286, 2489, 3071, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112149, 1310, 2462, 3052, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112182, 1339, 2427, 3050, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112215, 1318, 2456, 3061, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112248, 1308, 2465, 3069, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112285, 1281, 2471, 3064, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112322, 1307, 2449, 3060, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112360, 1314, 2479, 3069, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112397, 1315, 2457, 3064, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112434, 1301, 2435, 3067, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112472, 1300, 2445, 3074, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112509, 1331, 2463, 3053, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112546, 1303, 2447, 3069, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112584, 1309, 2460, 3070, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112621, 1316, 2456, 3077, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112659, 1303, 2458, 3061, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112698, 1312, 2450, 3068, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112737, 1305, 2470, 3078, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112776, 1317, 2454, 3054, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112815, 1325, 2437, 3064, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112855, 1298, 2446, 3065, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112894, 1318, 2451, 3081, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112933, 1299, 2438, 3057, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
112972, 1293, 2463, 3066, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113011, 1315, 2447, 3045, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113051, 1337, 2454, 3057, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113087, 1304, 2457, 3081, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113123, 1273, 2461, 3060, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113159, 1306, 2463, 3063, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113196, 1329, 2437, 3050, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113232, 1333, 2469, 3065, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113268, 1292, 2475, 3060, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113304, 1300, 2459, 3059, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113341, 1323, 2456, 3076, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113377, 1313, 2465, 3067, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113413, 1295, 2446, 3078, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113450, 1310, 2475, 3064, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113491, 1296, 2457, 3084, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113533, 1296, 2466, 3047, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113575, 1288, 2472, 3042, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113617, 1293, 2481, 3079, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113659, 1318, 2455, 3047, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113700, 1317, 2490, 3076, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113742, 1299, 2465, 3064, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113784, 1357, 2473, 3041, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113826, 1311, 2469, 3056, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113868, 1296, 2482, 3061, 83, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113907, 1311, 2475, 3043, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113947, 1334, 2435, 3079, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
113987, 1312, 2446, 3076, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114026, 1315, 2477, 3070, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114066, 1304, 2453, 3042, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114106, 1299, 2465, 3069, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114145, 1316, 2456, 3049, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114185, 1299, 2460, 3066, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114225, 1281, 2466, 3071, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114265, 1324, 2470, 3054, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114299, 1325, 2453, 3075, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114334, 1312, 2451, 3070, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114369, 1287, 2467, 3064, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114404, 1298, 2463, 3054, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114439, 1294, 2453, 3055, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114473, 1304, 2470, 3066, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114508, 1306, 2471, 3071, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114543, 1295, 2447, 3062, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114578, 1306, 2462, 3063, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114613, 1317, 2431, 3067, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114648, 1258, 2460, 3067, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114688, 1282, 2494, 3062, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114729, 1333, 2463, 3058, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114770, 1314, 2449, 3054, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114811, 1286, 2476, 3072, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114852, 1285, 2474, 3074, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114893, 1284, 2473, 3075, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114934, 1317, 2462, 3051, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
114975, 1271, 2467, 3069, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115016, 1290, 2479, 3069, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115057, 1329, 2468, 3064, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115092, 1304, 2472, 3056, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115128, 1301, 2480, 3046, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115163, 1287, 2470, 3052, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115199, 1300, 2459, 3065, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115234, 1272, 2437, 3066, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115270, 1274, 2495, 3060, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115305, 1295, 2482, 3051, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115341, 1307, 2469, 3063, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115376, 1308, 2463, 3067, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115412, 1258, 2490, 3072, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115448, 1290, 2442, 3053, 80, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115489, 1300, 2459, 3077, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115531, 1288, 2477, 3041, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115573, 1274, 2496, 3062, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115614, 1303, 2474, 3060, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115656, 1332, 2445, 3050, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115698, 1311, 2473, 3049, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115739, 1270, 2473, 3053, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115781, 1291, 2459, 3057, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115823, 1302, 2460, 3077, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115865, 1279, 2466, 3065, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115905, 1282, 2471, 3071, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115945, 1308, 2480, 3059, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
115985, 1313, 2476, 3061, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116025, 1303, 2468, 3046, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116065, 1285, 2475, 3061, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116105, 1314, 2441, 3068, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116145, 1310, 2445, 3057, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116185, 1295, 2498, 3058, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116225, 1297, 2486, 3059, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116265, 1286, 2470, 3068, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116302, 1285, 2480, 3077, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116340, 1305, 2476, 3050, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116378, 1313, 2453, 3061, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116415, 1308, 2454, 3064, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116453, 1261, 2503, 3076, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116491, 1296, 2465, 3053, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116529, 1339, 2473, 3027, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116566, 1302, 2480, 3070, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116604, 1287, 2467, 3062, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116642, 1277, 2477, 3049, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116680, 1296, 2445, 3057, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116718, 1329, 2472, 3042, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116756, 1295, 2478, 3071, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116795, 1296, 2474, 3064, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116833, 1289, 2453, 3051, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116872, 1292, 2452, 3086, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116910, 1298, 2483, 3059, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116948, 1277, 2480, 3057, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
116987, 1304, 2471, 3073, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117025, 1270, 2457, 3076, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117064, 1287, 2460, 3067, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117099, 1293, 2452, 3068, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117134, 1291, 2451, 3085, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117170, 1285, 2466, 3063, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117205, 1286, 2458, 3069, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117240, 1284, 2456, 3065, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117276, 1304, 2455, 3070, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117311, 1266, 2471, 3070, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117346, 1248, 2494, 3063, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117382, 1339, 2448, 3075, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117417, 1335, 2470, 3046, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117453, 1281, 2481, 3061, 79, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117499, 1276, 2476, 3071, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117546, 1298, 2465, 3064, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117593, 1296, 2466, 3062, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117639, 1267, 2491, 3065, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117686, 1286, 2453, 3066, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117733, 1289, 2447, 3072, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117779, 1303, 2475, 3052, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117826, 1299, 2486, 3071, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117873, 1251, 2462, 3067, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117920, 1298, 2493, 3073, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117952, 1284, 2474, 3061, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
117985, 1287, 2465, 3060, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118018, 1293, 2492, 3039, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118051, 1297, 2478, 3043, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118084, 1300, 2492, 3043, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118116, 1305, 2485, 3059, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118149, 1319, 2458, 3065, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118182, 1297, 2463, 3091, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118215, 1278, 2487, 3070, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118248, 1280, 2491, 3053, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118284, 1303, 2473, 3050, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118321, 1318, 2448, 3041, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118358, 1286, 2492, 3054, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118395, 1282, 2481, 3076, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118432, 1306, 2455, 3070, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118468, 1284, 2452, 3073, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118505, 1256, 2478, 3055, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118542, 1286, 2482, 3066, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118579, 1276, 2474, 3060, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118616, 1282, 2458, 3052, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118653, 1304, 2500, 3069, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118694, 1300, 2476, 3055, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118735, 1291, 2472, 3077, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118776, 1230, 2502, 3078, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118817, 1304, 2468, 3058, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118859, 1287, 2478, 3066, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118900, 1273, 2476, 3057, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118941, 1279, 2485, 3063, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
118982, 1274, 2459, 3071, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119023, 1270, 2472, 3055, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119065, 1297, 2471, 3067, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119103, 1272, 2470, 3073, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119141, 1245, 2497, 3073, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119180, 1280, 2488, 3050, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119218, 1292, 2470, 3052, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119257, 1272, 2459, 3054, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119295, 1268, 2479, 3067, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119333, 1261, 2478, 3077, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119372, 1273, 2467, 3076, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119410, 1268, 2489, 3066, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119449, 1241, 2484, 3091, 78, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119487, 1278, 2477, 3060, 77, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119525, 1312, 2445, 3059, 77, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119563, 1261, 2470, 3059, 77, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119602, 1261, 2485, 3053, 77, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
119640, 1275, 2486, 3064, 77, d74fb9b1-6549-4706-830d-b2a07cd60b1e, , duduk, duduk_tasyahud_akhir, , 
