144253, 2244, 2051, 2669, 85, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152125, 1829, 2413, 2865, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152166, 1833, 2402, 2822, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152206, 1802, 2410, 2836, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152247, 1829, 2414, 2846, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152282, 1824, 2393, 2837, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152317, 1836, 2432, 2839, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152352, 1832, 2394, 2841, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152387, 1863, 2365, 2840, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152422, 1844, 2405, 2828, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152457, 1802, 2430, 2839, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152492, 1820, 2353, 2839, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152527, 1846, 2394, 2840, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152562, 1811, 2395, 2821, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152598, 1847, 2419, 2834, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152640, 1815, 2392, 2835, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152683, 1822, 2414, 2830, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152725, 1794, 2404, 2842, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152768, 1822, 2434, 2831, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152810, 1832, 2412, 2818, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152853, 1819, 2405, 2842, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152895, 1806, 2411, 2851, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152938, 1798, 2406, 2836, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
152980, 1820, 2419, 2841, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153023, 1834, 2410, 2826, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153056, 1824, 2405, 2833, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153090, 1817, 2412, 2845, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153123, 1801, 2410, 2860, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153157, 1804, 2405, 2857, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153190, 1851, 2397, 2838, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153224, 1797, 2420, 2842, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153257, 1809, 2420, 2834, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153291, 1827, 2402, 2842, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153324, 1809, 2414, 2831, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153358, 1797, 2391, 2844, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153392, 1817, 2413, 2838, 79, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153432, 1808, 2414, 2840, 78, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153473, 1809, 2406, 2830, 78, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153513, 1800, 2442, 2842, 78, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153554, 1814, 2416, 2831, 78, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153595, 1773, 2414, 2832, 78, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153635, 1808, 2439, 2830, 78, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153676, 1807, 2414, 2841, 78, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153716, 1787, 2423, 2847, 78, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153757, 1788, 2409, 2823, 78, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153798, 1841, 2412, 2825, 78, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153839, 1805, 2440, 2833, 78, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153881, 1782, 2427, 2842, 78, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153923, 1780, 2419, 2838, 78, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
153965, 1811, 2407, 2850, 78, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154007, 1814, 2431, 2856, 78, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154048, 1795, 2419, 2836, 78, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154090, 1814, 2406, 2851, 78, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154132, 1816, 2427, 2840, 78, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154174, 1817, 2420, 2818, 78, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154216, 1805, 2414, 2844, 78, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154252, 1789, 2409, 2836, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154288, 1786, 2420, 2851, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154324, 1796, 2411, 2853, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154360, 1788, 2409, 2832, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154396, 1791, 2426, 2843, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154433, 1789, 2433, 2834, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154469, 1789, 2418, 2826, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154505, 1815, 2406, 2855, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154541, 1776, 2415, 2831, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154577, 1785, 2429, 2860, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154614, 1791, 2413, 2836, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154652, 1823, 2399, 2826, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154690, 1804, 2429, 2841, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154728, 1773, 2424, 2832, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154767, 1784, 2430, 2841, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154805, 1811, 2407, 2821, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154843, 1787, 2416, 2841, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154882, 1779, 2424, 2833, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154920, 1814, 2436, 2837, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154958, 1794, 2417, 2837, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
154997, 1794, 2432, 2820, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155033, 1781, 2440, 2821, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155070, 1797, 2435, 2848, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155107, 1821, 2427, 2829, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155143, 1800, 2437, 2840, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155180, 1766, 2434, 2846, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155217, 1788, 2438, 2856, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155254, 1827, 2414, 2819, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155290, 1777, 2433, 2836, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155327, 1795, 2415, 2843, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155364, 1792, 2438, 2847, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155401, 1787, 2422, 2856, 76, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155442, 1774, 2428, 2833, 74, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155483, 1803, 2442, 2821, 74, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155524, 1788, 2425, 2838, 74, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155566, 1760, 2449, 2851, 74, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155607, 1771, 2429, 2850, 74, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155648, 1813, 2404, 2823, 74, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155690, 1804, 2425, 2840, 74, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155731, 1783, 2415, 2818, 74, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155772, 1794, 2433, 2820, 74, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155814, 1802, 2415, 2813, 74, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155855, 1809, 2425, 2828, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155897, 1821, 2406, 2829, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155939, 1827, 2440, 2833, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
155981, 1812, 2423, 2841, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156023, 1779, 2428, 2838, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156065, 1813, 2431, 2825, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156107, 1833, 2397, 2834, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156149, 1820, 2415, 2834, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156191, 1808, 2427, 2847, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156233, 1788, 2426, 2831, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156268, 1801, 2442, 2836, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156303, 1805, 2401, 2824, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156339, 1829, 2409, 2831, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156374, 1803, 2421, 2849, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156410, 1772, 2445, 2822, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156445, 1798, 2414, 2834, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156481, 1803, 2424, 2850, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156516, 1806, 2444, 2830, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156552, 1796, 2422, 2839, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156587, 1811, 2412, 2825, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156623, 1789, 2429, 2832, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156660, 1792, 2436, 2828, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156697, 1791, 2423, 2834, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156735, 1804, 2427, 2832, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156772, 1805, 2433, 2824, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156810, 1778, 2432, 2837, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156847, 1782, 2433, 2842, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156884, 1788, 2439, 2833, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156922, 1813, 2408, 2847, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156959, 1796, 2458, 2815, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
156997, 1771, 2431, 2825, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157033, 1801, 2426, 2832, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157069, 1833, 2404, 2824, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157106, 1776, 2436, 2820, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157142, 1783, 2442, 2861, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157179, 1781, 2428, 2823, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157215, 1784, 2448, 2834, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157252, 1778, 2446, 2850, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157288, 1780, 2420, 2833, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157325, 1816, 2418, 2854, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157361, 1793, 2424, 2852, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157398, 1781, 2439, 2822, 73, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157444, 1783, 2409, 2847, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157491, 1776, 2434, 2825, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157538, 1792, 2431, 2839, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157585, 1797, 2412, 2843, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157632, 1784, 2427, 2828, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157679, 1828, 2431, 2811, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157726, 1785, 2426, 2825, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157773, 1810, 2409, 2845, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157820, 1775, 2453, 2832, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157867, 1785, 2431, 2828, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157905, 1806, 2421, 2819, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157943, 1818, 2418, 2818, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
157981, 1815, 2425, 2829, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158019, 1802, 2437, 2827, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158057, 1806, 2401, 2833, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158095, 1826, 2418, 2840, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158133, 1802, 2436, 2828, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158171, 1769, 2443, 2831, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158209, 1816, 2403, 2830, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158247, 1813, 2419, 2826, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158280, 1778, 2443, 2829, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158314, 1782, 2445, 2832, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158347, 1808, 2437, 2838, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158381, 1796, 2412, 2834, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158414, 1788, 2430, 2824, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158448, 1787, 2441, 2831, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158481, 1799, 2419, 2824, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158515, 1809, 2458, 2823, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158548, 1799, 2459, 2835, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158582, 1765, 2436, 2844, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158616, 1804, 2431, 2822, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158656, 1816, 2447, 2814, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158697, 1766, 2450, 2824, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158738, 1792, 2447, 2832, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158778, 1800, 2417, 2834, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158819, 1790, 2441, 2833, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158860, 1780, 2458, 2811, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158900, 1772, 2439, 2835, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158941, 1807, 2445, 2833, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
158982, 1812, 2415, 2836, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159023, 1775, 2432, 2856, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159057, 1764, 2433, 2834, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159092, 1793, 2440, 2823, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159127, 1768, 2421, 2849, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159162, 1790, 2444, 2847, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159197, 1775, 2448, 2828, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159231, 1788, 2443, 2842, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159266, 1796, 2415, 2846, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159301, 1767, 2418, 2832, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159336, 1776, 2441, 2849, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159371, 1763, 2459, 2836, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159406, 1761, 2433, 2847, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159445, 1789, 2433, 2822, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159484, 1797, 2442, 2818, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159523, 1798, 2437, 2842, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159562, 1750, 2445, 2841, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159602, 1782, 2426, 2835, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159641, 1812, 2445, 2836, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159680, 1761, 2440, 2827, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159719, 1771, 2439, 2834, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159758, 1770, 2436, 2855, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159798, 1796, 2449, 2836, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159839, 1782, 2443, 2823, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159881, 1774, 2437, 2829, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
159923, 1785, 2420, 2850, 72, a40a462b-aecf-4e49-b87d-3a0926bf6d01, , duduk, duduk_tasyahud_akhir, , 
