185119, 1809, 2338, 2891, 80, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
193502, 1794, 2468, 2822, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
193546, 1761, 2459, 2823, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
193591, 1802, 2440, 2815, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
193625, 1784, 2437, 2810, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
193660, 1769, 2443, 2837, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
193694, 1799, 2446, 2820, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
193729, 1788, 2462, 2813, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
193763, 1791, 2452, 2830, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
193798, 1817, 2432, 2822, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
193832, 1778, 2431, 2827, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
193867, 1744, 2474, 2833, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
193901, 1778, 2448, 2813, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
193936, 1837, 2441, 2812, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
193974, 1792, 2447, 2830, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194013, 1764, 2456, 2836, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194052, 1789, 2443, 2854, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194091, 1772, 2473, 2835, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194130, 1808, 2437, 2808, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194169, 1803, 2420, 2824, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194208, 1796, 2470, 2825, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194247, 1783, 2434, 2828, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194286, 1783, 2444, 2828, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194325, 1785, 2440, 2823, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194361, 1782, 2435, 2814, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194398, 1824, 2431, 2839, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194435, 1794, 2460, 2851, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194472, 1759, 2448, 2816, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194509, 1796, 2469, 2808, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194546, 1823, 2427, 2836, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194583, 1791, 2446, 2807, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194620, 1763, 2475, 2828, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194657, 1801, 2457, 2836, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194694, 1810, 2418, 2820, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194731, 1793, 2442, 2818, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194771, 1804, 2458, 2810, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194812, 1809, 2428, 2844, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194852, 1789, 2425, 2855, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194893, 1808, 2434, 2838, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194933, 1796, 2416, 2824, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
194974, 1842, 2442, 2820, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195014, 1786, 2431, 2829, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195055, 1804, 2474, 2819, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195095, 1774, 2468, 2820, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195136, 1846, 2423, 2804, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195170, 1827, 2392, 2846, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195205, 1795, 2464, 2837, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195240, 1770, 2455, 2831, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195275, 1788, 2447, 2831, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195310, 1782, 2457, 2811, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195345, 1789, 2443, 2818, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195380, 1797, 2432, 2803, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195415, 1797, 2444, 2827, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195450, 1784, 2453, 2836, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195485, 1768, 2454, 2827, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195520, 1793, 2462, 2815, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195561, 1788, 2422, 2843, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195602, 1784, 2468, 2800, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195643, 1762, 2463, 2816, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195684, 1796, 2460, 2843, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195726, 1801, 2440, 2818, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195767, 1787, 2441, 2819, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195808, 1774, 2460, 2809, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195849, 1807, 2451, 2825, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195890, 1775, 2472, 2825, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195932, 1785, 2433, 2806, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
195972, 1793, 2435, 2830, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196013, 1795, 2448, 2836, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196053, 1781, 2449, 2840, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196094, 1791, 2449, 2835, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196134, 1800, 2455, 2812, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196175, 1796, 2429, 2824, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196215, 1776, 2430, 2829, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196256, 1756, 2446, 2826, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196296, 1769, 2455, 2823, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196337, 1826, 2421, 2838, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196373, 1803, 2437, 2828, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196410, 1760, 2448, 2832, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196446, 1764, 2472, 2823, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196483, 1763, 2459, 2836, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196520, 1779, 2444, 2824, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196556, 1792, 2450, 2818, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196593, 1790, 2432, 2814, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196630, 1770, 2457, 2852, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196666, 1772, 2451, 2798, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196703, 1807, 2441, 2829, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196740, 1779, 2433, 2816, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196779, 1823, 2432, 2830, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196818, 1790, 2445, 2861, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196857, 1753, 2484, 2829, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196896, 1763, 2466, 2818, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196935, 1829, 2435, 2817, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
196974, 1810, 2407, 2827, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197013, 1771, 2440, 2815, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197052, 1780, 2461, 2817, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197091, 1785, 2459, 2834, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197131, 1800, 2463, 2802, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197169, 1798, 2437, 2823, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197207, 1777, 2428, 2822, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197245, 1786, 2455, 2832, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197283, 1795, 2451, 2818, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197321, 1785, 2440, 2809, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197359, 1769, 2464, 2836, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197397, 1781, 2459, 2830, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197435, 1825, 2424, 2843, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197473, 1787, 2453, 2826, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197511, 1716, 2494, 2819, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197550, 1787, 2466, 2801, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197589, 1839, 2432, 2806, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197628, 1791, 2432, 2808, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197667, 1761, 2465, 2827, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197706, 1770, 2476, 2834, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197746, 1778, 2446, 2835, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197785, 1764, 2473, 2800, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197824, 1795, 2453, 2829, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197863, 1785, 2463, 2830, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197902, 1762, 2465, 2826, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197942, 1767, 2453, 2819, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
197980, 1784, 2440, 2829, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198019, 1773, 2450, 2829, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198058, 1775, 2439, 2842, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198097, 1759, 2436, 2802, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198136, 1751, 2488, 2830, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198174, 1759, 2468, 2841, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198213, 1812, 2442, 2803, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198252, 1777, 2456, 2832, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198291, 1776, 2444, 2823, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198330, 1768, 2467, 2820, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198365, 1769, 2466, 2845, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198400, 1771, 2472, 2807, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198435, 1787, 2447, 2816, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198470, 1781, 2450, 2835, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198505, 1781, 2472, 2823, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198540, 1760, 2467, 2818, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198575, 1755, 2460, 2819, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198610, 1780, 2466, 2821, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198645, 1772, 2462, 2824, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198680, 1796, 2445, 2832, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198715, 1762, 2473, 2825, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198755, 1755, 2446, 2824, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198796, 1784, 2452, 2825, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198836, 1794, 2461, 2829, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198877, 1773, 2430, 2847, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198917, 1762, 2452, 2826, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198958, 1774, 2477, 2814, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
198998, 1787, 2478, 2846, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199039, 1768, 2474, 2822, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199079, 1788, 2452, 2814, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199120, 1802, 2463, 2839, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199156, 1769, 2465, 2814, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199193, 1759, 2467, 2817, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199230, 1781, 2453, 2832, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199267, 1795, 2448, 2827, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199304, 1770, 2462, 2835, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199340, 1784, 2465, 2833, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199377, 1787, 2443, 2828, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199414, 1754, 2477, 2833, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199451, 1747, 2488, 2805, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199488, 1755, 2479, 2818, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199525, 1816, 2459, 2837, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199564, 1782, 2440, 2828, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199603, 1761, 2465, 2814, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199642, 1761, 2463, 2837, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199681, 1767, 2466, 2845, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199720, 1739, 2472, 2824, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199759, 1740, 2465, 2829, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199798, 1767, 2456, 2820, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199837, 1768, 2460, 2818, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199876, 1776, 2478, 2802, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199916, 1772, 2455, 2826, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
199958, 1759, 2476, 2834, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200001, 1780, 2490, 2817, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200043, 1773, 2453, 2821, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200086, 1799, 2470, 2833, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200128, 1777, 2455, 2833, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200171, 1730, 2465, 2844, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200213, 1747, 2458, 2821, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200256, 1809, 2458, 2827, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200298, 1771, 2462, 2816, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200341, 1752, 2473, 2827, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200376, 1778, 2452, 2816, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200411, 1781, 2463, 2822, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200447, 1745, 2472, 2825, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200482, 1755, 2446, 2787, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200517, 1760, 2450, 2836, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200553, 1760, 2476, 2822, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200588, 1781, 2474, 2816, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200623, 1766, 2446, 2825, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200659, 1773, 2457, 2813, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200694, 1775, 2485, 2817, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200730, 1771, 2474, 2832, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200770, 1761, 2457, 2807, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200811, 1764, 2471, 2837, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200851, 1768, 2484, 2829, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200892, 1756, 2484, 2816, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200932, 1784, 2476, 2809, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
200973, 1762, 2474, 2843, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201013, 1735, 2472, 2809, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201054, 1778, 2472, 2803, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201094, 1790, 2463, 2831, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201135, 1734, 2478, 2821, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201173, 1756, 2476, 2821, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201211, 1775, 2473, 2835, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201249, 1768, 2465, 2813, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201288, 1763, 2484, 2828, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201326, 1755, 2491, 2819, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201364, 1735, 2471, 2834, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201402, 1737, 2488, 2797, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201441, 1730, 2511, 2819, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201479, 1764, 2485, 2846, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201517, 1748, 2479, 2798, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201556, 1742, 2487, 2816, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201591, 1750, 2498, 2843, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201627, 1799, 2477, 2788, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201663, 1774, 2468, 2801, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201699, 1713, 2483, 2842, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201735, 1729, 2480, 2814, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
201770, 1750, 2466, 2829, 77, 96795328-2129-4978-a6d2-6d30cee78842, , duduk, duduk_tasyahud_akhir, , 
