136411, 2510, 1815, 2854, 102, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
144354, 2353, 2038, 2746, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
144390, 2338, 2034, 2753, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
144425, 2352, 2048, 2761, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
144461, 2347, 2032, 2767, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
144496, 2308, 2036, 2778, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
144532, 2303, 2038, 2763, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
144567, 2335, 2048, 2767, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
144603, 2359, 2017, 2753, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
144639, 2349, 2015, 2772, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
144678, 2352, 2016, 2744, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
144717, 2365, 2008, 2767, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
144756, 2353, 2022, 2772, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
144796, 2345, 2036, 2767, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
144835, 2347, 2013, 2782, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
144874, 2346, 2022, 2762, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
144914, 2348, 2006, 2767, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
144953, 2358, 1988, 2774, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
144992, 2353, 2002, 2764, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145032, 2375, 1987, 2795, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145072, 2356, 1987, 2782, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145112, 2356, 1988, 2763, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145152, 2355, 1964, 2790, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145192, 2361, 2003, 2787, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145232, 2354, 1990, 2790, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145272, 2337, 1991, 2792, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145312, 2377, 1977, 2781, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145352, 2356, 1985, 2800, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145392, 2337, 2011, 2807, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145433, 2322, 1981, 2779, 99, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145469, 2363, 1973, 2765, 96, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145506, 2388, 1949, 2771, 96, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145543, 2345, 1982, 2799, 96, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145580, 2345, 1990, 2795, 96, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145617, 2351, 1992, 2807, 96, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145654, 2342, 1973, 2780, 96, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145691, 2340, 1950, 2783, 96, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145728, 2346, 1982, 2805, 96, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145765, 2339, 1997, 2783, 96, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145802, 2366, 1985, 2795, 96, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145839, 2337, 1986, 2805, 96, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145881, 2343, 1982, 2801, 96, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145924, 2327, 1983, 2787, 96, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
145967, 2353, 1984, 2801, 96, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146010, 2336, 1984, 2800, 96, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146053, 2342, 2007, 2791, 96, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146095, 2340, 1998, 2782, 96, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146138, 2336, 2003, 2792, 96, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146181, 2322, 1987, 2811, 96, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146224, 2348, 1985, 2798, 96, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146267, 2349, 2003, 2777, 96, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146300, 2309, 1999, 2795, 94, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146333, 2348, 2015, 2776, 94, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146366, 2342, 1998, 2794, 94, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146400, 2332, 1965, 2816, 94, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146433, 2333, 1979, 2785, 94, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146466, 2350, 1992, 2778, 94, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146499, 2328, 1986, 2800, 94, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146533, 2334, 1963, 2804, 94, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146566, 2346, 1986, 2789, 94, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146599, 2326, 2005, 2787, 94, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146633, 2331, 1989, 2786, 94, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146673, 2349, 1988, 2789, 94, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146714, 2345, 1976, 2793, 94, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146754, 2331, 1993, 2797, 94, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146795, 2326, 1998, 2807, 94, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146835, 2359, 1982, 2796, 94, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146876, 2342, 1963, 2796, 94, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146916, 2347, 1985, 2792, 94, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146957, 2365, 1973, 2774, 94, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
146997, 2365, 1968, 2788, 94, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147038, 2342, 1973, 2798, 94, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147081, 2315, 2006, 2809, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147124, 2353, 1969, 2797, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147167, 2384, 1960, 2786, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147210, 2366, 1932, 2794, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147253, 2337, 1991, 2808, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147296, 2325, 1968, 2787, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147339, 2352, 1978, 2798, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147382, 2347, 1973, 2807, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147425, 2330, 1959, 2802, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147469, 2327, 1985, 2803, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147502, 2317, 1998, 2806, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147535, 2346, 1967, 2791, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147568, 2365, 1977, 2804, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147601, 2333, 1982, 2802, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147634, 2342, 1975, 2801, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147667, 2332, 2009, 2802, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147700, 2337, 1980, 2775, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147733, 2345, 1993, 2795, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147766, 2337, 1989, 2802, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147799, 2295, 1999, 2778, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147833, 2298, 2006, 2820, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147875, 2332, 2007, 2783, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147917, 2358, 1958, 2787, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
147959, 2323, 1979, 2802, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148001, 2283, 2002, 2781, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148043, 2309, 2014, 2804, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148085, 2322, 2000, 2782, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148127, 2314, 2006, 2795, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148169, 2300, 2005, 2804, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148211, 2334, 1995, 2793, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148254, 2317, 1999, 2787, 92, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148289, 2315, 2001, 2786, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148325, 2304, 2032, 2796, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148361, 2290, 2034, 2800, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148397, 2311, 1994, 2811, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148433, 2337, 2010, 2782, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148468, 2331, 2016, 2793, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148504, 2320, 1996, 2806, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148540, 2332, 1990, 2798, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148576, 2309, 2015, 2799, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148612, 2272, 2048, 2814, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148648, 2312, 2011, 2791, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148686, 2322, 1989, 2777, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148724, 2321, 1981, 2809, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148763, 2293, 2006, 2813, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148801, 2300, 2011, 2817, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148840, 2298, 2006, 2795, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148878, 2302, 2005, 2815, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148916, 2292, 2013, 2801, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148955, 2312, 2036, 2778, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
148993, 2310, 2033, 2804, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149032, 2295, 2023, 2792, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149070, 2309, 2023, 2819, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149109, 2308, 2035, 2804, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149148, 2291, 2004, 2791, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149186, 2300, 2040, 2773, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149225, 2307, 2037, 2794, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149264, 2302, 2033, 2794, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149302, 2316, 2019, 2826, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149341, 2290, 2029, 2784, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149380, 2243, 2067, 2800, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149419, 2270, 2071, 2793, 86, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149455, 2328, 2035, 2767, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149492, 2291, 2026, 2809, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149529, 2277, 2026, 2793, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149565, 2308, 2076, 2780, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149602, 2299, 2064, 2814, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149639, 2286, 1996, 2802, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149676, 2299, 2022, 2793, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149712, 2303, 2059, 2786, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149749, 2270, 2042, 2795, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149786, 2302, 2046, 2791, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149823, 2277, 2075, 2763, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149866, 2278, 2062, 2791, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149910, 2305, 2020, 2783, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149953, 2325, 2009, 2776, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
149997, 2305, 2017, 2793, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150040, 2314, 2030, 2782, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150084, 2319, 2023, 2809, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150127, 2277, 2026, 2802, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150171, 2269, 2051, 2799, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150214, 2304, 2021, 2778, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150258, 2355, 2032, 2770, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150292, 2322, 1998, 2805, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150327, 2277, 2003, 2806, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150361, 2288, 2034, 2799, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150396, 2297, 2020, 2784, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150431, 2288, 2035, 2793, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150465, 2299, 2038, 2790, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150500, 2290, 2019, 2788, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150535, 2314, 2027, 2783, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150569, 2317, 2041, 2805, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150604, 2315, 2044, 2787, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150639, 2322, 2031, 2802, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150678, 2276, 2042, 2779, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150717, 2281, 2047, 2780, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150756, 2300, 2010, 2795, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150795, 2287, 2030, 2795, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150835, 2263, 2069, 2789, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150874, 2294, 2053, 2770, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150913, 2304, 2052, 2805, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150952, 2307, 2045, 2781, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
150991, 2285, 2046, 2786, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151031, 2290, 2068, 2794, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151071, 2283, 2064, 2804, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151111, 2271, 2079, 2769, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151151, 2301, 2052, 2794, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151191, 2288, 2033, 2798, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151232, 2266, 2084, 2783, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151272, 2291, 2083, 2788, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151312, 2292, 2052, 2784, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151352, 2295, 2053, 2782, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151392, 2263, 2056, 2789, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151433, 2290, 2068, 2795, 83, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151469, 2271, 2064, 2803, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151506, 2256, 2077, 2799, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151543, 2296, 2049, 2785, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151580, 2336, 2040, 2779, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151617, 2297, 2016, 2798, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151653, 2290, 2015, 2785, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151690, 2303, 2046, 2775, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151727, 2293, 2062, 2787, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151764, 2271, 2054, 2784, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151801, 2292, 2034, 2790, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151838, 2302, 2007, 2786, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151878, 2293, 2002, 2800, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151919, 2283, 2022, 2820, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
151960, 2311, 2054, 2790, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152001, 2307, 2030, 2775, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152042, 2287, 2007, 2788, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152083, 2291, 2034, 2795, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152124, 2301, 2022, 2776, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152165, 2296, 2041, 2795, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152206, 2277, 2061, 2799, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152247, 2302, 2041, 2778, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
152290, 2325, 1991, 2779, 81, ff50de2a-fc67-45e3-ab33-061efc8ef896, , duduk, duduk_tasyahud_akhir, , 
