159197, 1480, 2159, 3225, 81, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
166783, 1186, 2336, 3190, 74, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
166824, 1185, 2319, 3191, 74, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
166866, 1166, 2335, 3221, 74, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
166900, 1176, 2318, 3212, 74, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
166934, 1206, 2316, 3181, 74, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
166968, 1202, 2345, 3201, 74, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167002, 1202, 2338, 3189, 74, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167036, 1180, 2358, 3200, 74, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167070, 1187, 2341, 3194, 74, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167104, 1198, 2333, 3218, 74, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167138, 1208, 2346, 3189, 74, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167172, 1185, 2351, 3218, 74, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167206, 1159, 2335, 3203, 74, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167246, 1202, 2348, 3204, 72, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167287, 1194, 2325, 3189, 72, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167328, 1188, 2326, 3196, 72, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167368, 1178, 2357, 3206, 72, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167409, 1193, 2346, 3189, 72, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167450, 1193, 2362, 3189, 72, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167490, 1169, 2353, 3205, 72, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167531, 1185, 2356, 3213, 72, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167572, 1210, 2325, 3214, 72, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167613, 1177, 2365, 3205, 72, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167649, 1169, 2342, 3200, 72, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167686, 1138, 2338, 3216, 72, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167723, 1213, 2345, 3187, 72, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167759, 1196, 2333, 3191, 72, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167796, 1197, 2351, 3200, 72, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167833, 1177, 2359, 3188, 72, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167870, 1183, 2358, 3202, 72, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167906, 1158, 2314, 3222, 72, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167943, 1183, 2339, 3192, 72, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
167980, 1194, 2339, 3200, 72, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168017, 1162, 2333, 3209, 72, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168056, 1158, 2333, 3207, 71, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168095, 1193, 2347, 3210, 71, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168134, 1169, 2340, 3203, 71, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168173, 1150, 2340, 3222, 71, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168212, 1208, 2351, 3192, 71, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168251, 1214, 2332, 3200, 71, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168290, 1156, 2353, 3223, 71, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168329, 1143, 2359, 3214, 71, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168368, 1168, 2323, 3192, 71, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168407, 1180, 2346, 3227, 71, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168442, 1146, 2340, 3219, 71, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168478, 1149, 2328, 3213, 71, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168513, 1177, 2331, 3230, 71, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168549, 1177, 2354, 3207, 71, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168585, 1169, 2373, 3209, 71, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168620, 1163, 2328, 3207, 71, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168656, 1144, 2354, 3184, 71, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168692, 1170, 2339, 3222, 71, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168727, 1162, 2328, 3200, 71, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168763, 1158, 2328, 3206, 71, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168799, 1156, 2342, 3187, 71, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168842, 1174, 2331, 3219, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168885, 1181, 2328, 3232, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168928, 1155, 2353, 3196, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
168971, 1152, 2340, 3210, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169014, 1176, 2340, 3204, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169057, 1189, 2369, 3198, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169100, 1188, 2343, 3211, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169143, 1144, 2333, 3215, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169186, 1167, 2351, 3198, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169230, 1194, 2346, 3208, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169265, 1154, 2360, 3207, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169301, 1154, 2348, 3226, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169336, 1165, 2342, 3202, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169372, 1156, 2351, 3226, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169408, 1163, 2340, 3208, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169443, 1164, 2339, 3212, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169479, 1172, 2361, 3205, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169514, 1168, 2341, 3218, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169550, 1158, 2366, 3210, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169586, 1162, 2336, 3212, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169626, 1149, 2352, 3207, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169667, 1184, 2354, 3207, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169708, 1162, 2333, 3202, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169749, 1191, 2339, 3208, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169790, 1167, 2317, 3214, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169831, 1126, 2346, 3219, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169872, 1120, 2364, 3194, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169913, 1179, 2357, 3209, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169954, 1176, 2349, 3194, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
169995, 1149, 2354, 3201, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170036, 1131, 2343, 3199, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170080, 1155, 2349, 3196, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170124, 1152, 2376, 3211, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170168, 1145, 2355, 3191, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170213, 1146, 2320, 3206, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170257, 1167, 2352, 3210, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170301, 1173, 2350, 3198, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170346, 1183, 2372, 3208, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170390, 1172, 2352, 3207, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170434, 1193, 2357, 3200, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170479, 1165, 2355, 3197, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170511, 1180, 2344, 3192, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170543, 1166, 2339, 3203, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170575, 1179, 2353, 3190, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170607, 1184, 2320, 3204, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170639, 1194, 2327, 3208, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170671, 1171, 2363, 3208, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170703, 1141, 2355, 3205, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170735, 1187, 2332, 3190, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170767, 1213, 2329, 3201, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170799, 1155, 2362, 3199, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170831, 1154, 2337, 3193, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170873, 1192, 2343, 3196, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170915, 1178, 2340, 3199, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170957, 1153, 2380, 3206, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
170999, 1175, 2335, 3216, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171041, 1191, 2330, 3190, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171083, 1193, 2355, 3181, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171125, 1175, 2347, 3206, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171167, 1173, 2346, 3194, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171209, 1154, 2357, 3193, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171251, 1174, 2349, 3182, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171287, 1174, 2344, 3192, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171324, 1193, 2372, 3190, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171360, 1169, 2358, 3210, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171397, 1176, 2336, 3207, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171434, 1177, 2347, 3200, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171470, 1173, 2344, 3207, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171507, 1162, 2366, 3211, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171543, 1170, 2357, 3187, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171580, 1203, 2350, 3200, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171617, 1176, 2339, 3199, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171657, 1159, 2346, 3202, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171698, 1147, 2351, 3195, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171739, 1176, 2356, 3199, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171780, 1163, 2341, 3222, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171821, 1146, 2340, 3200, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171862, 1160, 2353, 3213, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171903, 1201, 2344, 3213, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171944, 1183, 2334, 3186, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
171985, 1141, 2365, 3199, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172026, 1164, 2354, 3204, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172067, 1194, 2332, 3212, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172101, 1151, 2363, 3206, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172136, 1156, 2345, 3212, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172171, 1156, 2336, 3197, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172205, 1210, 2352, 3202, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172240, 1172, 2354, 3211, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172275, 1135, 2372, 3230, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172309, 1139, 2354, 3208, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172344, 1197, 2324, 3198, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172379, 1187, 2332, 3201, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172414, 1153, 2349, 3217, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172461, 1159, 2356, 3207, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172508, 1186, 2331, 3201, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172555, 1148, 2370, 3209, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172602, 1146, 2358, 3206, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172650, 1152, 2364, 3210, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172697, 1168, 2342, 3213, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172744, 1129, 2347, 3211, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172791, 1164, 2352, 3213, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172838, 1149, 2351, 3202, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172886, 1124, 2358, 3201, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172915, 1136, 2359, 3209, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172944, 1135, 2358, 3199, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
172973, 1143, 2336, 3193, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173002, 1136, 2358, 3192, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173031, 1167, 2345, 3205, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173061, 1161, 2370, 3202, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173090, 1128, 2362, 3212, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173119, 1129, 2346, 3220, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173148, 1165, 2382, 3193, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173177, 1159, 2365, 3193, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173207, 1134, 2356, 3194, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173247, 1128, 2358, 3198, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173288, 1171, 2356, 3211, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173328, 1140, 2345, 3203, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173369, 1138, 2377, 3216, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173410, 1145, 2354, 3190, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173450, 1156, 2361, 3167, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173491, 1159, 2366, 3190, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173531, 1160, 2338, 3194, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173572, 1155, 2359, 3180, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173613, 1155, 2361, 3192, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173653, 1164, 2364, 3204, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173694, 1181, 2345, 3185, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173734, 1149, 2358, 3206, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173775, 1177, 2354, 3181, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173816, 1169, 2375, 3219, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173856, 1143, 2353, 3207, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173897, 1149, 2328, 3203, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173938, 1173, 2339, 3203, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
173978, 1170, 2364, 3188, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
174019, 1145, 2366, 3203, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
174060, 1121, 2378, 3206, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
174094, 1148, 2338, 3193, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
174129, 1183, 2354, 3194, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
174163, 1116, 2363, 3192, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
174198, 1155, 2351, 3190, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
174233, 1150, 2361, 3222, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
174267, 1129, 2344, 3198, 70, 865ed29e-63e6-44c0-a8a2-bdcff46b2d8d, , duduk, duduk_tasyahud_akhir, , 
