558633, 1575, 2179, 3131, 72, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
566778, 1573, 2326, 3077, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
566821, 1555, 2293, 3064, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
566864, 1563, 2298, 3063, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
566907, 1541, 2302, 3076, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
566950, 1565, 2307, 3061, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
566994, 1548, 2300, 3053, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567025, 1558, 2312, 3067, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567056, 1546, 2300, 3070, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567087, 1549, 2323, 3066, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567119, 1551, 2317, 3079, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567150, 1583, 2307, 3053, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567181, 1560, 2307, 3072, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567213, 1552, 2325, 3073, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567244, 1531, 2311, 3083, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567275, 1557, 2307, 3075, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567307, 1556, 2306, 3066, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567347, 1532, 2317, 3080, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567388, 1528, 2332, 3073, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567428, 1570, 2315, 3086, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567469, 1545, 2317, 3064, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567509, 1514, 2327, 3070, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567550, 1550, 2323, 3065, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567590, 1540, 2301, 3070, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567631, 1530, 2306, 3073, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567671, 1530, 2308, 3092, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567712, 1526, 2299, 3065, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567749, 1532, 2321, 3065, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567786, 1563, 2300, 3078, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567823, 1546, 2314, 3050, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567861, 1535, 2311, 3072, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567898, 1535, 2330, 3061, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567935, 1549, 2304, 3073, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
567972, 1538, 2305, 3076, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568010, 1522, 2342, 3081, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568047, 1549, 2310, 3066, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568084, 1565, 2318, 3060, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568122, 1543, 2319, 3075, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568160, 1534, 2328, 3073, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568199, 1532, 2316, 3066, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568237, 1564, 2308, 3064, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568276, 1541, 2307, 3072, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568315, 1519, 2323, 3082, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568353, 1517, 2323, 3070, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568392, 1548, 2321, 3075, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568430, 1537, 2314, 3065, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568469, 1524, 2329, 3065, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568508, 1529, 2332, 3083, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568546, 1527, 2321, 3072, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568584, 1553, 2284, 3057, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568623, 1512, 2332, 3080, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568661, 1529, 2322, 3079, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568700, 1555, 2313, 3085, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568738, 1553, 2307, 3069, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568776, 1527, 2344, 3078, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568815, 1508, 2319, 3072, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568853, 1536, 2306, 3078, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568892, 1534, 2303, 3106, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568927, 1517, 2330, 3099, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568963, 1480, 2342, 3079, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
568999, 1548, 2350, 3051, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569034, 1527, 2300, 3081, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569070, 1509, 2329, 3075, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569106, 1488, 2317, 3056, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569142, 1542, 2308, 3060, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569177, 1543, 2290, 3060, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569213, 1533, 2323, 3050, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569249, 1533, 2337, 3042, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569285, 1554, 2315, 3062, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569325, 1580, 2293, 3070, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569365, 1535, 2318, 3081, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569405, 1532, 2316, 3093, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569445, 1534, 2339, 3062, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569486, 1561, 2313, 3059, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569526, 1540, 2304, 3065, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569566, 1557, 2324, 3065, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569606, 1531, 2313, 3080, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569646, 1549, 2300, 3067, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569687, 1510, 2318, 3094, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569726, 1527, 2335, 3062, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569765, 1560, 2318, 3062, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569804, 1540, 2311, 3076, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569843, 1503, 2365, 3083, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569882, 1532, 2321, 3075, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569922, 1574, 2301, 3056, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
569961, 1535, 2327, 3084, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570000, 1514, 2335, 3058, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570039, 1533, 2338, 3079, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570078, 1547, 2312, 3066, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570118, 1509, 2324, 3075, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570163, 1513, 2314, 3080, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570208, 1518, 2312, 3059, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570253, 1552, 2314, 3068, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570298, 1547, 2335, 3051, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570343, 1528, 2329, 3070, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570388, 1533, 2313, 3074, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570433, 1528, 2330, 3069, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570478, 1533, 2322, 3071, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570523, 1522, 2316, 3075, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570569, 1524, 2320, 3067, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570603, 1515, 2312, 3073, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570637, 1533, 2328, 3083, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570671, 1511, 2300, 3078, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570705, 1513, 2329, 3069, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570739, 1522, 2313, 3090, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570773, 1511, 2318, 3078, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570807, 1512, 2349, 3107, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570841, 1528, 2328, 3073, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570875, 1559, 2301, 3084, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570909, 1547, 2315, 3083, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570948, 1525, 2329, 3082, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
570988, 1495, 2345, 3081, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571027, 1517, 2320, 3043, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571067, 1526, 2306, 3076, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571106, 1528, 2322, 3068, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571146, 1493, 2332, 3065, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571185, 1525, 2341, 3061, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571225, 1514, 2309, 3060, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571264, 1505, 2320, 3072, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571304, 1535, 2342, 3075, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571344, 1524, 2329, 3060, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571381, 1541, 2314, 3072, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571419, 1498, 2340, 3092, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571456, 1520, 2349, 3061, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571494, 1519, 2354, 3084, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571531, 1516, 2320, 3070, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571569, 1515, 2346, 3075, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571606, 1500, 2338, 3053, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571644, 1528, 2321, 3076, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571681, 1535, 2323, 3079, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571719, 1512, 2360, 3056, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571754, 1520, 2326, 3071, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571789, 1556, 2316, 3076, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571824, 1554, 2300, 3072, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571860, 1516, 2323, 3072, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571895, 1527, 2348, 3075, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571930, 1532, 2307, 3079, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
571965, 1528, 2321, 3060, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572001, 1513, 2342, 3045, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572036, 1537, 2307, 3058, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572071, 1586, 2306, 3055, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572107, 1571, 2312, 3039, 63, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572148, 1565, 2334, 3080, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572189, 1562, 2317, 3078, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572231, 1537, 2331, 3064, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572272, 1549, 2324, 3056, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572314, 1543, 2290, 3083, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572355, 1540, 2323, 3074, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572396, 1546, 2312, 3078, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572438, 1541, 2344, 3051, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572479, 1544, 2297, 3064, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572521, 1551, 2277, 3083, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572564, 1518, 2319, 3067, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572608, 1538, 2355, 3070, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572652, 1549, 2305, 3070, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572696, 1545, 2293, 3064, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572740, 1545, 2340, 3066, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572783, 1527, 2333, 3055, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572827, 1531, 2320, 3074, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572871, 1540, 2325, 3055, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572915, 1526, 2314, 3088, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572959, 1519, 2337, 3068, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
572990, 1551, 2328, 3062, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573022, 1555, 2311, 3057, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573053, 1546, 2332, 3066, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573085, 1542, 2310, 3048, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573117, 1508, 2333, 3066, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573148, 1534, 2314, 3066, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573180, 1517, 2304, 3076, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573212, 1529, 2295, 3079, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573243, 1535, 2323, 3071, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573275, 1533, 2319, 3083, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573307, 1542, 2300, 3080, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573348, 1533, 2315, 3068, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573389, 1534, 2320, 3071, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573430, 1502, 2368, 3081, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573471, 1507, 2325, 3065, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573512, 1541, 2305, 3056, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573553, 1551, 2308, 3057, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573594, 1502, 2340, 3080, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573635, 1507, 2321, 3067, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573676, 1512, 2322, 3072, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573717, 1506, 2340, 3063, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573762, 1526, 2316, 3067, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573808, 1547, 2316, 3060, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573853, 1525, 2340, 3073, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573899, 1537, 2334, 3072, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573945, 1527, 2314, 3066, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
573990, 1496, 2340, 3090, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574036, 1519, 2327, 3077, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574081, 1515, 2323, 3075, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574127, 1542, 2335, 3092, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574173, 1515, 2326, 3071, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574203, 1501, 2313, 3076, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574233, 1536, 2348, 3059, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574264, 1524, 2303, 3080, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574294, 1506, 2326, 3081, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574324, 1501, 2343, 3083, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574355, 1539, 2326, 3075, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574385, 1536, 2309, 3066, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574415, 1536, 2313, 3058, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574446, 1513, 2341, 3055, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574476, 1516, 2335, 3056, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574507, 1541, 2318, 3059, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574547, 1538, 2322, 3058, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574588, 1522, 2328, 3080, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574629, 1517, 2331, 3069, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574670, 1540, 2309, 3059, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574711, 1552, 2334, 3056, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574751, 1524, 2350, 3054, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574792, 1504, 2352, 3079, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
574833, 1516, 2325, 3069, 64, adca258c-7c0b-4e23-be12-0d04769e9f07, , duduk, duduk_tasyahud_akhir, , 
