34483, -1797, 1715, -3308, 58, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44092, -1792, 1979, -3045, 62, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44129, -1791, 1862, -3118, 62, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44166, -1796, 1818, -3129, 62, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44203, -1851, 1774, -3227, 62, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44241, -1820, 1855, -3155, 62, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44278, -1851, 1827, -3117, 62, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44315, -1885, 1827, -3145, 62, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44353, -1842, 1717, -3229, 62, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44390, -1845, 1866, -3108, 62, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44427, -1806, 1882, -3248, 62, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44465, -1838, 1949, -3044, 62, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44506, -1908, 1858, -3058, 60, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44547, -1817, 1934, -3084, 60, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44588, -1875, 1907, -3083, 60, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44629, -1830, 1836, -3133, 60, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44670, -1937, 1929, -3114, 60, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44711, -1864, 1921, -3105, 60, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44752, -1924, 1958, -3134, 60, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44793, -1873, 1897, -3075, 60, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44834, -1874, 1954, -2977, 60, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44875, -1946, 1935, -3180, 60, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44906, -1858, 1889, -3102, 60, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44938, -1960, 2051, -2993, 60, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
44969, -1872, 1888, -2977, 60, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45001, -1912, 1918, -3065, 60, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45033, -1942, 1936, -3028, 60, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45064, -1917, 1837, -3060, 60, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45096, -1948, 1961, -3061, 60, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45128, -1945, 1851, -3074, 60, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45159, -1919, 1964, -3135, 60, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45191, -1936, 1949, -3061, 60, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45223, -1914, 1924, -3080, 60, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45263, -1908, 1910, -3072, 59, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45303, -1905, 1912, -3124, 59, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45343, -1891, 1966, -3096, 59, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45383, -1890, 1949, -3039, 59, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45423, -1893, 1973, -3072, 59, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45463, -1892, 1972, -3055, 59, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45503, -1850, 1956, -3061, 59, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45543, -1911, 1952, -3059, 59, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45583, -1886, 1973, -3095, 59, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45623, -1874, 1972, -3024, 59, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45664, -1880, 1964, -3033, 59, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45706, -1898, 1955, -2982, 59, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45748, -1850, 1946, -3046, 59, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45790, -1875, 1961, -3012, 59, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45832, -1863, 1926, -3021, 59, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45874, -1890, 1937, -3011, 59, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45916, -1907, 1949, -3015, 59, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
45958, -1888, 1932, -3057, 59, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46000, -1882, 2004, -3051, 59, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46042, -1895, 1943, -3107, 59, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46078, -1938, 1935, -3109, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46114, -1902, 1902, -3097, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46151, -1903, 1880, -3105, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46187, -1875, 1912, -3065, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46223, -1871, 1873, -3079, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46260, -1855, 1905, -3111, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46296, -1845, 1817, -3044, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46332, -1896, 2000, -3088, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46369, -1882, 1850, -3180, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46405, -1878, 1803, -2980, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46442, -1815, 1918, -3106, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46480, -1905, 1852, -3057, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46518, -1773, 1969, -3149, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46556, -1887, 1895, -3132, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46594, -1768, 1929, -3108, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46633, -1751, 1957, -3180, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46671, -1763, 1961, -3184, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46709, -1851, 1985, -3205, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46747, -1708, 1916, -3259, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46785, -1685, 1894, -3200, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46824, -1740, 1928, -3181, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46859, -1671, 1918, -3280, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46894, -1688, 1850, -3235, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46930, -1746, 1913, -3235, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
46965, -1729, 1908, -3296, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47000, -1726, 1710, -3245, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47036, -1669, 2124, -3166, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47071, -1694, 1642, -3335, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47106, -1592, 2153, -3212, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47142, -1729, 1879, -3103, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47177, -1698, 1907, -3257, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47213, -1648, 1952, -3237, 57, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47253, -1677, 1786, -3060, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47294, -1716, 1955, -3112, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47335, -1735, 1982, -3119, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47375, -1766, 1866, -3032, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47416, -1780, 1902, -3200, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47457, -1855, 1973, -3103, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47497, -1823, 1870, -3207, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47538, -1871, 2110, -3041, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47579, -1742, 1729, -3188, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47620, -1854, 1926, -3249, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47661, -1846, 1756, -2995, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47703, -1732, 1921, -3323, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47745, -1811, 1871, -3027, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47786, -1774, 1968, -3204, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47828, -1813, 1914, -3249, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47870, -1865, 1911, -3012, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47911, -1648, 1988, -3138, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47953, -1797, 1873, -3226, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
47995, -1852, 1797, -3127, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48037, -1702, 1708, -3244, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48071, -1806, 1777, -3247, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48105, -1807, 1892, -3269, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48139, -1715, 2007, -3397, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48173, -1704, 1712, -3235, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48207, -1788, 1732, -3113, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48242, -1671, 1894, -3221, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48276, -1679, 1765, -3219, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48310, -1685, 1816, -3256, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48344, -1695, 1776, -3215, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48378, -1715, 1790, -3219, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48413, -1705, 1773, -3245, 56, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48453, -1782, 1853, -3219, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48494, -1745, 1679, -3223, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48535, -1743, 1839, -3257, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48575, -1732, 1872, -3270, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48616, -1737, 1778, -3268, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48657, -1706, 1830, -3223, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48697, -1760, 1828, -3255, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48738, -1736, 1811, -3218, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48779, -1669, 1824, -3274, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48820, -1703, 1912, -3210, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48856, -1672, 1906, -3181, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48892, -1672, 1876, -3221, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48928, -1648, 1840, -3216, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
48965, -1668, 1851, -3250, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49001, -1638, 1836, -3238, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49037, -1664, 1806, -3253, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49073, -1653, 1809, -3246, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49110, -1653, 1847, -3228, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49146, -1627, 1814, -3217, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49182, -1629, 1841, -3290, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49219, -1633, 1785, -3188, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49259, -1703, 1764, -3273, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49299, -1662, 1782, -3192, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49339, -1764, 1817, -3425, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49380, -1643, 1758, -3371, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49420, -1687, 1674, -3381, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49460, -1688, 1680, -3431, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49501, -1680, 1659, -3475, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49541, -1661, 1693, -3485, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49581, -1584, 1684, -3344, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49622, -1679, 1662, -3150, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49661, -1672, 1667, -3150, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49700, -1646, 1764, -3204, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49739, -1639, 1803, -3349, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49778, -1656, 1882, -3396, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49817, -1588, 1874, -3305, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49856, -1632, 1810, -3213, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49895, -1659, 1812, -3232, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49934, -1638, 1837, -3266, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
49973, -1655, 1805, -3302, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50013, -1686, 1773, -3269, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50050, -1677, 1766, -3233, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50087, -1759, 1813, -3313, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50125, -1624, 1848, -3288, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50162, -1672, 1812, -3254, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50199, -1675, 1840, -3280, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50237, -1619, 1901, -3303, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50274, -1624, 1870, -3243, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50311, -1672, 1867, -3176, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50349, -1708, 1865, -3213, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50386, -1661, 1803, -3253, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50424, -1656, 1795, -3278, 55, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50464, -1667, 1799, -3258, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50505, -1679, 1761, -3243, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50545, -1740, 1803, -3231, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50586, -1716, 1821, -3237, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50626, -1754, 1838, -3231, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50667, -1762, 1842, -3230, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50707, -1706, 1855, -3231, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50748, -1713, 1846, -3227, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50788, -1693, 1878, -3198, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50829, -1706, 1897, -3222, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50864, -1681, 1879, -3234, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50900, -1628, 1864, -3199, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50935, -1663, 1819, -3166, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
50971, -1650, 1835, -3227, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51006, -1634, 1829, -3272, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51042, -1645, 1884, -3284, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51077, -1632, 1929, -3231, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51113, -1663, 1893, -3222, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51148, -1688, 1927, -3204, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51184, -1672, 1918, -3242, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51220, -1662, 1942, -3268, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51260, -1674, 1913, -3219, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51300, -1671, 1882, -3232, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51341, -1645, 1874, -3202, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51381, -1631, 1883, -3216, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51422, -1649, 1878, -3207, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51462, -1648, 1896, -3206, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51502, -1624, 1888, -3196, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51543, -1659, 1880, -3211, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51583, -1661, 1894, -3240, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51624, -1700, 1847, -3237, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51667, -1682, 1913, -3217, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51710, -1726, 1894, -3229, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51753, -1688, 1891, -3213, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51797, -1717, 1869, -3232, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51840, -1680, 1874, -3228, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51883, -1677, 1880, -3236, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51927, -1675, 1871, -3175, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
51970, -1696, 1874, -3202, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52013, -1655, 1890, -3197, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52057, -1667, 1878, -3222, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52090, -1689, 1873, -3205, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52123, -1698, 1861, -3210, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52156, -1668, 1910, -3176, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52189, -1690, 1894, -3228, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52222, -1645, 1890, -3232, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52255, -1653, 1945, -3209, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52288, -1644, 1941, -3190, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52321, -1664, 1888, -3206, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52354, -1635, 1917, -3228, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52387, -1650, 1889, -3221, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52420, -1650, 1898, -3246, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52465, -1622, 1911, -3209, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52510, -1618, 1888, -3195, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52555, -1626, 1883, -3225, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52600, -1570, 1929, -3235, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52645, -1597, 1890, -3235, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52690, -1592, 1947, -3285, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52735, -1584, 1964, -3308, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52780, -1551, 1967, -3250, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52825, -1555, 1960, -3250, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52871, -1564, 1977, -3261, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52903, -1565, 1999, -3284, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52936, -1486, 1981, -3227, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
52968, -1533, 1988, -3224, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53001, -1488, 1971, -3229, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53033, -1500, 1992, -3258, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53066, -1484, 1951, -3256, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53098, -1518, 1933, -3252, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53131, -1534, 1952, -3275, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53163, -1529, 1941, -3267, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53196, -1566, 1975, -3277, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53229, -1554, 1923, -3279, 54, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53268, -1547, 1973, -3282, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53307, -1551, 1938, -3239, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53346, -1547, 1935, -3251, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53385, -1504, 1932, -3240, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53424, -1547, 1909, -3260, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53463, -1527, 1934, -3255, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53502, -1507, 1933, -3256, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53541, -1543, 1968, -3254, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
53580, -1545, 1922, -3247, 53, 5186c527-e266-4af2-ab93-ec83cf11289a, , qunut, qunut, , 
