157524, -1654, 1614, -3417, 85, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
166903, -1817, 1215, -3521, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
166943, -1795, 1252, -3453, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
166983, -1750, 1195, -3517, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167024, -1754, 1209, -3453, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167064, -1805, 1178, -3476, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167104, -1838, 1165, -3441, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167144, -1823, 1215, -3469, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167184, -1815, 1203, -3484, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167225, -1797, 1204, -3530, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167261, -1822, 1229, -3469, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167298, -1811, 1217, -3458, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167334, -1823, 1217, -3478, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167371, -1806, 1202, -3441, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167408, -1808, 1208, -3477, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167444, -1764, 1249, -3450, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167481, -1793, 1256, -3421, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167518, -1792, 1253, -3424, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167554, -1773, 1244, -3450, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167591, -1746, 1271, -3450, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167628, -1776, 1270, -3427, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167670, -1787, 1264, -3446, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167713, -1795, 1280, -3472, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167755, -1775, 1261, -3465, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167798, -1787, 1254, -3486, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167840, -1810, 1250, -3468, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167883, -1792, 1271, -3461, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167925, -1792, 1253, -3425, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
167968, -1773, 1220, -3462, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168010, -1805, 1255, -3461, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168053, -1767, 1268, -3480, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168089, -1802, 1252, -3447, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168126, -1845, 1242, -3453, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168162, -1794, 1265, -3484, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168199, -1812, 1223, -3492, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168236, -1817, 1222, -3450, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168272, -1851, 1186, -3466, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168309, -1798, 1220, -3451, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168345, -1812, 1220, -3462, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168382, -1819, 1226, -3447, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168419, -1808, 1227, -3424, 83, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168455, -1826, 1208, -3491, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168491, -1824, 1204, -3396, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168528, -1824, 1217, -3471, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168564, -1800, 1256, -3448, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168601, -1798, 1274, -3474, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168637, -1811, 1282, -3449, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168674, -1832, 1265, -3465, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168710, -1842, 1254, -3439, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168747, -1810, 1245, -3430, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168783, -1854, 1206, -3417, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168820, -1873, 1214, -3443, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168860, -1834, 1233, -3478, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168900, -1838, 1248, -3447, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168940, -1871, 1227, -3408, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
168980, -1887, 1206, -3430, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169020, -1881, 1191, -3389, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169060, -1881, 1189, -3417, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169100, -1860, 1158, -3435, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169140, -1868, 1198, -3455, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169180, -1859, 1239, -3450, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169221, -1854, 1234, -3442, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169256, -1876, 1231, -3401, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169291, -1893, 1202, -3490, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169326, -1873, 1174, -3479, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169361, -1879, 1168, -3470, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169396, -1870, 1176, -3461, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169431, -1881, 1201, -3458, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169466, -1848, 1227, -3433, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169501, -1820, 1232, -3437, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169536, -1844, 1288, -3425, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169571, -1835, 1251, -3427, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169607, -1834, 1222, -3358, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169647, -1832, 1176, -3422, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169688, -1837, 1195, -3432, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169728, -1861, 1285, -3455, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169769, -1855, 1248, -3421, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169809, -1860, 1231, -3439, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169850, -1819, 1199, -3490, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169890, -1809, 1228, -3467, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169931, -1808, 1249, -3422, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
169971, -1801, 1223, -3414, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170012, -1778, 1222, -3419, 84, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170056, -1820, 1173, -3422, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170101, -1852, 1128, -3443, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170145, -1850, 1095, -3486, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170190, -1882, 1048, -3565, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170234, -1819, 1071, -3563, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170279, -1779, 1131, -3552, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170323, -1792, 1183, -3506, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170368, -1725, 1244, -3507, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170412, -1759, 1217, -3463, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170457, -1786, 1158, -3497, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170490, -1793, 1097, -3592, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170524, -1752, 1068, -3590, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170558, -1788, 1060, -3577, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170592, -1785, 1060, -3505, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170626, -1759, 1034, -3531, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170659, -1742, 1038, -3497, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170693, -1733, 1054, -3561, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170727, -1781, 1081, -3578, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170761, -1824, 1064, -3540, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170795, -1817, 976, -3546, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170829, -1774, 978, -3548, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170868, -1811, 1004, -3517, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170907, -1820, 1080, -3569, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170947, -1769, 1154, -3579, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
170986, -1800, 1133, -3505, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171026, -1793, 1114, -3474, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171065, -1807, 1130, -3456, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171104, -1853, 1102, -3420, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171144, -1874, 1041, -3456, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171183, -1850, 1084, -3470, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171223, -1850, 1096, -3491, 86, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171259, -1893, 1097, -3477, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171296, -1886, 1139, -3467, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171333, -1860, 1175, -3422, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171370, -1906, 1155, -3435, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171407, -1863, 1084, -3399, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171444, -1893, 1109, -3413, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171481, -1820, 1148, -3424, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171518, -1820, 1202, -3413, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171555, -1787, 1259, -3431, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171592, -1828, 1323, -3468, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171629, -1836, 1298, -3463, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171671, -1795, 1299, -3488, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171714, -1813, 1258, -3463, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171757, -1803, 1219, -3488, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171800, -1812, 1276, -3446, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171843, -1876, 1309, -3449, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171885, -1874, 1321, -3426, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171928, -1844, 1313, -3446, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
171971, -1890, 1230, -3377, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172014, -1854, 1229, -3373, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172057, -1861, 1280, -3381, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172093, -1870, 1286, -3380, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172129, -1945, 1334, -3387, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172165, -1880, 1314, -3399, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172202, -1910, 1332, -3413, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172238, -1911, 1338, -3390, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172274, -1890, 1318, -3353, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172311, -1878, 1325, -3350, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172347, -1863, 1339, -3395, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172383, -1841, 1364, -3418, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172420, -1871, 1296, -3431, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172456, -1863, 1255, -3423, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172493, -1867, 1194, -3401, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172529, -1919, 1155, -3385, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172566, -1892, 1179, -3398, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172603, -1892, 1230, -3441, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172639, -1908, 1153, -3381, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172676, -1889, 1141, -3443, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172713, -1871, 1172, -3444, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172749, -1920, 1214, -3436, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172786, -1946, 1169, -3402, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172823, -1917, 1184, -3453, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172863, -1914, 1187, -3401, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172904, -1902, 1237, -3410, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172944, -1926, 1275, -3391, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
172985, -1938, 1312, -3343, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173025, -1959, 1267, -3358, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173066, -1900, 1267, -3360, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173106, -1896, 1222, -3381, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173147, -1898, 1275, -3382, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173187, -1868, 1316, -3376, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173228, -1904, 1298, -3295, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173263, -1924, 1293, -3406, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173299, -1838, 1264, -3458, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173335, -1876, 1292, -3436, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173370, -1923, 1251, -3393, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173406, -1869, 1175, -3408, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173442, -1869, 1120, -3435, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173478, -1844, 1164, -3455, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173513, -1859, 1150, -3473, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173549, -1909, 1180, -3449, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173585, -1883, 1203, -3450, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173621, -1886, 1204, -3468, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173660, -1819, 1252, -3433, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173700, -1821, 1269, -3453, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173740, -1836, 1269, -3398, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173779, -1854, 1259, -3437, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173819, -1857, 1202, -3431, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173859, -1847, 1198, -3441, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173898, -1857, 1179, -3452, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173938, -1900, 1174, -3458, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
173978, -1906, 1153, -3421, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174018, -1878, 1190, -3448, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174060, -1850, 1187, -3469, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174103, -1844, 1213, -3445, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174146, -1839, 1230, -3400, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174189, -1861, 1193, -3432, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174232, -1863, 1151, -3449, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174274, -1872, 1159, -3480, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174317, -1904, 1157, -3457, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174360, -1859, 1165, -3491, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174403, -1858, 1211, -3449, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174446, -1819, 1242, -3432, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174481, -1842, 1261, -3423, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174516, -1860, 1242, -3421, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174552, -1867, 1234, -3449, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174587, -1871, 1202, -3430, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174623, -1853, 1175, -3459, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174658, -1829, 1180, -3451, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174694, -1816, 1207, -3392, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174729, -1844, 1224, -3419, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174765, -1858, 1247, -3427, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174800, -1856, 1227, -3467, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174836, -1887, 1216, -3465, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174874, -1879, 1205, -3460, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174913, -1860, 1163, -3479, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174951, -1883, 1132, -3452, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
174990, -1844, 1175, -3444, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175029, -1845, 1195, -3455, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175067, -1878, 1211, -3439, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175106, -1865, 1221, -3472, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175144, -1869, 1201, -3441, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175183, -1847, 1199, -3477, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175222, -1800, 1185, -3464, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175261, -1825, 1194, -3413, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175300, -1800, 1249, -3423, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175339, -1801, 1253, -3424, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175378, -1849, 1210, -3458, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175417, -1849, 1197, -3455, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175456, -1813, 1215, -3480, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175495, -1823, 1205, -3455, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175534, -1849, 1207, -3448, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175573, -1785, 1212, -3443, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175613, -1772, 1174, -3488, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175651, -1849, 1230, -3540, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175689, -1853, 1221, -3461, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175728, -1856, 1248, -3439, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175766, -1770, 1245, -3426, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175805, -1792, 1225, -3435, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175843, -1778, 1185, -3451, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175882, -1791, 1204, -3492, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175920, -1784, 1206, -3473, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175959, -1763, 1236, -3391, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
175997, -1785, 1212, -3570, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176036, -1782, 1243, -3419, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176075, -1759, 1229, -3472, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176114, -1748, 1234, -3530, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176153, -1778, 1193, -3487, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176192, -1724, 1148, -3485, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176232, -1775, 1292, -3560, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
176271, -1782, 1223, -3496, 88, f7513f22-3507-4e07-b3c4-d470ac910e1c, , qunut, qunut, , 
