6189, -2210, 1875, -2885, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16157, -1735, 1939, -3157, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16192, -1754, 1977, -3139, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16227, -1763, 1945, -3140, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16262, -1776, 1959, -3109, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16297, -1796, 1951, -3166, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16332, -1759, 1966, -3120, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16367, -1754, 1947, -3104, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16402, -1786, 1931, -3099, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16438, -1769, 1955, -3100, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16474, -1771, 1948, -3106, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16511, -1791, 1913, -3074, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16547, -1777, 1943, -3098, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16584, -1800, 1929, -3091, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16620, -1826, 1973, -3109, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16657, -1796, 1948, -3113, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16693, -1837, 1966, -3123, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16730, -1835, 1956, -3101, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16766, -1818, 1935, -3099, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16803, -1849, 1892, -3086, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16843, -1825, 1925, -3105, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16884, -1833, 1939, -3127, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16924, -1812, 1937, -3055, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
16965, -1884, 1942, -3084, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17005, -1830, 1919, -3085, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17046, -1843, 1879, -3116, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17086, -1845, 1907, -3108, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17127, -1859, 1903, -3062, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17167, -1898, 1919, -3054, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17208, -1879, 1938, -3068, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17243, -1903, 1887, -3079, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17279, -1916, 1911, -3147, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17315, -1877, 1928, -3088, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17351, -1948, 1911, -3104, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17387, -1911, 1898, -3057, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17422, -1889, 1887, -3069, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17458, -1888, 1893, -3076, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17494, -1871, 1925, -3053, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17530, -1898, 1958, -3051, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17566, -1898, 1957, -3058, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17602, -1920, 1923, -3056, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17642, -1928, 1869, -3039, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17682, -1897, 1880, -3052, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17722, -1886, 1884, -3057, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17762, -1893, 1919, -3068, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17802, -1856, 1918, -3028, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17842, -1892, 1934, -3057, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17882, -1869, 1951, -3084, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17922, -1909, 1940, -3113, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
17962, -1908, 1930, -3092, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18002, -1913, 1879, -3104, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18042, -1898, 1874, -3082, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18083, -1906, 1885, -3066, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18123, -1897, 1902, -3084, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18164, -1858, 1944, -3084, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18204, -1862, 1973, -3080, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18245, -1870, 1911, -3070, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18285, -1837, 1926, -3120, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18326, -1815, 1933, -3122, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18366, -1842, 1916, -3113, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18407, -1852, 1932, -3078, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18443, -1844, 1926, -3118, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18479, -1867, 1927, -3127, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18515, -1838, 1884, -3139, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18551, -1835, 1918, -3121, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18587, -1828, 1936, -3092, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18623, -1853, 1919, -3105, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18659, -1833, 1925, -3119, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18695, -1835, 1894, -3117, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18731, -1862, 1898, -3126, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18767, -1857, 1934, -3122, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18803, -1824, 1935, -3114, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18843, -1842, 1938, -3111, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18883, -1851, 1907, -3126, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18923, -1840, 1906, -3184, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
18963, -1822, 1886, -3180, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19003, -1823, 1914, -3084, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19043, -1876, 1940, -3092, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19083, -1819, 1972, -3136, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19123, -1796, 1916, -3119, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19163, -1839, 1931, -3115, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19203, -1820, 1916, -3081, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19243, -1834, 1908, -3093, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19284, -1826, 1935, -3086, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19325, -1817, 1923, -3088, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19366, -1826, 1915, -3058, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19407, -1848, 1911, -3080, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19448, -1830, 1992, -3112, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19489, -1788, 1972, -3093, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19530, -1857, 1942, -3090, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19571, -1828, 1937, -3100, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19612, -1839, 1901, -3132, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19653, -1821, 1922, -3153, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19688, -1826, 1920, -3099, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19723, -1850, 1941, -3112, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19758, -1810, 1949, -3110, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19794, -1817, 1956, -3091, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19829, -1844, 1937, -3111, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19864, -1820, 1920, -3104, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19900, -1840, 1924, -3125, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19935, -1856, 1916, -3137, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
19970, -1820, 1903, -3098, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20006, -1828, 1928, -3100, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20045, -1817, 1953, -3105, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20085, -1771, 1964, -3081, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20125, -1859, 1940, -3073, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20164, -1813, 1883, -3118, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20204, -1834, 1902, -3150, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20244, -1857, 1902, -3127, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20283, -1834, 1913, -3127, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20323, -1862, 1943, -3113, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20363, -1839, 1909, -3110, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20403, -1828, 1896, -3128, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20441, -1823, 1900, -3111, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20479, -1841, 1909, -3108, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20517, -1814, 1904, -3105, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20555, -1865, 1910, -3121, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20593, -1824, 1908, -3125, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20631, -1858, 1911, -3123, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20669, -1826, 1917, -3144, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20707, -1826, 1917, -3120, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20745, -1797, 1917, -3093, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20783, -1869, 1896, -3099, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20821, -1845, 1912, -3135, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20859, -1815, 1905, -3136, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20897, -1849, 1883, -3123, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20935, -1810, 1920, -3094, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
20973, -1861, 1890, -3107, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21011, -1870, 1907, -3145, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21049, -1837, 1902, -3159, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21087, -1828, 1902, -3162, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21125, -1829, 1927, -3115, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21163, -1827, 1903, -3108, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21202, -1851, 1900, -3124, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21238, -1823, 1929, -3134, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21274, -1842, 1925, -3076, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21311, -1849, 1910, -3118, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21347, -1833, 1949, -3118, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21383, -1853, 1936, -3114, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21420, -1876, 1886, -3103, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21456, -1854, 1909, -3108, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21492, -1862, 1912, -3126, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21529, -1852, 1911, -3099, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21565, -1865, 1911, -3056, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21602, -1907, 1932, -3087, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21642, -1832, 1929, -3126, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21683, -1843, 1947, -3127, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21723, -1839, 1946, -3069, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21764, -1839, 1934, -3072, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21805, -1838, 1918, -3066, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21845, -1847, 1935, -3084, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21886, -1835, 1915, -3076, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21926, -1855, 1918, -3077, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
21967, -1840, 1977, -3067, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22008, -1812, 1982, -3077, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22047, -1883, 1942, -3067, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22087, -1868, 1934, -3140, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22127, -1831, 1923, -3115, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22167, -1850, 1927, -3105, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22207, -1876, 1892, -3080, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22247, -1891, 1901, -3100, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22287, -1863, 1906, -3121, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22327, -1897, 1936, -3122, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22367, -1841, 1927, -3105, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22407, -1863, 1938, -3098, , fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22443, -1846, 1905, -3078, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22479, -1856, 1869, -3080, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22515, -1839, 1900, -3137, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22551, -1864, 1936, -3138, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22587, -1816, 1928, -3084, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22623, -1861, 1937, -3095, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22659, -1854, 1928, -3134, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22695, -1849, 1940, -3161, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22731, -1844, 1923, -3132, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22767, -1856, 1950, -3077, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22803, -1837, 1936, -3084, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22843, -1811, 1951, -3095, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22883, -1815, 1945, -3084, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22924, -1828, 1952, -3079, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
22964, -1829, 1962, -3051, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23005, -1831, 1929, -3092, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23045, -1858, 1930, -3104, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23085, -1849, 1945, -3108, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23126, -1843, 1917, -3072, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23166, -1842, 1985, -3075, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23207, -1827, 1977, -3056, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23242, -1846, 1971, -3056, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23278, -1829, 1941, -3090, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23314, -1840, 1933, -3090, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23350, -1845, 1935, -3071, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23386, -1868, 1952, -3045, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23422, -1859, 1945, -3068, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23458, -1864, 1971, -3087, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23494, -1854, 1963, -3083, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23530, -1836, 1971, -3054, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23566, -1829, 1953, -3036, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23602, -1822, 1947, -3052, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23645, -1872, 1903, -3071, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23688, -1857, 1930, -3135, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23732, -1911, 1918, -3089, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23775, -1848, 1977, -3091, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23819, -1860, 1988, -3086, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23862, -1850, 1956, -3080, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23905, -1825, 1932, -3106, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23949, -1817, 1912, -3089, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
23992, -1835, 1922, -3075, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24036, -1848, 1953, -3058, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24073, -1884, 1952, -3083, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24110, -1855, 1932, -3115, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24147, -1860, 1953, -3096, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24184, -1858, 1967, -3097, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24221, -1843, 1953, -3044, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24258, -1862, 1953, -3082, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24295, -1830, 1907, -3088, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24332, -1856, 1937, -3160, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24369, -1823, 1976, -3086, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24407, -1822, 1986, -3072, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24442, -1839, 2018, -3088, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24478, -1805, 1935, -3074, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24514, -1836, 1933, -3109, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24550, -1804, 1948, -3081, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24586, -1819, 1945, -3083, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24622, -1863, 1956, -3081, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24658, -1821, 1969, -3094, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24694, -1822, 1970, -3144, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24730, -1840, 1955, -3084, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24766, -1843, 1958, -3105, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24802, -1815, 1919, -3075, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24842, -1854, 1937, -3119, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24882, -1805, 1941, -3098, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24922, -1864, 1908, -3086, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
24962, -1857, 1926, -3112, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25002, -1842, 1961, -3106, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25042, -1858, 1989, -3090, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25082, -1841, 1924, -3083, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25122, -1830, 1889, -3136, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25162, -1829, 1901, -3134, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25202, -1836, 1908, -3112, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25242, -1838, 1916, -3107, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25283, -1825, 1912, -3105, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25323, -1815, 1939, -3129, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25364, -1806, 1939, -3104, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25405, -1813, 1925, -3107, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25445, -1829, 1887, -3109, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25486, -1830, 1898, -3125, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25526, -1804, 1941, -3115, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25567, -1819, 1927, -3102, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25608, -1832, 1908, -3112, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25644, -1849, 1956, -3141, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25681, -1786, 1934, -3101, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25718, -1864, 1952, -3100, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25755, -1821, 1912, -3122, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25792, -1815, 1887, -3154, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25828, -1821, 1921, -3124, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
25865, -1820, 1927, -3102, 64, fba99f24-cb3e-427e-9807-5e82fee23e60, , qunut, qunut, , 
