253874, -3487, 1002, -1933, 99, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
262625, -3512, 927, -1879, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
262665, -3518, 952, -1876, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
262706, -3528, 946, -1897, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
262747, -3493, 959, -1908, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
262788, -3514, 970, -1879, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
262829, -3529, 949, -1842, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
262868, -3509, 915, -1863, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
262908, -3505, 931, -1906, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
262948, -3541, 953, -1865, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
262988, -3506, 969, -1874, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263028, -3510, 943, -1864, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263067, -3536, 963, -1856, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263107, -3532, 972, -1829, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263147, -3460, 956, -1835, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263187, -3516, 965, -1845, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263227, -3513, 981, -1837, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263262, -3496, 942, -1823, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263298, -3498, 940, -1818, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263333, -3525, 956, -1840, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263369, -3490, 997, -1811, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263405, -3463, 948, -1827, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263440, -3537, 1010, -1863, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263476, -3536, 973, -1872, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263512, -3549, 936, -1836, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263547, -3531, 949, -1886, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263583, -3522, 911, -1862, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263619, -3531, 926, -1864, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263661, -3486, 901, -1846, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263703, -3507, 958, -1837, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263745, -3534, 1006, -1867, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263788, -3491, 943, -1864, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263830, -3545, 975, -1870, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263872, -3526, 965, -1880, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263915, -3488, 946, -1922, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263957, -3482, 934, -1871, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
263999, -3486, 896, -1833, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264042, -3542, 888, -1861, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264077, -3547, 917, -1883, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264112, -3515, 948, -1897, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264147, -3499, 910, -1877, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264182, -3498, 924, -1865, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264217, -3537, 885, -1878, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264252, -3512, 899, -1849, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264287, -3491, 895, -1872, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264322, -3532, 924, -1866, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264357, -3495, 948, -1858, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264392, -3544, 926, -1868, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264427, -3583, 963, -1863, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264468, -3527, 902, -1910, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264509, -3491, 944, -1887, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264550, -3509, 978, -1865, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264591, -3496, 945, -1848, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264632, -3484, 927, -1840, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264673, -3507, 935, -1847, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264714, -3492, 966, -1864, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264755, -3531, 976, -1869, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264796, -3522, 965, -1855, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264838, -3530, 972, -1860, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264876, -3465, 965, -1859, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264914, -3449, 941, -1892, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264953, -3491, 1003, -1838, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
264991, -3462, 981, -1842, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265030, -3481, 986, -1832, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265068, -3495, 965, -1873, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265106, -3493, 957, -1909, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265145, -3514, 997, -1891, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265183, -3537, 1019, -1895, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265222, -3520, 982, -1901, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265258, -3487, 957, -1892, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265294, -3482, 968, -1856, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265330, -3506, 956, -1859, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265366, -3489, 956, -1915, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265402, -3503, 998, -1946, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265438, -3487, 930, -1928, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265474, -3501, 936, -1920, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265510, -3488, 946, -1931, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265546, -3513, 992, -1931, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265582, -3452, 964, -1924, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265619, -3471, 935, -1890, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265660, -3453, 907, -1902, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265702, -3519, 969, -1942, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265744, -3454, 978, -1951, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265786, -3449, 930, -1919, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265828, -3505, 989, -1936, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265869, -3488, 1003, -1950, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265911, -3443, 955, -1925, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265953, -3472, 940, -1902, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
265995, -3466, 924, -1924, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266037, -3483, 984, -1917, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266076, -3493, 953, -1932, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266115, -3477, 948, -1927, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266154, -3491, 961, -1932, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266193, -3451, 962, -1892, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266232, -3439, 985, -1897, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266271, -3477, 995, -1919, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266310, -3530, 997, -1915, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266349, -3470, 901, -1926, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266388, -3504, 989, -1901, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266428, -3533, 1004, -1921, 97, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266463, -3470, 990, -1886, 96, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266499, -3468, 942, -1894, 96, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266534, -3489, 965, -1842, 96, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266570, -3490, 989, -1891, 96, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266605, -3505, 1006, -1896, 96, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266641, -3497, 967, -1887, 96, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266676, -3490, 1032, -1829, 96, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266712, -3494, 996, -1861, 96, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266747, -3478, 1009, -1871, 96, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266783, -3478, 1038, -1842, 96, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266819, -3508, 1080, -1847, 96, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266861, -3516, 1036, -1850, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266903, -3519, 1050, -1825, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266945, -3487, 1039, -1847, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
266988, -3462, 1004, -1871, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267030, -3475, 1077, -1828, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267072, -3427, 1001, -1837, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267115, -3473, 1054, -1802, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267157, -3479, 1047, -1790, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267199, -3470, 1065, -1825, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267242, -3492, 1046, -1842, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267276, -3479, 1067, -1804, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267311, -3521, 1046, -1840, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267345, -3486, 1018, -1837, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267380, -3472, 1006, -1824, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267415, -3494, 1006, -1846, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267449, -3523, 1048, -1873, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267484, -3494, 994, -1917, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267519, -3503, 1002, -1897, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267553, -3521, 1003, -1884, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267588, -3435, 1007, -1920, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267623, -3464, 1011, -1885, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267663, -3475, 972, -1892, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267704, -3505, 943, -1924, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267744, -3507, 988, -1910, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267785, -3493, 1001, -1889, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267825, -3486, 971, -1920, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267866, -3462, 1015, -1937, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267906, -3454, 1014, -1940, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267947, -3461, 1017, -1915, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
267987, -3468, 987, -1931, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268028, -3436, 975, -1926, 94, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268067, -3494, 1013, -1950, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268107, -3419, 1013, -1968, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268147, -3492, 968, -1979, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268186, -3451, 966, -1963, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268226, -3440, 994, -1983, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268266, -3403, 1007, -1958, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268305, -3420, 983, -1949, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268345, -3462, 992, -1975, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268385, -3483, 1005, -1962, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268425, -3449, 1008, -1981, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268465, -3439, 1002, -2006, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268505, -3420, 1016, -1994, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268546, -3506, 983, -1976, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268586, -3469, 989, -1983, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268627, -3436, 939, -1985, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268667, -3428, 970, -1979, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268708, -3411, 1010, -1969, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268748, -3429, 1009, -1983, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268789, -3399, 993, -2036, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268829, -3442, 1040, -2037, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268870, -3424, 1004, -1858, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268902, -3461, 978, -2060, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268934, -3383, 1018, -2014, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268966, -3411, 932, -2007, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
268998, -3459, 976, -1986, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269030, -3426, 1011, -2030, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269062, -3430, 1020, -1981, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269094, -3402, 1018, -1973, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269126, -3393, 985, -1995, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269158, -3423, 1006, -1993, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269191, -3449, 1010, -2011, 91, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269228, -3446, 994, -1986, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269266, -3420, 996, -1977, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269303, -3440, 983, -1984, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269341, -3430, 1008, -1980, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269379, -3445, 1012, -1985, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269416, -3421, 1000, -1969, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269454, -3413, 1013, -1979, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269492, -3404, 999, -1987, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269529, -3422, 1025, -1999, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269567, -3458, 977, -2020, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269605, -3459, 1018, -2011, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269648, -3448, 1020, -2022, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269691, -3420, 1048, -1974, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269734, -3399, 1005, -1974, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269777, -3400, 1021, -2006, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269821, -3433, 1005, -1982, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269864, -3434, 956, -1989, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269907, -3481, 956, -2020, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269950, -3441, 974, -1976, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
269993, -3434, 951, -1991, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270037, -3420, 975, -2013, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270077, -3402, 1010, -2002, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270118, -3430, 982, -1974, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270158, -3432, 995, -1974, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270199, -3424, 981, -1966, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270239, -3420, 954, -2002, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270280, -3428, 944, -1983, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270320, -3426, 915, -1966, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270361, -3440, 949, -1986, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270401, -3416, 958, -2035, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270442, -3452, 968, -2019, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270476, -3464, 964, -1996, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270510, -3468, 965, -2018, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270544, -3427, 963, -1991, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270578, -3447, 1044, -2013, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270612, -3377, 990, -1986, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270647, -3388, 1006, -1974, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270681, -3413, 1000, -1953, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270715, -3413, 1021, -1991, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270749, -3431, 989, -1983, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270783, -3459, 938, -1967, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270818, -3457, 952, -1966, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270858, -3400, 960, -1956, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270898, -3406, 1009, -2013, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270939, -3394, 1011, -1978, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
270979, -3441, 1026, -1979, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271020, -3458, 1054, -1950, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271060, -3462, 1062, -1959, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271100, -3425, 1020, -1952, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271141, -3390, 957, -1985, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271181, -3459, 1000, -1944, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271222, -3468, 955, -1939, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271263, -3513, 1021, -1956, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271305, -3509, 1042, -2012, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
271346, -3398, 1026, -1959, 90, 060ef4d1-7cdf-4269-bbaa-a495e9c5f1d0, , qunut, qunut, , 
