228063, -2196, 1063, -3393, 103, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
236560, -2316, 1304, -3168, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
236600, -2258, 1308, -3188, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
236639, -2248, 1309, -3161, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
236678, -2225, 1315, -3143, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
236718, -2250, 1310, -3132, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
236757, -2236, 1306, -3147, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
236797, -2269, 1275, -3149, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
236833, -2256, 1233, -3152, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
236869, -2315, 1291, -3182, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
236905, -2272, 1341, -3173, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
236942, -2234, 1268, -3153, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
236978, -2296, 1250, -3156, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237014, -2244, 1277, -3157, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237050, -2272, 1305, -3166, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237087, -2260, 1313, -3157, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237123, -2255, 1258, -3132, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237159, -2277, 1272, -3151, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237196, -2268, 1299, -3179, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237237, -2260, 1282, -3186, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237278, -2275, 1258, -3143, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237319, -2259, 1268, -3123, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237361, -2244, 1283, -3175, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237402, -2252, 1253, -3161, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237443, -2287, 1286, -3199, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237485, -2286, 1358, -3218, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237526, -2240, 1298, -3152, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237567, -2277, 1280, -3162, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237609, -2264, 1268, -3180, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237645, -2257, 1277, -3175, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237681, -2202, 1322, -3163, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237717, -2251, 1306, -3153, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237753, -2244, 1282, -3171, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237789, -2248, 1303, -3143, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237825, -2252, 1288, -3174, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237861, -2260, 1315, -3165, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237897, -2238, 1287, -3155, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237933, -2199, 1281, -3132, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
237969, -2258, 1248, -3162, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
238006, -2203, 1269, -3122, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
238052, -2246, 1297, -3163, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
238098, -2221, 1320, -3151, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
238144, -2212, 1303, -3132, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
238190, -2252, 1267, -3190, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
238237, -2258, 1257, -3171, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
238283, -2278, 1285, -3165, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
238329, -2225, 1298, -3200, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
238375, -2237, 1241, -3192, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
238421, -2240, 1260, -3199, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
238468, -2214, 1295, -3189, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
238503, -2223, 1275, -3204, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
238538, -2235, 1281, -3189, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
238574, -2266, 1334, -3234, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
238609, -2372, 1490, -3294, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
238645, -2808, 1809, -3421, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
238680, -3175, 2542, -3707, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
238715, -3420, 2494, -3627, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
238751, -3907, 2570, -3518, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
238786, -3832, 2581, -3282, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
238822, -3625, 2294, -2526, 100, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
238861, -3553, 1741, -1911, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
238900, -3716, 1486, -1103, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
238939, -3439, 1033, -541, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
238978, -3291, 666, 61, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239017, -3102, -62, 599, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239057, -3488, -420, 858, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239096, -3269, -142, 580, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239135, -3250, -1204, 2041, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239174, -3618, -468, 1413, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239213, -3753, -1088, 2023, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239253, -3667, -881, 1629, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239287, -3638, -1123, 591, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239322, -2367, -1802, 1066, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239357, -2529, -2160, 1071, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239392, -1923, -2459, 1389, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239427, -2349, -2488, 1097, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239462, -2103, -2514, 699, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239497, -2049, -2599, 751, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239532, -1861, -2724, 983, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239567, -1358, -3667, 1291, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239602, -1364, -3720, 1201, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239640, -1314, -3982, 1270, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239678, -1188, -3549, 1615, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239716, -848, -3736, 1881, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239754, -699, -3426, 1972, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239792, -734, -3135, 2503, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239830, -303, -1982, 2422, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239868, -1216, -1559, 2136, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239906, -1528, -3310, 1644, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239944, -1964, -3634, 1577, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
239982, -1546, -1168, 345, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
240021, -2264, -1570, -192, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
240058, -3201, -855, -1336, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
240095, -3184, 267, -2488, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
240132, -3706, 3117, -3123, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
240169, -3371, 3489, -3238, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
240206, -3074, 4667, -4042, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
240243, -2787, 4816, -3494, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
240280, -2963, 3654, -3204, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
240317, -2949, 4364, -2974, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
240354, -2886, 3399, -2677, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
240391, -2368, 2858, -3132, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
240432, -1965, 2334, -3238, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
240474, -1622, 2197, -3295, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
240515, -1494, 2057, -3173, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
240557, -1445, 2130, -2914, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
240599, -1537, 2180, -2921, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
240640, -1626, 2247, -2904, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
240682, -1757, 2203, -2965, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, menggaruk, 
240723, -1715, 2183, -2864, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
240765, -1769, 2246, -2990, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
240807, -1731, 2182, -3036, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
240842, -1726, 2256, -2929, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
240878, -1688, 2170, -2936, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
240914, -1686, 2172, -2945, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
240950, -1683, 2220, -2918, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
240986, -1697, 2260, -2936, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241022, -1696, 2202, -2901, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241058, -1732, 2203, -2915, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241094, -1747, 2205, -3008, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241130, -1731, 2251, -3003, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241166, -1734, 2215, -2950, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241202, -1783, 2229, -2973, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241246, -1749, 2177, -2965, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241290, -1779, 2214, -2952, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241334, -1767, 2185, -3021, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241379, -1782, 2188, -2971, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241423, -1786, 2179, -2999, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241467, -1752, 2162, -2990, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241512, -1757, 2166, -3039, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241556, -1815, 2154, -2968, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241600, -1753, 2172, -2989, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241645, -1781, 2155, -2941, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241685, -1799, 2127, -2990, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241726, -1810, 2112, -3004, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241767, -1784, 2184, -2992, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241807, -1778, 2156, -3013, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241848, -1801, 2093, -2988, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241889, -1792, 2101, -3019, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241930, -1789, 2125, -2997, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
241970, -1797, 2152, -3012, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242011, -1807, 2111, -3013, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242052, -1807, 2135, -3001, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242093, -1801, 2138, -3028, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242126, -1802, 2084, -3007, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242159, -1792, 2097, -3070, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242192, -1769, 2135, -2982, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242225, -1757, 2140, -2958, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242258, -1800, 2137, -2961, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242291, -1803, 2121, -3023, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242324, -1828, 2143, -3041, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242357, -1797, 2146, -3017, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242390, -1761, 2129, -2975, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242423, -1790, 2148, -2997, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242463, -1788, 2150, -2987, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242503, -1757, 2146, -2980, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242544, -1753, 2140, -2977, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242584, -1766, 2148, -2994, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242625, -1743, 2125, -2984, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242665, -1755, 2137, -3000, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242705, -1735, 2126, -3046, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242746, -1756, 2150, -2985, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242786, -1718, 2179, -2993, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242827, -1748, 2144, -2971, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242861, -1745, 2136, -3030, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242895, -1770, 2129, -3023, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242929, -1750, 2140, -3049, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242964, -1756, 2172, -3001, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
242998, -1748, 2113, -3012, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243032, -1766, 2122, -3020, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243066, -1754, 2125, -3019, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243101, -1752, 2138, -3035, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243135, -1782, 2113, -3017, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243169, -1763, 2096, -3037, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243204, -1806, 2098, -3029, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243245, -1789, 2088, -2994, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243287, -1789, 2063, -3015, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243329, -1795, 2140, -3042, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243371, -1790, 2103, -2983, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243413, -1835, 2101, -2970, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243454, -1832, 2059, -3009, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243496, -1840, 2070, -3019, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243538, -1854, 2094, -3025, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243580, -1839, 2085, -2987, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243622, -1882, 2048, -3028, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243660, -1823, 2037, -3008, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243698, -1834, 2079, -3017, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243736, -1815, 2094, -2992, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243775, -1837, 2070, -3021, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243813, -1841, 2085, -3035, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243851, -1838, 2064, -2982, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243889, -1860, 2062, -3017, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243928, -1860, 2037, -3021, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
243966, -1850, 2097, -3042, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244004, -1812, 2083, -2995, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244043, -1854, 2037, -3018, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244080, -1811, 2043, -2977, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244118, -1838, 2070, -3038, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244156, -1808, 2095, -3028, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244193, -1788, 2147, -3026, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244231, -1815, 2102, -3014, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244269, -1788, 2060, -2991, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244306, -1812, 2099, -3031, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244344, -1792, 2078, -3042, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244382, -1825, 2089, -3040, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244420, -1795, 2062, -3029, 102, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244463, -1810, 2082, -3061, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244506, -1781, 2089, -3044, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244549, -1803, 2083, -3016, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244593, -1786, 2105, -3049, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244636, -1740, 2126, -3036, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244679, -1754, 2128, -3044, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244723, -1738, 2082, -3050, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244766, -1759, 2108, -3067, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244809, -1726, 2151, -3051, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244853, -1672, 2106, -3048, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
244885, -1748, 2085, -3083, 101, 3c8d0736-cb38-4d08-a0ba-9e2b04d0bf4d, , qunut, qunut, , 
