88785, -1581, 1672, -3492, 61, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98514, -1398, 1783, -3454, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98553, -1387, 1799, -3418, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98591, -1395, 1791, -3415, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98630, -1384, 1766, -3396, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98668, -1366, 1747, -3401, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98706, -1386, 1722, -3397, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98745, -1409, 1771, -3458, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98783, -1383, 1778, -3446, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98822, -1369, 1780, -3405, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98857, -1375, 1786, -3412, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98893, -1405, 1755, -3398, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98929, -1383, 1747, -3440, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
98964, -1395, 1738, -3469, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99000, -1403, 1775, -3444, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99036, -1405, 1763, -3426, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99072, -1393, 1762, -3425, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99107, -1415, 1744, -3436, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99143, -1404, 1742, -3420, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99179, -1390, 1731, -3427, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99215, -1398, 1745, -3421, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99253, -1413, 1775, -3421, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99292, -1383, 1739, -3436, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99331, -1359, 1751, -3424, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99369, -1384, 1791, -3415, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99408, -1358, 1792, -3391, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99447, -1393, 1782, -3385, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99485, -1388, 1757, -3421, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99524, -1382, 1735, -3395, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99563, -1376, 1748, -3417, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99602, -1366, 1794, -3385, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99648, -1385, 1821, -3399, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99695, -1383, 1787, -3416, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99742, -1385, 1773, -3454, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99789, -1399, 1751, -3421, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99836, -1405, 1724, -3416, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99882, -1401, 1765, -3422, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99929, -1423, 1756, -3393, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
99976, -1397, 1704, -3412, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100023, -1427, 1765, -3441, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100070, -1399, 1775, -3454, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100100, -1387, 1796, -3404, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100130, -1391, 1761, -3401, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100160, -1397, 1758, -3418, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100190, -1382, 1741, -3413, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100220, -1397, 1786, -3441, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100251, -1386, 1749, -3412, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100281, -1410, 1745, -3436, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100311, -1387, 1831, -3439, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100341, -1388, 1803, -3429, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100371, -1407, 1758, -3403, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100402, -1412, 1762, -3443, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100445, -1413, 1706, -3406, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100488, -1449, 1714, -3432, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100532, -1432, 1792, -3428, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100575, -1441, 1771, -3514, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100619, -1387, 1797, -3416, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100662, -1419, 1804, -3373, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100705, -1341, 1885, -3341, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100749, -1351, 1898, -3389, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100792, -1333, 1934, -3379, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100836, -1320, 1849, -3345, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100869, -1404, 1776, -3318, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100903, -1395, 1754, -3355, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100937, -1426, 1773, -3403, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
100971, -1479, 1818, -3423, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101005, -1426, 1823, -3409, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101038, -1456, 1830, -3351, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101072, -1454, 1824, -3350, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101106, -1419, 1806, -3325, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101140, -1468, 1818, -3402, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101174, -1407, 1845, -3402, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101208, -1401, 1838, -3339, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101247, -1464, 1803, -3353, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101286, -1386, 1834, -3380, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101326, -1385, 1810, -3402, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101365, -1376, 1881, -3348, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101405, -1364, 1862, -3372, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101444, -1369, 1897, -3351, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101483, -1364, 1867, -3345, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101523, -1377, 1892, -3379, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101562, -1342, 1839, -3376, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101602, -1381, 1842, -3356, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101643, -1356, 1869, -3369, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101685, -1367, 1873, -3409, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101727, -1387, 1838, -3398, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101769, -1438, 1868, -3397, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101811, -1418, 1844, -3399, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101853, -1397, 1904, -3416, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101895, -1345, 1902, -3391, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101937, -1329, 1855, -3378, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
101979, -1283, 1890, -3268, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102021, -1300, 1849, -3300, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102056, -1290, 1813, -3277, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102091, -1381, 1853, -3442, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102127, -1250, 1918, -3424, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102162, -1292, 1930, -3402, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102197, -1352, 1926, -3361, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102233, -1450, 1805, -3302, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102268, -1441, 1810, -3343, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102303, -1444, 1786, -3448, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102339, -1412, 1747, -3478, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102374, -1339, 1772, -3468, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102410, -1386, 1720, -3409, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102451, -1368, 1725, -3380, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102493, -1377, 1833, -3383, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102535, -1379, 1793, -3415, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102576, -1426, 1736, -3423, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102618, -1420, 1757, -3475, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102660, -1378, 1782, -3510, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102701, -1333, 1843, -3485, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102743, -1306, 1884, -3482, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102785, -1298, 1866, -3422, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102827, -1314, 1775, -3396, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102861, -1371, 1747, -3427, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102895, -1406, 1740, -3494, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102929, -1376, 1777, -3476, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102963, -1405, 1785, -3399, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
102997, -1425, 1767, -3362, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103031, -1437, 1721, -3344, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103065, -1448, 1732, -3396, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103099, -1449, 1749, -3415, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103133, -1465, 1704, -3395, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103167, -1489, 1708, -3409, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103202, -1506, 1745, -3394, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103247, -1513, 1759, -3380, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103292, -1496, 1760, -3382, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103337, -1477, 1765, -3410, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103382, -1421, 1747, -3377, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103427, -1461, 1714, -3373, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103472, -1430, 1751, -3397, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103517, -1445, 1777, -3417, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103562, -1448, 1763, -3379, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103607, -1484, 1755, -3350, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103653, -1469, 1786, -3398, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103691, -1476, 1758, -3432, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103730, -1457, 1751, -3420, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103769, -1443, 1789, -3376, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103808, -1479, 1758, -3397, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103847, -1442, 1752, -3371, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103886, -1442, 1772, -3425, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103925, -1435, 1755, -3381, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
103964, -1499, 1740, -3376, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104003, -1446, 1741, -3391, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104042, -1478, 1736, -3400, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104074, -1465, 1723, -3410, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104107, -1433, 1766, -3411, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104140, -1398, 1803, -3381, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104172, -1453, 1742, -3346, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104205, -1412, 1773, -3404, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104238, -1416, 1773, -3427, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104271, -1403, 1754, -3382, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104303, -1413, 1738, -3394, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104336, -1429, 1732, -3395, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104369, -1466, 1695, -3402, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104402, -1471, 1715, -3398, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104444, -1431, 1754, -3396, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104486, -1441, 1742, -3409, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104528, -1438, 1755, -3419, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104570, -1464, 1747, -3390, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104612, -1423, 1732, -3401, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104654, -1428, 1739, -3436, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104696, -1425, 1770, -3458, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104738, -1434, 1758, -3405, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104780, -1400, 1721, -3425, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104822, -1377, 1776, -3445, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104860, -1403, 1732, -3452, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104898, -1427, 1735, -3421, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104936, -1433, 1749, -3410, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
104974, -1421, 1743, -3448, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105012, -1411, 1749, -3448, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105050, -1443, 1692, -3470, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105088, -1429, 1698, -3466, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105126, -1436, 1737, -3462, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105164, -1423, 1754, -3424, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105202, -1429, 1781, -3416, 70, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105242, -1371, 1802, -3428, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105283, -1395, 1789, -3415, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105324, -1390, 1780, -3399, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105365, -1411, 1760, -3380, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105406, -1399, 1749, -3380, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105447, -1403, 1749, -3412, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105488, -1369, 1768, -3418, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105529, -1387, 1760, -3395, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105570, -1412, 1755, -3402, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105611, -1373, 1752, -3416, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105652, -1397, 1755, -3406, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105688, -1408, 1766, -3432, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105725, -1450, 1759, -3429, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105762, -1446, 1740, -3424, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105799, -1451, 1747, -3382, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105836, -1446, 1736, -3443, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105873, -1455, 1746, -3454, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105910, -1376, 1764, -3431, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105947, -1377, 1773, -3403, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
105984, -1420, 1752, -3387, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106021, -1427, 1750, -3422, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106055, -1430, 1755, -3446, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106090, -1454, 1741, -3466, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106125, -1412, 1707, -3455, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106159, -1413, 1697, -3402, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106194, -1447, 1724, -3409, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106229, -1427, 1744, -3427, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106264, -1423, 1720, -3427, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106298, -1441, 1724, -3435, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106333, -1408, 1736, -3401, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106368, -1427, 1715, -3439, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106403, -1393, 1775, -3449, 69, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106445, -1421, 1748, -3457, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106487, -1396, 1757, -3416, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106529, -1422, 1753, -3413, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106571, -1385, 1755, -3427, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106613, -1389, 1726, -3466, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106655, -1406, 1791, -3424, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106697, -1409, 1788, -3392, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106739, -1407, 1784, -3390, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106781, -1429, 1724, -3411, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106824, -1401, 1749, -3441, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106860, -1407, 1748, -3419, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106897, -1398, 1745, -3422, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106934, -1432, 1770, -3358, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
106971, -1444, 1735, -3398, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107008, -1426, 1737, -3414, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107045, -1409, 1748, -3409, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107082, -1412, 1770, -3410, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107119, -1489, 1742, -3391, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107156, -1454, 1771, -3410, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107193, -1446, 1719, -3454, 68, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107230, -1421, 1714, -3449, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107267, -1419, 1711, -3423, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107304, -1465, 1708, -3428, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107342, -1428, 1728, -3441, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107379, -1463, 1798, -3422, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107416, -1453, 1770, -3416, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107453, -1450, 1780, -3402, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107491, -1423, 1746, -3396, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107528, -1442, 1713, -3371, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107565, -1424, 1687, -3365, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107603, -1448, 1726, -3411, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107644, -1454, 1770, -3399, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107686, -1449, 1791, -3396, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107728, -1497, 1762, -3359, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107770, -1469, 1756, -3403, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107812, -1480, 1742, -3406, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107853, -1468, 1757, -3382, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107895, -1497, 1763, -3366, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107937, -1466, 1762, -3357, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
107979, -1477, 1760, -3388, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108021, -1480, 1767, -3365, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108058, -1450, 1773, -3376, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108095, -1471, 1796, -3330, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108133, -1487, 1747, -3344, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108170, -1456, 1731, -3367, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
108207, -1474, 1781, -3419, 67, aa444760-7182-4e37-afde-db0aef7d5e97, , qunut, qunut, , 
