106572, -2075, 2356, -2588, 76, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
115956, -2050, 2348, -2664, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
115994, -2060, 2343, -2630, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116033, -2020, 2339, -2605, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116071, -2059, 2371, -2593, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116110, -2046, 2386, -2600, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116148, -2044, 2385, -2645, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116187, -2042, 2355, -2644, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116226, -2056, 2356, -2629, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116263, -2017, 2320, -2646, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116300, -2063, 2351, -2614, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116337, -2035, 2373, -2652, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116374, -2046, 2374, -2661, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116412, -2040, 2331, -2639, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116449, -2028, 2355, -2633, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116486, -2047, 2364, -2647, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116523, -2026, 2368, -2642, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116560, -2053, 2383, -2634, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116598, -2019, 2369, -2646, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116639, -2050, 2346, -2685, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116681, -2017, 2343, -2672, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116723, -2012, 2361, -2651, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116764, -1993, 2366, -2630, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116806, -2013, 2371, -2627, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116848, -2033, 2353, -2642, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116889, -2029, 2380, -2652, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116931, -2044, 2347, -2683, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
116973, -2052, 2362, -2659, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117015, -2034, 2356, -2626, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117050, -2062, 2363, -2626, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117086, -2033, 2366, -2629, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117121, -2049, 2357, -2636, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117157, -2030, 2352, -2636, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117192, -2011, 2354, -2619, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117228, -1994, 2368, -2580, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117263, -2000, 2377, -2609, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117299, -2007, 2374, -2606, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117334, -1998, 2379, -2640, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117370, -2032, 2358, -2684, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117406, -2048, 2368, -2662, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117445, -2017, 2363, -2657, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117484, -2044, 2369, -2666, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117523, -2024, 2358, -2655, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117562, -2004, 2394, -2674, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117601, -2007, 2375, -2661, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117640, -1996, 2391, -2646, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117679, -1989, 2374, -2612, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117718, -2006, 2357, -2617, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117757, -2014, 2382, -2654, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117797, -2030, 2337, -2672, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117835, -2054, 2346, -2653, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117873, -2047, 2368, -2657, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117911, -2026, 2374, -2688, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117949, -2030, 2353, -2640, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
117987, -2034, 2329, -2606, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118025, -2014, 2340, -2636, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118063, -2056, 2361, -2666, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118101, -2038, 2345, -2643, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118139, -2047, 2328, -2651, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118177, -2105, 2336, -2637, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118215, -2081, 2334, -2664, 85, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118254, -2066, 2342, -2659, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118293, -2084, 2324, -2651, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118332, -2048, 2323, -2629, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118371, -2101, 2354, -2620, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118410, -2101, 2312, -2602, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118449, -2087, 2292, -2647, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118488, -2090, 2293, -2625, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118527, -2065, 2279, -2625, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118566, -2067, 2324, -2649, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118606, -2059, 2302, -2622, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118652, -2059, 2334, -2629, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118699, -2088, 2370, -2667, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118745, -2105, 2361, -2669, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118792, -2086, 2299, -2683, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118838, -2076, 2328, -2688, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118885, -2048, 2346, -2666, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118931, -2027, 2360, -2666, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
118978, -2032, 2345, -2630, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119024, -2032, 2358, -2648, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119071, -2015, 2362, -2652, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119103, -2043, 2342, -2688, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119136, -2063, 2343, -2690, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119169, -2059, 2350, -2676, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119201, -2031, 2325, -2672, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119234, -2025, 2355, -2653, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119267, -1982, 2389, -2640, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119300, -1999, 2350, -2639, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119332, -1960, 2341, -2657, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119365, -1989, 2365, -2688, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119398, -1982, 2408, -2643, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119431, -1978, 2410, -2627, 87, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119468, -1993, 2410, -2650, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119506, -1992, 2390, -2664, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119543, -1978, 2405, -2670, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119581, -1979, 2390, -2692, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119618, -1953, 2378, -2649, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119656, -1943, 2395, -2614, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119693, -1959, 2453, -2647, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119731, -1951, 2433, -2643, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119768, -1944, 2446, -2625, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119806, -1951, 2442, -2636, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119844, -1927, 2438, -2617, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119883, -1939, 2427, -2642, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119921, -1947, 2424, -2631, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119960, -1953, 2411, -2643, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
119998, -1941, 2409, -2669, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120037, -1987, 2405, -2673, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120075, -1963, 2434, -2638, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120114, -1980, 2401, -2660, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120152, -1983, 2391, -2644, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120191, -1972, 2395, -2686, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120230, -1968, 2426, -2709, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120267, -1968, 2398, -2645, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120304, -1932, 2372, -2602, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120342, -1991, 2408, -2637, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120379, -1998, 2389, -2645, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120417, -1985, 2395, -2665, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120454, -2023, 2424, -2677, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120491, -2010, 2380, -2620, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120529, -1994, 2385, -2645, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120566, -1987, 2377, -2632, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120604, -2003, 2388, -2630, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120645, -2001, 2394, -2591, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120687, -2030, 2388, -2612, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120729, -2030, 2401, -2666, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120770, -2050, 2385, -2646, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120812, -2011, 2379, -2612, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120854, -2023, 2381, -2613, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120895, -2036, 2357, -2636, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120937, -2024, 2356, -2667, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
120979, -2023, 2369, -2665, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121021, -2030, 2363, -2605, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121055, -2048, 2340, -2584, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121089, -2065, 2353, -2626, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121123, -2050, 2369, -2670, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121157, -2051, 2383, -2653, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121191, -2024, 2386, -2596, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121226, -2016, 2393, -2592, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121260, -2018, 2386, -2623, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121294, -2032, 2353, -2625, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121328, -2045, 2373, -2662, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121362, -2041, 2371, -2647, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121397, -2033, 2343, -2627, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121437, -2030, 2345, -2629, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121478, -2019, 2356, -2651, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121518, -2018, 2385, -2623, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121559, -2045, 2384, -2629, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121599, -2021, 2372, -2633, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121640, -2029, 2346, -2647, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121680, -2036, 2390, -2669, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121721, -2020, 2362, -2642, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121761, -2023, 2365, -2611, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121802, -2015, 2368, -2606, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121844, -2046, 2382, -2669, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121886, -2004, 2365, -2656, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121928, -2034, 2396, -2672, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
121970, -2006, 2397, -2625, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122013, -1979, 2357, -2625, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122055, -1980, 2372, -2655, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122097, -1984, 2380, -2655, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122139, -2000, 2382, -2651, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122181, -1998, 2373, -2661, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122224, -1992, 2363, -2676, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122257, -1989, 2407, -2708, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122291, -1982, 2394, -2700, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122325, -1972, 2377, -2659, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122359, -1979, 2377, -2685, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122393, -1960, 2363, -2667, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122427, -1967, 2370, -2697, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122461, -1956, 2370, -2700, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122495, -1945, 2389, -2691, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122529, -1978, 2387, -2680, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122563, -1961, 2377, -2687, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122597, -1964, 2387, -2696, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122637, -1958, 2362, -2692, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122678, -1951, 2369, -2716, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122718, -1949, 2385, -2705, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122759, -2003, 2371, -2690, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122799, -1990, 2364, -2682, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122840, -1988, 2380, -2690, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122880, -1969, 2362, -2704, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122921, -2024, 2351, -2735, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
122961, -2012, 2319, -2724, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123002, -2033, 2390, -2710, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123037, -2007, 2402, -2705, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123073, -2013, 2385, -2611, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123108, -2002, 2405, -2628, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123144, -1956, 2385, -2666, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123179, -1917, 2341, -2613, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123215, -1920, 2322, -2628, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123250, -1934, 2317, -2636, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123286, -1957, 2340, -2633, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123321, -1979, 2340, -2661, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123357, -2026, 2367, -2643, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123393, -2052, 2378, -2700, 91, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123433, -2061, 2367, -2682, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123474, -2060, 2385, -2669, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123514, -2036, 2356, -2674, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123555, -2020, 2299, -2656, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123595, -1993, 2338, -2643, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123636, -1991, 2351, -2632, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123676, -2010, 2389, -2646, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123717, -1983, 2371, -2646, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123757, -2012, 2377, -2654, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123798, -2020, 2358, -2687, 90, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123845, -2021, 2371, -2721, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123892, -1996, 2359, -2707, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123939, -1995, 2371, -2649, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
123986, -2010, 2356, -2625, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124033, -2016, 2350, -2622, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124080, -2019, 2367, -2667, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124127, -2010, 2364, -2673, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124174, -1996, 2355, -2677, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124221, -2011, 2352, -2666, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124268, -1996, 2340, -2665, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124297, -2001, 2386, -2644, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124326, -2005, 2350, -2660, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124356, -2002, 2363, -2662, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124385, -2003, 2401, -2625, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124414, -1976, 2357, -2634, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124444, -2032, 2368, -2664, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124473, -2019, 2359, -2649, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124502, -2020, 2343, -2667, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124532, -2001, 2365, -2691, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124561, -2011, 2389, -2642, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124591, -2017, 2347, -2636, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124631, -2021, 2366, -2635, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124672, -2021, 2384, -2709, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124713, -2021, 2374, -2673, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124754, -2016, 2361, -2678, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124795, -2014, 2367, -2655, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124836, -2022, 2358, -2685, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124877, -2007, 2355, -2672, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124918, -1986, 2358, -2691, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
124959, -2026, 2350, -2667, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125000, -1992, 2340, -2635, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125036, -1999, 2382, -2680, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125073, -1991, 2401, -2662, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125109, -1997, 2390, -2666, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125146, -1983, 2358, -2653, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125182, -2003, 2345, -2653, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125219, -1986, 2352, -2686, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125255, -2002, 2354, -2694, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
125292, -1967, 2380, -2684, 89, 6858e313-9c1a-46a1-b67a-af34ffac8831, , qunut, qunut, , 
