294370, -2647, 1984, -2249, 92, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
303293, -2801, 1947, -2220, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
303334, -2769, 1953, -2182, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
303375, -2767, 1997, -2165, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
303416, -2760, 2014, -2170, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
303456, -2791, 2016, -2186, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
303497, -2792, 2016, -2195, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
303538, -2780, 2016, -2206, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
303579, -2826, 2004, -2203, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
303620, -2828, 1992, -2220, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
303660, -2847, 2002, -2214, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
303700, -2808, 1959, -2226, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
303740, -2816, 1945, -2202, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
303780, -2809, 1967, -2209, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
303821, -2825, 1956, -2220, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
303861, -2830, 1951, -2201, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
303901, -2814, 1954, -2210, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
303941, -2825, 1955, -2240, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
303981, -2805, 1946, -2205, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304022, -2798, 1991, -2234, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304060, -2820, 1986, -2229, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304098, -2792, 1977, -2222, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304136, -2807, 1966, -2245, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304175, -2781, 2026, -2246, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304213, -2762, 1996, -2217, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304251, -2811, 1990, -2214, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304289, -2801, 1963, -2237, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304328, -2776, 1964, -2252, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304366, -2793, 1963, -2218, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304404, -2809, 1970, -2219, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304443, -2819, 1962, -2236, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304481, -2819, 1977, -2220, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304520, -2777, 1974, -2213, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304559, -2790, 1971, -2230, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304598, -2809, 1958, -2191, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304637, -2775, 1967, -2213, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304675, -2796, 2007, -2221, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304714, -2807, 1986, -2189, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304753, -2765, 1989, -2231, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304792, -2760, 1998, -2240, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304831, -2768, 1991, -2204, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304867, -2777, 1992, -2230, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304903, -2766, 2019, -2221, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304939, -2773, 2043, -2255, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
304975, -2776, 2033, -2225, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305011, -2777, 1987, -2268, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305047, -2767, 2023, -2246, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305083, -2755, 2010, -2258, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305119, -2749, 2029, -2225, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305155, -2747, 1991, -2215, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305191, -2728, 1998, -2203, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305228, -2701, 2026, -2234, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305265, -2701, 2012, -2202, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305303, -2772, 1985, -2211, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305340, -2786, 1983, -2259, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305377, -2770, 2029, -2279, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305415, -2782, 2041, -2277, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305452, -2794, 2039, -2271, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305489, -2788, 2000, -2254, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305527, -2788, 1976, -2273, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305564, -2744, 1956, -2267, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305602, -2797, 1956, -2247, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305643, -2769, 1947, -2249, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305685, -2801, 1934, -2252, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305726, -2766, 1920, -2285, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305768, -2758, 1922, -2237, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305810, -2762, 1923, -2274, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305851, -2765, 1956, -2215, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305893, -2809, 1892, -2220, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305934, -2796, 1944, -2268, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
305976, -2786, 1967, -2323, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306018, -2779, 1987, -2315, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306051, -2804, 1994, -2257, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306085, -2798, 2000, -2271, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306119, -2754, 1979, -2274, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306153, -2746, 1962, -2274, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306187, -2787, 1959, -2266, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306221, -2769, 1958, -2294, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306255, -2784, 1948, -2289, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306289, -2804, 1956, -2327, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306323, -2771, 1946, -2296, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306357, -2790, 1922, -2265, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306391, -2773, 1967, -2265, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306433, -2768, 1985, -2235, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306475, -2770, 1989, -2265, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306517, -2773, 1982, -2288, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306559, -2725, 1994, -2279, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306601, -2768, 1983, -2253, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306643, -2753, 1992, -2246, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306685, -2794, 1969, -2207, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306727, -2765, 2003, -2263, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306769, -2762, 2021, -2260, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306811, -2755, 2004, -2249, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306850, -2775, 1972, -2231, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306889, -2750, 2007, -2268, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306928, -2717, 1976, -2270, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
306967, -2744, 1972, -2233, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307007, -2757, 2012, -2249, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307046, -2762, 2015, -2243, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307085, -2749, 2023, -2281, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307124, -2760, 1984, -2273, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307163, -2780, 1985, -2263, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307203, -2765, 1977, -2271, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307238, -2758, 1955, -2264, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307274, -2773, 1954, -2257, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307310, -2792, 1932, -2232, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307345, -2758, 1930, -2225, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307381, -2776, 1957, -2254, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307417, -2751, 1983, -2285, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307453, -2778, 1956, -2294, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307488, -2763, 1971, -2280, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307524, -2776, 2007, -2269, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307560, -2756, 1961, -2268, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307596, -2755, 1978, -2273, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307637, -2783, 1960, -2253, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307679, -2743, 1960, -2292, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307720, -2769, 1964, -2319, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307762, -2777, 1944, -2324, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307804, -2770, 1943, -2285, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307845, -2805, 1928, -2284, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307887, -2798, 1937, -2264, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307928, -2756, 1958, -2288, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
307970, -2769, 1966, -2274, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308012, -2758, 1973, -2293, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308047, -2814, 2017, -2274, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308083, -2777, 2000, -2323, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308119, -2759, 1989, -2288, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308155, -2753, 1972, -2251, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308191, -2737, 1972, -2225, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308227, -2733, 1980, -2201, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308263, -2734, 1963, -2190, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308299, -2717, 1962, -2179, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308335, -2714, 1986, -2260, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308371, -2719, 2055, -2271, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308407, -2726, 2002, -2279, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308450, -2791, 2013, -2298, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308493, -2752, 1993, -2305, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308536, -2771, 1996, -2321, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308579, -2787, 1991, -2296, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308622, -2770, 1990, -2286, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308665, -2734, 1980, -2273, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308708, -2746, 1944, -2265, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308751, -2751, 1952, -2285, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308794, -2738, 1980, -2279, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308838, -2740, 2015, -2255, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308874, -2743, 1987, -2295, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308911, -2720, 2002, -2350, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308947, -2722, 1995, -2305, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
308984, -2724, 2023, -2324, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309021, -2763, 2024, -2341, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309057, -2705, 2018, -2337, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309094, -2702, 2057, -2318, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309130, -2711, 2022, -2287, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309167, -2714, 2026, -2281, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309204, -2690, 1993, -2275, 94, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309240, -2707, 1992, -2271, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309276, -2700, 1986, -2286, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309312, -2719, 1996, -2304, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309349, -2695, 2010, -2266, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309385, -2717, 2027, -2251, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309421, -2743, 2017, -2307, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309457, -2718, 2005, -2347, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309494, -2690, 2024, -2320, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309530, -2724, 2041, -2270, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309566, -2754, 2004, -2300, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309603, -2726, 2007, -2308, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309646, -2717, 2029, -2331, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309689, -2692, 2025, -2302, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309733, -2713, 2036, -2296, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309776, -2717, 2009, -2259, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309820, -2674, 2011, -2276, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309863, -2669, 1950, -2275, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309906, -2679, 1984, -2270, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309950, -2707, 1985, -2310, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
309993, -2711, 2010, -2266, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310037, -2748, 2024, -2293, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310070, -2730, 2037, -2335, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310103, -2714, 2025, -2348, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310136, -2729, 2058, -2307, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310170, -2712, 2033, -2308, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310203, -2723, 2025, -2298, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310236, -2706, 2003, -2314, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310269, -2710, 1994, -2353, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310303, -2700, 2006, -2318, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310336, -2719, 2007, -2272, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310369, -2716, 1967, -2258, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310403, -2704, 1982, -2297, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310444, -2706, 1984, -2309, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310486, -2727, 2015, -2333, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310528, -2729, 2020, -2315, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310569, -2743, 2016, -2301, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310611, -2737, 2027, -2336, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310653, -2686, 2070, -2345, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310694, -2699, 2048, -2307, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310736, -2687, 2046, -2253, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310778, -2702, 1996, -2265, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310820, -2663, 2027, -2287, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310857, -2681, 2029, -2298, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310894, -2684, 2061, -2307, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310931, -2694, 2063, -2282, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
310968, -2666, 2038, -2301, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311006, -2694, 2071, -2291, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311043, -2674, 2006, -2286, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311080, -2675, 2056, -2317, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311117, -2676, 2066, -2263, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311154, -2667, 2034, -2283, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311192, -2672, 2032, -2319, 95, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311229, -2699, 2044, -2296, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311267, -2695, 2054, -2290, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311304, -2691, 2068, -2303, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311342, -2695, 2064, -2293, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311380, -2686, 2049, -2292, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311417, -2679, 2046, -2301, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311455, -2671, 2043, -2287, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311493, -2666, 2038, -2283, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311530, -2701, 2017, -2292, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311568, -2692, 2046, -2286, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311606, -2716, 2021, -2307, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311649, -2678, 2040, -2287, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311692, -2684, 2020, -2310, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311735, -2704, 2061, -2288, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311778, -2674, 2029, -2334, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311821, -2691, 2019, -2320, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311864, -2726, 2043, -2290, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311907, -2708, 2048, -2263, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311950, -2721, 2009, -2286, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
311993, -2680, 2022, -2317, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312036, -2716, 2022, -2306, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312069, -2724, 2015, -2273, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312103, -2731, 2039, -2272, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312137, -2696, 2027, -2294, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312170, -2707, 1986, -2288, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
312204, -2710, 2007, -2288, 96, 097cd4fa-548c-4f12-a4ce-ce795b9d93cd, , qunut, qunut, , 
