119052, -2892, 1395, -2393, 71, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128290, -2912, 1680, -2333, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128329, -2884, 1678, -2330, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128368, -2888, 1701, -2363, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128407, -2889, 1692, -2347, 76, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128444, -2887, 1701, -2371, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128482, -2858, 1683, -2328, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128520, -2911, 1698, -2316, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128557, -2864, 1716, -2324, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128595, -2939, 1750, -2349, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128633, -2941, 1695, -2389, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128671, -2882, 1751, -2330, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128708, -2871, 1703, -2319, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128746, -2833, 1697, -2289, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128784, -2870, 1714, -2266, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128822, -2861, 1687, -2260, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128861, -2886, 1712, -2313, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128901, -2867, 1717, -2283, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128941, -2895, 1732, -2281, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
128981, -2916, 1713, -2338, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129021, -2939, 1700, -2355, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129061, -2898, 1738, -2279, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129101, -2944, 1666, -2304, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129141, -2857, 1684, -2325, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129181, -2900, 1666, -2305, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129221, -2903, 1667, -2331, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129262, -2907, 1686, -2326, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129304, -2923, 1677, -2333, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129345, -2886, 1644, -2370, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129387, -2912, 1666, -2344, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129428, -2896, 1683, -2354, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129470, -2887, 1673, -2398, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129511, -2889, 1687, -2365, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129553, -2878, 1660, -2364, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129594, -2851, 1661, -2398, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129636, -2869, 1644, -2378, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129671, -2899, 1714, -2387, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129706, -2827, 1684, -2436, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129741, -2851, 1643, -2391, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129777, -2846, 1662, -2409, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129812, -2836, 1635, -2443, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129847, -2838, 1693, -2450, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129882, -2818, 1661, -2427, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129918, -2828, 1637, -2443, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129953, -2860, 1652, -2457, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
129988, -2848, 1647, -2470, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130024, -2836, 1636, -2435, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130061, -2817, 1717, -2463, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130099, -2810, 1640, -2432, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130137, -2850, 1644, -2446, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130175, -2856, 1692, -2406, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130213, -2877, 1643, -2408, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130250, -2850, 1642, -2416, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130288, -2870, 1633, -2447, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130326, -2853, 1668, -2436, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130364, -2803, 1665, -2419, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130402, -2804, 1690, -2450, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130439, -2820, 1666, -2416, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130477, -2866, 1644, -2404, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130515, -2828, 1620, -2430, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130553, -2869, 1643, -2453, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130591, -2867, 1634, -2422, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130629, -2882, 1645, -2429, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130667, -2829, 1607, -2438, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130705, -2835, 1626, -2403, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130743, -2891, 1612, -2463, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130781, -2844, 1664, -2424, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130819, -2874, 1628, -2418, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130857, -2934, 1639, -2462, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130896, -2866, 1665, -2413, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130935, -2828, 1598, -2380, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
130974, -2870, 1614, -2341, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131013, -2925, 1680, -2377, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131051, -2894, 1688, -2395, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131090, -2882, 1662, -2406, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131129, -2873, 1697, -2340, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131168, -2845, 1694, -2333, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131207, -2797, 1636, -2336, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131254, -2827, 1681, -2335, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131301, -2849, 1683, -2336, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131348, -2860, 1687, -2402, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131395, -2881, 1694, -2383, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131442, -2921, 1648, -2349, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131489, -2870, 1642, -2379, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131536, -2884, 1718, -2350, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131583, -2866, 1699, -2376, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131630, -2875, 1655, -2390, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131678, -2887, 1687, -2382, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131709, -2908, 1670, -2371, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131740, -2869, 1646, -2398, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131772, -2880, 1707, -2408, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131803, -2872, 1647, -2364, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131835, -2885, 1633, -2379, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131866, -2873, 1720, -2364, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131898, -2867, 1681, -2407, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131929, -2867, 1651, -2364, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131961, -2894, 1653, -2366, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
131992, -2882, 1652, -2386, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132024, -2899, 1723, -2409, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132062, -2876, 1704, -2386, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132100, -2857, 1691, -2378, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132138, -2890, 1672, -2355, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132177, -2871, 1665, -2375, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132215, -2872, 1644, -2378, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132253, -2887, 1688, -2357, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132292, -2890, 1639, -2390, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132330, -2893, 1651, -2405, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132368, -2886, 1620, -2347, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132407, -2899, 1653, -2341, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132442, -2844, 1661, -2399, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132478, -2904, 1688, -2381, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132514, -2906, 1625, -2383, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132550, -2888, 1653, -2398, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132586, -2902, 1646, -2392, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132622, -2843, 1611, -2350, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132658, -2878, 1649, -2342, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132694, -2893, 1630, -2347, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132730, -2931, 1672, -2395, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132766, -2886, 1665, -2362, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132802, -2906, 1649, -2373, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132843, -2875, 1643, -2355, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132884, -2893, 1605, -2356, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132925, -2919, 1678, -2364, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
132966, -2856, 1656, -2405, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133007, -2838, 1658, -2336, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133048, -2931, 1699, -2351, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133089, -2914, 1674, -2448, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133130, -2889, 1730, -2425, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133171, -2880, 1699, -2334, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133212, -2892, 1674, -2336, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133251, -2856, 1704, -2323, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133291, -2847, 1664, -2346, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133331, -2845, 1655, -2312, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133370, -2827, 1671, -2303, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133410, -2888, 1687, -2357, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133450, -2853, 1690, -2368, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133489, -2889, 1674, -2354, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133529, -2894, 1656, -2357, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133569, -2881, 1680, -2369, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133609, -2857, 1684, -2366, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133647, -2906, 1674, -2358, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133686, -2877, 1639, -2385, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133725, -2842, 1699, -2372, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133763, -2863, 1665, -2374, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133802, -2845, 1604, -2387, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133841, -2896, 1685, -2420, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133880, -2896, 1658, -2389, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133918, -2839, 1621, -2399, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133957, -2869, 1691, -2398, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
133996, -2848, 1646, -2419, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134035, -2863, 1633, -2384, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134076, -2874, 1631, -2403, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134118, -2889, 1654, -2409, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134160, -2866, 1662, -2420, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134201, -2824, 1630, -2385, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134243, -2893, 1662, -2391, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134285, -2839, 1622, -2424, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134326, -2861, 1691, -2428, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134368, -2838, 1637, -2396, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134410, -2850, 1635, -2396, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134452, -2892, 1672, -2381, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134486, -2854, 1624, -2415, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134520, -2862, 1640, -2402, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134554, -2839, 1686, -2403, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134588, -2827, 1669, -2406, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134622, -2826, 1665, -2412, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134656, -2837, 1611, -2411, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134690, -2835, 1659, -2390, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134724, -2829, 1621, -2443, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134758, -2831, 1680, -2445, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134793, -2820, 1652, -2417, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134830, -2866, 1633, -2452, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134867, -2822, 1619, -2477, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134904, -2827, 1665, -2453, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134942, -2822, 1649, -2432, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
134979, -2836, 1601, -2469, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135016, -2812, 1674, -2448, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135053, -2806, 1664, -2472, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135091, -2811, 1676, -2515, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135128, -2848, 1702, -2471, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135165, -2825, 1640, -2471, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135203, -2836, 1639, -2524, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135244, -2825, 1690, -2491, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135286, -2772, 1633, -2436, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135328, -2808, 1669, -2466, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135370, -2790, 1710, -2462, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135412, -2798, 1677, -2482, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135454, -2786, 1658, -2489, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135496, -2787, 1649, -2473, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135538, -2734, 1681, -2468, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135580, -2709, 1664, -2469, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135622, -2733, 1720, -2465, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135660, -2755, 1675, -2438, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135699, -2771, 1715, -2512, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135737, -2784, 1690, -2527, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135776, -2823, 1750, -2499, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135814, -2781, 1708, -2533, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135853, -2759, 1705, -2477, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135891, -2758, 1691, -2487, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135930, -2753, 1718, -2468, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
135968, -2784, 1687, -2457, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136007, -2753, 1673, -2454, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136046, -2790, 1710, -2489, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136081, -2766, 1687, -2477, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136117, -2785, 1667, -2474, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136152, -2808, 1726, -2468, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136188, -2750, 1693, -2488, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136224, -2786, 1695, -2461, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136259, -2777, 1712, -2451, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136295, -2740, 1654, -2460, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136330, -2803, 1685, -2433, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136366, -2773, 1702, -2451, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136402, -2785, 1618, -2445, 77, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136442, -2820, 1669, -2450, 78, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136482, -2787, 1640, -2461, 78, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136522, -2841, 1673, -2500, 78, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136562, -2799, 1667, -2447, 78, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136602, -2829, 1635, -2463, 78, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136642, -2822, 1674, -2438, 78, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136682, -2816, 1645, -2492, 78, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136722, -2831, 1671, -2496, 78, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136762, -2794, 1669, -2449, 78, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136802, -2859, 1604, -2412, 78, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136838, -2811, 1693, -2456, 79, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136875, -2760, 1700, -2463, 79, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136912, -2782, 1625, -2465, 79, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136949, -2790, 1688, -2456, 79, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
136986, -2803, 1693, -2451, 79, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
137022, -2789, 1706, -2453, 79, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
137059, -2797, 1716, -2466, 79, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
137096, -2791, 1727, -2419, 79, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
137133, -2785, 1680, -2386, 79, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
137170, -2784, 1693, -2433, 79, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
137207, -2793, 1722, -2426, 79, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
137246, -2812, 1668, -2439, 79, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
137286, -2838, 1784, -2451, 79, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
137325, -2745, 1775, -2444, 79, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
137365, -2774, 1669, -2455, 79, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
137404, -2801, 1793, -2466, 79, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
137444, -2704, 1781, -2450, 79, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
137483, -2729, 1707, -2461, 79, 4eb7c29f-1d81-4fd9-a47f-421981c69066, , qunut, qunut, , 
