136080, -2726, 1891, -2452, 109, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
146220, -2576, 1925, -2523, 102, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
146258, -2572, 1920, -2529, 102, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
146297, -2572, 1934, -2550, 102, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
146336, -2567, 1920, -2543, 102, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
146374, -2575, 1925, -2521, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
146412, -2581, 1905, -2526, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
146450, -2575, 1933, -2527, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
146488, -2586, 1932, -2517, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
146526, -2564, 1942, -2545, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
146564, -2561, 1954, -2534, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
146602, -2560, 1920, -2521, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
146640, -2586, 1924, -2558, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
146678, -2570, 1929, -2531, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
146716, -2574, 1950, -2543, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
146754, -2575, 1901, -2515, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
146790, -2579, 1942, -2539, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
146826, -2593, 1923, -2565, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
146862, -2577, 1933, -2537, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
146899, -2568, 1937, -2515, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
146935, -2579, 1940, -2503, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
146971, -2560, 1930, -2507, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147008, -2592, 1897, -2491, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147044, -2573, 1925, -2538, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147080, -2577, 1898, -2516, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147117, -2594, 1888, -2497, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147155, -2594, 1902, -2541, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147193, -2553, 1899, -2526, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147231, -2582, 1921, -2521, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147269, -2591, 1923, -2515, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147307, -2557, 1953, -2536, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147345, -2593, 1928, -2505, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147383, -2569, 1900, -2506, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147421, -2544, 1910, -2537, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147459, -2564, 1886, -2506, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147497, -2570, 1927, -2528, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147536, -2590, 1924, -2529, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147579, -2602, 1921, -2518, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147622, -2575, 1924, -2554, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147665, -2582, 1911, -2553, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147708, -2578, 1900, -2535, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147751, -2541, 1921, -2523, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147794, -2568, 1889, -2508, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147837, -2573, 1923, -2548, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147880, -2554, 1951, -2557, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147923, -2557, 1928, -2508, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
147967, -2601, 1918, -2510, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148003, -2551, 1901, -2541, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148039, -2562, 1898, -2562, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148075, -2562, 1893, -2542, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148112, -2560, 1897, -2514, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148148, -2583, 1873, -2544, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148184, -2566, 1934, -2553, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148221, -2557, 1911, -2543, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148257, -2577, 1920, -2545, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148293, -2561, 1916, -2540, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148330, -2540, 1918, -2551, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148368, -2566, 1918, -2537, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148406, -2551, 1904, -2548, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148444, -2549, 1931, -2561, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148482, -2544, 1926, -2536, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148520, -2570, 1910, -2542, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148559, -2559, 1919, -2567, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148597, -2560, 1924, -2582, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148635, -2552, 1904, -2539, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148673, -2552, 1918, -2519, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148711, -2575, 1915, -2524, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148750, -2570, 1923, -2571, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148786, -2577, 1920, -2573, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148823, -2558, 1909, -2538, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148860, -2541, 1929, -2531, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148897, -2541, 1926, -2529, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148934, -2550, 1893, -2550, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
148971, -2580, 1905, -2555, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149008, -2566, 1918, -2568, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149045, -2559, 1951, -2519, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149082, -2585, 1937, -2541, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149119, -2569, 1929, -2575, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149161, -2540, 1922, -2563, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149203, -2556, 1928, -2545, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149245, -2566, 1950, -2512, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149287, -2559, 1913, -2497, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149329, -2540, 1925, -2534, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149372, -2581, 1922, -2562, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149414, -2565, 1930, -2542, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149456, -2550, 1910, -2507, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149498, -2576, 1906, -2513, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149540, -2563, 1900, -2497, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149583, -2573, 1879, -2519, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149616, -2605, 1907, -2510, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149650, -2600, 1954, -2552, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149684, -2586, 1975, -2519, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149717, -2573, 1920, -2440, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149751, -2559, 1897, -2510, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149785, -2560, 1898, -2514, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149818, -2533, 1920, -2504, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149852, -2567, 1944, -2486, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149886, -2564, 1920, -2466, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149920, -2588, 1935, -2507, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
149961, -2568, 1971, -2525, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150002, -2578, 1955, -2504, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150043, -2574, 1962, -2480, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150084, -2563, 1949, -2488, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150125, -2573, 1933, -2523, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150166, -2587, 1939, -2552, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150207, -2597, 1919, -2540, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150248, -2540, 2009, -2530, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150289, -2596, 1966, -2489, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150330, -2507, 1931, -2500, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150365, -2546, 1906, -2519, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150400, -2551, 1924, -2511, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150435, -2580, 1948, -2494, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150470, -2596, 1939, -2509, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150505, -2543, 1944, -2494, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150540, -2538, 1975, -2539, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150575, -2539, 1922, -2509, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150610, -2545, 1934, -2493, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150645, -2580, 1935, -2529, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150680, -2579, 1927, -2538, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150716, -2571, 1911, -2534, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150756, -2551, 1943, -2523, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150796, -2546, 1961, -2498, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150836, -2556, 1981, -2480, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150877, -2547, 1953, -2511, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150917, -2552, 1963, -2577, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150957, -2554, 1960, -2539, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
150998, -2565, 1944, -2508, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151038, -2546, 1951, -2490, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151078, -2582, 1965, -2529, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151119, -2549, 1937, -2537, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151158, -2553, 1917, -2549, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151197, -2555, 1942, -2502, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151236, -2568, 1923, -2505, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151275, -2599, 1911, -2537, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151314, -2543, 1922, -2528, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151353, -2557, 1940, -2591, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151392, -2550, 1943, -2511, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151431, -2554, 1901, -2490, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151470, -2560, 1893, -2517, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151509, -2538, 1935, -2570, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151548, -2573, 1963, -2557, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151584, -2592, 1936, -2531, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151621, -2565, 1942, -2532, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151658, -2547, 1927, -2543, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151695, -2552, 1921, -2550, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151732, -2553, 1917, -2535, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151768, -2553, 1917, -2517, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151805, -2544, 1941, -2525, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151842, -2541, 1937, -2545, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151879, -2565, 1924, -2525, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151916, -2566, 1943, -2534, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
151958, -2586, 1965, -2563, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152000, -2534, 1970, -2519, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152042, -2578, 1962, -2535, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152084, -2551, 1921, -2531, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152126, -2532, 1925, -2555, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152168, -2545, 1920, -2553, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152210, -2537, 1945, -2530, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152252, -2549, 1922, -2523, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152294, -2545, 1922, -2536, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152336, -2559, 1956, -2551, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152372, -2569, 1982, -2545, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152408, -2553, 1921, -2525, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152444, -2552, 1928, -2512, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152480, -2536, 1954, -2538, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152516, -2536, 1929, -2510, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152552, -2562, 1949, -2535, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152588, -2517, 1908, -2523, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152624, -2563, 1929, -2547, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152660, -2536, 1957, -2531, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152696, -2549, 1930, -2526, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152733, -2573, 1939, -2535, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152771, -2544, 1965, -2562, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152809, -2529, 1955, -2563, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152847, -2532, 1934, -2535, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152886, -2565, 1920, -2537, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152924, -2548, 1934, -2524, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
152962, -2567, 1928, -2588, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153001, -2566, 1937, -2567, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153039, -2538, 1911, -2528, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153077, -2547, 1923, -2517, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153116, -2555, 1912, -2527, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153157, -2551, 1901, -2534, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153199, -2552, 1915, -2556, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153241, -2541, 1891, -2536, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153283, -2555, 1920, -2524, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153325, -2538, 1918, -2532, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153367, -2571, 1934, -2538, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153409, -2542, 1911, -2545, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153451, -2555, 1934, -2550, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153493, -2537, 1881, -2527, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153535, -2542, 1920, -2544, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153569, -2559, 1904, -2550, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153604, -2559, 1928, -2541, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153638, -2556, 1922, -2563, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153673, -2565, 1929, -2548, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153708, -2530, 1906, -2533, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153742, -2547, 1925, -2547, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153777, -2575, 1920, -2578, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153812, -2566, 1911, -2546, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153846, -2592, 1889, -2560, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153881, -2560, 1893, -2532, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153916, -2543, 1928, -2526, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153957, -2577, 1895, -2539, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
153999, -2585, 1907, -2615, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154041, -2569, 1924, -2616, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154083, -2591, 1887, -2543, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154125, -2588, 1919, -2525, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154166, -2570, 1930, -2525, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154208, -2579, 1939, -2539, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154250, -2548, 1930, -2505, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154292, -2539, 1946, -2476, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154334, -2508, 1940, -2511, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154367, -2489, 1942, -2482, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154401, -2526, 1951, -2514, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154434, -2524, 1947, -2504, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154468, -2547, 1947, -2527, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154502, -2643, 1949, -2561, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154535, -2597, 1957, -2589, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154569, -2631, 1923, -2523, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154603, -2557, 1906, -2516, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154636, -2548, 1936, -2548, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154670, -2513, 1928, -2512, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154704, -2513, 1959, -2496, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154745, -2550, 1934, -2479, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154786, -2575, 1965, -2538, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154827, -2576, 1970, -2562, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154868, -2556, 1930, -2524, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154909, -2566, 1936, -2521, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154950, -2554, 1931, -2533, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
154991, -2552, 1923, -2491, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155032, -2570, 1964, -2540, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155073, -2572, 1932, -2523, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155114, -2555, 1970, -2501, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155155, -2569, 1933, -2508, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155197, -2559, 1926, -2521, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155239, -2546, 1968, -2561, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155281, -2573, 1907, -2538, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155323, -2586, 1906, -2531, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155364, -2578, 1911, -2541, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155406, -2576, 1896, -2523, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155448, -2576, 1895, -2526, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155490, -2561, 1954, -2551, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155532, -2563, 1921, -2529, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155567, -2581, 1932, -2506, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155603, -2544, 1898, -2521, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155639, -2556, 1896, -2538, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155675, -2564, 1932, -2574, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155711, -2576, 1939, -2565, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155746, -2571, 1941, -2522, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155782, -2576, 1961, -2535, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155818, -2544, 1921, -2541, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155854, -2566, 1904, -2533, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155890, -2533, 1901, -2534, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155926, -2513, 1917, -2508, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
155965, -2551, 1927, -2540, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156005, -2564, 1929, -2552, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156045, -2579, 1924, -2557, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156085, -2571, 1909, -2550, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156125, -2556, 1949, -2544, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156164, -2565, 1909, -2530, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156204, -2568, 1912, -2525, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156244, -2565, 1912, -2551, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
156284, -2572, 1926, -2543, 101, d9fa9077-651b-460c-b017-782b681afa08, , qunut, qunut, , 
