118882, -2291, 2200, -2483, 78, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
128497, -2230, 2119, -2699, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
128527, -2236, 2127, -2679, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
128557, -2244, 2113, -2649, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
128587, -2253, 2085, -2673, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
128617, -2230, 2120, -2707, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
128647, -2240, 2087, -2688, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
128677, -2246, 2116, -2688, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
128707, -2250, 2109, -2668, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
128737, -2245, 2094, -2667, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
128767, -2244, 2094, -2687, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
128797, -2255, 2109, -2689, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
128837, -2253, 2122, -2684, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
128877, -2281, 2118, -2692, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
128917, -2248, 2098, -2660, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
128957, -2251, 2151, -2693, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
128997, -2238, 2124, -2677, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129037, -2246, 2116, -2644, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129077, -2228, 2116, -2658, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129117, -2232, 2135, -2661, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129157, -2249, 2139, -2697, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129197, -2252, 2109, -2632, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129233, -2242, 2122, -2632, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129269, -2250, 2133, -2661, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129305, -2246, 2134, -2678, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129342, -2244, 2137, -2684, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129378, -2252, 2165, -2669, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129414, -2252, 2126, -2646, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129450, -2224, 2147, -2669, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129487, -2244, 2124, -2654, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129523, -2248, 2127, -2653, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129559, -2244, 2142, -2647, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129596, -2252, 2145, -2628, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129637, -2235, 2142, -2633, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129679, -2256, 2117, -2659, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129720, -2267, 2090, -2674, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129762, -2255, 2105, -2683, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129804, -2253, 2120, -2698, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129845, -2268, 2117, -2688, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129887, -2260, 2132, -2667, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129928, -2257, 2133, -2652, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
129970, -2242, 2087, -2673, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130012, -2220, 2116, -2672, 81, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130050, -2250, 2121, -2673, 82, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130088, -2227, 2119, -2661, 82, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130126, -2247, 2104, -2680, 82, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130165, -2236, 2100, -2659, 82, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130203, -2239, 2104, -2677, 82, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130241, -2233, 2136, -2680, 82, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130280, -2237, 2149, -2653, 82, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130318, -2246, 2147, -2657, 82, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130356, -2235, 2142, -2664, 82, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130395, -2213, 2150, -2691, 82, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130433, -2229, 2133, -2692, 82, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130471, -2210, 2142, -2685, 82, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130510, -2193, 2158, -2685, 82, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130548, -2247, 2104, -2676, 82, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130586, -2218, 2105, -2649, 82, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130625, -2207, 2145, -2710, 82, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130663, -2234, 2112, -2675, 82, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130701, -2250, 2132, -2695, 82, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130740, -2276, 2135, -2674, 82, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130778, -2297, 2135, -2650, 82, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130817, -2248, 2100, -2658, 82, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130857, -2239, 2098, -2675, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130897, -2271, 2107, -2682, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130938, -2235, 2115, -2673, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
130978, -2255, 2127, -2668, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131019, -2257, 2123, -2646, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131059, -2256, 2118, -2670, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131099, -2260, 2116, -2695, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131140, -2254, 2121, -2701, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131180, -2236, 2115, -2632, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131221, -2256, 2136, -2618, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131257, -2236, 2158, -2639, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131293, -2270, 2144, -2659, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131329, -2247, 2137, -2675, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131365, -2234, 2133, -2648, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131401, -2226, 2131, -2644, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131438, -2263, 2126, -2628, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131474, -2258, 2142, -2634, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131510, -2285, 2128, -2651, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131546, -2293, 2084, -2655, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131582, -2274, 2116, -2652, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131619, -2249, 2128, -2645, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131658, -2282, 2110, -2617, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131698, -2273, 2089, -2627, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131738, -2255, 2087, -2635, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131777, -2223, 2108, -2652, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131817, -2224, 2174, -2676, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131857, -2241, 2144, -2611, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131896, -2268, 2137, -2579, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131936, -2273, 2138, -2667, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
131976, -2293, 2148, -2701, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132016, -2295, 2107, -2697, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132052, -2279, 2087, -2631, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132089, -2260, 2127, -2637, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132126, -2252, 2156, -2653, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132163, -2254, 2139, -2655, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132200, -2244, 2150, -2670, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132237, -2255, 2169, -2675, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132274, -2239, 2196, -2618, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132311, -2246, 2158, -2583, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132348, -2258, 2127, -2617, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132385, -2259, 2143, -2666, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132423, -2225, 2171, -2689, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132462, -2262, 2157, -2651, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132501, -2249, 2133, -2612, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132540, -2272, 2146, -2623, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132579, -2270, 2184, -2651, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132618, -2273, 2155, -2650, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132657, -2296, 2130, -2632, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132696, -2293, 2150, -2621, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132735, -2308, 2138, -2607, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132774, -2251, 2151, -2617, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132813, -2267, 2163, -2584, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132858, -2233, 2136, -2561, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132903, -2273, 2144, -2609, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132949, -2284, 2165, -2613, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
132994, -2264, 2162, -2602, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133040, -2324, 2156, -2628, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133085, -2286, 2161, -2626, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133130, -2283, 2164, -2658, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133176, -2263, 2151, -2628, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133221, -2233, 2150, -2616, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133267, -2236, 2176, -2588, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133301, -2242, 2152, -2583, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133336, -2230, 2149, -2633, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133370, -2254, 2138, -2645, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133405, -2246, 2140, -2645, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133440, -2242, 2141, -2652, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133474, -2247, 2153, -2699, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133509, -2225, 2123, -2687, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133543, -2246, 2141, -2704, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133578, -2235, 2108, -2687, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133613, -2234, 2138, -2708, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133649, -2215, 2162, -2680, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133686, -2181, 2179, -2678, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133722, -2212, 2142, -2678, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133759, -2200, 2129, -2716, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133796, -2189, 2123, -2720, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133832, -2209, 2116, -2707, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133869, -2169, 2161, -2743, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133906, -2207, 2163, -2752, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133942, -2207, 2146, -2693, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
133979, -2184, 2144, -2702, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134016, -2170, 2158, -2701, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134056, -2178, 2146, -2688, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134097, -2180, 2137, -2705, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134137, -2198, 2114, -2671, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134178, -2188, 2106, -2708, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134219, -2175, 2138, -2734, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134259, -2207, 2142, -2717, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134300, -2202, 2135, -2681, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134340, -2200, 2172, -2692, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134381, -2193, 2200, -2663, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134422, -2191, 2161, -2669, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134461, -2193, 2152, -2677, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134500, -2189, 2150, -2689, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134539, -2202, 2148, -2711, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134578, -2214, 2181, -2669, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134617, -2204, 2149, -2645, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134656, -2213, 2157, -2675, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134695, -2201, 2170, -2687, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134734, -2222, 2174, -2671, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134773, -2206, 2195, -2638, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134813, -2208, 2172, -2632, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134847, -2218, 2165, -2655, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134882, -2229, 2169, -2684, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134917, -2240, 2166, -2684, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134952, -2213, 2163, -2641, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
134987, -2220, 2133, -2652, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135021, -2223, 2186, -2667, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135056, -2206, 2193, -2648, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135091, -2234, 2188, -2624, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135126, -2235, 2183, -2629, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135161, -2234, 2169, -2682, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135196, -2235, 2156, -2669, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135236, -2239, 2154, -2645, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135277, -2217, 2168, -2616, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135317, -2250, 2175, -2612, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135358, -2222, 2178, -2644, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135398, -2248, 2158, -2646, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135439, -2238, 2161, -2629, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135479, -2260, 2159, -2611, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135520, -2261, 2167, -2639, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135560, -2243, 2159, -2627, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135601, -2254, 2160, -2648, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135637, -2253, 2169, -2625, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135674, -2260, 2143, -2641, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135711, -2258, 2178, -2636, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135748, -2246, 2171, -2625, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135785, -2238, 2159, -2637, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135821, -2251, 2108, -2588, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135858, -2265, 2135, -2617, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135895, -2259, 2171, -2653, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135932, -2265, 2167, -2642, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
135969, -2279, 2154, -2665, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136006, -2263, 2126, -2634, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136046, -2278, 2144, -2621, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136087, -2264, 2131, -2638, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136128, -2255, 2119, -2638, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136168, -2262, 2118, -2606, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136209, -2248, 2109, -2617, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136250, -2262, 2140, -2671, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136290, -2242, 2151, -2673, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136331, -2242, 2141, -2658, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136372, -2244, 2142, -2637, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136413, -2254, 2136, -2627, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136458, -2251, 2127, -2679, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136503, -2264, 2124, -2678, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136548, -2240, 2144, -2682, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136594, -2238, 2110, -2666, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136639, -2211, 2123, -2712, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136684, -2242, 2118, -2727, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136730, -2217, 2125, -2715, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136775, -2210, 2127, -2695, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136820, -2243, 2135, -2668, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136866, -2223, 2128, -2690, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136897, -2216, 2124, -2706, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136929, -2228, 2154, -2700, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136961, -2231, 2117, -2681, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
136993, -2229, 2120, -2672, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137025, -2212, 2130, -2693, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137056, -2203, 2135, -2656, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137088, -2235, 2109, -2669, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137120, -2230, 2142, -2695, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137152, -2247, 2150, -2678, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137184, -2229, 2145, -2655, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137216, -2270, 2134, -2657, 83, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137255, -2285, 2114, -2664, 84, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137295, -2284, 2111, -2673, 84, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137335, -2274, 2107, -2657, 84, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137374, -2279, 2134, -2662, 84, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137414, -2313, 2136, -2651, 84, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137454, -2318, 2124, -2610, 84, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137493, -2325, 2137, -2636, 84, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137533, -2339, 2106, -2633, 84, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137573, -2331, 2092, -2596, 84, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137613, -2318, 2047, -2558, 84, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137649, -2321, 2071, -2581, 84, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137686, -2323, 2065, -2612, 84, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137723, -2350, 2097, -2611, 84, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137759, -2370, 2103, -2605, 84, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137796, -2366, 2102, -2566, 84, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137833, -2352, 2070, -2566, 84, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137870, -2395, 2094, -2577, 84, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137906, -2367, 2059, -2575, 84, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137943, -2409, 2063, -2588, 84, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
137980, -2391, 2068, -2567, 84, 35825b1a-e832-4033-b6d4-84830ed10df6, , qunut, qunut, , 
