125918, -1484, 1956, -3456, 73, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
134684, -1550, 1896, -3271, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
134724, -1552, 1913, -3291, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
134765, -1546, 1884, -3290, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
134806, -1539, 1909, -3273, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
134847, -1585, 1890, -3293, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
134891, -1553, 1869, -3281, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
134935, -1571, 1911, -3304, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
134980, -1540, 1882, -3270, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135024, -1545, 1912, -3268, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135069, -1516, 1932, -3272, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135113, -1570, 1909, -3277, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135157, -1547, 1910, -3221, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135202, -1551, 1898, -3280, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135246, -1550, 1877, -3301, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135291, -1539, 1914, -3270, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135322, -1564, 1899, -3266, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135354, -1571, 1901, -3249, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135386, -1566, 1911, -3269, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135418, -1539, 1934, -3276, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135450, -1564, 1920, -3253, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135481, -1544, 1907, -3254, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135513, -1551, 1902, -3264, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135545, -1552, 1929, -3270, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135577, -1562, 1908, -3245, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135609, -1568, 1926, -3242, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135641, -1569, 1928, -3239, 76, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135683, -1547, 1937, -3263, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135726, -1550, 1921, -3236, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135768, -1532, 1919, -3243, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135811, -1516, 1956, -3269, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135853, -1562, 1920, -3249, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135896, -1551, 1922, -3258, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135938, -1570, 1909, -3260, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
135981, -1572, 1926, -3278, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136023, -1571, 1924, -3324, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136066, -1552, 1939, -3281, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136100, -1549, 1923, -3252, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136135, -1526, 1921, -3238, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136169, -1537, 1925, -3264, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136204, -1529, 1909, -3233, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136239, -1545, 1912, -3262, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136273, -1550, 1919, -3247, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136308, -1509, 1941, -3254, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136343, -1556, 1940, -3257, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136377, -1550, 1920, -3247, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136412, -1545, 1936, -3278, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136447, -1517, 1898, -3282, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136486, -1524, 1892, -3280, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136525, -1549, 1893, -3257, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136564, -1563, 1902, -3260, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136604, -1533, 1918, -3269, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136643, -1558, 1915, -3268, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136682, -1537, 1926, -3293, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136722, -1531, 1909, -3272, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136761, -1540, 1902, -3262, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136800, -1551, 1894, -3280, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136840, -1528, 1896, -3289, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136880, -1555, 1911, -3297, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136920, -1538, 1889, -3278, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
136960, -1528, 1901, -3242, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137001, -1552, 1894, -3255, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137041, -1541, 1908, -3295, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137081, -1553, 1896, -3331, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137122, -1566, 1888, -3300, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137162, -1554, 1889, -3270, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137202, -1548, 1883, -3286, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137243, -1556, 1886, -3307, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137280, -1577, 1876, -3339, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137317, -1547, 1891, -3272, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137354, -1565, 1933, -3253, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137391, -1538, 1908, -3277, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137428, -1532, 1920, -3264, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137465, -1516, 1891, -3274, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137502, -1526, 1876, -3271, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137539, -1559, 1889, -3266, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137576, -1561, 1886, -3265, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137613, -1543, 1928, -3278, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137650, -1567, 1909, -3254, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137689, -1552, 1927, -3292, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137728, -1541, 1929, -3309, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137767, -1542, 1923, -3285, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137806, -1550, 1908, -3236, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137845, -1553, 1907, -3267, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137884, -1521, 1902, -3273, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137923, -1535, 1944, -3282, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
137962, -1554, 1931, -3263, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138001, -1557, 1924, -3271, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138041, -1545, 1909, -3303, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138095, -1525, 1911, -3245, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138150, -1523, 1919, -3257, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138204, -1532, 1928, -3234, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138259, -1542, 1938, -3268, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138313, -1537, 1939, -3261, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138368, -1514, 1947, -3253, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138422, -1521, 1951, -3235, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138477, -1521, 1929, -3236, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138531, -1530, 1930, -3279, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138586, -1537, 1914, -3290, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138641, -1514, 1933, -3268, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138659, -1570, 1942, -3269, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138678, -1542, 1935, -3280, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138696, -1533, 1950, -3280, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138715, -1523, 1920, -3279, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138733, -1546, 1901, -3245, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138752, -1548, 1912, -3268, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138770, -1513, 1916, -3236, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138789, -1500, 1921, -3264, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138807, -1486, 1940, -3295, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138826, -1496, 1936, -3316, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138864, -1512, 1959, -3284, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138903, -1534, 1919, -3261, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138942, -1530, 1926, -3283, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
138981, -1516, 1916, -3303, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139020, -1504, 1933, -3299, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139059, -1495, 1894, -3280, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139098, -1501, 1894, -3258, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139137, -1508, 1899, -3246, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139176, -1526, 1916, -3282, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139215, -1515, 1916, -3284, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139252, -1489, 1921, -3315, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139289, -1508, 1911, -3314, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139326, -1526, 1926, -3280, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139363, -1528, 1937, -3268, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139400, -1516, 1908, -3245, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139438, -1495, 1900, -3279, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139475, -1451, 1910, -3301, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139512, -1480, 1925, -3290, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139549, -1491, 1914, -3278, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139586, -1507, 1921, -3278, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139624, -1514, 1924, -3287, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139666, -1511, 1892, -3265, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139708, -1525, 1901, -3286, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139750, -1535, 1878, -3321, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139793, -1529, 1879, -3341, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139835, -1551, 1878, -3331, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139877, -1534, 1878, -3289, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139920, -1517, 1900, -3271, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
139962, -1520, 1904, -3285, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140004, -1523, 1903, -3283, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140047, -1511, 1889, -3294, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140082, -1513, 1885, -3274, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140118, -1515, 1887, -3284, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140154, -1525, 1895, -3280, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140190, -1531, 1932, -3264, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140226, -1536, 1918, -3281, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140262, -1568, 1900, -3257, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140298, -1515, 1919, -3311, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140334, -1533, 1890, -3256, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140370, -1536, 1897, -3226, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140406, -1530, 1885, -3256, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140442, -1541, 1928, -3282, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140482, -1527, 1921, -3287, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140522, -1528, 1931, -3302, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140562, -1550, 1889, -3253, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140602, -1531, 1917, -3267, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140642, -1496, 1903, -3263, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140682, -1536, 1890, -3270, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140722, -1509, 1899, -3284, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140762, -1524, 1895, -3277, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140802, -1505, 1941, -3267, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140843, -1511, 1948, -3276, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140883, -1518, 1910, -3256, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140923, -1499, 1913, -3308, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
140964, -1504, 1895, -3312, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141004, -1512, 1914, -3290, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141045, -1520, 1920, -3288, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141085, -1532, 1896, -3282, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141125, -1527, 1920, -3313, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141166, -1482, 1926, -3301, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141206, -1477, 1932, -3294, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141247, -1490, 1927, -3302, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141288, -1479, 1909, -3265, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141329, -1502, 1886, -3283, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141370, -1487, 1898, -3308, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141411, -1519, 1897, -3335, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141452, -1488, 1920, -3283, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141493, -1495, 1930, -3291, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141534, -1494, 1916, -3256, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141575, -1488, 1911, -3303, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141616, -1455, 1914, -3302, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141657, -1470, 1918, -3288, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141698, -1483, 1909, -3297, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141732, -1494, 1918, -3285, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141767, -1512, 1918, -3311, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141801, -1488, 1910, -3323, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141836, -1495, 1917, -3300, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141870, -1501, 1919, -3279, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141905, -1507, 1933, -3288, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141939, -1481, 1902, -3294, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
141974, -1497, 1907, -3285, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142008, -1495, 1917, -3302, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142043, -1477, 1912, -3291, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142079, -1529, 1925, -3264, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142116, -1511, 1905, -3289, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142152, -1511, 1908, -3308, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142189, -1504, 1907, -3326, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142226, -1511, 1902, -3301, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142262, -1511, 1898, -3249, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142299, -1524, 1887, -3261, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142336, -1496, 1908, -3290, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142372, -1519, 1910, -3295, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142409, -1489, 1916, -3290, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142446, -1513, 1925, -3278, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142487, -1516, 1905, -3271, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142528, -1497, 1881, -3293, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142569, -1496, 1888, -3307, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142611, -1526, 1880, -3307, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142652, -1515, 1910, -3302, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142693, -1507, 1939, -3271, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142735, -1508, 1917, -3254, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142776, -1500, 1945, -3294, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142817, -1497, 1931, -3333, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142859, -1491, 1889, -3311, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142897, -1518, 1892, -3276, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142935, -1523, 1890, -3259, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
142974, -1513, 1886, -3290, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143012, -1487, 1909, -3321, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143051, -1503, 1923, -3309, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143089, -1512, 1891, -3264, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143127, -1494, 1929, -3275, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143166, -1490, 1917, -3295, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143204, -1493, 1912, -3301, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143243, -1488, 1912, -3308, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143279, -1494, 1906, -3289, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143316, -1469, 1911, -3291, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143353, -1508, 1927, -3305, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143390, -1482, 1930, -3294, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
143427, -1470, 1939, -3305, 75, 5e324bcb-488d-4b0d-883d-ba72c6f5ddd0, , qunut, qunut, , 
