169559, 2671, 2877, 1298, 98, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
178376, 2825, 2704, 1295, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
178408, 2838, 2695, 1295, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
178441, 2839, 2698, 1296, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
178474, 2866, 2707, 1287, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
178507, 2845, 2732, 1312, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
178540, 2845, 2705, 1294, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
178572, 2853, 2715, 1297, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
178605, 2853, 2697, 1282, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
178638, 2832, 2701, 1289, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
178671, 2852, 2696, 1303, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
178704, 2858, 2715, 1307, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
178745, 2851, 2713, 1308, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
178786, 2842, 2693, 1314, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
178827, 2849, 2712, 1316, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
178868, 2835, 2715, 1298, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
178909, 2843, 2714, 1312, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
178950, 2857, 2681, 1318, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
178991, 2835, 2685, 1304, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179032, 2805, 2684, 1324, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179073, 2858, 2691, 1309, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179114, 2839, 2708, 1312, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179155, 2836, 2726, 1316, 91, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179192, 2850, 2686, 1303, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179230, 2831, 2703, 1317, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179268, 2858, 2690, 1319, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179306, 2818, 2709, 1310, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179344, 2835, 2705, 1311, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179381, 2831, 2707, 1319, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179419, 2841, 2692, 1296, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179457, 2831, 2717, 1329, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179495, 2840, 2718, 1331, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179533, 2843, 2710, 1295, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179576, 2818, 2702, 1312, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179619, 2862, 2710, 1347, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179662, 2813, 2714, 1321, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179705, 2821, 2686, 1317, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179748, 2821, 2695, 1313, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179791, 2821, 2721, 1325, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179834, 2829, 2711, 1321, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179877, 2838, 2712, 1326, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179920, 2826, 2724, 1297, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179964, 2828, 2716, 1315, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
179995, 2833, 2723, 1310, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
180027, 2828, 2727, 1316, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
180059, 2842, 2733, 1331, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
180091, 2853, 2707, 1302, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
180123, 2806, 2743, 1327, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
180155, 2845, 2696, 1306, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
180187, 2823, 2715, 1322, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
180219, 2849, 2714, 1321, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
180251, 2831, 2701, 1298, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
180283, 2834, 2729, 1320, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
180315, 2798, 2727, 1326, 89, eef11d6a-0fdb-4ab6-92b5-6ab152ee46ef, , sujud, sujud, , 
