325166, 3009, 1176, 2580, 97, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
334570, 3048, 1173, 2586, 87, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
334609, 3035, 1175, 2571, 87, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
334647, 3021, 1169, 2580, 87, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
334686, 3044, 1184, 2583, 87, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
334725, 3023, 1181, 2586, 87, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
334766, 3044, 1175, 2564, 87, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
334807, 3046, 1163, 2583, 87, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
334848, 3055, 1164, 2581, 87, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
334889, 3048, 1164, 2572, 87, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
334930, 3036, 1174, 2595, 87, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
334971, 3024, 1174, 2586, 87, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335012, 3040, 1138, 2568, 87, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335053, 3020, 1132, 2585, 87, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335094, 3028, 1151, 2566, 87, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335135, 3038, 1139, 2562, 87, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335174, 3051, 1152, 2580, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335213, 3036, 1167, 2598, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335253, 3026, 1177, 2589, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335292, 3037, 1166, 2556, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335331, 3023, 1144, 2579, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335371, 3051, 1156, 2577, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335410, 3021, 1168, 2580, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335449, 3035, 1170, 2567, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335489, 3030, 1150, 2582, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335528, 3021, 1167, 2595, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335568, 3041, 1166, 2584, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335605, 3046, 1175, 2590, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335642, 3052, 1180, 2590, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335680, 3046, 1162, 2591, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335717, 3039, 1150, 2585, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335755, 3025, 1184, 2580, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335792, 3047, 1158, 2595, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335829, 3031, 1178, 2583, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335867, 3046, 1168, 2577, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335904, 3035, 1171, 2581, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335942, 3028, 1180, 2595, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
335977, 3038, 1158, 2580, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336013, 3011, 1161, 2597, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336048, 3047, 1147, 2579, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336084, 3040, 1170, 2565, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336119, 3037, 1179, 2579, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336155, 3031, 1154, 2587, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336190, 3040, 1172, 2590, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336226, 3028, 1172, 2597, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336261, 3039, 1164, 2564, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336297, 3041, 1189, 2580, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336333, 3029, 1173, 2569, 84, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336371, 3074, 1167, 2573, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336410, 3046, 1157, 2583, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336448, 3042, 1179, 2577, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336487, 3053, 1148, 2588, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336526, 3028, 1155, 2599, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336564, 3057, 1164, 2569, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336603, 3016, 1169, 2609, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336641, 3033, 1161, 2608, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336680, 3031, 1165, 2592, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336719, 3024, 1164, 2584, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336759, 3048, 1171, 2591, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336800, 3041, 1175, 2564, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336840, 3034, 1162, 2577, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336881, 3041, 1166, 2582, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336922, 3042, 1167, 2585, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
336962, 3029, 1190, 2569, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337003, 3034, 1148, 2578, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337043, 3051, 1184, 2590, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337084, 3037, 1160, 2579, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337125, 3030, 1157, 2592, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337163, 3047, 1163, 2582, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337202, 3061, 1176, 2592, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337240, 3031, 1181, 2567, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337279, 3041, 1149, 2607, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337317, 3024, 1172, 2556, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337356, 3051, 1161, 2583, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337394, 3040, 1173, 2590, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337433, 3039, 1178, 2588, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337471, 3055, 1156, 2570, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337510, 3041, 1169, 2577, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337549, 3021, 1166, 2581, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337586, 3048, 1146, 2556, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337623, 3030, 1162, 2593, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337660, 3065, 1169, 2584, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337697, 3050, 1154, 2564, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337734, 3042, 1161, 2582, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337771, 3033, 1183, 2588, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337808, 3050, 1185, 2598, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337845, 3058, 1160, 2579, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337882, 3053, 1148, 2570, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
337920, 3054, 1221, 2543, 83, 7d207dbe-f404-41a8-a536-826d5e430f5e, , sujud, sujud, , 
