300423, 141, 4158, -214, 81, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309076, 183, 4024, -763, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309116, 204, 4045, -767, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309156, 193, 4030, -763, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309196, 180, 4029, -763, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309236, 182, 4008, -753, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309271, 202, 4024, -741, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309306, 190, 4033, -725, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309341, 173, 4047, -737, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309377, 180, 4018, -741, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309412, 173, 4046, -735, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309447, 197, 4030, -752, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309482, 194, 4052, -779, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309518, 192, 4035, -721, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309553, 183, 4033, -717, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309588, 172, 4018, -715, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309624, 195, 4033, -729, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309662, 184, 4060, -736, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309700, 178, 4024, -735, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309739, 171, 4003, -720, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309777, 186, 4046, -719, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309816, 170, 4020, -741, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309854, 191, 4042, -760, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309892, 167, 4042, -752, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309931, 175, 4029, -740, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
309969, 203, 4019, -688, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310008, 166, 4036, -725, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310052, 170, 4032, -769, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310096, 166, 4041, -701, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310140, 167, 4005, -714, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310184, 175, 4025, -743, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310229, 174, 4020, -738, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310273, 145, 4052, -760, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310317, 175, 4021, -759, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310361, 188, 4039, -732, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310405, 176, 4014, -761, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310450, 192, 4031, -745, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310485, 171, 4008, -728, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310521, 186, 4021, -742, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310556, 164, 4029, -781, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310592, 181, 4018, -712, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310627, 177, 4040, -768, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310663, 194, 4012, -762, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310698, 169, 4032, -737, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310734, 171, 4014, -743, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310769, 178, 4018, -770, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310805, 182, 4018, -749, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310841, 145, 4019, -753, 82, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310877, 155, 4012, -786, 83, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310914, 171, 4013, -777, 83, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310951, 173, 4042, -762, 83, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
310988, 189, 4042, -753, 83, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311025, 164, 4016, -748, 83, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311061, 177, 4043, -744, 83, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311098, 159, 4043, -748, 83, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311135, 191, 4031, -738, 83, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311172, 169, 4059, -805, 83, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311209, 168, 4032, -732, 83, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311247, 194, 4012, -709, 83, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311286, 173, 4030, -726, 83, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311325, 175, 4034, -744, 83, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311363, 163, 4020, -771, 83, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311402, 166, 4045, -759, 83, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311441, 170, 4028, -751, 83, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311480, 164, 4017, -732, 83, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311518, 167, 4048, -749, 83, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311557, 195, 4047, -731, 83, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311596, 197, 4027, -711, 83, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311635, 181, 4037, -736, 83, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311673, 175, 4002, -741, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311711, 199, 4042, -730, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311749, 166, 4071, -771, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311788, 179, 4030, -732, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311826, 170, 4029, -703, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311864, 180, 4010, -750, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311903, 180, 4044, -773, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311941, 178, 4043, -747, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
311979, 170, 4032, -714, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312018, 174, 4039, -755, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312063, 145, 4046, -757, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312109, 173, 4036, -751, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312154, 175, 4035, -759, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312200, 166, 4024, -740, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312246, 151, 4026, -723, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312291, 150, 4044, -768, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312337, 178, 4029, -731, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312382, 182, 4008, -783, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312428, 169, 4040, -770, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312474, 178, 4033, -727, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312507, 187, 4007, -721, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312540, 184, 4024, -745, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312573, 196, 4024, -749, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312606, 184, 3999, -746, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312639, 177, 4034, -770, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312672, 178, 4029, -733, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312705, 196, 4008, -751, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312738, 204, 4012, -729, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312771, 186, 4046, -771, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312804, 172, 4017, -737, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312838, 189, 4032, -736, 84, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312878, 169, 4021, -772, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312918, 176, 4022, -755, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312958, 150, 4025, -790, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
312998, 164, 4040, -799, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313039, 166, 4044, -734, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313079, 173, 3988, -746, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313119, 175, 4055, -797, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313159, 164, 4030, -783, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313199, 192, 4001, -772, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313240, 181, 4015, -780, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313279, 184, 4045, -778, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313319, 185, 4030, -773, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313359, 176, 4018, -789, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313399, 177, 4031, -797, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313439, 170, 4029, -786, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313479, 166, 4034, -785, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313519, 165, 4022, -812, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313559, 184, 4018, -780, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313599, 165, 4040, -785, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313639, 184, 4012, -785, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313675, 160, 4012, -755, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313711, 160, 4021, -787, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313747, 175, 4040, -783, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313783, 194, 4040, -784, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313819, 176, 4028, -763, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313855, 173, 4026, -775, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313891, 174, 4021, -767, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313927, 174, 4035, -799, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313963, 169, 4027, -769, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
313999, 178, 4046, -791, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314036, 156, 4029, -767, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314077, 177, 4004, -750, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314119, 172, 4044, -770, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314161, 167, 4057, -778, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314202, 170, 4024, -795, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314244, 163, 4027, -770, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314286, 177, 4019, -727, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314327, 180, 4024, -751, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314369, 173, 4045, -770, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314411, 151, 4042, -751, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314453, 168, 4000, -752, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314487, 161, 4017, -755, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314522, 149, 4040, -785, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314556, 200, 4018, -694, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314591, 216, 4042, -710, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314625, 182, 4052, -729, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314660, 161, 4036, -732, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314694, 163, 4029, -706, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314729, 163, 4053, -781, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314763, 180, 4041, -785, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314798, 154, 4048, -782, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314833, 183, 4027, -773, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314873, 180, 3998, -761, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314913, 158, 3983, -785, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314953, 170, 4024, -809, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
314993, 142, 4020, -840, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315033, 158, 4017, -795, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315073, 168, 4028, -750, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315113, 150, 4029, -793, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315153, 157, 4034, -777, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315193, 188, 4031, -764, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315234, 166, 4032, -782, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315270, 144, 4022, -797, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315307, 143, 4018, -788, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315344, 151, 4036, -757, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315381, 146, 4024, -808, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315418, 176, 4004, -777, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315455, 156, 4020, -758, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315492, 183, 4034, -755, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315529, 168, 4022, -801, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315566, 192, 4013, -766, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315603, 136, 4018, -783, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315642, 144, 4024, -777, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315681, 139, 4016, -783, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315720, 169, 4015, -802, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315759, 167, 4025, -809, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315798, 166, 4025, -797, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315837, 132, 4014, -787, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315876, 155, 4004, -798, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315915, 169, 4041, -765, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315954, 146, 4051, -822, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
315993, 165, 4021, -784, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316033, 178, 4004, -762, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316074, 155, 4011, -764, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316116, 180, 4041, -796, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316158, 189, 4035, -797, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316200, 152, 4000, -780, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316242, 152, 4028, -803, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316283, 160, 4024, -783, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316325, 156, 4031, -787, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316367, 170, 4030, -799, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316409, 161, 4002, -789, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316451, 140, 4022, -778, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316486, 144, 4008, -797, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316521, 174, 4028, -755, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316557, 133, 4046, -856, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316592, 159, 4026, -796, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316628, 169, 3998, -754, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316663, 166, 3989, -756, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316699, 175, 4029, -817, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316734, 175, 4002, -785, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316770, 157, 4003, -800, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316805, 154, 4022, -771, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316841, 178, 4016, -772, 85, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316884, 168, 4011, -795, 88, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316927, 145, 4034, -813, 88, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
316970, 159, 4014, -797, 88, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317013, 170, 4043, -787, 88, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317057, 142, 4040, -780, 88, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317100, 152, 4023, -813, 88, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317143, 167, 4046, -785, 88, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317186, 165, 4040, -826, 88, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317229, 171, 4006, -765, 88, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317273, 173, 3998, -754, 88, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317309, 151, 4039, -773, 88, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317346, 189, 4026, -811, 88, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317383, 163, 4013, -793, 88, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317419, 150, 4023, -754, 88, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317456, 148, 4043, -777, 88, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317493, 159, 4019, -773, 88, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317529, 166, 4020, -801, 88, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317566, 156, 4045, -798, 88, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317603, 148, 4016, -784, 88, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317640, 159, 4013, -772, 88, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
317675, 148, 4028, -777, 91, 1bfb1f2d-aae3-474a-a4fb-217d0e7254a9, , berdiri, bersedekap, , 
