85992, -1030, 3942, -753, 68, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94913, -1150, 3820, -967, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94952, -1143, 3800, -955, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
94991, -1156, 3844, -952, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95029, -1139, 3820, -940, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95068, -1118, 3831, -964, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95107, -1116, 3806, -957, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95146, -1142, 3827, -958, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95185, -1127, 3824, -977, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95226, -1112, 3845, -965, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95267, -1130, 3827, -958, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95308, -1113, 3830, -946, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95349, -1110, 3809, -940, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95390, -1123, 3799, -959, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95431, -1137, 3791, -959, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95472, -1129, 3790, -920, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95513, -1152, 3789, -977, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95554, -1105, 3814, -967, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95596, -1104, 3780, -964, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95633, -1151, 3817, -953, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95671, -1138, 3833, -990, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95709, -1160, 3862, -946, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95747, -1127, 3823, -993, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95785, -1130, 3775, -943, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95823, -1129, 3802, -982, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95861, -1115, 3820, -969, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95899, -1131, 3846, -969, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95937, -1131, 3818, -997, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
95975, -1121, 3781, -955, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96013, -1141, 3835, -982, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96050, -1139, 3817, -961, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96087, -1133, 3792, -975, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96124, -1142, 3775, -931, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96162, -1132, 3823, -1009, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96199, -1114, 3822, -936, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96236, -1136, 3811, -984, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96274, -1020, 3796, -959, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96311, -1099, 3776, -968, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96348, -1153, 3819, -949, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96386, -1161, 3843, -1024, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96423, -1088, 3791, -944, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96461, -1111, 3785, -992, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96498, -1129, 3841, -976, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96536, -1126, 3823, -958, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96573, -1133, 3834, -975, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96611, -1136, 3800, -968, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96648, -1121, 3816, -985, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96686, -1153, 3794, -965, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96723, -1141, 3799, -948, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96761, -1115, 3816, -1005, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96799, -1127, 3847, -961, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96838, -1095, 3810, -1033, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96878, -1138, 3790, -943, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96918, -1122, 3819, -994, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96958, -1144, 3796, -966, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
96998, -1137, 3829, -991, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97037, -1142, 3783, -967, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97077, -1142, 3820, -965, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97117, -1129, 3811, -961, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97157, -1154, 3807, -1022, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97197, -1118, 3793, -991, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97236, -1141, 3798, -996, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97275, -1150, 3800, -994, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97314, -1123, 3817, -991, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97353, -1144, 3799, -982, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97392, -1148, 3841, -984, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97431, -1142, 3804, -965, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97470, -1133, 3782, -1011, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97509, -1178, 3814, -1003, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97548, -1119, 3792, -998, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97587, -1137, 3800, -981, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97625, -1135, 3795, -1029, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97663, -1174, 3812, -967, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97701, -1169, 3779, -1004, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97739, -1131, 3814, -998, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97777, -1155, 3802, -1010, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97815, -1146, 3818, -1001, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97853, -1158, 3801, -1010, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97891, -1169, 3795, -994, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97929, -1162, 3807, -998, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
97967, -1148, 3771, -1027, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98006, -1136, 3734, -993, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98045, -1131, 3835, -1064, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98084, -1169, 3858, -1012, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98123, -1104, 3792, -1009, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98162, -1111, 3781, -1009, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98201, -1137, 3804, -1012, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98240, -1127, 3773, -1051, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98279, -1116, 3781, -1012, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98318, -1149, 3802, -1026, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98357, -1124, 3811, -1048, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98396, -1108, 3800, -1022, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98431, -1088, 3779, -1060, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98466, -1101, 3818, -1018, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98502, -1186, 3755, -1002, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98537, -1078, 3846, -1039, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98573, -1062, 3728, -1059, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98608, -1081, 3804, -1024, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98644, -1066, 3827, -1061, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98679, -1063, 3809, -1046, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98715, -1062, 3801, -1074, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98750, -1053, 3809, -1057, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98786, -1044, 3810, -1096, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98827, -1048, 3785, -1023, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98869, -1049, 3771, -1095, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98910, -1039, 3820, -1044, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98952, -1018, 3799, -1110, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
98993, -1041, 3811, -1127, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99035, -1044, 3783, -1089, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99076, -1039, 3830, -1083, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99118, -1016, 3836, -1136, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99159, -1032, 3811, -1072, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99201, -1045, 3792, -1082, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99241, -1002, 3818, -1130, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99281, -931, 3836, -1105, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99321, -942, 3847, -1102, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99361, -998, 3803, -1076, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99402, -1057, 3838, -1033, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99442, -1020, 3857, -992, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99482, -1059, 3789, -1117, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99522, -949, 3807, -1113, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99562, -980, 3840, -1088, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99603, -955, 3747, -1093, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99644, -976, 3824, -1048, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99686, -978, 3834, -1068, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99727, -963, 3852, -1054, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99769, -1017, 3863, -1044, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99810, -986, 3839, -1076, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99852, -1008, 3800, -1060, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99893, -1023, 3826, -1063, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99935, -1009, 3821, -1084, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
99976, -1002, 3838, -1081, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100018, -1004, 3826, -1065, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100060, -978, 3823, -1065, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100094, -1014, 3827, -1102, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100128, -997, 3797, -1080, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100162, -1012, 3803, -1109, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100196, -989, 3813, -1070, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100230, -969, 3781, -1128, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100264, -990, 3821, -1082, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100298, -969, 3833, -1117, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100332, -963, 3783, -1115, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100366, -994, 3796, -1108, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100401, -1004, 3883, -1113, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100441, -996, 3832, -1140, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100482, -983, 3817, -1079, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100523, -993, 3843, -1105, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100563, -999, 3836, -1108, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100604, -971, 3796, -1107, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100645, -993, 3795, -1108, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100686, -971, 3806, -1110, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100726, -981, 3803, -1100, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100767, -959, 3828, -1117, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100808, -987, 3786, -1119, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100849, -958, 3822, -1074, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100884, -954, 3818, -1141, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100919, -980, 3838, -1078, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100955, -983, 3885, -1080, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
100990, -980, 3774, -1094, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101026, -985, 3843, -1052, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101061, -991, 3864, -1105, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101096, -991, 3831, -1105, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101132, -975, 3785, -1073, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101167, -977, 3798, -1075, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101203, -994, 3831, -1091, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101242, -956, 3807, -1067, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101282, -951, 3819, -1042, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101322, -952, 3799, -1066, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101362, -986, 3794, -1071, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101402, -997, 3823, -1030, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101441, -1007, 3835, -1063, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101481, -1006, 3886, -1065, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101521, -986, 3840, -1117, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101561, -956, 3805, -1043, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101601, -980, 3845, -1084, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101638, -981, 3814, -1059, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101676, -960, 3822, -1092, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101714, -974, 3833, -1052, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101751, -969, 3819, -1081, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101789, -959, 3811, -1054, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101827, -975, 3845, -1079, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101865, -965, 3789, -1035, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101902, -977, 3842, -1074, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101940, -955, 3852, -1098, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
101978, -953, 3862, -1086, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102016, -974, 3835, -1079, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102053, -971, 3835, -1111, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102090, -1003, 3818, -1065, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102127, -976, 3820, -1132, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102164, -988, 3854, -1076, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102201, -987, 3820, -1091, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102238, -1010, 3811, -1088, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102275, -1008, 3829, -1124, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102312, -996, 3833, -1078, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102349, -995, 3835, -1099, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102386, -989, 3846, -1083, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102428, -980, 3832, -1070, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102470, -996, 3838, -1095, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102513, -994, 3818, -1080, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102555, -989, 3807, -1057, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102597, -993, 3840, -1070, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102640, -1034, 3889, -1088, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102682, -1018, 3851, -1070, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102724, -1017, 3807, -1021, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102767, -1023, 3847, -1077, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102809, -1039, 3878, -1031, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102852, -998, 3817, -1100, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102886, -1019, 3841, -1042, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102921, -1017, 3778, -1072, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102956, -1025, 3748, -1054, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
102990, -1007, 3820, -1091, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103025, -997, 3797, -1015, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103060, -963, 3793, -1054, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103094, -973, 3809, -1049, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103129, -1008, 3840, -1060, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103164, -1007, 3849, -1061, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103199, -983, 3843, -1061, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103237, -1004, 3813, -1063, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103276, -991, 3810, -1065, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103315, -1003, 3812, -1060, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103353, -989, 3834, -1057, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103392, -973, 3808, -1094, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103431, -997, 3868, -1047, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103469, -957, 3812, -1112, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103508, -952, 3831, -1047, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103547, -978, 3821, -1079, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103586, -966, 3840, -1065, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103624, -965, 3818, -1101, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103662, -962, 3838, -1071, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103700, -963, 3830, -1124, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103738, -940, 3834, -1086, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
103776, -961, 3836, -1091, 74, ff76f386-11e6-44bf-8e7e-481cb7e54c99, , berdiri, bersedekap, , 
