14941, -590, 3795, -1256, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
23725, -833, 3791, -1326, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
23764, -826, 3792, -1335, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
23804, -827, 3792, -1318, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
23843, -804, 3788, -1364, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
23883, -849, 3798, -1284, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
23919, -822, 3796, -1363, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
23956, -826, 3784, -1278, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
23992, -830, 3782, -1324, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24029, -835, 3786, -1324, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24066, -854, 3781, -1297, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24102, -845, 3787, -1299, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24139, -864, 3805, -1351, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24175, -866, 3792, -1247, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24212, -866, 3794, -1277, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24249, -861, 3814, -1285, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24288, -846, 3769, -1251, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24328, -856, 3792, -1269, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24368, -873, 3820, -1260, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24408, -852, 3778, -1269, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24448, -866, 3763, -1266, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24488, -878, 3826, -1258, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24528, -833, 3822, -1231, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24568, -813, 3755, -1229, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24608, -835, 3829, -1214, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24648, -843, 3810, -1302, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24684, -847, 3844, -1201, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24721, -860, 3844, -1278, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24758, -838, 3787, -1215, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24795, -819, 3798, -1242, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24832, -808, 3813, -1268, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24869, -799, 3821, -1270, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24906, -798, 3820, -1224, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24943, -824, 3854, -1283, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
24980, -812, 3785, -1256, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25017, -842, 3836, -1257, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25054, -837, 3850, -1274, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25093, -821, 3786, -1230, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25132, -779, 3802, -1250, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25171, -809, 3833, -1211, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25210, -795, 3804, -1299, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25250, -802, 3780, -1245, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25289, -807, 3779, -1260, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25328, -781, 3781, -1288, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25367, -806, 3814, -1264, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25406, -813, 3800, -1285, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25446, -780, 3767, -1282, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25485, -830, 3841, -1266, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25525, -826, 3815, -1330, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25565, -821, 3794, -1286, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25604, -826, 3813, -1309, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25644, -825, 3814, -1330, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25684, -813, 3816, -1331, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25724, -790, 3797, -1333, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25763, -827, 3751, -1301, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25803, -811, 3754, -1322, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25843, -816, 3713, -1333, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25883, -815, 3704, -1352, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25920, -792, 3784, -1323, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25958, -810, 3851, -1351, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
25995, -774, 3831, -1362, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26033, -813, 3813, -1342, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26070, -826, 3782, -1365, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26108, -826, 3760, -1332, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26145, -837, 3764, -1343, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26183, -858, 3768, -1351, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26220, -781, 3735, -1393, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26258, -842, 3741, -1282, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26296, -829, 3784, -1341, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26335, -831, 3833, -1309, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26374, -812, 3797, -1328, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26413, -837, 3765, -1331, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26452, -860, 3786, -1353, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26490, -861, 3773, -1342, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26529, -833, 3728, -1378, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26568, -876, 3756, -1287, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26607, -845, 3791, -1362, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26646, -821, 3763, -1334, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26682, -823, 3777, -1327, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26719, -854, 3782, -1381, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26756, -844, 3766, -1311, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26792, -837, 3791, -1350, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26829, -847, 3812, -1345, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26866, -828, 3750, -1322, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26903, -848, 3779, -1345, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26939, -849, 3805, -1326, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
26976, -845, 3785, -1340, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27013, -831, 3794, -1328, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27050, -866, 3766, -1348, , 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27090, -852, 3781, -1324, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27130, -850, 3772, -1320, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27171, -828, 3782, -1369, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27211, -878, 3791, -1282, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27252, -843, 3788, -1362, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27292, -800, 3743, -1296, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27332, -834, 3777, -1304, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27373, -847, 3767, -1340, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27413, -861, 3792, -1290, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27454, -873, 3783, -1325, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27492, -859, 3792, -1319, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27531, -858, 3788, -1306, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27570, -863, 3799, -1292, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27608, -838, 3798, -1299, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27647, -867, 3772, -1311, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27686, -870, 3777, -1278, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27725, -897, 3787, -1306, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27763, -900, 3809, -1290, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27802, -884, 3745, -1304, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27841, -871, 3774, -1286, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27880, -868, 3771, -1323, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27916, -831, 3789, -1274, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27953, -852, 3784, -1286, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
27990, -830, 3831, -1296, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28027, -837, 3764, -1295, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28064, -887, 3761, -1289, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28100, -859, 3781, -1289, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28137, -822, 3811, -1292, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28174, -857, 3783, -1297, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28211, -822, 3773, -1271, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28248, -835, 3815, -1319, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28288, -841, 3778, -1285, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28329, -853, 3794, -1277, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28370, -861, 3801, -1305, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28411, -862, 3794, -1278, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28452, -872, 3780, -1302, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28492, -881, 3800, -1290, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28533, -863, 3795, -1304, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28574, -839, 3782, -1295, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28615, -877, 3818, -1259, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28656, -864, 3850, -1300, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28698, -821, 3814, -1359, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28740, -809, 3762, -1246, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28782, -843, 3789, -1306, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28824, -837, 3798, -1295, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28866, -811, 3814, -1285, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28908, -824, 3830, -1283, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28950, -766, 3806, -1324, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
28992, -814, 3759, -1244, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29034, -811, 3800, -1270, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29076, -814, 3778, -1256, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29119, -830, 3773, -1258, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29153, -821, 3761, -1276, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29187, -814, 3759, -1262, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29221, -838, 3761, -1258, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29256, -847, 3797, -1261, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29290, -841, 3818, -1298, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29324, -830, 3794, -1227, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29359, -867, 3823, -1297, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29393, -833, 3805, -1254, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29427, -815, 3766, -1250, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29462, -844, 3817, -1289, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29502, -865, 3813, -1260, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29543, -849, 3798, -1292, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29584, -886, 3823, -1281, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29624, -855, 3807, -1273, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29665, -851, 3821, -1261, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29706, -860, 3794, -1252, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29746, -837, 3821, -1264, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29787, -845, 3797, -1254, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29828, -861, 3808, -1277, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29869, -855, 3796, -1269, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29904, -853, 3798, -1268, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29939, -864, 3797, -1234, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
29975, -844, 3791, -1297, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30010, -872, 3779, -1224, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30045, -847, 3793, -1320, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30081, -842, 3797, -1236, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30116, -866, 3840, -1281, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30151, -869, 3781, -1282, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30187, -864, 3792, -1268, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30222, -863, 3807, -1262, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30258, -881, 3780, -1286, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30297, -893, 3811, -1235, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30336, -884, 3827, -1267, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30375, -867, 3817, -1258, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30414, -837, 3763, -1264, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30454, -848, 3785, -1268, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30493, -856, 3820, -1273, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30532, -861, 3782, -1263, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30571, -857, 3808, -1268, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30610, -859, 3814, -1268, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30650, -868, 3794, -1249, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30686, -849, 3797, -1264, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30723, -834, 3742, -1297, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30760, -864, 3767, -1240, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30796, -869, 3816, -1290, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30833, -867, 3788, -1244, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30870, -837, 3841, -1261, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30907, -841, 3824, -1285, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30943, -812, 3769, -1265, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
30980, -861, 3820, -1232, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31017, -864, 3861, -1305, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31054, -873, 3824, -1282, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31093, -861, 3745, -1254, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31132, -856, 3772, -1276, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31171, -837, 3803, -1273, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31211, -860, 3809, -1259, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31250, -877, 3794, -1277, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31289, -836, 3781, -1251, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31329, -846, 3756, -1265, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31368, -847, 3810, -1268, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31407, -866, 3834, -1297, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31447, -814, 3764, -1251, 64, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31488, -844, 3799, -1268, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31530, -851, 3772, -1273, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31572, -851, 3788, -1277, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31613, -854, 3802, -1286, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31655, -870, 3803, -1276, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31697, -863, 3790, -1265, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31738, -860, 3818, -1285, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31780, -840, 3792, -1285, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31822, -832, 3777, -1270, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31864, -832, 3803, -1269, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31898, -851, 3812, -1276, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31932, -835, 3790, -1290, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
31966, -846, 3779, -1282, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32000, -842, 3803, -1306, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32034, -844, 3805, -1281, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32068, -830, 3800, -1274, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32102, -820, 3757, -1307, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32136, -802, 3762, -1270, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32170, -853, 3821, -1320, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32204, -846, 3771, -1288, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32238, -857, 3795, -1283, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
32283, -854, 3820, -1307, 63, 9ffd7eee-c8db-4e92-8c63-6149e5ba53aa, , berdiri, bersedekap, , 
