186876, 194, 3818, -1187, 75, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, , 
196485, 60, 3810, -1493, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, , 
196527, 84, 3785, -1504, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, , 
196561, 78, 3857, -1479, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, , 
196595, 75, 3802, -1540, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, , 
196630, 74, 3822, -1462, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
196664, 87, 3836, -1484, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
196699, 112, 3913, -1568, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
196733, 97, 4004, -1576, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
196768, 134, 4141, -1530, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
196802, 638, 4887, -1709, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
196837, 254, 4147, -1274, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
196871, 471, 4027, -1099, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
196906, -272, 2817, -942, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
196950, -98, 3975, -682, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
196995, -73, 3997, -878, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197040, -25, 4186, -929, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197084, 110, 4061, -915, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197129, 171, 3927, -875, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197174, 128, 3922, -919, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197218, 116, 4025, -1001, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197263, 120, 4079, -1023, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197308, 166, 4067, -1052, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197353, 150, 3997, -1112, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197386, 136, 4009, -1068, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197419, 180, 3893, -1063, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197453, 187, 3939, -952, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197486, 142, 3928, -912, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197519, 22, 4002, -1041, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197553, -2, 3997, -951, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197586, -38, 3971, -988, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197619, 109, 3969, -987, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197653, 255, 4026, -974, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197686, 225, 3846, -869, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197720, 124, 3943, -976, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197758, 116, 4029, -971, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197797, 65, 3973, -929, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197835, 107, 3999, -969, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197874, 154, 3981, -932, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197912, 153, 4044, -1010, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197951, 129, 4031, -987, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
197989, 177, 3930, -926, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198028, 166, 3950, -1023, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198066, 189, 4032, -992, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198105, 170, 3923, -1011, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198147, 118, 3979, -994, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198189, 33, 3968, -992, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198231, 82, 3944, -968, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198274, 111, 3963, -931, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198316, 67, 3999, -985, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198358, 82, 4040, -967, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198401, 137, 3961, -943, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198443, 188, 4025, -970, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198485, 149, 3890, -955, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198528, 84, 3929, -989, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198561, 72, 3987, -942, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198594, 37, 4045, -940, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198627, 81, 4010, -970, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198660, 125, 3943, -945, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198693, 105, 3954, -978, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198726, 79, 4056, -960, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198759, 78, 3989, -939, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198792, 107, 3972, -986, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198825, 145, 3985, -962, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198858, 75, 4033, -945, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198891, 36, 3983, -959, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198930, 92, 3965, -946, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
198969, 130, 3972, -911, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199009, 76, 4045, -944, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199048, 63, 4096, -938, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199088, 99, 3995, -971, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199127, 80, 3865, -998, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199166, 40, 3907, -969, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199206, 34, 4055, -922, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199245, 87, 4082, -967, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199285, 87, 3934, -961, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199325, 95, 3965, -981, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199365, 72, 3959, -935, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199406, 102, 3976, -949, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199446, 62, 3970, -921, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199487, 30, 4016, -915, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199527, 28, 4058, -949, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199567, 73, 3981, -930, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199608, 144, 4012, -941, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199648, 112, 3959, -995, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199689, 54, 3928, -958, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199728, -1, 4002, -952, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199767, 19, 4074, -929, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199806, 90, 4016, -949, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199845, 100, 3918, -972, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199884, 106, 4004, -976, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199923, 101, 3931, -973, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
199962, 25, 3913, -937, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200001, 18, 3982, -922, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200040, 94, 4076, -1003, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200079, 102, 4037, -922, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200119, 62, 4001, -963, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200157, 56, 3926, -1006, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200195, 27, 3934, -964, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200233, 78, 3990, -981, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200272, 68, 4030, -959, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200310, 111, 3972, -961, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200348, 130, 3972, -990, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200387, 47, 3961, -946, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200425, 73, 3995, -941, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200463, 85, 4008, -988, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200502, 67, 3901, -1027, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200538, 55, 4041, -978, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200575, 6, 4001, -1028, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200612, 33, 3925, -1052, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200649, 119, 3952, -994, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200686, 55, 3991, -982, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200722, 67, 3971, -1003, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200759, 64, 3916, -939, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200796, 61, 4015, -898, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200833, 161, 4140, -983, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200870, 229, 3952, -1012, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200907, 49, 3903, -1004, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200948, -18, 3996, -1038, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
200989, 64, 3936, -1152, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201030, 127, 3941, -1090, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201071, 198, 3974, -1027, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201113, 113, 3960, -1110, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201154, 90, 3980, -1121, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201195, 116, 3994, -1142, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201236, 147, 3799, -1076, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201277, 143, 3893, -1080, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201319, 87, 3903, -1031, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201357, -90, 4069, -1026, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201395, -79, 4163, -1206, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201433, 169, 3829, -1152, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201472, 252, 3870, -1008, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201510, 59, 3884, -967, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201548, -98, 4086, -1124, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201587, 62, 3890, -1046, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201625, 159, 4014, -1108, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201663, 227, 4046, -957, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201702, 103, 3874, -1051, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201738, 86, 3910, -1014, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201775, 161, 3962, -1059, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201812, 227, 4038, -1062, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201849, 192, 3985, -1101, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201886, 147, 3945, -1135, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201923, 125, 3843, -1084, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201960, 157, 4016, -1083, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
201997, 167, 4019, -1101, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202034, 157, 3929, -1137, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202071, 154, 3946, -1130, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202108, 140, 3915, -1119, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202148, 176, 3961, -1131, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202189, 183, 3964, -1114, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202230, 203, 3942, -1136, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202271, 182, 3889, -1081, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202312, 135, 3870, -1135, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202353, 152, 4028, -1100, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202394, 110, 3891, -1153, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202435, 194, 3949, -1107, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202476, 43, 3899, -1168, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202517, 160, 3932, -1174, 76, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202552, 98, 4080, -1166, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202587, 132, 3815, -1145, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202622, 142, 3896, -1177, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202657, 112, 4003, -1207, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202692, 175, 3890, -1136, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202727, 98, 3956, -1212, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202762, 150, 3859, -1134, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202797, 75, 4024, -1268, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202832, 189, 3892, -1204, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202867, 117, 3904, -1187, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202903, 147, 3948, -1214, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202943, 181, 3756, -1140, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
202984, 112, 3986, -1284, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203024, 190, 3882, -1147, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203065, 66, 3992, -1319, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203105, 162, 3906, -1185, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203146, 125, 3816, -1226, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203186, 156, 3953, -1238, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203227, 150, 3832, -1232, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203267, 94, 3850, -1217, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203308, 93, 3904, -1292, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203348, 177, 3885, -1208, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203389, 153, 3976, -1208, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203430, 198, 4011, -1257, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203471, 167, 3775, -1155, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203512, 118, 3983, -1214, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203553, 93, 3958, -1244, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203594, 135, 4022, -1165, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203635, 101, 3887, -1183, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203676, 42, 3855, -1147, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203717, 110, 4033, -1216, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203753, 200, 3925, -1314, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203789, 301, 3866, -1203, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203826, 302, 3934, -1077, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203862, 213, 4061, -998, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203899, 177, 3959, -845, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
203935, 106, 4009, -871, 77, d490ee95-387e-41c9-9675-491c4019b13b, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
