214242, -642, 3632, -2012, 102, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
223622, -517, 3635, -1875, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
223660, -481, 3582, -1863, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
223698, -443, 3542, -1827, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
223736, -505, 3640, -1902, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
223774, -522, 3665, -1848, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
223812, -493, 3602, -1869, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
223850, -523, 3579, -1827, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
223888, -511, 3602, -1843, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
223926, -501, 3593, -1870, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
223965, -477, 3608, -1836, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224004, -483, 3598, -1838, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224044, -507, 3613, -1848, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224083, -486, 3613, -1875, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224122, -508, 3639, -1843, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224162, -496, 3580, -1850, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224201, -497, 3595, -1827, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224241, -464, 3607, -1880, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224280, -517, 3611, -1842, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224319, -493, 3622, -1871, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224359, -527, 3624, -1849, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224398, -512, 3643, -1860, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224438, -498, 3602, -1857, 98, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224479, -469, 3600, -1820, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224521, -505, 3624, -1850, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224563, -502, 3616, -1865, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224605, -518, 3666, -1857, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224647, -525, 3619, -1834, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224689, -516, 3605, -1902, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224730, -513, 3610, -1810, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224772, -472, 3600, -1841, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224814, -464, 3624, -1847, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224856, -494, 3654, -1864, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224898, -511, 3620, -1841, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224940, -480, 3618, -1884, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
224982, -481, 3609, -1876, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225016, -462, 3609, -1840, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225050, -474, 3615, -1848, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225084, -492, 3660, -1855, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225118, -455, 3638, -1860, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225153, -453, 3609, -1903, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225187, -468, 3616, -1864, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225221, -458, 3646, -1879, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225255, -495, 3697, -1835, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225290, -431, 3640, -1857, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225324, -482, 3588, -1828, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225358, -467, 3629, -1824, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225392, -468, 3662, -1903, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225427, -466, 3608, -1790, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225466, -470, 3635, -1853, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225505, -478, 3620, -1834, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225544, -442, 3620, -1825, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225583, -484, 3642, -1801, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225623, -478, 3581, -1820, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225662, -499, 3631, -1787, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225701, -392, 3589, -1843, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225740, -416, 3626, -1830, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225780, -458, 3611, -1861, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225819, -462, 3639, -1806, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225858, -517, 3685, -1865, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225897, -598, 3585, -1731, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225937, -520, 3643, -1839, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
225975, -466, 3620, -1818, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226013, -450, 3633, -1823, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226051, -465, 3597, -1826, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226089, -470, 3579, -1908, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226127, -422, 3647, -1808, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226165, -459, 3634, -1911, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226203, -518, 3658, -1819, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226241, -500, 3647, -1844, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226279, -505, 3610, -1837, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226317, -490, 3640, -1834, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226355, -484, 3632, -1862, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226393, -499, 3593, -1821, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226432, -484, 3631, -1828, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226470, -470, 3618, -1847, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226509, -474, 3648, -1839, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226547, -504, 3612, -1804, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226586, -514, 3603, -1862, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226624, -547, 3660, -1847, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226663, -458, 3617, -1854, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226701, -472, 3598, -1813, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226740, -474, 3617, -1870, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226778, -464, 3617, -1847, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226817, -459, 3615, -1854, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226855, -504, 3612, -1831, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226894, -481, 3592, -1823, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226933, -487, 3610, -1831, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
226972, -481, 3628, -1855, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227012, -517, 3657, -1863, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227052, -511, 3608, -1832, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227092, -505, 3623, -1864, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227132, -507, 3637, -1899, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227172, -498, 3644, -1833, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227212, -492, 3612, -1844, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227252, -499, 3618, -1845, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227292, -496, 3664, -1835, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227332, -503, 3634, -1848, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227372, -522, 3576, -1813, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227412, -530, 3611, -1866, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227452, -501, 3605, -1825, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227488, -503, 3586, -1847, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227525, -490, 3641, -1857, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227562, -482, 3612, -1820, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227599, -472, 3580, -1830, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227636, -562, 3632, -1826, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227673, -501, 3626, -1859, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227709, -469, 3599, -1857, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227746, -505, 3561, -1854, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227783, -489, 3614, -1858, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227820, -455, 3638, -1897, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227857, -444, 3582, -1863, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227894, -458, 3629, -1856, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227931, -489, 3596, -1845, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
227973, -484, 3663, -1855, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228016, -478, 3635, -1875, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228059, -474, 3616, -1887, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228102, -493, 3650, -1829, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228144, -471, 3561, -1838, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228187, -511, 3668, -1883, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228230, -417, 3619, -1829, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228273, -442, 3588, -1878, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228315, -441, 3571, -1840, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228358, -461, 3576, -1853, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228401, -430, 3662, -1928, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228444, -447, 3562, -1840, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228487, -442, 3620, -1852, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228521, -472, 3591, -1863, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228556, -450, 3623, -1881, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228590, -453, 3601, -1860, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228625, -424, 3635, -1883, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228660, -451, 3624, -1846, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228694, -424, 3600, -1879, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228729, -454, 3621, -1845, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228763, -405, 3595, -1882, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228798, -416, 3588, -1863, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228833, -439, 3622, -1888, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228867, -426, 3600, -1879, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228902, -383, 3577, -1896, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228937, -360, 3602, -1867, 95, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
228978, -404, 3616, -1865, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229019, -421, 3667, -1909, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229061, -403, 3605, -1881, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229102, -390, 3577, -1877, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229143, -406, 3664, -1860, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229185, -422, 3594, -1856, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229226, -398, 3582, -1940, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229268, -379, 3628, -1863, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229309, -378, 3591, -1900, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229350, -388, 3613, -1860, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229392, -442, 3650, -1880, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229433, -470, 3616, -1868, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229475, -405, 3607, -1880, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229509, -405, 3657, -1829, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229544, -385, 3610, -1910, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229579, -401, 3645, -1885, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229613, -406, 3607, -1844, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229648, -417, 3639, -1883, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229683, -416, 3636, -1868, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229717, -426, 3635, -1849, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229752, -466, 3633, -1882, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229787, -426, 3629, -1824, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229821, -420, 3615, -1870, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229856, -424, 3636, -1812, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229891, -473, 3696, -1816, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229926, -423, 3619, -1834, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
229969, -448, 3646, -1797, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230012, -444, 3596, -1802, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230055, -474, 3605, -1784, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230098, -460, 3636, -1799, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230141, -415, 3640, -1787, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230184, -465, 3733, -1832, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230227, -425, 3638, -1786, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230270, -416, 3626, -1792, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230313, -435, 3651, -1760, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230356, -457, 3643, -1824, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230399, -421, 3610, -1820, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230442, -409, 3668, -1806, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230486, -454, 3700, -1827, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230520, -419, 3574, -1812, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230554, -427, 3649, -1823, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230588, -398, 3659, -1862, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230622, -394, 3629, -1813, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230657, -416, 3630, -1840, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230691, -416, 3664, -1868, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230725, -397, 3613, -1857, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230759, -339, 3643, -1875, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230794, -378, 3582, -1853, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230828, -312, 3592, -1883, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230862, -404, 3559, -1897, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230896, -419, 3654, -1884, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230931, -345, 3580, -1915, 96, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
230972, -336, 3573, -1856, 94, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
231013, -387, 3682, -1946, 94, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
231054, -385, 3656, -1934, 94, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
231095, -333, 3666, -1953, 94, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
231137, -308, 3561, -1911, 94, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
231178, -352, 3571, -1936, 94, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
231219, -367, 3568, -1884, 94, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
231260, -238, 3529, -1866, 94, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
231302, -297, 3567, -1905, 94, 1a682dec-a956-4525-b75c-36e1b288359c, , berdiri, bersedekap, , 
