29654, 115, 4079, -64, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
38727, 156, 4062, -623, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
38768, 153, 4040, -599, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
38809, 171, 4037, -599, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
38850, 150, 4058, -689, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
38891, 163, 4090, -632, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
38932, 161, 4030, -564, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
38973, 147, 4032, -571, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39013, 184, 4082, -620, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39053, 174, 4069, -612, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39093, 147, 4028, -612, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39133, 135, 4050, -600, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39174, 164, 4038, -592, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39214, 187, 4067, -622, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39254, 162, 4073, -614, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39294, 157, 4055, -625, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39334, 159, 4056, -598, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39375, 152, 4037, -601, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39413, 141, 4057, -639, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39451, 153, 4053, -634, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39489, 169, 4042, -608, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39527, 147, 4054, -609, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39565, 142, 4069, -626, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39603, 156, 4068, -616, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39641, 172, 4060, -629, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39679, 166, 4059, -619, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39717, 175, 4044, -586, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39755, 183, 4066, -612, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39793, 192, 4078, -613, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39831, 169, 4051, -639, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39869, 155, 4058, -607, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39907, 171, 4057, -583, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39945, 158, 4075, -603, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
39984, 150, 4043, -642, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40022, 151, 4049, -613, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40060, 172, 4033, -583, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40098, 162, 4085, -601, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40136, 183, 4063, -602, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40175, 157, 4047, -613, 86, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40211, 149, 4074, -628, 85, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40247, 157, 4054, -586, 85, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40283, 156, 4065, -566, 85, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40320, 178, 4047, -595, 85, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40356, 161, 4060, -611, 85, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40392, 163, 4053, -599, 85, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40428, 165, 4059, -593, 85, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40465, 164, 4066, -593, 85, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40501, 184, 4055, -595, 85, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40537, 168, 4079, -605, 85, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40574, 152, 4076, -603, 85, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40612, 170, 4045, -572, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40651, 151, 4047, -571, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40690, 149, 4050, -593, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40729, 155, 4052, -571, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40768, 158, 4047, -588, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40807, 190, 4070, -590, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40846, 136, 4047, -583, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40885, 167, 4067, -595, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40924, 167, 4049, -582, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
40963, 162, 4050, -580, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41004, 189, 4063, -537, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41045, 132, 4075, -644, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41086, 155, 4076, -588, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41127, 161, 4036, -537, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41168, 152, 4036, -545, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41209, 181, 4073, -612, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41250, 167, 4081, -594, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41291, 172, 4048, -546, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41332, 150, 4070, -543, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41373, 143, 4044, -547, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41411, 171, 4037, -575, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41449, 148, 4054, -570, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41487, 157, 4073, -577, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41526, 171, 4073, -563, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41564, 181, 4054, -548, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41602, 147, 4071, -551, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41640, 136, 4074, -582, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41679, 153, 4064, -558, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41717, 161, 4063, -563, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41755, 167, 4056, -574, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41794, 165, 4069, -561, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41830, 156, 4081, -566, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41867, 177, 4051, -564, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41904, 161, 4061, -565, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41941, 169, 4049, -561, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
41978, 191, 4040, -559, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42015, 161, 4054, -571, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42052, 179, 4067, -590, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42089, 169, 4087, -559, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42126, 154, 4054, -496, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42163, 176, 4033, -534, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42204, 154, 4068, -580, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42245, 169, 4072, -572, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42286, 167, 4055, -547, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42327, 164, 4071, -542, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42368, 170, 4041, -532, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42409, 173, 4059, -572, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42450, 179, 4076, -568, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42491, 166, 4061, -544, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42532, 163, 4051, -535, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42573, 167, 4064, -528, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42614, 173, 4065, -552, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42648, 159, 4067, -559, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42682, 173, 4062, -544, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42717, 173, 4057, -556, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42751, 180, 4076, -567, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42786, 191, 4053, -536, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42820, 182, 4070, -548, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42854, 187, 4045, -540, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42889, 190, 4035, -542, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42923, 176, 4060, -520, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42958, 191, 4054, -552, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
42998, 184, 4051, -514, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43039, 174, 4055, -470, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43079, 171, 4039, -519, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43120, 186, 4078, -600, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43161, 183, 4091, -616, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43201, 200, 4063, -560, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43242, 157, 4058, -570, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43282, 172, 4052, -585, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43323, 176, 4058, -595, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43364, 184, 4046, -614, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43402, 201, 4054, -637, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43440, 186, 4053, -637, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43478, 172, 4041, -639, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43516, 156, 4048, -649, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43554, 189, 4046, -632, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43592, 199, 4028, -618, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43630, 188, 4044, -603, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43668, 171, 4061, -580, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43706, 205, 4055, -577, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43744, 149, 4069, -627, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43783, 175, 4067, -597, 84, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43822, 187, 4026, -571, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43861, 187, 4009, -583, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43900, 167, 4095, -611, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43939, 189, 4066, -613, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
43979, 179, 4042, -595, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44018, 176, 4039, -565, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44057, 172, 4046, -591, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44096, 196, 4077, -602, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44135, 196, 4053, -608, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44175, 183, 4068, -609, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44213, 148, 4037, -598, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44252, 190, 4058, -581, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44291, 186, 4059, -592, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44330, 188, 4044, -598, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44369, 181, 4079, -586, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44408, 177, 4064, -644, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44447, 190, 4063, -565, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44486, 168, 4025, -529, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44525, 151, 4065, -584, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44564, 224, 4070, -598, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44601, 200, 4070, -587, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44638, 151, 4063, -593, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44675, 167, 4047, -582, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44712, 185, 4051, -588, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44749, 170, 4070, -574, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44787, 179, 4060, -609, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44824, 165, 4051, -588, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44861, 159, 4061, -578, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44898, 176, 4072, -570, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44935, 188, 4045, -579, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
44973, 166, 4047, -520, 83, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45011, 178, 4079, -608, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45050, 181, 4053, -571, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45088, 181, 4069, -521, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45127, 186, 4055, -561, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45165, 164, 4075, -556, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45204, 188, 4078, -597, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45242, 171, 4062, -546, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45281, 163, 4048, -548, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45319, 170, 4053, -565, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45358, 186, 4060, -578, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45399, 172, 4064, -553, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45441, 159, 4074, -561, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45482, 159, 4067, -558, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45524, 174, 4049, -543, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45565, 183, 4069, -574, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45607, 161, 4039, -549, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45648, 157, 4076, -552, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45690, 159, 4085, -593, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45731, 171, 4046, -579, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45773, 168, 4070, -540, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45815, 157, 4037, -540, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45851, 159, 4079, -565, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45888, 171, 4085, -576, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45924, 175, 4050, -547, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45961, 165, 4069, -543, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
45997, 171, 4077, -541, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46034, 179, 4057, -556, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46070, 187, 4042, -565, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46107, 170, 4067, -568, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46143, 162, 4079, -552, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46180, 181, 4062, -538, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46217, 174, 4058, -531, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46255, 169, 4081, -538, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46293, 185, 4055, -571, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46331, 170, 4065, -522, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46369, 152, 4072, -595, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46407, 163, 4066, -520, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46445, 178, 4040, -531, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46483, 162, 4087, -537, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46521, 183, 4100, -533, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46559, 175, 4068, -523, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46602, 161, 4063, -524, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46646, 177, 4052, -525, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46690, 190, 4057, -549, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46734, 190, 4073, -536, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46778, 195, 4090, -540, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46822, 173, 4032, -513, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46866, 180, 4066, -525, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46910, 178, 4072, -535, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46954, 193, 4081, -514, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
46998, 178, 4070, -519, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47042, 172, 4049, -511, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47075, 169, 4075, -487, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47108, 170, 4069, -574, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47141, 152, 4082, -510, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47174, 181, 4033, -479, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47207, 177, 4054, -523, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47240, 197, 4082, -546, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47273, 163, 4086, -538, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47306, 174, 4058, -524, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47339, 193, 4052, -513, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47372, 188, 4039, -552, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47410, 196, 4077, -532, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47448, 169, 4075, -557, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47486, 171, 4068, -554, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47524, 153, 4064, -532, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47562, 175, 4069, -542, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47601, 174, 4066, -531, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47639, 186, 4064, -544, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47677, 179, 4054, -567, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47715, 173, 4071, -504, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47753, 182, 4084, -586, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
47792, 168, 4064, -518, 82, 18cf65c0-d367-46bd-b9b6-651a25b3e005, , berdiri, bersedekap, , 
