213257, 33, 4298, -495, 103, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
221254, -35, 3937, -1196, 103, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
221294, -31, 3934, -1165, 103, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
221335, -39, 3936, -1205, 103, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
221375, -45, 3918, -1198, 103, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
221415, -45, 3920, -1203, 103, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
221455, -62, 3924, -1211, 103, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
221495, -45, 3919, -1203, 103, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
221536, -44, 3934, -1204, 103, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
221574, -49, 3919, -1192, 103, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
221613, -39, 3910, -1196, 103, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
221652, -15, 3911, -1216, 103, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
221691, -27, 3912, -1228, 103, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
221730, -26, 3915, -1213, 103, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
221769, -58, 3918, -1212, 103, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
221808, -33, 3917, -1242, 103, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
221847, -42, 3922, -1231, 103, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
221886, -36, 3889, -1225, 103, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
221925, -52, 3897, -1239, 103, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
221962, -41, 3897, -1215, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
221999, -46, 3930, -1233, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222036, -58, 3911, -1244, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222074, -37, 3906, -1248, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222111, -52, 3905, -1227, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222148, -40, 3922, -1240, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222185, -75, 3877, -1247, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222223, -43, 3937, -1217, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222260, -40, 3925, -1257, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222297, -43, 3885, -1195, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222335, -67, 3898, -1191, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222380, -49, 3959, -1254, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222426, -21, 3917, -1235, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222471, -27, 3887, -1207, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222517, -25, 3904, -1222, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222563, -33, 3936, -1228, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222608, -20, 3913, -1220, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222654, -41, 3891, -1219, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222699, -30, 3915, -1230, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222745, -31, 3913, -1224, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222791, -41, 3935, -1247, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222822, -42, 3936, -1237, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222854, -60, 3932, -1214, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222886, -40, 3895, -1225, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222918, -43, 3939, -1216, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222950, -38, 3893, -1284, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
222981, -48, 3912, -1205, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223013, -73, 3886, -1220, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223045, -43, 3924, -1276, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223077, -25, 3916, -1257, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223109, -28, 3902, -1248, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223141, -40, 3909, -1273, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223180, -52, 3890, -1270, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223219, -44, 3898, -1258, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223258, -37, 3901, -1270, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223298, -53, 3878, -1279, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223337, -51, 3891, -1259, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223376, -46, 3906, -1267, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223416, -28, 3887, -1278, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223455, -41, 3889, -1259, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223494, -52, 3874, -1282, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223534, -47, 3879, -1309, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223575, -40, 3900, -1261, 105, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223616, -65, 3888, -1306, 105, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223658, -52, 3903, -1262, 105, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223699, -64, 3902, -1254, 105, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223741, -54, 3903, -1292, 105, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223782, -44, 3913, -1286, 105, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223823, -47, 3879, -1248, 105, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223865, -23, 3896, -1274, 105, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223906, -54, 3907, -1272, 105, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223948, -33, 3920, -1253, 105, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
223983, -52, 3866, -1270, 105, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224019, -69, 3893, -1263, 105, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224054, -59, 3903, -1279, 105, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224090, -34, 3905, -1253, 105, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224125, -44, 3896, -1283, 105, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224161, -55, 3904, -1255, 105, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224196, -47, 3900, -1247, 105, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224232, -55, 3902, -1256, 105, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224267, -58, 3895, -1276, 105, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224303, -56, 3899, -1270, 105, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224339, -52, 3884, -1307, 105, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224383, -61, 3891, -1255, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224428, -73, 3873, -1249, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224472, -45, 3910, -1317, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224517, -62, 3911, -1272, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224561, -32, 3878, -1265, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224606, -68, 3921, -1257, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224650, -66, 3901, -1282, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224695, -62, 3912, -1282, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224739, -59, 3874, -1250, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224784, -65, 3912, -1273, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224816, -65, 3895, -1272, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224849, -57, 3881, -1260, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224882, -51, 3893, -1260, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224914, -47, 3880, -1270, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224947, -72, 3916, -1254, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
224980, -38, 3901, -1254, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225013, -79, 3914, -1262, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225045, -48, 3886, -1256, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225078, -45, 3927, -1253, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225111, -49, 3911, -1261, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225144, -49, 3886, -1240, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225182, -50, 3896, -1248, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225221, -54, 3928, -1291, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225260, -36, 3912, -1252, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225299, -46, 3911, -1254, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225338, -68, 3900, -1278, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225377, -48, 3910, -1246, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225416, -73, 3898, -1244, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225455, -59, 3878, -1239, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225494, -51, 3899, -1258, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225533, -50, 3901, -1253, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225573, -60, 3908, -1241, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225613, -39, 3922, -1256, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225653, -70, 3908, -1260, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225693, -63, 3895, -1247, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225733, -76, 3908, -1260, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225773, -53, 3891, -1237, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225813, -47, 3915, -1238, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225853, -57, 3876, -1253, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225893, -62, 3919, -1231, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225934, -86, 3887, -1269, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
225970, -50, 3895, -1223, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226007, -67, 3893, -1221, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226043, -63, 3923, -1266, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226080, -69, 3940, -1241, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226117, -46, 3908, -1205, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226153, -89, 3908, -1254, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226190, -59, 3920, -1259, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226227, -62, 3889, -1241, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226263, -68, 3884, -1245, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226300, -68, 3898, -1268, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226337, -71, 3898, -1256, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226376, -58, 3886, -1261, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226416, -72, 3899, -1249, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226455, -65, 3906, -1260, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226495, -56, 3892, -1256, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226535, -72, 3906, -1274, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226574, -71, 3924, -1258, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226614, -52, 3896, -1256, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226653, -56, 3905, -1246, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226693, -43, 3884, -1260, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226733, -71, 3909, -1278, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226774, -45, 3904, -1290, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226816, -65, 3881, -1238, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226858, -75, 3902, -1267, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226899, -62, 3930, -1285, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226941, -57, 3902, -1246, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
226983, -56, 3876, -1243, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227024, -71, 3924, -1275, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227066, -73, 3886, -1237, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227108, -53, 3881, -1248, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227150, -77, 3907, -1259, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227185, -45, 3906, -1235, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227220, -34, 3907, -1254, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227255, -49, 3901, -1253, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227290, -39, 3918, -1268, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227325, -64, 3889, -1262, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227361, -57, 3916, -1257, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227396, -68, 3886, -1257, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227431, -37, 3914, -1245, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227466, -69, 3901, -1257, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227501, -46, 3910, -1227, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227537, -70, 3924, -1275, 107, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227575, -70, 3910, -1267, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227614, -62, 3904, -1237, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227653, -80, 3904, -1240, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227692, -51, 3893, -1269, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227731, -55, 3910, -1234, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227770, -54, 3909, -1231, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227809, -66, 3910, -1261, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227848, -36, 3918, -1244, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227887, -70, 3883, -1235, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227926, -72, 3909, -1259, 106, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
227965, -50, 3908, -1237, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228004, -59, 3914, -1230, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228043, -58, 3909, -1232, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228082, -38, 3902, -1210, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228121, -62, 3893, -1217, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228160, -42, 3921, -1225, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228199, -62, 3886, -1228, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228238, -63, 3899, -1214, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228277, -60, 3925, -1232, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228316, -60, 3902, -1212, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228356, -87, 3924, -1238, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228394, -45, 3921, -1212, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228432, -87, 3939, -1251, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228471, -63, 3907, -1201, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228509, -66, 3903, -1198, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228548, -70, 3934, -1245, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228586, -59, 3909, -1255, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228624, -57, 3883, -1194, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228663, -83, 3912, -1208, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228701, -65, 3920, -1222, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228740, -72, 3914, -1215, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228776, -73, 3905, -1189, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228813, -49, 3929, -1225, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228849, -77, 3941, -1224, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228886, -46, 3942, -1217, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
228922, -72, 3893, -1192, 104, ea4ead43-b273-4245-9d7c-1b1e536fa993, , berdiri, bersedekap, , 
