19980, -1188, 3729, -1254, , cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29118, -1085, 3735, -1138, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29159, -1106, 3786, -1130, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29201, -1107, 3804, -1154, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29242, -1075, 3748, -1104, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29284, -1100, 3816, -1129, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29325, -1083, 3823, -1144, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29367, -1115, 3829, -1089, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29408, -1197, 3864, -1184, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29450, -1091, 3818, -1134, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29491, -1043, 3769, -1120, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29533, -1154, 3804, -1210, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29569, -1102, 3795, -1089, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29606, -1072, 3790, -1113, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29642, -1108, 3737, -1098, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29679, -1092, 3708, -1052, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29716, -1108, 3752, -1130, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29752, -1082, 3714, -1070, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29789, -1080, 3741, -1077, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29826, -1104, 3754, -1048, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29862, -1137, 3785, -1067, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29899, -1167, 3844, -1073, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29936, -1165, 3772, -1034, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
29976, -1165, 3727, -1097, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30016, -1174, 3755, -1013, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30057, -1113, 3805, -1093, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30097, -1135, 3816, -1050, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30138, -1170, 3831, -1097, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30178, -1133, 3736, -1051, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30218, -1170, 3822, -1102, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30259, -1142, 3780, -1116, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30299, -1119, 3784, -1059, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30340, -1153, 3790, -1092, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30382, -1128, 3798, -1085, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30424, -1103, 3789, -1098, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30467, -1121, 3777, -1102, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30509, -1141, 3776, -1126, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30552, -1122, 3782, -1059, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30594, -1122, 3777, -1153, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30636, -1131, 3762, -1033, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30679, -1160, 3782, -1113, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30721, -1145, 3818, -1091, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30764, -1128, 3799, -1086, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30797, -1162, 3819, -1104, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30831, -1123, 3753, -1062, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30865, -1128, 3770, -1090, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30898, -1120, 3793, -1071, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30932, -1126, 3805, -1078, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
30966, -1149, 3793, -1086, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31000, -1125, 3773, -1068, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31033, -1119, 3776, -1107, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31067, -1155, 3823, -1004, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31101, -1088, 3796, -1118, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31135, -1125, 3838, -1003, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31175, -1135, 3801, -1093, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31216, -1136, 3730, -1043, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31256, -1129, 3784, -1058, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31297, -1106, 3765, -1086, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31337, -1106, 3745, -1014, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31378, -1088, 3763, -1081, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31418, -1138, 3767, -1058, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31459, -1130, 3800, -1064, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31499, -1131, 3814, -1059, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31540, -1137, 3807, -1073, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31577, -1169, 3790, -1062, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31615, -1138, 3756, -1053, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31652, -1159, 3766, -1123, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31690, -1102, 3783, -1051, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31727, -1132, 3803, -1080, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31765, -1173, 3770, -1060, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31802, -1125, 3797, -1109, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31840, -1094, 3809, -1078, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31877, -1139, 3820, -1077, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31915, -1122, 3791, -1035, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31953, -1154, 3776, -1074, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
31991, -1140, 3753, -1068, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32029, -1143, 3787, -1065, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32067, -1154, 3784, -1086, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32106, -1135, 3797, -1088, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32144, -1159, 3762, -1149, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32182, -1144, 3782, -1020, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32221, -1117, 3784, -1127, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32259, -1142, 3782, -1050, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32297, -1162, 3781, -1111, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32336, -1143, 3763, -1123, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32376, -1129, 3760, -1041, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32417, -1145, 3788, -1124, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32457, -1092, 3747, -1054, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32498, -1139, 3762, -1095, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32538, -1146, 3815, -1118, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32579, -1134, 3777, -1094, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32619, -1142, 3742, -1097, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32660, -1151, 3763, -1112, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32700, -1125, 3761, -1070, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32741, -1136, 3792, -1084, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32775, -1145, 3749, -1123, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32809, -1136, 3818, -1082, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32843, -1086, 3810, -1131, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32877, -1103, 3785, -1085, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32911, -1123, 3731, -1116, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32946, -1101, 3744, -1125, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
32980, -1146, 3799, -1101, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33014, -1137, 3822, -1139, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33048, -1086, 3747, -1072, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33082, -1119, 3777, -1127, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33117, -1093, 3767, -1124, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33163, -1104, 3774, -1109, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33210, -1119, 3769, -1123, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33256, -1110, 3803, -1102, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33303, -1129, 3765, -1093, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33350, -1114, 3784, -1154, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33396, -1119, 3772, -1114, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33443, -1126, 3790, -1095, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33489, -1127, 3763, -1141, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33536, -1119, 3747, -1101, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33583, -1137, 3761, -1087, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33616, -1158, 3785, -1111, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33649, -1136, 3747, -1122, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33682, -1100, 3783, -1160, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33715, -1122, 3787, -1135, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33748, -1109, 3805, -1107, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33781, -1092, 3786, -1117, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33814, -1091, 3794, -1112, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33847, -1074, 3731, -1078, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33880, -1092, 3735, -1054, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33913, -1066, 3815, -1067, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33951, -1081, 3782, -1059, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
33990, -1035, 3829, -1050, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34028, -1046, 3768, -1109, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34067, -1018, 3863, -1075, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34105, -905, 4174, -999, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34144, -1001, 3918, -1201, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34182, -1040, 3845, -1084, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34221, -1069, 3794, -1100, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34259, -1030, 3823, -1092, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34298, -1040, 3814, -1114, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34337, -1035, 3814, -1052, 77, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34373, -1055, 3786, -1008, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34410, -1026, 3831, -1061, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34447, -1080, 3813, -1014, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34483, -1112, 3727, -954, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34520, -1135, 3801, -973, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34557, -1054, 3824, -961, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34593, -1073, 3778, -947, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34630, -1047, 3800, -970, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34667, -1120, 3907, -868, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34704, -1110, 3928, -942, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34741, -1131, 3818, -901, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34778, -1128, 3829, -941, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34815, -1138, 3810, -888, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34853, -1135, 3821, -946, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34890, -1116, 3786, -939, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34927, -1110, 3819, -873, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
34964, -1117, 3844, -912, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35002, -1114, 3820, -879, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35039, -1070, 3802, -883, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35076, -1073, 3789, -936, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35114, -1114, 3766, -874, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35157, -1126, 3824, -891, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35201, -1166, 3793, -938, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35245, -1133, 3840, -890, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35289, -1134, 3856, -899, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35333, -1137, 3866, -901, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35376, -1067, 3757, -863, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35420, -1287, 3859, -972, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35464, -1073, 3753, -940, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35508, -1057, 3939, -943, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35552, -1075, 3866, -1012, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35587, -1070, 3892, -991, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35622, -1114, 3805, -948, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35657, -1083, 3887, -984, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35692, -1088, 3839, -977, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35728, -1069, 3875, -973, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35763, -1078, 3798, -955, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35798, -1086, 3815, -978, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35833, -1092, 3824, -977, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35868, -1139, 3799, -959, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35904, -1090, 3816, -960, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35943, -1092, 3810, -956, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
35983, -1129, 3815, -993, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36022, -1107, 3846, -958, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36062, -1112, 3780, -976, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36102, -1148, 3811, -983, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36141, -1150, 3737, -977, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36181, -1135, 3811, -975, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36221, -1144, 3852, -977, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36260, -1107, 3907, -938, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36300, -1108, 3827, -972, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36340, -1119, 3828, -988, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36377, -1140, 3801, -947, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36415, -1131, 3807, -990, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36452, -1147, 3837, -971, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36490, -1137, 3792, -952, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36528, -1141, 3848, -964, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36565, -1109, 3814, -983, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36603, -1144, 3776, -954, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36640, -1155, 3819, -967, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36678, -1140, 3806, -972, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36716, -1154, 3797, -956, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36756, -1132, 3815, -972, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36797, -1130, 3790, -958, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36838, -1110, 3813, -993, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36879, -1124, 3821, -981, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36920, -1126, 3847, -983, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
36960, -1117, 3784, -968, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37001, -1121, 3815, -1001, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37042, -1161, 3839, -971, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37083, -1129, 3857, -1017, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37124, -1122, 3815, -975, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37165, -1129, 3792, -981, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37200, -1137, 3811, -994, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37236, -1126, 3838, -1022, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37272, -1105, 3824, -998, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37308, -1147, 3802, -955, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37344, -1165, 3821, -1008, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37380, -1119, 3784, -984, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37416, -1161, 3804, -1021, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37452, -1105, 3802, -997, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37488, -1130, 3804, -999, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37524, -1123, 3808, -1000, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37563, -1120, 3734, -1037, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37602, -1160, 3814, -966, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37641, -1144, 3819, -1049, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37680, -1106, 3767, -998, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37720, -1156, 3808, -1027, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37759, -1127, 3766, -1044, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37798, -1145, 3830, -1019, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37837, -1120, 3801, -1040, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37876, -1114, 3762, -995, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37916, -1124, 3804, -1027, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37954, -1112, 3802, -1017, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
37992, -1108, 3813, -1037, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38030, -1108, 3787, -1023, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38068, -1135, 3828, -1035, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38106, -1113, 3807, -1021, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38144, -1117, 3753, -1041, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38182, -1125, 3829, -1013, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
38220, -1122, 3807, -1060, 79, cd01263d-c87e-4cfe-9751-e21156c63f02, , berdiri, bersedekap, , 
