144885, -84, 4002, 727, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
153628, -143, 4067, 346, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
153665, -115, 4091, 340, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
153702, -107, 4091, 325, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
153738, -89, 4073, 328, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
153775, -123, 4104, 325, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
153812, -127, 4095, 338, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
153849, -93, 4102, 351, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
153885, -109, 4104, 325, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
153922, -100, 4089, 338, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
153959, -140, 4064, 322, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
153996, -130, 4091, 326, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154035, -128, 4103, 334, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154074, -99, 4104, 323, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154114, -93, 4081, 328, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154153, -100, 4081, 289, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154193, -111, 4095, 331, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154232, -146, 4081, 313, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154271, -105, 4082, 299, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154311, -92, 4111, 305, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154350, -96, 4072, 322, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154390, -95, 4092, 290, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154428, -112, 4089, 304, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154467, -99, 4059, 328, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154506, -125, 4078, 313, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154545, -106, 4091, 305, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154584, -102, 4095, 297, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154622, -139, 4073, 292, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154661, -117, 4095, 302, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154700, -123, 4102, 306, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154739, -96, 4102, 292, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154778, -124, 4082, 334, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154816, -120, 4094, 298, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154854, -102, 4089, 302, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154892, -135, 4090, 302, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154930, -112, 4117, 280, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
154968, -92, 4128, 296, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155006, -102, 4111, 305, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155044, -88, 4098, 282, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155082, -118, 4079, 310, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155120, -114, 4089, 307, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155158, -101, 4104, 291, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155196, -105, 4080, 302, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155237, -104, 4104, 306, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155278, -108, 4102, 308, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155319, -107, 4085, 304, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155360, -119, 4101, 302, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155402, -102, 4115, 269, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155443, -97, 4093, 285, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155484, -121, 4104, 290, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155525, -109, 4094, 300, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155566, -81, 4108, 235, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155608, -112, 4078, 319, 73, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155646, -117, 4079, 302, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155685, -92, 4112, 279, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155723, -91, 4117, 265, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155762, -78, 4110, 301, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155801, -111, 4100, 287, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155839, -111, 4077, 282, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155878, -92, 4098, 288, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155917, -98, 4098, 267, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155955, -111, 4114, 278, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
155994, -103, 4093, 284, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156033, -87, 4080, 285, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156071, -99, 4082, 270, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156109, -105, 4063, 289, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156147, -96, 4087, 305, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156185, -90, 4096, 303, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156223, -85, 4118, 271, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156261, -98, 4079, 338, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156299, -106, 4105, 272, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156337, -107, 4111, 275, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156375, -99, 4064, 293, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156414, -76, 4093, 302, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156451, -88, 4105, 283, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156489, -103, 4102, 300, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156527, -101, 4101, 293, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156565, -110, 4104, 308, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156603, -91, 4092, 276, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156640, -110, 4092, 285, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156678, -95, 4116, 295, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156716, -99, 4092, 301, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156754, -97, 4072, 285, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156792, -81, 4080, 280, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156832, -70, 4099, 300, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156873, -90, 4090, 275, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156914, -131, 4065, 311, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156955, -92, 4098, 289, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
156996, -99, 4127, 293, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157036, -81, 4086, 279, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157077, -90, 4084, 297, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157118, -99, 4107, 262, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157159, -92, 4079, 283, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157200, -93, 4074, 280, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157241, -107, 4116, 300, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157275, -79, 4111, 295, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157310, -106, 4078, 287, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157345, -111, 4095, 286, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157380, -107, 4080, 290, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157415, -93, 4086, 292, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157450, -88, 4095, 295, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157485, -91, 4085, 308, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157520, -114, 4083, 285, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157555, -114, 4079, 274, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157590, -127, 4084, 328, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157630, -98, 4095, 301, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157670, -86, 4112, 294, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157710, -105, 4083, 292, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157750, -131, 4071, 322, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157790, -116, 4113, 287, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157830, -114, 4081, 305, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157870, -116, 4091, 285, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157910, -129, 4083, 283, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157950, -110, 4104, 278, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
157991, -129, 4079, 313, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158027, -114, 4103, 293, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158064, -118, 4091, 277, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158100, -121, 4100, 287, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158137, -116, 4092, 297, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158173, -101, 4087, 303, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158210, -81, 4101, 301, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158246, -102, 4088, 262, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158283, -127, 4104, 300, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158319, -121, 4121, 292, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158356, -98, 4103, 282, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158393, -122, 4098, 294, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158433, -107, 4064, 302, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158473, -113, 4082, 293, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158513, -133, 4127, 300, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158554, -124, 4093, 296, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158594, -112, 4081, 302, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158634, -117, 4092, 292, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158675, -122, 4122, 281, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158715, -138, 4106, 315, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158755, -134, 4088, 301, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158796, -131, 4118, 288, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158831, -118, 4107, 298, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158867, -121, 4129, 285, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
158903, -119, 4158, 307, 72, 674cf2a9-8be0-42f3-b359-b4cfd7a85878, , berdiri, bersedekap, , 
