20237, -1071, 3746, -1315, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29444, -991, 3613, -1660, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29486, -966, 3599, -1639, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29528, -1017, 3609, -1665, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29570, -998, 3582, -1678, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29612, -994, 3611, -1634, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29654, -982, 3582, -1679, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29696, -1006, 3616, -1634, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29738, -976, 3587, -1669, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29780, -1006, 3620, -1616, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29823, -955, 3624, -1695, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29863, -988, 3636, -1600, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29904, -983, 3609, -1666, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29945, -990, 3609, -1661, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
29985, -986, 3614, -1664, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30026, -966, 3608, -1674, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30067, -986, 3636, -1657, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30107, -943, 3585, -1645, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30148, -993, 3625, -1668, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30189, -989, 3617, -1675, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30230, -988, 3615, -1650, , 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30263, -997, 3613, -1669, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30297, -992, 3599, -1664, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30331, -1001, 3587, -1680, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30365, -1002, 3606, -1638, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30399, -1007, 3611, -1650, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30432, -1011, 3645, -1636, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30466, -968, 3590, -1686, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30500, -960, 3623, -1607, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30534, -1016, 3600, -1648, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30568, -1029, 3685, -1651, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30602, -1020, 3654, -1614, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30642, -997, 3645, -1727, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30683, -985, 3635, -1632, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30723, -1003, 3591, -1634, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30764, -1011, 3583, -1693, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30804, -993, 3548, -1646, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30845, -951, 3543, -1653, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30885, -947, 3487, -1655, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30926, -1014, 3542, -1626, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
30966, -1026, 3579, -1665, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31007, -992, 3653, -1686, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31046, -1044, 3673, -1633, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31085, -1027, 3617, -1722, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31124, -1027, 3618, -1589, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31163, -985, 3540, -1649, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31202, -1020, 3578, -1628, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31241, -1012, 3584, -1658, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31280, -1017, 3620, -1667, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31319, -997, 3616, -1667, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31358, -996, 3595, -1630, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31397, -1001, 3611, -1673, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31433, -1045, 3565, -1639, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31470, -1022, 3652, -1674, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31507, -996, 3613, -1641, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31544, -1010, 3588, -1633, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31581, -1035, 3612, -1649, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31617, -1004, 3595, -1654, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31654, -1062, 3622, -1610, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31691, -1059, 3626, -1703, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31728, -1053, 3598, -1605, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31765, -1007, 3600, -1659, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31802, -1022, 3577, -1643, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31844, -1030, 3603, -1643, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31886, -1026, 3610, -1635, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31928, -1001, 3587, -1636, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
31970, -1003, 3588, -1631, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32012, -1016, 3601, -1641, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32054, -993, 3622, -1636, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32096, -1032, 3623, -1631, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32138, -1031, 3646, -1645, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32180, -1029, 3612, -1623, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32223, -1077, 3580, -1632, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32257, -1031, 3594, -1631, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32291, -1032, 3603, -1635, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32325, -1021, 3632, -1617, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32359, -1046, 3582, -1626, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32393, -1040, 3614, -1668, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32427, -1015, 3589, -1625, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32461, -1050, 3611, -1619, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32495, -1039, 3615, -1651, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32529, -1055, 3619, -1598, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32563, -1048, 3637, -1628, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32598, -1070, 3606, -1642, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32641, -1027, 3577, -1622, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32685, -1059, 3616, -1622, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32728, -1041, 3628, -1634, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32772, -1078, 3652, -1652, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32816, -1066, 3598, -1609, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32859, -1073, 3596, -1591, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32903, -1076, 3592, -1572, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32946, -1065, 3599, -1661, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
32990, -1106, 3604, -1547, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33034, -1066, 3591, -1629, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33074, -1083, 3562, -1554, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33114, -1057, 3578, -1605, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33154, -1070, 3587, -1606, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33194, -1074, 3557, -1573, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33235, -1096, 3644, -1611, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33275, -1102, 3619, -1607, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33315, -1086, 3604, -1579, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33355, -1121, 3606, -1582, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33395, -1117, 3580, -1567, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33436, -1116, 3602, -1588, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33468, -1111, 3613, -1559, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33501, -1125, 3586, -1559, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33534, -1109, 3643, -1569, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33567, -1090, 3632, -1626, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33600, -1086, 3590, -1512, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33633, -1116, 3612, -1632, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33666, -1106, 3581, -1557, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33699, -1095, 3622, -1589, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33732, -1107, 3636, -1597, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33765, -1069, 3600, -1577, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33798, -1082, 3585, -1584, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33844, -1106, 3612, -1567, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33891, -1126, 3593, -1560, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33937, -1116, 3611, -1556, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
33984, -1112, 3597, -1571, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34030, -1107, 3616, -1560, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34077, -1094, 3593, -1587, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34123, -1062, 3593, -1638, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34170, -1074, 3629, -1584, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34216, -1035, 3611, -1652, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34263, -1074, 3635, -1558, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34292, -1062, 3606, -1612, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34322, -1084, 3567, -1562, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34352, -1066, 3604, -1602, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34382, -1081, 3625, -1610, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34412, -1077, 3620, -1625, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34442, -1083, 3624, -1581, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34472, -1059, 3612, -1620, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34502, -1045, 3627, -1615, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34532, -1055, 3615, -1605, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34562, -1033, 3646, -1622, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34592, -1054, 3596, -1616, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34632, -1068, 3606, -1621, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34673, -1037, 3615, -1623, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34713, -1051, 3590, -1652, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34754, -1043, 3636, -1602, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34795, -1057, 3602, -1650, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34835, -1002, 3617, -1597, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34876, -975, 3550, -1663, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34916, -1022, 3562, -1643, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34957, -1023, 3596, -1657, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
34998, -1043, 3671, -1639, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35038, -1044, 3667, -1700, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35078, -1036, 3621, -1624, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35119, -993, 3591, -1679, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35159, -978, 3581, -1689, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35200, -981, 3569, -1635, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35240, -1007, 3587, -1665, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35280, -968, 3572, -1670, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35321, -987, 3553, -1687, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35361, -961, 3550, -1689, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35402, -975, 3589, -1698, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35437, -979, 3581, -1736, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35472, -955, 3556, -1653, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35508, -1013, 3617, -1720, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35543, -979, 3633, -1686, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35579, -967, 3589, -1686, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35614, -1007, 3593, -1731, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35650, -1017, 3583, -1691, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35685, -993, 3622, -1701, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35721, -971, 3568, -1725, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35756, -982, 3609, -1684, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35792, -946, 3603, -1720, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35835, -980, 3587, -1670, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35878, -956, 3597, -1715, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35922, -983, 3630, -1707, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
35965, -979, 3581, -1708, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36009, -976, 3549, -1676, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36052, -976, 3580, -1694, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36095, -979, 3613, -1695, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36139, -975, 3565, -1720, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36182, -952, 3586, -1701, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36226, -999, 3585, -1704, 55, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36260, -970, 3569, -1677, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36294, -966, 3565, -1700, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36328, -994, 3549, -1702, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36362, -1006, 3592, -1698, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36396, -1015, 3628, -1709, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36431, -975, 3607, -1731, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36465, -997, 3578, -1672, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36499, -1000, 3628, -1701, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36533, -994, 3618, -1711, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36567, -996, 3584, -1695, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36602, -964, 3554, -1715, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36641, -1001, 3571, -1703, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36681, -996, 3572, -1681, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36720, -1011, 3613, -1722, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36760, -998, 3608, -1729, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36799, -984, 3602, -1697, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36839, -1008, 3588, -1706, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36878, -968, 3597, -1727, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36918, -1043, 3582, -1648, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36957, -953, 3542, -1732, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
36997, -1020, 3609, -1654, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37037, -935, 3573, -1710, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37077, -979, 3535, -1629, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37117, -981, 3564, -1720, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37157, -1003, 3555, -1682, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37197, -992, 3601, -1662, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37237, -1005, 3633, -1674, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37277, -1024, 3619, -1711, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37317, -1025, 3601, -1676, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37357, -1012, 3585, -1669, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37398, -984, 3595, -1683, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37438, -1011, 3584, -1675, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37479, -987, 3597, -1689, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37520, -987, 3602, -1683, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37561, -971, 3599, -1714, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37602, -942, 3603, -1741, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37642, -1018, 3571, -1653, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37683, -992, 3574, -1709, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37724, -972, 3604, -1626, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37765, -961, 3604, -1685, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37806, -996, 3587, -1695, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37847, -981, 3597, -1682, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37884, -997, 3607, -1647, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37922, -986, 3603, -1703, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37959, -1004, 3599, -1633, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
37997, -995, 3616, -1688, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38035, -970, 3576, -1664, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38072, -988, 3594, -1662, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38110, -993, 3625, -1669, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38147, -1004, 3617, -1667, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38185, -990, 3603, -1678, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38223, -1008, 3579, -1670, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38260, -985, 3589, -1678, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38298, -1006, 3603, -1652, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38335, -976, 3597, -1673, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38373, -1036, 3626, -1644, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38410, -1002, 3620, -1700, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
38448, -1005, 3597, -1629, 54, 1de9b0fb-5614-44f6-be92-2c04a818176d, , berdiri, bersedekap, , 
