148239, -989, 4003, -629, 96, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157179, -1140, 3863, -752, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157216, -1097, 3871, -807, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157252, -1145, 3915, -716, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157288, -1120, 3896, -759, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157324, -1083, 3908, -776, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157361, -1160, 3870, -727, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157397, -1145, 3884, -766, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157433, -1108, 3894, -795, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157470, -1155, 3816, -787, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157510, -1098, 3778, -682, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157551, -1087, 3748, -820, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157592, -1139, 3844, -677, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157633, -1060, 3828, -810, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157674, -1080, 3869, -762, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157714, -1093, 3894, -720, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157755, -1098, 3944, -799, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157796, -1142, 3896, -746, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157837, -1136, 3867, -746, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157878, -1150, 3841, -735, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157914, -1129, 3882, -773, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157950, -1147, 3872, -765, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
157986, -1133, 3891, -765, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158022, -1113, 3857, -830, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158058, -1162, 3867, -695, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158094, -1110, 3890, -839, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158130, -1105, 3871, -728, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158166, -1119, 3843, -778, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158202, -1124, 3850, -783, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158238, -1143, 3866, -752, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158275, -1125, 3879, -789, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158312, -1109, 3867, -771, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158350, -1124, 3866, -780, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158388, -1129, 3882, -778, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158426, -1139, 3875, -762, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158464, -1121, 3876, -763, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158502, -1136, 3835, -706, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158540, -1093, 3826, -790, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158578, -1155, 3882, -720, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158616, -1110, 3847, -783, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158654, -1129, 3869, -731, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158692, -1198, 3848, -767, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158731, -1151, 3911, -782, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158770, -1135, 3848, -779, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158808, -1115, 3830, -754, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158847, -1103, 3842, -776, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158886, -1108, 3890, -753, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158924, -1127, 3919, -758, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
158963, -1140, 3860, -731, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159002, -1118, 3885, -812, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159041, -1125, 3850, -732, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159077, -1094, 3825, -780, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159114, -1176, 3892, -719, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159151, -1144, 3885, -787, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159187, -1151, 3914, -744, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159224, -1124, 3844, -772, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159261, -1129, 3869, -738, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159298, -1133, 3864, -797, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159334, -1123, 3844, -740, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159371, -1118, 3841, -738, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159408, -1118, 3857, -754, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159445, -1114, 3858, -738, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159485, -1099, 3840, -758, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159526, -1123, 3857, -747, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159566, -1087, 3824, -742, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159607, -1143, 3782, -725, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159648, -1119, 3858, -808, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159688, -1127, 3873, -720, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159729, -1084, 3893, -754, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159769, -1159, 3891, -788, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159810, -1077, 3900, -754, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159851, -1120, 3902, -825, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159898, -1110, 3865, -742, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159945, -1092, 3848, -764, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
159992, -1114, 3873, -804, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160039, -1083, 3872, -783, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160086, -1078, 3850, -789, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160133, -1091, 3897, -776, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160180, -1123, 3805, -797, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160227, -1091, 3837, -776, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160274, -1085, 3881, -835, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160322, -1081, 3902, -754, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160353, -1039, 3797, -778, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160385, -1053, 3827, -743, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160416, -1061, 3875, -802, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160448, -1056, 3876, -802, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160480, -1106, 3868, -756, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160511, -1112, 3867, -792, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160543, -1098, 3909, -788, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160575, -1094, 3884, -775, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160606, -1099, 3872, -765, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160638, -1100, 3856, -757, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160670, -1094, 3820, -770, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160710, -1152, 3828, -733, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160750, -1085, 3879, -803, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160790, -1124, 3916, -705, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160830, -1087, 3889, -744, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160871, -1111, 3847, -723, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160911, -1118, 3905, -773, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160951, -1074, 3857, -772, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
160991, -1103, 3859, -717, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161031, -966, 3799, -665, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161072, -1058, 3837, -653, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161110, -1113, 3873, -741, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161148, -1106, 3887, -751, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161186, -1067, 3851, -761, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161224, -1135, 3841, -705, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161262, -1108, 3860, -772, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161301, -1139, 3856, -724, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161339, -1112, 3902, -740, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161377, -1096, 3844, -758, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161415, -1140, 3879, -805, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161453, -1106, 3836, -768, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161492, -1122, 3872, -808, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161529, -1085, 3870, -748, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161567, -1092, 3889, -788, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161605, -1119, 3903, -775, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161643, -1115, 3884, -764, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161681, -1105, 3892, -805, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161718, -1088, 3865, -810, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161756, -1100, 3830, -758, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161794, -1090, 3897, -840, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161832, -1111, 3891, -753, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161870, -1061, 3843, -859, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161906, -1135, 3879, -739, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161942, -1098, 3872, -812, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
161979, -1126, 3904, -778, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162015, -1119, 3927, -780, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162051, -1099, 3885, -785, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162088, -1105, 3919, -742, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162124, -1126, 3910, -808, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162160, -1125, 3886, -772, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162197, -1106, 3844, -764, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162233, -1097, 3847, -786, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162270, -1102, 3792, -792, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162310, -1114, 3793, -811, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162351, -1061, 3794, -784, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162391, -1110, 3830, -830, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162432, -1121, 3904, -735, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162473, -1074, 3913, -819, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162513, -1135, 3854, -804, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162554, -1119, 3875, -761, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162594, -1101, 3932, -853, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162635, -1104, 3880, -769, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162676, -1075, 3833, -792, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162715, -1120, 3878, -813, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162754, -1085, 3858, -817, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162793, -1091, 3877, -814, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162833, -1094, 3846, -827, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162872, -1129, 3820, -830, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162911, -1097, 3863, -799, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162951, -1106, 3888, -849, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
162990, -1108, 3880, -797, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163029, -1086, 3871, -817, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163069, -1111, 3853, -850, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163105, -1096, 3865, -794, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163141, -1060, 3868, -868, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163178, -1086, 3826, -796, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163214, -1086, 3847, -830, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163251, -1105, 3842, -809, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163287, -1095, 3888, -844, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163324, -1074, 3869, -842, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163360, -1078, 3881, -835, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163397, -1110, 3851, -828, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163433, -1080, 3847, -835, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163470, -1117, 3860, -847, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163510, -1096, 3850, -798, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163551, -1093, 3856, -859, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163591, -1113, 3817, -847, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163632, -1101, 3869, -873, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163672, -1099, 3834, -885, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163713, -1067, 3812, -821, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163753, -1114, 3861, -844, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163794, -1125, 3866, -859, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163834, -1095, 3852, -849, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163875, -1098, 3855, -854, 93, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163914, -1080, 3794, -843, 92, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163953, -1076, 3851, -848, 92, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
163993, -1112, 3810, -844, 92, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
164032, -1095, 3849, -844, 92, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
164072, -1074, 3800, -843, 92, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
164111, -1073, 3834, -811, 92, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
164150, -1070, 3797, -879, 92, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
164190, -1062, 3846, -854, 92, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
164229, -1031, 3829, -884, 92, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
164269, -1036, 3839, -926, 92, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
164309, -1044, 3828, -916, 92, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
164350, -1011, 3835, -952, 92, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
164391, -996, 3778, -907, 92, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
164432, -972, 3772, -972, 92, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
164473, -938, 3891, -987, 92, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
164514, -955, 3796, -962, 92, 10fb1cb8-2efc-4f76-a38e-653233033fdc, , berdiri, bersedekap, , 
