122805, 574, 4020, 987, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
131557, 393, 4069, 632, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
131596, 404, 4023, 632, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
131636, 399, 4038, 636, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
131676, 435, 4063, 681, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
131716, 411, 4033, 628, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
131756, 428, 4045, 624, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
131797, 410, 4072, 637, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
131837, 430, 4035, 640, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
131877, 398, 4047, 645, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
131918, 395, 4070, 638, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
131958, 415, 4040, 635, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
131998, 376, 4036, 635, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132039, 401, 4052, 648, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132077, 401, 4036, 643, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132115, 404, 4031, 648, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132153, 390, 4043, 634, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132192, 411, 4036, 626, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132230, 387, 4043, 648, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132268, 381, 4087, 569, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132306, 427, 4056, 634, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132345, 418, 4014, 663, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132383, 416, 4030, 654, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132421, 372, 4058, 631, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132460, 401, 4051, 603, 84, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132500, 407, 4039, 654, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132540, 423, 4017, 663, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132580, 416, 4023, 654, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132620, 391, 4036, 620, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132661, 410, 4045, 642, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132701, 412, 4067, 628, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132741, 391, 4057, 627, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132781, 395, 4025, 657, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132821, 378, 4048, 624, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132862, 409, 4048, 638, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132896, 419, 4016, 683, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132930, 405, 4028, 664, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132964, 430, 4046, 638, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
132999, 416, 4039, 623, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133033, 406, 4039, 645, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133067, 383, 4073, 617, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133101, 386, 4045, 567, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133136, 401, 4055, 582, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133170, 402, 4074, 560, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133204, 400, 4062, 517, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133239, 359, 4059, 503, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133278, 382, 4070, 544, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133318, 384, 4057, 549, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133358, 413, 4026, 543, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133397, 423, 4058, 586, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133437, 425, 4025, 577, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133477, 390, 4081, 550, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133516, 389, 4068, 555, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133556, 403, 4039, 553, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133596, 374, 4047, 545, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133636, 371, 4061, 566, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133676, 408, 4066, 581, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133716, 408, 4052, 568, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133756, 387, 4086, 536, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133796, 379, 4046, 555, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133836, 427, 4031, 614, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133876, 392, 4078, 513, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133916, 406, 4043, 553, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133956, 423, 4040, 579, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
133996, 399, 4051, 544, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134037, 410, 4069, 522, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134073, 399, 4089, 543, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134110, 401, 4075, 538, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134146, 397, 4058, 553, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134183, 415, 4043, 565, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134219, 387, 4072, 539, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134256, 404, 4067, 537, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134292, 391, 4067, 544, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134329, 395, 4061, 537, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134365, 403, 4040, 578, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134402, 375, 4047, 521, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134439, 379, 4097, 530, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134478, 390, 4045, 580, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134518, 415, 4002, 563, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134558, 395, 4058, 554, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134597, 401, 4069, 568, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134637, 406, 4026, 574, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134677, 378, 4074, 560, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134716, 372, 4039, 563, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134756, 423, 4045, 557, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134796, 397, 4062, 566, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134836, 400, 4049, 562, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134875, 400, 4062, 546, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134915, 392, 4045, 551, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134955, 432, 4033, 607, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
134995, 384, 4051, 554, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135035, 391, 4087, 535, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135074, 356, 4044, 564, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135114, 396, 4026, 588, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135154, 399, 4092, 552, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135194, 425, 4074, 576, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135234, 413, 4042, 568, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135271, 382, 4058, 572, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135308, 404, 4032, 596, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135345, 403, 4062, 580, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135382, 387, 4050, 569, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135419, 418, 4034, 568, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135456, 399, 4060, 566, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135493, 421, 4050, 567, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135530, 413, 4033, 574, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135567, 416, 4043, 608, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135604, 385, 4087, 560, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135642, 403, 4049, 567, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135681, 408, 4028, 581, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135721, 397, 4043, 585, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135761, 400, 4056, 540, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135800, 401, 4084, 546, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135840, 408, 4019, 609, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135880, 381, 4070, 573, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135919, 393, 4060, 563, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135959, 401, 4060, 568, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
135999, 393, 4062, 563, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136039, 404, 4066, 563, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136074, 421, 4042, 575, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136110, 403, 4063, 564, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136146, 424, 4083, 596, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136182, 412, 4038, 594, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136218, 389, 4074, 535, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136254, 396, 4051, 563, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136290, 394, 4033, 599, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136326, 408, 4032, 579, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136362, 403, 4071, 525, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136398, 415, 4077, 553, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136434, 385, 4022, 571, 83, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136474, 388, 4069, 563, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136515, 406, 4058, 569, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136556, 398, 4056, 557, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136596, 381, 4034, 550, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136637, 389, 4037, 570, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136678, 416, 4055, 563, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136718, 393, 4076, 561, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136759, 390, 4044, 541, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136800, 412, 4064, 572, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136841, 380, 4092, 509, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136880, 428, 4058, 573, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136920, 396, 4067, 587, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136959, 411, 4050, 564, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
136999, 392, 4051, 562, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137038, 404, 4047, 540, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137078, 402, 4060, 540, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137117, 405, 4036, 570, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137157, 411, 4034, 576, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137196, 398, 4092, 515, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137236, 394, 4050, 531, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137272, 395, 4017, 563, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137309, 404, 4077, 535, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137346, 422, 4037, 534, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137382, 393, 4027, 528, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137419, 386, 4078, 492, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137456, 397, 4084, 486, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137493, 416, 4062, 565, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137529, 397, 4037, 521, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137566, 396, 4048, 510, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137603, 396, 4081, 505, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137640, 420, 4053, 504, 85, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137679, 417, 4065, 533, 88, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137719, 409, 4044, 526, 88, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137759, 382, 3952, 515, 88, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137799, 372, 4111, 443, 88, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137839, 424, 4060, 485, 88, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137879, 420, 4027, 503, 88, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137919, 386, 4095, 477, 88, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137959, 393, 4053, 511, 88, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
137999, 405, 4058, 498, 88, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
138039, 415, 4083, 461, 88, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
138074, 406, 4063, 459, 88, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
138110, 419, 4039, 521, 88, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
138146, 373, 4050, 489, 88, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
138182, 413, 4121, 433, 88, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
138218, 428, 4086, 438, 88, d3a5afeb-a77e-465b-b7b6-d8a24bea8de4, , berdiri, bersedekap, , 
