198851, -84, 3959, 665, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
207253, -457, 3215, 440, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
207295, -1071, 4982, 643, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
207337, 323, 3963, 1053, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
207380, -17, 3772, 782, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
207422, 85, 4293, 572, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
207464, 7, 4178, 671, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
207506, -40, 4019, 743, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
207548, -119, 4021, 589, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
207591, -108, 3991, 603, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
207632, -56, 3997, 646, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
207674, -55, 4090, 668, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
207715, -99, 4126, 665, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
207757, -72, 4090, 666, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
207798, -59, 3980, 668, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
207840, -193, 4070, 653, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
207881, -199, 4006, 675, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
207923, -171, 4181, 663, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
207964, -46, 4019, 589, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208006, -28, 4026, 634, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208039, -114, 4071, 665, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208073, -147, 4069, 659, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208107, -158, 4042, 670, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208141, -110, 4047, 658, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208175, -137, 4037, 634, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208209, -150, 3998, 654, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208243, -112, 4047, 654, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208277, -106, 4115, 692, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208311, -104, 4045, 638, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208345, -160, 4051, 619, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208379, -190, 4062, 639, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208418, -125, 4088, 661, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208457, -129, 4163, 641, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208496, -63, 4145, 672, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208535, -123, 4092, 706, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208574, -166, 4177, 705, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208613, -141, 4163, 832, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208652, -140, 4080, 896, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208691, -106, 3960, 916, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208730, -215, 3968, 1036, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208770, -2, 2855, 1667, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208809, -407, 4219, 1184, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208848, -463, 4280, 1413, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208887, -158, 3904, 1609, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208926, -106, 3270, 1741, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
208965, 1, 3476, 1584, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
209004, 8, 3443, 1166, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
209043, 56, 3243, 924, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
209082, 79, 4012, 1372, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
209121, 68, 3609, 1864, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
209161, -4, 3531, 1500, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
209199, -53, 3747, 1071, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
209237, -15, 4101, 1052, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
209276, -166, 4158, 946, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
209314, -222, 4228, 906, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
209353, -257, 4175, 702, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
209391, -236, 4151, 725, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
209430, -267, 4008, 804, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
209468, -167, 4126, 710, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
209507, -159, 4109, 615, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
209545, -146, 4125, 576, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, menggaruk_dengan_tangan_lain, 
209584, -145, 4073, 603, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
209622, -154, 4012, 584, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
209661, -229, 4032, 554, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
209700, -229, 4118, 484, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
209739, -244, 4118, 464, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
209778, -215, 4078, 466, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
209817, -181, 4095, 394, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
209856, -180, 4103, 370, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
209895, -177, 4105, 387, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
209934, -138, 4124, 340, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
209973, -166, 4096, 301, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210008, -151, 4081, 276, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210043, -205, 4108, 294, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210079, -234, 4091, 287, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210114, -164, 4112, 248, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210149, -96, 4109, 191, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210185, -103, 4104, 228, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210220, -159, 4092, 209, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210255, -179, 4074, 227, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210291, -162, 4094, 213, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210326, -185, 4103, 192, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210362, -219, 4095, 189, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210408, -243, 4118, 192, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210455, -191, 4104, 205, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210501, -150, 4097, 178, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210548, -140, 4110, 172, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210594, -165, 4103, 193, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210641, -201, 4109, 179, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210687, -168, 4097, 171, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210734, -182, 4106, 183, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210780, -185, 4099, 141, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210827, -143, 4133, 164, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210861, -171, 4127, 184, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210895, -140, 4084, 150, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210929, -151, 4051, 153, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210964, -143, 4080, 163, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
210998, -175, 4121, 147, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211032, -161, 4134, 156, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211067, -137, 4095, 138, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211101, -145, 4081, 123, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211135, -153, 4108, 135, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211170, -154, 4121, 120, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211206, -138, 4131, 101, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211243, -150, 4101, 141, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211280, -146, 4100, 106, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211317, -163, 4110, 128, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211354, -147, 4106, 105, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211391, -158, 4136, 85, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211428, -153, 4101, 126, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211465, -131, 4057, 176, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211502, -120, 4099, 150, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211539, -136, 4097, 156, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211576, -152, 4114, 164, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211615, -138, 4108, 148, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211654, -161, 4085, 158, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211693, -175, 4103, 167, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211732, -136, 4115, 161, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211772, -147, 4131, 179, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211811, -154, 4099, 164, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211850, -132, 4063, 153, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211889, -110, 4080, 189, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
211928, -123, 4156, 161, 78, 723b765a-9fe9-47cb-a9bf-ca7ff3eb2fea, , berdiri, bersedekap, , 
