14108, -978, 3823, -1451, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
22579, -1087, 3682, -1408, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
22615, -1079, 3656, -1415, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
22651, -1086, 3651, -1421, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
22687, -1078, 3692, -1430, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
22723, -1100, 3672, -1384, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
22759, -1034, 3669, -1477, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
22795, -1105, 3673, -1338, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
22831, -1082, 3703, -1429, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
22867, -1075, 3638, -1401, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
22904, -1108, 3676, -1379, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
22946, -1102, 3716, -1387, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
22988, -1089, 3680, -1371, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23030, -1082, 3667, -1380, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23073, -1080, 3673, -1396, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23115, -1076, 3668, -1373, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23157, -1088, 3682, -1404, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23200, -1084, 3653, -1385, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23242, -1110, 3657, -1376, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23284, -1115, 3651, -1364, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23327, -1092, 3718, -1426, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23364, -1103, 3663, -1366, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23401, -1091, 3683, -1405, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23439, -1107, 3687, -1396, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23476, -1071, 3682, -1444, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23514, -1078, 3704, -1348, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23551, -1099, 3707, -1401, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23588, -1107, 3693, -1393, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23626, -1101, 3663, -1409, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23663, -1109, 3718, -1405, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23701, -1119, 3682, -1401, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23737, -1094, 3681, -1411, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23774, -1096, 3685, -1403, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23810, -1093, 3681, -1395, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23847, -1108, 3679, -1400, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23884, -1132, 3674, -1381, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23920, -1129, 3690, -1396, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23957, -1112, 3670, -1388, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
23994, -1120, 3676, -1396, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24030, -1108, 3683, -1363, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24067, -1116, 3723, -1434, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24104, -1109, 3677, -1323, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24144, -1108, 3673, -1413, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24184, -1117, 3704, -1345, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24225, -1115, 3659, -1374, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24265, -1141, 3659, -1383, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24306, -1116, 3696, -1387, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24346, -1132, 3697, -1380, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24386, -1103, 3667, -1380, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24427, -1116, 3669, -1355, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24467, -1134, 3702, -1377, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24508, -1116, 3661, -1374, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24543, -1101, 3719, -1371, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24579, -1112, 3692, -1349, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24615, -1092, 3696, -1376, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24650, -1120, 3675, -1382, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24686, -1151, 3673, -1355, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24722, -1140, 3707, -1389, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24758, -1138, 3691, -1369, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24793, -1113, 3690, -1417, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24829, -1118, 3671, -1346, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24865, -1103, 3681, -1410, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24901, -1145, 3678, -1325, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24939, -1119, 3737, -1405, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
24978, -1161, 3677, -1348, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25017, -1135, 3661, -1370, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25056, -1136, 3648, -1394, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25095, -1116, 3696, -1338, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25133, -1115, 3704, -1385, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25172, -1140, 3703, -1354, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25211, -1107, 3678, -1398, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25250, -1106, 3693, -1364, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25289, -1121, 3711, -1390, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25330, -1105, 3683, -1370, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25371, -1112, 3696, -1375, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25412, -1108, 3664, -1367, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25453, -1104, 3722, -1392, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25494, -1121, 3699, -1377, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25535, -1107, 3699, -1369, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25576, -1100, 3667, -1371, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25617, -1137, 3714, -1375, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25658, -1100, 3708, -1412, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25700, -1096, 3689, -1318, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25736, -1097, 3717, -1405, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25772, -1137, 3683, -1353, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25809, -1085, 3693, -1399, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25845, -1117, 3715, -1385, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25881, -1126, 3708, -1356, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25918, -1085, 3658, -1374, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25954, -1095, 3692, -1378, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
25990, -1092, 3655, -1369, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26027, -1094, 3704, -1372, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26063, -1112, 3702, -1376, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26100, -1093, 3680, -1379, , 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26141, -1145, 3696, -1362, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26183, -1104, 3719, -1394, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26225, -1136, 3704, -1318, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26267, -1090, 3724, -1380, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26309, -1111, 3700, -1381, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26350, -1120, 3682, -1367, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26392, -1126, 3707, -1379, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26434, -1104, 3695, -1413, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26476, -1103, 3713, -1325, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26518, -1100, 3702, -1417, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26556, -1079, 3590, -1330, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26594, -1086, 3671, -1388, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26633, -1081, 3686, -1417, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26671, -1112, 3628, -1318, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26710, -1066, 3726, -1414, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26748, -1107, 3683, -1328, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26786, -1106, 3714, -1362, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26825, -1119, 3712, -1373, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26863, -1115, 3661, -1354, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26902, -1091, 3668, -1376, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26938, -1096, 3690, -1389, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
26974, -1088, 3678, -1387, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27010, -1105, 3708, -1372, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27046, -1078, 3706, -1445, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27082, -1116, 3681, -1346, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27119, -1090, 3727, -1429, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27155, -1075, 3687, -1367, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27191, -1074, 3684, -1405, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27227, -1094, 3694, -1425, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27263, -1097, 3708, -1392, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27300, -1084, 3690, -1421, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27341, -1083, 3659, -1396, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27383, -1096, 3687, -1360, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27425, -1116, 3715, -1381, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27466, -1089, 3704, -1388, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27508, -1094, 3688, -1391, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27550, -1112, 3710, -1409, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27591, -1108, 3683, -1385, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27633, -1123, 3715, -1378, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27675, -1117, 3748, -1384, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27717, -1089, 3726, -1384, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27751, -1092, 3699, -1391, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27786, -1061, 3684, -1423, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27821, -1103, 3653, -1344, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27856, -1096, 3689, -1442, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27891, -1115, 3737, -1365, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27926, -1084, 3672, -1413, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27961, -1079, 3636, -1401, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
27996, -1105, 3659, -1372, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28031, -1104, 3700, -1386, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28066, -1064, 3660, -1365, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28101, -1083, 3685, -1386, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28141, -1078, 3649, -1409, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28181, -1066, 3658, -1342, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28221, -1084, 3719, -1415, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28261, -1112, 3743, -1405, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28301, -1126, 3672, -1363, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28341, -1077, 3673, -1390, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28381, -1099, 3693, -1371, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28421, -1082, 3674, -1401, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28461, -1063, 3679, -1427, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28501, -1084, 3688, -1352, 64, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28539, -1078, 3710, -1391, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28578, -1069, 3700, -1359, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28617, -1069, 3664, -1401, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28655, -1114, 3696, -1401, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28694, -1085, 3677, -1398, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28733, -1107, 3715, -1396, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28771, -1082, 3674, -1398, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28810, -1063, 3666, -1351, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28849, -1103, 3692, -1383, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28888, -1125, 3706, -1394, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28923, -1078, 3672, -1381, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28958, -1072, 3659, -1373, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
28993, -1100, 3687, -1394, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29028, -1094, 3707, -1376, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29063, -1110, 3725, -1395, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29098, -1079, 3700, -1376, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29133, -1091, 3688, -1383, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29168, -1092, 3652, -1395, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29203, -1121, 3694, -1366, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29238, -1079, 3719, -1447, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29273, -1102, 3692, -1347, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29314, -1092, 3688, -1401, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29356, -1108, 3663, -1365, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29398, -1081, 3675, -1413, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29439, -1106, 3695, -1346, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29481, -1100, 3677, -1383, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29523, -1093, 3698, -1364, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29564, -1095, 3699, -1391, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29606, -1094, 3705, -1377, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29648, -1082, 3685, -1379, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29690, -1117, 3702, -1379, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29730, -1103, 3696, -1402, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29770, -1122, 3693, -1365, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29810, -1133, 3700, -1371, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29850, -1119, 3702, -1386, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29890, -1099, 3688, -1405, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29930, -1066, 3661, -1428, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
29970, -1100, 3651, -1363, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30010, -1127, 3759, -1400, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30050, -1088, 3664, -1384, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30090, -1110, 3695, -1386, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30130, -1114, 3668, -1369, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30167, -1114, 3667, -1363, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30204, -1100, 3722, -1369, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30241, -1114, 3681, -1367, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30278, -1096, 3677, -1376, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30315, -1129, 3708, -1389, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30352, -1101, 3682, -1365, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30389, -1102, 3671, -1364, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30426, -1125, 3733, -1358, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30463, -1082, 3704, -1367, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30501, -1098, 3670, -1310, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30546, -1097, 3677, -1370, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30591, -1107, 3707, -1388, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30636, -1095, 3689, -1380, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30681, -1094, 3685, -1381, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30726, -1102, 3686, -1363, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30771, -1129, 3720, -1361, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30816, -1157, 3696, -1272, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30861, -1087, 3706, -1397, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30906, -1112, 3646, -1350, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
30951, -1119, 3764, -1255, 63, 4242c9e2-8ad9-4cd7-9c1e-5981e9b1171f, , berdiri, bersedekap, , 
