156841, -529, 3608, -2052, 75, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
166562, -672, 3428, -2004, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
166603, -699, 3492, -2022, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
166644, -648, 3471, -2116, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
166684, -678, 3501, -2010, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
166725, -710, 3498, -2012, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
166766, -675, 3507, -2059, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
166807, -688, 3499, -2039, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
166848, -676, 3462, -2013, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
166886, -687, 3488, -2053, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
166925, -691, 3476, -2049, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
166964, -708, 3501, -2022, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167003, -681, 3470, -2053, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167042, -681, 3494, -2003, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167081, -694, 3497, -2075, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167120, -700, 3471, -2043, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167159, -686, 3479, -1994, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167198, -688, 3509, -2068, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167237, -702, 3469, -1998, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167273, -706, 3482, -2040, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167310, -702, 3462, -2036, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167346, -705, 3480, -2044, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167383, -708, 3503, -2049, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167420, -718, 3504, -2008, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167456, -711, 3490, -2029, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167493, -724, 3490, -2012, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167530, -709, 3449, -2081, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167566, -681, 3485, -1989, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167603, -714, 3502, -2075, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167640, -733, 3502, -2063, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167681, -716, 3508, -2013, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167722, -733, 3524, -2048, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167763, -741, 3522, -1987, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167804, -742, 3468, -2033, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167846, -729, 3445, -2014, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167887, -683, 3474, -2026, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167928, -730, 3478, -2061, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
167969, -739, 3495, -1989, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168010, -725, 3458, -2049, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168052, -728, 3514, -2021, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168090, -744, 3484, -2052, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168129, -680, 3452, -2031, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168168, -706, 3486, -2022, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168206, -746, 3482, -2072, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168245, -742, 3471, -2001, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168284, -735, 3503, -2043, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168322, -707, 3475, -2039, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168361, -712, 3459, -1987, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168400, -704, 3494, -2031, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168439, -694, 3458, -2033, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168475, -732, 3469, -1991, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168512, -710, 3473, -2027, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168548, -741, 3485, -2019, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168585, -733, 3469, -2009, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168621, -695, 3504, -1958, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168658, -724, 3461, -2066, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168694, -731, 3529, -1976, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168731, -700, 3433, -2071, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168767, -727, 3419, -1984, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168804, -744, 3477, -1991, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168841, -717, 3543, -2095, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168880, -735, 3528, -1966, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168919, -709, 3467, -2019, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168958, -732, 3450, -2011, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
168997, -720, 3475, -2015, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169036, -727, 3470, -2024, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169075, -726, 3489, -2016, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169114, -716, 3452, -2052, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169153, -751, 3497, -2009, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169192, -713, 3483, -2090, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169231, -690, 3511, -1985, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169270, -707, 3487, -2031, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169309, -734, 3505, -2046, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169349, -735, 3484, -2009, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169388, -734, 3443, -2054, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169428, -725, 3450, -2000, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169467, -725, 3471, -2004, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169507, -710, 3496, -2012, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169546, -719, 3485, -2012, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169586, -717, 3501, -2033, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169625, -704, 3488, -2012, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169665, -729, 3466, -2042, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169700, -732, 3439, -2016, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169736, -766, 3529, -1992, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169771, -732, 3478, -2051, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169807, -711, 3459, -1991, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169843, -696, 3483, -2074, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169878, -714, 3454, -2030, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169914, -720, 3516, -2035, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169949, -728, 3480, -2051, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
169985, -737, 3485, -1992, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170021, -749, 3514, -2023, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170069, -735, 3481, -2034, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170117, -695, 3456, -2036, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170166, -707, 3449, -2002, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170214, -728, 3504, -2059, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170263, -748, 3490, -2016, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170311, -730, 3474, -2032, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170359, -729, 3531, -2024, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170408, -720, 3480, -2069, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170456, -724, 3488, -2000, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170505, -739, 3481, -2070, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170535, -736, 3448, -2016, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170565, -726, 3490, -2041, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170595, -720, 3476, -2069, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170625, -734, 3449, -2014, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170655, -735, 3466, -2035, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170686, -741, 3497, -2048, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170716, -737, 3458, -2020, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170746, -738, 3478, -2055, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170776, -726, 3473, -2053, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170806, -701, 3458, -2036, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170837, -696, 3474, -2059, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170881, -703, 3470, -2046, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170925, -747, 3457, -2038, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
170970, -684, 3497, -2028, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171014, -691, 3460, -2024, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171059, -714, 3477, -2065, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171103, -697, 3441, -2041, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171147, -724, 3455, -2071, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171192, -697, 3427, -2102, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171236, -691, 3482, -2034, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171281, -688, 3502, -2053, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171317, -693, 3501, -2070, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171354, -691, 3459, -2059, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171391, -708, 3478, -2055, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171428, -700, 3480, -2069, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171465, -698, 3490, -2058, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171501, -686, 3451, -2066, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171538, -672, 3501, -2036, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171575, -694, 3442, -2100, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171612, -675, 3517, -2041, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171649, -708, 3513, -2050, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171686, -759, 3489, -2086, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171727, -734, 3451, -2029, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171769, -748, 3507, -2085, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171811, -713, 3442, -2011, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171853, -702, 3426, -2004, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171895, -669, 3446, -2036, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171936, -685, 3437, -2018, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
171978, -709, 3438, -1999, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172020, -754, 3483, -2025, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172062, -736, 3534, -2060, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172104, -747, 3458, -2033, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172139, -719, 3466, -2019, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172174, -729, 3528, -2016, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172209, -699, 3484, -2084, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172244, -734, 3505, -1982, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172279, -704, 3448, -2066, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172314, -716, 3465, -2034, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172349, -704, 3501, -2043, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172384, -689, 3491, -2067, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172419, -691, 3482, -2010, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172455, -719, 3477, -2031, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172491, -731, 3486, -2025, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172528, -707, 3477, -2044, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172565, -710, 3502, -2069, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172602, -709, 3474, -2020, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172639, -729, 3497, -2028, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172675, -714, 3474, -2048, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172712, -739, 3498, -2031, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172749, -702, 3449, -2047, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172786, -704, 3480, -1988, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172823, -718, 3465, -2056, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172860, -741, 3487, -2023, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172899, -737, 3477, -2034, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172938, -700, 3497, -2072, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
172977, -730, 3465, -1998, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173016, -707, 3484, -2024, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173055, -723, 3463, -2027, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173094, -712, 3465, -2035, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173133, -713, 3457, -2015, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173172, -725, 3486, -2043, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173211, -716, 3479, -2044, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173250, -738, 3472, -2044, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173285, -725, 3485, -2013, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173321, -726, 3483, -2053, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173356, -716, 3500, -1995, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173392, -715, 3499, -2015, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173427, -726, 3471, -2044, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173463, -729, 3500, -2019, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173498, -708, 3519, -2041, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173534, -685, 3474, -2008, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173569, -702, 3450, -2012, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173605, -695, 3481, -2005, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173641, -706, 3501, -2012, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173684, -753, 3508, -2007, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173727, -694, 3498, -2028, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173770, -718, 3510, -2016, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173813, -719, 3485, -1992, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173856, -712, 3464, -2002, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173899, -741, 3509, -1991, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173942, -717, 3463, -2051, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
173985, -694, 3486, -1966, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174028, -708, 3489, -2031, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174072, -724, 3481, -2014, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174108, -701, 3462, -1998, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174144, -729, 3506, -2038, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174181, -698, 3506, -1984, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174217, -688, 3539, -2015, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174254, -676, 3505, -2022, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174290, -666, 3473, -2002, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174326, -692, 3463, -2035, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174363, -695, 3488, -2039, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174399, -707, 3490, -2051, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174436, -709, 3464, -2005, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174475, -680, 3489, -2047, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174514, -706, 3505, -2039, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174553, -663, 3479, -2057, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174592, -638, 3469, -2021, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174631, -667, 3459, -2066, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174670, -664, 3486, -2081, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174709, -673, 3492, -2053, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174748, -684, 3480, -2083, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174787, -666, 3463, -2024, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174826, -682, 3471, -2047, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174866, -666, 3488, -2065, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174903, -684, 3478, -2051, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174940, -662, 3475, -2038, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
174978, -687, 3471, -2056, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175015, -672, 3466, -2054, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175053, -682, 3452, -2089, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175090, -671, 3474, -2035, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175127, -704, 3445, -2068, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175165, -691, 3498, -2023, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175202, -673, 3479, -2089, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175240, -702, 3486, -2062, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175275, -682, 3479, -2047, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175311, -680, 3470, -2076, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175347, -671, 3469, -2064, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175383, -684, 3455, -2032, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175419, -681, 3488, -2083, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175455, -678, 3481, -2061, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175491, -681, 3455, -2084, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175527, -683, 3461, -2046, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175563, -678, 3463, -2067, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175599, -701, 3473, -2078, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175635, -696, 3458, -2048, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175678, -688, 3485, -2037, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175722, -667, 3487, -2098, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175765, -664, 3462, -2062, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175809, -661, 3486, -2100, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175852, -693, 3472, -2062, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175896, -679, 3471, -2096, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175939, -663, 3498, -2100, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
175983, -645, 3452, -2034, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176026, -643, 3485, -2102, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176070, -686, 3468, -2050, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176106, -664, 3444, -2083, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176142, -658, 3468, -2074, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176178, -681, 3434, -2061, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176214, -658, 3517, -2053, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176251, -625, 3479, -2096, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
176287, -654, 3463, -2049, 74, 56904467-f306-4808-8e1e-476027c8170e, , berdiri, bersedekap, , 
