187115, -1269, 3309, -1830, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196032, -1565, 3327, -1828, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196074, -1539, 3283, -1808, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196116, -1534, 3309, -1821, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196158, -1564, 3353, -1860, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196200, -1526, 3325, -1817, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196242, -1530, 3311, -1815, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196284, -1543, 3319, -1824, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196326, -1525, 3339, -1803, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196369, -1529, 3320, -1805, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196403, -1530, 3336, -1819, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196437, -1545, 3288, -1832, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196472, -1510, 3303, -1822, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196506, -1554, 3337, -1832, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196540, -1527, 3345, -1815, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196575, -1522, 3314, -1817, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196609, -1551, 3276, -1812, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196643, -1524, 3316, -1861, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196678, -1505, 3290, -1828, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196712, -1479, 3347, -1798, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196747, -1515, 3350, -1843, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196794, -1540, 3344, -1826, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196841, -1522, 3304, -1816, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196888, -1528, 3337, -1843, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196935, -1513, 3334, -1842, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
196982, -1523, 3337, -1805, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197029, -1532, 3313, -1834, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197076, -1526, 3319, -1816, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197123, -1479, 3295, -1879, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197170, -1502, 3337, -1804, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197218, -1535, 3327, -1891, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197251, -1524, 3336, -1824, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197285, -1522, 3339, -1856, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197318, -1514, 3332, -1848, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197352, -1525, 3321, -1813, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197385, -1542, 3372, -1845, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197419, -1527, 3327, -1841, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197452, -1516, 3312, -1832, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197486, -1526, 3285, -1842, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197519, -1525, 3311, -1848, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197553, -1530, 3372, -1845, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197588, -1533, 3357, -1833, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197624, -1571, 3459, -1893, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197660, -1521, 3382, -1808, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197696, -1524, 3348, -1824, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197732, -1507, 3302, -1869, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197767, -1494, 3281, -1812, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197803, -1492, 3327, -1875, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197839, -1459, 3269, -1819, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197875, -1473, 3276, -1809, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197911, -1452, 3253, -1808, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197947, -1506, 3329, -1818, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
197988, -1468, 3343, -1887, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198030, -1477, 3323, -1842, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198072, -1496, 3314, -1823, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198113, -1516, 3342, -1837, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198155, -1539, 3372, -1807, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198197, -1509, 3418, -1852, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198238, -1465, 3336, -1805, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198280, -1490, 3348, -1882, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198322, -1482, 3345, -1841, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198364, -1493, 3351, -1847, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198399, -1486, 3323, -1860, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198434, -1493, 3322, -1823, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198470, -1466, 3329, -1839, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198505, -1515, 3346, -1812, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198541, -1509, 3383, -1839, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198576, -1475, 3351, -1806, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198612, -1508, 3323, -1827, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198647, -1516, 3285, -1831, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198683, -1553, 3366, -1826, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198718, -1463, 3305, -1834, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198754, -1512, 3317, -1817, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198793, -1517, 3281, -1838, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198832, -1545, 3336, -1828, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198872, -1533, 3343, -1828, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198911, -1513, 3330, -1850, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198951, -1517, 3335, -1824, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
198990, -1524, 3339, -1839, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199029, -1520, 3318, -1831, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199069, -1516, 3326, -1832, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199108, -1524, 3347, -1835, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199148, -1502, 3334, -1821, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199190, -1549, 3339, -1852, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199232, -1534, 3352, -1810, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199274, -1468, 3302, -1827, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199316, -1499, 3308, -1814, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199358, -1499, 3288, -1860, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199400, -1494, 3332, -1826, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199442, -1511, 3344, -1834, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199484, -1452, 3318, -1867, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199526, -1535, 3340, -1823, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199568, -1496, 3338, -1865, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199603, -1515, 3340, -1829, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199638, -1473, 3300, -1840, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199673, -1476, 3317, -1848, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199708, -1475, 3308, -1810, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199743, -1508, 3369, -1837, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199778, -1503, 3362, -1843, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199813, -1474, 3299, -1873, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199848, -1464, 3222, -1753, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199883, -1552, 3444, -1942, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199918, -1512, 3320, -1809, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199954, -1514, 3391, -1871, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
199998, -1455, 3292, -1848, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200042, -1487, 3312, -1802, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200087, -1521, 3373, -1875, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200131, -1488, 3315, -1839, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200176, -1467, 3321, -1850, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200220, -1496, 3318, -1823, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200264, -1493, 3314, -1820, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200309, -1480, 3289, -1860, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200353, -1504, 3311, -1810, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200398, -1450, 3282, -1904, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200431, -1458, 3326, -1808, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200465, -1448, 3275, -1868, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200498, -1481, 3330, -1849, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200532, -1508, 3447, -1871, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200566, -1498, 3355, -1915, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200599, -1510, 3276, -1813, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200633, -1489, 3325, -1868, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200667, -1502, 3320, -1862, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200700, -1458, 3310, -1865, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200734, -1495, 3335, -1873, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200768, -1494, 3272, -1819, 91, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200806, -1489, 3301, -1887, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200845, -1520, 3340, -1844, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200883, -1467, 3306, -1910, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200922, -1490, 3356, -1836, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200961, -1501, 3316, -1875, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
200999, -1472, 3323, -1842, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201038, -1498, 3324, -1845, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201076, -1484, 3343, -1886, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201115, -1493, 3309, -1830, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201154, -1515, 3337, -1881, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201195, -1503, 3310, -1847, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201236, -1479, 3328, -1855, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201277, -1474, 3300, -1862, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201319, -1528, 3374, -1875, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201360, -1480, 3362, -1883, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201401, -1504, 3356, -1811, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201443, -1466, 3323, -1875, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201484, -1499, 3366, -1803, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201525, -1511, 3330, -1889, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201567, -1518, 3323, -1826, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201607, -1505, 3341, -1847, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201648, -1491, 3343, -1858, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201689, -1486, 3308, -1802, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201729, -1497, 3317, -1844, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201770, -1517, 3322, -1845, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201811, -1509, 3380, -1836, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201852, -1492, 3353, -1852, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201892, -1513, 3326, -1827, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201933, -1438, 3240, -1828, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
201974, -1479, 3392, -1834, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202015, -1492, 3305, -1858, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202052, -1499, 3352, -1778, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202089, -1507, 3345, -1851, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202127, -1486, 3323, -1830, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202164, -1488, 3347, -1826, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202202, -1467, 3349, -1864, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202239, -1467, 3308, -1798, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202276, -1489, 3333, -1842, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202314, -1481, 3338, -1837, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202351, -1491, 3335, -1793, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202389, -1485, 3355, -1842, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202426, -1493, 3349, -1829, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202463, -1502, 3342, -1822, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202500, -1505, 3333, -1870, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202537, -1496, 3351, -1800, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202574, -1477, 3305, -1872, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202612, -1486, 3382, -1786, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202649, -1508, 3355, -1846, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202686, -1497, 3357, -1810, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202723, -1487, 3372, -1857, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202760, -1489, 3374, -1826, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202798, -1496, 3324, -1808, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202835, -1511, 3304, -1842, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202872, -1479, 3309, -1859, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202909, -1487, 3358, -1813, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202946, -1490, 3344, -1816, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
202984, -1499, 3369, -1839, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203021, -1512, 3347, -1799, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203058, -1491, 3304, -1844, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203095, -1502, 3331, -1791, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203132, -1508, 3292, -1841, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203170, -1495, 3379, -1815, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203210, -1507, 3355, -1812, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203251, -1495, 3340, -1821, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203291, -1507, 3372, -1844, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203332, -1492, 3319, -1825, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203372, -1510, 3300, -1784, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203413, -1540, 3350, -1820, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203453, -1529, 3332, -1823, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203494, -1511, 3302, -1845, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203534, -1531, 3323, -1816, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203575, -1505, 3307, -1815, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203610, -1532, 3325, -1837, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203645, -1518, 3299, -1848, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203681, -1535, 3358, -1821, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203716, -1508, 3264, -1860, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203751, -1534, 3387, -1813, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203787, -1537, 3325, -1876, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203822, -1554, 3318, -1840, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203857, -1525, 3343, -1857, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203893, -1498, 3293, -1875, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203928, -1519, 3323, -1845, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
203964, -1551, 3340, -1858, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204004, -1543, 3286, -1878, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204045, -1533, 3303, -1861, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204086, -1542, 3310, -1880, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204127, -1533, 3306, -1877, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204168, -1542, 3284, -1845, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204208, -1535, 3246, -1876, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204249, -1592, 3324, -1851, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204290, -1546, 3286, -1882, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204331, -1525, 3309, -1853, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204372, -1552, 3296, -1870, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204406, -1535, 3274, -1864, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204441, -1570, 3335, -1900, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204476, -1525, 3290, -1866, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204510, -1539, 3278, -1846, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204545, -1544, 3328, -1878, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204580, -1535, 3292, -1876, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204615, -1524, 3309, -1872, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204649, -1520, 3310, -1857, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204684, -1536, 3294, -1889, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204719, -1537, 3305, -1879, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204754, -1524, 3296, -1901, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204795, -1531, 3309, -1885, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204836, -1521, 3296, -1834, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204877, -1533, 3329, -1908, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
204919, -1511, 3305, -1868, 92, d72ae888-4e0c-4af1-a086-642b7e305eb2, , berdiri, bersedekap, , 
