218541, -29, 4083, 170, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
227611, -5, 4095, 191, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
227652, -5, 4098, 209, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
227694, -13, 4096, 195, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
227736, 17, 4109, 191, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
227778, -15, 4124, 191, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
227820, -24, 4106, 208, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
227861, 24, 4088, 195, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
227903, -23, 4099, 196, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
227945, 0, 4126, 230, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
227987, -9, 4116, 202, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228029, 3, 4124, 190, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228065, -17, 4072, 196, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228101, 11, 4084, 219, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228138, 4, 4126, 190, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228174, -10, 4095, 193, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228211, 5, 4094, 216, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228247, -23, 4125, 232, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228284, 4, 4096, 207, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228320, -22, 4117, 205, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228357, -17, 4096, 227, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228393, 1, 4086, 198, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228430, 0, 4134, 177, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228468, 7, 4097, 234, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228506, 11, 4112, 204, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228544, 13, 4111, 221, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228582, 5, 4096, 211, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228620, -17, 4106, 211, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228658, -10, 4099, 202, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228696, -7, 4102, 197, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228734, 4, 4120, 212, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228772, 27, 4115, 210, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228810, 32, 4094, 199, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228846, -2, 4109, 165, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228882, 19, 4097, 208, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228919, -16, 4093, 210, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228955, 11, 4095, 185, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
228992, -7, 4111, 200, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229028, 5, 4118, 183, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229065, -4, 4134, 182, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229101, -8, 4113, 192, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229138, -11, 4103, 169, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229174, 19, 4085, 175, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229211, 2, 4102, 169, 107, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229249, -20, 4108, 184, 106, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229287, -36, 4091, 160, 106, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229326, 13, 4082, 165, 106, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229364, 15, 4127, 139, 106, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229403, 11, 4133, 160, 106, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229441, -7, 4069, 139, 106, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229479, -14, 4082, 147, 106, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229518, -11, 4139, 142, 106, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229556, -21, 4096, 137, 106, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229595, -28, 4093, 152, 106, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229634, -36, 4119, 144, 106, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229673, -16, 4084, 145, 106, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229712, -36, 4119, 119, 106, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229751, -3, 4102, 122, 106, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229790, -8, 4089, 136, 106, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229829, -31, 4103, 146, 106, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229868, -6, 4102, 160, 106, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229907, -46, 4125, 112, 106, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229946, -6, 4096, 125, 106, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
229986, -13, 4076, 148, 106, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230024, -17, 4105, 109, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230062, -41, 4106, 110, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230101, -29, 4129, 127, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230139, -19, 4089, 141, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230178, -30, 4092, 154, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230216, -33, 4076, 140, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230255, -20, 4119, 139, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230293, -32, 4124, 147, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230332, -40, 4095, 156, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230370, -52, 4077, 166, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230409, -15, 4108, 187, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230449, -23, 4093, 129, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230490, -38, 4060, 152, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230530, -42, 4156, 143, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230571, -39, 4100, 157, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230611, -22, 4089, 156, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230652, -21, 4148, 127, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230692, -29, 4118, 173, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230733, -59, 4099, 189, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230773, -51, 4100, 152, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230814, -43, 4093, 152, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230855, -30, 4095, 139, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230896, -47, 4115, 149, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230938, -54, 4099, 175, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
230979, -59, 4080, 135, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231021, -34, 4133, 140, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231062, -44, 4104, 154, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231103, -53, 4088, 178, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231145, -44, 4078, 150, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231186, -46, 4113, 139, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231228, -24, 4108, 158, 105, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231262, -27, 4104, 151, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231297, -62, 4080, 174, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231332, -66, 4114, 176, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231367, -52, 4112, 170, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231402, -44, 4112, 142, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231436, -43, 4097, 148, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231471, -35, 4079, 171, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231506, -59, 4103, 157, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231541, -36, 4116, 150, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231576, -25, 4136, 120, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231611, -55, 4098, 168, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231656, -36, 4064, 165, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231701, -25, 4109, 168, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231746, -33, 4121, 152, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231791, -36, 4116, 158, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231836, -28, 4094, 186, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231881, -36, 4149, 209, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231926, 2, 4121, 181, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
231971, -29, 4149, 193, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
232016, 6, 4125, 185, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
232062, 11, 4156, 227, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
232094, -6, 4185, 263, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
232127, 216, 4248, 318, 104, 9972e1f0-8027-4b0a-9712-f2514c564ed0, , berdiri, bersedekap, , 
