87045, -934, 3541, -1861, 56, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95666, -892, 3525, -1880, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95707, -874, 3520, -1835, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95747, -879, 3530, -1876, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95788, -883, 3547, -1897, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95828, -890, 3538, -1835, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95869, -880, 3548, -1885, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95909, -849, 3537, -1861, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95950, -838, 3559, -1863, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
95990, -838, 3549, -1866, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96031, -855, 3539, -1858, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96074, -871, 3552, -1874, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96117, -858, 3500, -1913, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96160, -856, 3550, -1789, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96204, -847, 3528, -1913, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96247, -859, 3555, -1837, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96290, -828, 3551, -1885, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96333, -839, 3540, -1878, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96377, -819, 3542, -1860, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96420, -828, 3566, -1897, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96463, -821, 3519, -1868, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96507, -829, 3536, -1859, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96537, -834, 3540, -1865, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96567, -805, 3549, -1869, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96598, -820, 3541, -1860, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96628, -860, 3532, -1860, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96659, -821, 3546, -1880, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96689, -840, 3556, -1872, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96719, -826, 3526, -1873, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96750, -802, 3535, -1871, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96780, -799, 3535, -1898, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96811, -827, 3598, -1831, 59, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96856, -849, 3635, -1881, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96901, -835, 3598, -1871, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96946, -833, 3562, -1831, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
96991, -794, 3475, -1911, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97036, -790, 3492, -1834, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97081, -814, 3552, -1857, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97126, -825, 3554, -1878, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97171, -829, 3530, -1880, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97216, -802, 3496, -1860, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97262, -829, 3517, -1859, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97294, -835, 3520, -1865, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97327, -784, 3483, -1912, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97360, -818, 3508, -1831, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97393, -822, 3551, -1923, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97426, -860, 3576, -1882, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97459, -832, 3526, -1866, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97492, -845, 3491, -1880, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97525, -849, 3541, -1910, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97558, -877, 3547, -1892, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97591, -837, 3542, -1885, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97624, -849, 3506, -1876, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97667, -881, 3537, -1888, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97711, -857, 3544, -1904, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97754, -843, 3507, -1871, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97798, -855, 3533, -1877, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97842, -851, 3526, -1902, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97885, -866, 3513, -1891, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97929, -835, 3511, -1901, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
97972, -863, 3540, -1908, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98016, -850, 3523, -1896, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98060, -856, 3567, -1874, 60, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98092, -861, 3529, -1921, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98124, -866, 3511, -1877, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98157, -872, 3548, -1901, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98189, -845, 3498, -1896, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98221, -847, 3519, -1876, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98254, -859, 3541, -1899, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98286, -855, 3538, -1883, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98318, -869, 3531, -1881, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98351, -875, 3552, -1873, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98383, -854, 3510, -1903, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98416, -861, 3526, -1871, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98456, -846, 3491, -1896, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98497, -836, 3521, -1883, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98538, -845, 3551, -1910, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98579, -874, 3583, -1844, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98620, -857, 3548, -1911, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98660, -872, 3527, -1872, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98701, -852, 3556, -1890, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98742, -833, 3483, -1899, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98783, -867, 3537, -1857, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98824, -860, 3545, -1895, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98864, -865, 3554, -1896, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98904, -843, 3531, -1871, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98944, -860, 3541, -1886, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
98985, -881, 3557, -1875, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99025, -863, 3550, -1871, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99065, -833, 3473, -1895, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99106, -878, 3525, -1844, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99146, -849, 3533, -1932, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99186, -868, 3565, -1798, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99227, -830, 3532, -1871, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99263, -861, 3500, -1868, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99299, -850, 3539, -1861, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99335, -870, 3524, -1890, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99371, -849, 3537, -1850, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99407, -867, 3520, -1847, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99443, -847, 3497, -1885, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99479, -841, 3505, -1855, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99515, -866, 3546, -1861, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99551, -874, 3594, -1900, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99587, -857, 3549, -1886, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99623, -822, 3493, -1904, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99665, -857, 3546, -1855, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99707, -803, 3503, -1923, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99749, -810, 3577, -1857, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99792, -814, 3512, -1891, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99834, -851, 3525, -1886, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99876, -839, 3526, -1902, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99919, -824, 3569, -1900, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
99961, -813, 3555, -1910, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100003, -853, 3541, -1887, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100046, -827, 3548, -1887, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100080, -826, 3522, -1884, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100115, -813, 3547, -1890, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100149, -824, 3515, -1882, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100184, -846, 3530, -1903, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100218, -813, 3513, -1914, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100253, -839, 3522, -1857, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100287, -824, 3538, -1935, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100322, -841, 3551, -1869, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100356, -837, 3520, -1892, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100391, -832, 3525, -1921, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100426, -827, 3541, -1907, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100473, -835, 3547, -1906, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100520, -786, 3503, -1915, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100567, -818, 3498, -1874, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100614, -827, 3564, -1909, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100661, -833, 3553, -1895, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100708, -826, 3552, -1879, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100755, -821, 3524, -1900, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100802, -818, 3535, -1899, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100849, -829, 3498, -1885, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100897, -835, 3516, -1903, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100929, -844, 3575, -1873, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100962, -831, 3528, -1927, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
100995, -834, 3551, -1850, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101028, -850, 3517, -1931, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101061, -856, 3497, -1897, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101094, -823, 3517, -1920, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101127, -826, 3525, -1936, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101160, -830, 3522, -1875, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101193, -854, 3526, -1891, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101226, -837, 3551, -1899, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101262, -844, 3530, -1899, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101298, -843, 3535, -1900, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101335, -840, 3511, -1900, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101371, -840, 3520, -1896, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101407, -864, 3530, -1909, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101444, -848, 3498, -1950, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101480, -854, 3567, -1893, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101516, -829, 3537, -1946, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101553, -829, 3537, -1878, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101589, -835, 3507, -1913, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101626, -833, 3511, -1904, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101671, -822, 3521, -1920, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101716, -832, 3531, -1929, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101762, -838, 3522, -1892, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101807, -876, 3536, -1900, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101853, -859, 3540, -1937, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101898, -843, 3521, -1891, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101943, -851, 3541, -1888, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
101989, -843, 3515, -1898, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102034, -864, 3522, -1890, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102080, -859, 3553, -1909, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102111, -884, 3508, -1890, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102142, -864, 3522, -1868, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102173, -885, 3531, -1887, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102204, -842, 3529, -1897, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102235, -824, 3497, -1891, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102267, -871, 3503, -1906, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102298, -845, 3536, -1905, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102329, -889, 3542, -1895, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102360, -849, 3484, -1899, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102391, -837, 3518, -1892, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102423, -859, 3531, -1918, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102463, -858, 3540, -1902, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102503, -888, 3514, -1869, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102544, -851, 3521, -1897, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102584, -839, 3543, -1889, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102625, -846, 3516, -1900, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102665, -867, 3511, -1901, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102705, -835, 3501, -1928, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102746, -840, 3555, -1888, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102786, -843, 3496, -1931, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102827, -840, 3525, -1863, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102865, -826, 3513, -1936, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102904, -856, 3498, -1896, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102943, -857, 3538, -1920, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
102982, -828, 3496, -1953, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103021, -834, 3514, -1908, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103060, -851, 3542, -1917, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103099, -848, 3530, -1947, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103138, -820, 3503, -1910, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103177, -817, 3511, -1913, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103216, -797, 3518, -1921, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103253, -827, 3512, -1926, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103290, -842, 3532, -1932, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103327, -805, 3492, -1959, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103364, -790, 3534, -1913, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103401, -812, 3494, -1954, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103438, -805, 3543, -1894, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103475, -801, 3510, -1936, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103512, -829, 3522, -1923, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103549, -831, 3515, -1935, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103586, -794, 3517, -1949, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103624, -791, 3503, -1924, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103665, -822, 3541, -1922, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103707, -828, 3530, -1932, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103749, -811, 3543, -1938, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103791, -816, 3494, -1934, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103833, -811, 3557, -1937, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103874, -829, 3520, -1938, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103916, -833, 3497, -1891, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
103958, -845, 3519, -1943, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104000, -823, 3536, -1890, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104042, -830, 3488, -1939, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104087, -813, 3502, -1877, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104133, -829, 3525, -1939, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104178, -834, 3502, -1871, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104224, -843, 3549, -1915, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104269, -836, 3534, -1928, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
104315, -834, 3511, -1890, 61, 21ed6b9e-4f44-42ee-b064-9375e1c14c5f, , berdiri, bersedekap, , 
