237565, -1056, 4126, -883, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
259442, -947, 3837, -1070, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
259477, -968, 3869, -1067, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
259512, -960, 3843, -1073, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
259547, -967, 3820, -1062, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
259582, -952, 3840, -1061, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
259617, -945, 3839, -1057, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
259652, -957, 3839, -1033, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
259687, -964, 3831, -1071, 85, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
259733, -949, 3884, -1062, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
259779, -920, 3830, -1102, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
259825, -947, 3849, -1030, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
259871, -965, 3861, -1088, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
259917, -942, 3812, -1060, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
259963, -947, 3861, -1093, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260009, -948, 3830, -1073, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260055, -937, 3837, -1082, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260101, -958, 3818, -1039, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260147, -959, 3860, -1069, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260194, -950, 3818, -1063, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260228, -946, 3819, -1073, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260262, -957, 3855, -1076, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260296, -954, 3846, -1077, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260330, -932, 3838, -1063, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260365, -957, 3841, -1064, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260399, -945, 3850, -1066, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260433, -953, 3844, -1077, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260467, -942, 3828, -1070, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260501, -936, 3833, -1060, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260536, -936, 3813, -1079, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260571, -972, 3812, -1063, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260606, -943, 3820, -1077, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260641, -944, 3871, -1085, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260676, -917, 3833, -1089, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260711, -942, 3841, -1054, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260746, -962, 3847, -1102, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260781, -947, 3817, -1036, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260816, -942, 3858, -1098, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260851, -953, 3855, -1053, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260886, -924, 3855, -1097, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260922, -941, 3822, -1039, 83, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260960, -948, 3868, -1089, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
260999, -947, 3817, -1050, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261037, -922, 3828, -1077, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261076, -938, 3854, -1074, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261115, -946, 3831, -1090, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261153, -928, 3846, -1071, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261192, -934, 3826, -1056, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261230, -944, 3829, -1067, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261269, -941, 3853, -1061, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261308, -909, 3838, -1067, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261349, -939, 3868, -1069, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261390, -953, 3829, -1069, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261431, -954, 3848, -1064, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261473, -950, 3847, -1079, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261514, -958, 3853, -1059, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261555, -917, 3839, -1060, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261597, -929, 3837, -1041, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261638, -965, 3828, -1066, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261679, -937, 3823, -1035, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261721, -974, 3841, -1078, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261757, -977, 3863, -1038, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261793, -944, 3840, -1082, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261829, -950, 3820, -1035, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261865, -959, 3853, -1086, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261901, -929, 3809, -1047, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261938, -940, 3808, -1052, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
261974, -949, 3840, -1058, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262010, -935, 3841, -1061, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262046, -948, 3817, -1065, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262082, -925, 3847, -1039, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262119, -947, 3835, -1064, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262157, -927, 3851, -1082, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262196, -960, 3836, -1033, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262235, -941, 3858, -1050, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262274, -926, 3829, -1084, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262313, -938, 3826, -1026, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262352, -965, 3851, -1077, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262391, -883, 3882, -1057, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262430, -917, 3828, -1045, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262469, -952, 3831, -1073, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262508, -933, 3829, -1035, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262545, -924, 3850, -1083, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262583, -926, 3856, -1070, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262620, -900, 3844, -1060, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262658, -913, 3847, -1033, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262696, -926, 3864, -1056, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262733, -939, 3815, -1052, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262771, -936, 3834, -1070, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262809, -905, 3863, -1076, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262846, -920, 3858, -1076, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262884, -937, 3852, -1050, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262922, -940, 3841, -1085, 81, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
262961, -925, 3830, -1040, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263001, -911, 3858, -1059, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263041, -916, 3841, -1074, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263080, -939, 3845, -1065, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263120, -925, 3820, -1064, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263160, -913, 3850, -1077, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263199, -902, 3846, -1118, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263239, -919, 3851, -1056, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263279, -935, 3841, -1077, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263319, -931, 3804, -1055, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263359, -933, 3841, -1087, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263400, -941, 3847, -1057, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263440, -927, 3858, -1087, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263481, -943, 3821, -1045, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263522, -945, 3893, -1082, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263562, -946, 3811, -1050, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263603, -935, 3835, -1078, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263643, -929, 3841, -1067, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263684, -936, 3827, -1069, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263725, -942, 3830, -1066, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263760, -951, 3832, -1048, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263796, -955, 3851, -1055, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263832, -932, 3837, -1060, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263867, -959, 3827, -1055, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263903, -940, 3849, -1058, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263939, -916, 3822, -1105, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
263975, -921, 3838, -1038, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264010, -942, 3840, -1097, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264046, -936, 3847, -1023, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264082, -946, 3852, -1081, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264118, -924, 3815, -1069, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264163, -933, 3846, -1066, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264208, -917, 3854, -1085, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264253, -927, 3829, -1048, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264298, -919, 3846, -1067, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264344, -948, 3871, -1085, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264389, -925, 3843, -1069, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264434, -925, 3854, -1061, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264479, -927, 3847, -1072, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264524, -947, 3851, -1074, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264570, -935, 3870, -1072, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264600, -921, 3872, -1064, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264631, -922, 3852, -1046, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264662, -943, 3862, -1064, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264692, -924, 3870, -1032, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264723, -902, 3857, -1051, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264754, -898, 3844, -1072, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264785, -898, 3885, -1032, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264815, -944, 3869, -1075, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264846, -924, 3859, -982, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264877, -898, 3861, -1047, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264908, -915, 3832, -1030, 80, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264949, -911, 3844, -1016, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
264990, -896, 3846, -1045, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265032, -926, 3829, -1014, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265073, -899, 3841, -1036, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265115, -911, 3854, -1045, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265156, -919, 3844, -1040, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265197, -909, 3808, -1029, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265239, -896, 3866, -1070, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265280, -900, 3858, -1032, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265322, -933, 3836, -1007, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265367, -901, 3867, -1031, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265412, -902, 3842, -1042, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265458, -893, 3855, -1033, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265503, -892, 3849, -1003, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265549, -936, 3834, -1028, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265594, -905, 3863, -1037, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265639, -889, 3839, -1054, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265685, -898, 3863, -1008, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265730, -907, 3862, -1082, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265776, -904, 3832, -1039, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265807, -908, 3862, -1061, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265838, -913, 3880, -1018, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265870, -895, 3863, -1095, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265901, -915, 3822, -999, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265933, -928, 3879, -1051, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265964, -910, 3827, -1018, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
265996, -904, 3846, -1049, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266027, -891, 3841, -1044, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266059, -898, 3859, -1045, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266090, -912, 3848, -1040, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266122, -904, 3853, -1047, 79, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266163, -908, 3854, -1033, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266204, -931, 3855, -1030, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266245, -910, 3880, -1037, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266286, -906, 3901, -1038, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266327, -866, 3843, -1083, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266368, -899, 3866, -1010, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266409, -917, 3874, -1052, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266450, -911, 3843, -1059, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266491, -871, 3847, -1054, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266532, -879, 3879, -1044, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266567, -878, 3879, -1067, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266602, -883, 3849, -1039, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266638, -911, 3873, -1046, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266673, -880, 3849, -1064, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266708, -883, 3841, -1047, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266744, -893, 3858, -1061, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266779, -884, 3857, -1048, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266814, -874, 3845, -1047, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266850, -881, 3843, -1055, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266885, -880, 3847, -1057, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266921, -875, 3862, -1054, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266958, -890, 3875, -1026, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
266995, -875, 3852, -1045, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267032, -881, 3896, -1046, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267069, -849, 3859, -1093, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267106, -884, 3854, -1017, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267143, -888, 3865, -1071, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267180, -893, 3854, -1042, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267217, -873, 3884, -1071, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267254, -892, 3889, -1027, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267292, -887, 3876, -1071, 78, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267335, -870, 3831, -1028, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267378, -892, 3884, -1067, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267422, -904, 3850, -1043, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267465, -882, 3871, -1049, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267509, -898, 3849, -1063, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267552, -904, 3880, -1041, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267595, -903, 3880, -1055, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267639, -873, 3837, -1037, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267682, -903, 3864, -1047, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267726, -905, 3852, -1051, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267761, -901, 3871, -1043, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267797, -904, 3844, -1040, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267832, -906, 3856, -1059, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267868, -908, 3897, -1039, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267904, -871, 3850, -1090, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267939, -896, 3877, -1008, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
267975, -893, 3843, -1051, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
268011, -923, 3817, -1042, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
268046, -905, 3867, -1040, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
268082, -923, 3854, -1003, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
268118, -888, 3829, -1070, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
268157, -913, 3840, -1020, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
268196, -930, 3838, -1063, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
268235, -898, 3809, -1018, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
268274, -918, 3854, -1060, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
268313, -913, 3848, -1027, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
268352, -933, 3855, -1049, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
268391, -906, 3850, -1049, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
268430, -924, 3825, -1040, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
268469, -924, 3863, -1072, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
268509, -905, 3836, -1044, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
268551, -896, 3823, -1085, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
268594, -925, 3854, -1036, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
268637, -924, 3868, -1057, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
268680, -861, 3837, -1065, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
268723, -887, 3855, -1051, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
268765, -903, 3857, -1088, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
268808, -886, 3827, -1054, 77, 456d2213-d30c-4aea-9187-86bab0b62568, , berdiri, bersedekap, , 
