80028, -621, 3994, -1043, 96, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89147, -702, 3862, -1029, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89177, -734, 3913, -1063, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89207, -729, 3909, -1048, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89237, -699, 3899, -1054, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89267, -728, 3902, -1053, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89297, -713, 3870, -1060, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89327, -736, 3839, -1028, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89357, -714, 3882, -1063, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89387, -720, 3956, -1059, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89417, -708, 3901, -1064, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89457, -748, 3905, -1029, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89498, -718, 3904, -1082, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89539, -735, 3874, -1050, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89579, -742, 3916, -1050, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89620, -761, 3901, -1033, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89661, -751, 3949, -1063, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89701, -745, 3909, -1051, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89742, -712, 3901, -1088, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89783, -717, 3888, -1054, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89824, -742, 3869, -1046, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89864, -776, 3926, -1055, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89905, -752, 3879, -1070, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89945, -766, 3862, -1021, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
89986, -747, 3896, -1072, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90027, -751, 3847, -1062, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90067, -710, 3895, -1113, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90108, -747, 3908, -995, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90148, -735, 3881, -1081, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90189, -767, 3821, -1032, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90230, -729, 3855, -1098, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90265, -742, 3856, -1047, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90300, -747, 3861, -1044, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90335, -744, 3943, -1077, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90371, -757, 3947, -1052, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90406, -730, 3901, -1081, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90441, -717, 3842, -1046, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90476, -744, 3904, -1108, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90512, -717, 3888, -1071, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90547, -763, 3902, -1081, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90582, -751, 3885, -1055, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90618, -728, 3940, -1096, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90658, -712, 3883, -1134, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90699, -700, 3908, -1046, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90739, -722, 3910, -1091, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90780, -720, 3867, -1070, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90820, -722, 3877, -1030, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90861, -733, 3903, -1085, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90901, -723, 3880, -1056, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90942, -717, 3899, -1059, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
90982, -740, 3868, -1056, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91023, -734, 3914, -1070, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91062, -734, 3915, -1057, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91101, -729, 3886, -1065, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91140, -724, 3893, -1057, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91179, -734, 3860, -1050, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91218, -723, 3880, -1054, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91257, -722, 3947, -1067, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91296, -703, 3924, -1102, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91335, -724, 3891, -1018, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91374, -717, 3872, -1065, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91413, -722, 3847, -1053, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91454, -725, 3951, -1049, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91495, -715, 3924, -1077, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91536, -703, 3927, -1068, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91577, -709, 3917, -1060, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91618, -678, 3903, -1085, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91659, -701, 3880, -1066, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91700, -705, 3905, -1067, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91741, -702, 3886, -1073, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91782, -697, 3907, -1087, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91823, -722, 3880, -1104, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91865, -708, 3903, -1060, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91901, -750, 3922, -1080, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91938, -715, 3890, -1059, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
91974, -696, 3904, -1048, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92011, -704, 3887, -1108, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92047, -713, 3835, -1044, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92084, -707, 3908, -1055, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92120, -705, 3924, -1106, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92157, -721, 3896, -1019, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92193, -698, 3918, -1069, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92230, -666, 3871, -1094, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92268, -679, 3889, -1067, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92306, -703, 3879, -1071, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92345, -717, 3899, -1060, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92383, -728, 3900, -1067, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92422, -729, 3917, -1068, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92460, -752, 3869, -1083, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92498, -709, 3840, -1078, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92537, -701, 3933, -1115, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92575, -737, 3953, -1057, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92614, -728, 3903, -1092, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92652, -731, 3872, -1091, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92690, -715, 3893, -1061, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92728, -721, 3958, -1091, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92766, -744, 3910, -1115, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92804, -741, 3869, -1039, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92842, -724, 3874, -1069, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92880, -734, 3824, -1056, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92918, -705, 3798, -1041, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92956, -715, 3844, -1051, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
92994, -729, 3870, -1067, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93033, -795, 3891, -1066, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93071, -753, 3906, -1080, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93109, -742, 3927, -1114, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93147, -738, 3882, -1086, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93186, -730, 3923, -1065, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93224, -780, 3927, -1068, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93262, -759, 3851, -1092, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93301, -741, 3883, -1088, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93339, -762, 3875, -1106, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93377, -764, 3847, -1071, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93416, -741, 3876, -1037, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93452, -761, 3895, -1061, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93489, -746, 3944, -1069, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93525, -748, 3883, -1069, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93562, -756, 3880, -1077, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93598, -755, 3880, -1044, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93635, -739, 3875, -1122, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93671, -757, 3896, -1040, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93708, -756, 3871, -1083, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93744, -744, 3857, -1044, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93781, -741, 3858, -1080, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93818, -786, 3878, -1083, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93859, -802, 3882, -1046, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93901, -729, 3887, -1074, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93942, -738, 3896, -1074, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
93984, -761, 3890, -1031, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94025, -759, 3912, -1080, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94067, -774, 3857, -1071, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94108, -746, 3848, -1050, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94150, -767, 3873, -1057, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94191, -776, 3880, -1070, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94233, -757, 3879, -1075, 99, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94271, -769, 3845, -1073, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94309, -779, 3895, -1042, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94347, -740, 3877, -1117, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94385, -775, 3886, -1031, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94423, -773, 3928, -1092, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94461, -785, 3863, -1078, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94499, -768, 3875, -1082, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94537, -766, 3853, -1077, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94575, -768, 3911, -1053, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94613, -756, 3856, -1070, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94651, -768, 3889, -1066, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94689, -796, 3872, -1065, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94727, -762, 3880, -1066, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94765, -763, 3867, -1080, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94803, -780, 3888, -1077, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94841, -774, 3834, -1063, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94879, -770, 3883, -1073, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94917, -797, 3894, -1057, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94955, -753, 3900, -1126, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
94993, -757, 3884, -1051, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95031, -789, 3906, -1091, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95069, -756, 3844, -1093, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95108, -762, 3874, -1067, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95147, -773, 3885, -1102, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95185, -765, 3860, -1049, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95224, -733, 3880, -1081, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95263, -753, 3883, -1093, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95301, -748, 3895, -1112, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95340, -743, 3897, -1098, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95379, -736, 3868, -1070, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95418, -726, 3905, -1059, 100, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95453, -752, 3870, -1064, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95488, -764, 3899, -1096, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95524, -784, 3888, -1141, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95559, -737, 3885, -1105, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95594, -763, 3883, -1060, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95630, -741, 3893, -1100, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95665, -758, 3872, -1058, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95700, -772, 3870, -1069, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95736, -746, 3857, -1106, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95771, -727, 3885, -1067, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95807, -763, 3869, -1083, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95849, -741, 3919, -1115, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95891, -756, 3855, -1080, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95934, -738, 3869, -1096, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
95976, -767, 3912, -1067, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96019, -740, 3901, -1079, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96061, -748, 3905, -1135, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96103, -716, 3857, -1090, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96146, -728, 3947, -1085, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96188, -701, 3854, -1175, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96231, -710, 3850, -1054, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96266, -695, 3896, -1113, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96301, -742, 3838, -1131, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96336, -723, 3868, -1103, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96371, -725, 3898, -1104, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96406, -718, 3893, -1080, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96442, -748, 3925, -1092, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96477, -788, 3881, -1083, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96512, -751, 3846, -1066, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96547, -765, 3884, -1071, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96582, -766, 3836, -1063, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96618, -766, 3882, -1083, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96660, -788, 3880, -1068, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96702, -741, 3884, -1087, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96744, -738, 3933, -1070, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96786, -723, 3892, -1106, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96828, -750, 3905, -1016, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96870, -749, 3895, -1098, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96912, -755, 3865, -1040, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96954, -757, 3881, -1041, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
96996, -755, 3867, -1061, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97039, -761, 3855, -1008, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97076, -751, 4001, -1020, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97113, -771, 3969, -1041, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97151, -733, 3950, -978, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97188, -814, 3882, -921, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97226, -728, 3840, -951, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97263, -746, 3846, -1001, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97300, -701, 3860, -1019, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97338, -748, 3827, -985, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97375, -713, 3839, -1054, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97413, -668, 3843, -967, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97449, -706, 3924, -1026, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97486, -722, 3959, -1029, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97523, -746, 3946, -1047, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97559, -750, 3949, -1005, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97596, -725, 3829, -1024, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97633, -711, 3904, -1010, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97670, -748, 3910, -1045, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97706, -743, 3910, -1039, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97743, -751, 3919, -1046, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97780, -714, 3894, -1051, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97817, -748, 3899, -1009, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97864, -727, 3891, -1066, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97911, -737, 3888, -1020, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
97958, -707, 3889, -1119, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98005, -687, 3864, -1043, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98052, -731, 3913, -1089, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98099, -749, 3899, -1081, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98146, -706, 3888, -1071, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
98193, -734, 3920, -1084, 101, 4af11f76-837b-4f49-b932-acbfb006d1c1, , berdiri, bersedekap, , 
