74885, -1267, 3724, -771, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
84236, -1319, 3786, -812, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
84271, -1290, 3761, -746, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
84315, -1311, 3798, -762, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
84360, -1283, 3806, -840, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
84405, -1291, 3762, -750, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
84450, -1302, 3764, -768, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
84495, -1316, 3794, -764, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
84539, -1312, 3783, -768, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
84584, -1293, 3852, -791, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
84629, -1310, 3755, -784, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
84674, -1338, 3770, -802, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
84719, -1327, 3862, -834, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
84753, -1276, 3813, -798, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
84787, -1306, 3824, -784, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
84821, -1316, 3796, -848, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
84855, -1276, 3793, -823, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
84889, -1273, 3813, -843, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
84923, -1283, 3805, -841, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
84957, -1268, 3787, -837, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
84991, -1268, 3801, -813, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85025, -1262, 3820, -827, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85060, -1253, 3786, -850, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85095, -1280, 3808, -817, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85131, -1284, 3756, -830, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85167, -1282, 3765, -786, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85203, -1279, 3812, -872, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85239, -1255, 3805, -795, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85275, -1274, 3776, -802, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85311, -1299, 3809, -847, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85347, -1283, 3794, -813, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85383, -1301, 3802, -833, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85419, -1295, 3830, -822, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85455, -1305, 3779, -802, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85495, -1274, 3765, -820, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85535, -1287, 3763, -788, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85575, -1300, 3830, -839, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85615, -1284, 3826, -829, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85655, -1323, 3762, -825, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85695, -1287, 3764, -843, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85735, -1306, 3804, -822, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85775, -1259, 3807, -800, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85815, -1313, 3814, -821, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85855, -1318, 3800, -862, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85893, -1289, 3800, -833, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85931, -1319, 3822, -868, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
85969, -1302, 3779, -808, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86007, -1285, 3764, -835, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86045, -1293, 3792, -830, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86084, -1291, 3790, -831, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86122, -1311, 3838, -838, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86160, -1283, 3812, -843, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86198, -1290, 3805, -814, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86236, -1318, 3800, -847, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86275, -1314, 3779, -812, 91, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86314, -1279, 3818, -874, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86354, -1301, 3766, -801, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86393, -1317, 3801, -847, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86433, -1355, 3823, -804, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86473, -1336, 3785, -823, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86512, -1332, 3758, -849, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86552, -1278, 3753, -816, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86591, -1282, 3830, -844, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86631, -1313, 3857, -821, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86671, -1290, 3804, -840, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86709, -1308, 3799, -834, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86748, -1285, 3789, -874, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86786, -1308, 3820, -853, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86825, -1321, 3828, -801, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86863, -1318, 3834, -932, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86902, -1301, 3808, -765, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86940, -1254, 3766, -876, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
86979, -1253, 3707, -824, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87017, -1285, 3742, -796, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87056, -1296, 3781, -880, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87096, -1303, 3753, -767, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87137, -1322, 3816, -817, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87178, -1332, 3825, -832, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87219, -1329, 3761, -773, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87260, -1333, 3786, -798, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87300, -1308, 3822, -829, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87341, -1307, 3765, -871, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87382, -1343, 3835, -775, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87423, -1268, 3797, -899, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87464, -1287, 3830, -763, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87505, -1287, 3821, -851, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87541, -1309, 3777, -834, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87577, -1290, 3820, -807, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87614, -1297, 3804, -839, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87650, -1291, 3788, -803, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87687, -1293, 3817, -829, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87723, -1303, 3783, -819, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87759, -1264, 3800, -851, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87796, -1297, 3810, -819, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87832, -1288, 3788, -792, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87869, -1285, 3807, -841, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87909, -1299, 3816, -776, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87950, -1211, 3808, -881, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
87991, -1275, 3794, -797, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88031, -1276, 3786, -838, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88072, -1274, 3786, -800, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88113, -1293, 3818, -796, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88153, -1304, 3817, -826, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88194, -1263, 3721, -821, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88235, -1261, 3786, -806, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88276, -1286, 3837, -821, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88309, -1296, 3822, -819, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88342, -1307, 3789, -821, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88376, -1295, 3792, -797, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88409, -1283, 3781, -844, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88443, -1309, 3835, -776, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88476, -1272, 3798, -846, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88510, -1259, 3821, -802, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88543, -1285, 3778, -842, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88577, -1270, 3801, -816, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88610, -1279, 3825, -845, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88644, -1251, 3800, -821, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88689, -1289, 3769, -798, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88735, -1264, 3813, -842, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88780, -1280, 3813, -810, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88826, -1286, 3823, -813, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88872, -1289, 3824, -817, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88917, -1303, 3810, -779, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
88963, -1301, 3796, -818, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89008, -1307, 3800, -790, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89054, -1251, 3807, -826, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89100, -1285, 3810, -783, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89132, -1296, 3790, -836, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89164, -1283, 3841, -793, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89196, -1251, 3806, -841, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89228, -1272, 3789, -791, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89260, -1254, 3776, -796, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89293, -1272, 3834, -819, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89325, -1257, 3820, -833, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89357, -1236, 3795, -815, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89389, -1254, 3811, -819, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89421, -1260, 3836, -774, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89454, -1271, 3863, -804, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89493, -1287, 3857, -752, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89532, -1246, 3829, -839, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89571, -1243, 3818, -779, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89610, -1256, 3800, -830, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89649, -1268, 3796, -816, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89688, -1250, 3829, -797, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89727, -1245, 3815, -836, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89766, -1243, 3766, -777, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89805, -1257, 3813, -787, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89845, -1267, 3839, -760, 92, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89889, -1255, 3840, -791, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89933, -1291, 3848, -782, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
89977, -1293, 3777, -755, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90021, -1272, 3786, -807, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90065, -1262, 3860, -755, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90109, -1258, 3839, -784, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90153, -1254, 3851, -741, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90197, -1243, 3799, -774, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90241, -1247, 3799, -719, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90286, -1273, 3831, -755, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90319, -1232, 3782, -733, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90352, -1247, 3816, -743, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90386, -1231, 3818, -776, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90419, -1221, 3777, -744, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90453, -1229, 3810, -781, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90486, -1229, 3816, -758, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90520, -1239, 3808, -835, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90553, -1263, 3883, -741, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90587, -1242, 3811, -859, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90620, -1228, 3834, -717, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90654, -1217, 3791, -806, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90697, -1251, 3799, -783, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90741, -1232, 3817, -756, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90784, -1257, 3829, -834, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90828, -1264, 3781, -808, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90872, -1272, 3823, -829, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90915, -1290, 3818, -797, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
90959, -1250, 3802, -831, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91002, -1227, 3840, -814, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91046, -1247, 3829, -778, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91090, -1266, 3817, -863, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91122, -1278, 3867, -794, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91155, -1219, 3820, -842, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91188, -1263, 3820, -790, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91221, -1309, 3780, -854, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91254, -1297, 3801, -808, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91287, -1322, 3804, -793, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91320, -1292, 3834, -831, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91353, -1280, 3826, -782, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91386, -1266, 3819, -784, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91419, -1305, 3804, -750, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91452, -1343, 3820, -753, 94, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91492, -1344, 3870, -775, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91532, -1312, 3776, -751, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91572, -1291, 3773, -701, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91613, -1283, 3813, -755, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91653, -1290, 3848, -673, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91693, -1293, 3797, -695, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91734, -1337, 3813, -677, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91774, -1298, 3825, -646, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91814, -1287, 3791, -674, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91855, -1316, 3804, -638, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91897, -1285, 3819, -633, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91939, -1274, 3797, -622, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
91981, -1295, 3815, -617, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92023, -1324, 3839, -592, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92065, -1344, 3853, -623, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92107, -1349, 3803, -607, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92149, -1363, 3831, -544, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92191, -1323, 3822, -647, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92233, -1286, 3827, -550, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92276, -1321, 3838, -610, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92310, -1347, 3844, -589, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92344, -1346, 3825, -562, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92378, -1285, 3827, -604, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92412, -1320, 3779, -545, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92446, -1334, 3807, -545, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92481, -1334, 3875, -560, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92515, -1352, 3824, -570, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92549, -1316, 3846, -587, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92583, -1346, 3847, -567, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92617, -1315, 3788, -587, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92652, -1335, 3831, -528, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92693, -1353, 3821, -633, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92734, -1333, 3832, -523, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92775, -1336, 3790, -601, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92816, -1356, 3835, -584, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92857, -1331, 3823, -590, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92898, -1350, 3845, -632, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92939, -1319, 3794, -591, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
92980, -1340, 3817, -600, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93021, -1326, 3841, -606, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93062, -1311, 3832, -611, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93096, -1304, 3831, -631, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93131, -1303, 3785, -631, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93166, -1311, 3819, -673, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93201, -1319, 3855, -611, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93236, -1271, 3810, -724, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93270, -1238, 3816, -597, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93305, -1278, 3809, -664, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93340, -1385, 3863, -743, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93375, -1345, 3892, -626, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93410, -1318, 3847, -749, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93445, -1233, 3840, -595, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93485, -1280, 3857, -764, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93526, -1291, 3877, -752, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
93567, -1249, 3821, -776, 95, f214be8a-f290-444c-8feb-178863f6bfc3, , berdiri, bersedekap, , 
