100115, -970, 3863, -735, 98, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
108690, -1176, 3907, -586, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
108722, -1189, 3929, -624, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
108761, -1169, 3971, -620, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
108801, -1179, 3878, -564, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
108841, -1217, 3985, -581, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
108880, -1123, 3828, -474, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
108920, -1143, 3679, -382, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
108960, -1143, 3762, -371, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
108999, -1157, 3905, -467, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109039, -1160, 3931, -414, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109079, -1103, 3974, -551, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109119, -1089, 3837, -435, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109155, -1082, 3882, -528, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109192, -1092, 3975, -562, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109229, -1127, 3925, -525, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109266, -1124, 3917, -565, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109303, -1140, 3844, -508, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109340, -1097, 3884, -554, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109377, -1144, 3918, -566, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109414, -1118, 3922, -574, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109451, -1138, 3872, -541, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109488, -1087, 3907, -591, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109525, -1105, 3852, -593, 100, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109566, -1105, 3878, -588, 101, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109607, -1057, 3802, -660, 101, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109648, -1185, 3861, -558, 101, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109689, -1092, 3947, -633, 101, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109730, -1100, 3950, -733, 101, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109771, -1129, 3955, -668, 101, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109812, -1096, 3866, -720, 101, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109853, -1108, 3750, -728, 101, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109894, -1113, 3858, -682, 101, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109936, -1154, 3931, -689, 101, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
109976, -1129, 3982, -766, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110017, -1080, 3938, -747, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110057, -1027, 3824, -786, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110098, -1053, 3837, -731, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110138, -1079, 3948, -775, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110179, -1040, 3950, -785, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110219, -1038, 3935, -734, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110260, -1031, 3873, -806, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110300, -1036, 3854, -771, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110341, -1022, 3891, -783, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110374, -1043, 3904, -823, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110408, -1045, 3854, -749, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110442, -1021, 3902, -817, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110476, -999, 3888, -751, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110510, -1019, 3898, -795, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110544, -1006, 3894, -792, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110578, -1007, 3865, -812, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110612, -1026, 3836, -787, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110646, -1049, 3889, -835, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110680, -1019, 3922, -799, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110714, -1048, 3902, -783, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110760, -1062, 3815, -806, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110807, -1048, 3870, -804, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110854, -1058, 3925, -813, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110901, -1078, 3879, -816, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110948, -1055, 3830, -772, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
110995, -1071, 3875, -803, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111042, -1087, 3871, -797, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111089, -1061, 3860, -790, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111136, -1041, 3890, -787, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111183, -1055, 3873, -820, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111220, -1071, 3909, -763, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111257, -1061, 3899, -848, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111294, -1064, 3844, -740, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111332, -1048, 3899, -799, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111369, -1066, 3870, -789, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111406, -1054, 3874, -781, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111444, -1065, 3900, -809, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111481, -1053, 3884, -782, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111518, -1050, 3888, -766, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111556, -1083, 3896, -776, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111590, -1057, 3880, -800, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111624, -1051, 3836, -785, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111658, -1039, 3851, -777, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111693, -1049, 3866, -799, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111727, -1063, 3889, -757, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111761, -1051, 3925, -830, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111795, -1042, 3880, -752, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111830, -1026, 3850, -772, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111864, -1069, 3843, -776, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111898, -1060, 3876, -801, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111933, -1073, 3923, -818, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
111973, -1017, 3891, -775, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112014, -1045, 3855, -772, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112054, -1059, 3872, -792, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112095, -1040, 3860, -789, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112135, -1047, 3906, -811, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112176, -1071, 3849, -775, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112216, -1051, 3874, -809, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112257, -1071, 3869, -783, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112297, -1071, 3904, -819, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112338, -1061, 3905, -784, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112374, -1021, 3860, -790, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112411, -1056, 3893, -801, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112448, -1068, 3875, -770, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112484, -1066, 3919, -784, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112521, -1055, 3894, -798, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112558, -1110, 3845, -759, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112595, -1087, 3885, -795, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112631, -1074, 3850, -791, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112668, -1059, 3862, -792, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112705, -1071, 3867, -781, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112742, -1080, 3898, -772, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112781, -1069, 3845, -783, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112821, -1106, 3871, -739, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112860, -1061, 3854, -838, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112900, -1076, 3835, -736, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112939, -1101, 3886, -814, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
112979, -1076, 3848, -797, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113018, -1070, 3909, -804, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113058, -1073, 3894, -825, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113097, -1076, 3853, -764, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113137, -1083, 3883, -809, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113178, -1078, 3885, -811, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113219, -1055, 3848, -770, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113260, -1070, 3904, -801, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113302, -1119, 4050, -669, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113343, -1057, 3822, -795, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113384, -1084, 3832, -756, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113426, -1099, 3876, -837, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113467, -1089, 3897, -754, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113508, -1060, 3878, -789, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113550, -1068, 3873, -782, 102, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113584, -1064, 3873, -801, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113618, -1105, 3863, -784, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113652, -1075, 3857, -781, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113686, -1088, 3840, -791, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113720, -1083, 3882, -797, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113754, -1080, 3858, -779, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113788, -1079, 3867, -788, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113822, -1046, 3868, -802, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113856, -1099, 3859, -774, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113890, -1105, 3853, -785, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113925, -1085, 3857, -756, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
113965, -1075, 3875, -810, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114006, -1059, 3864, -772, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114046, -1069, 3856, -814, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114087, -1055, 3852, -788, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114128, -1073, 3874, -806, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114168, -1067, 3891, -816, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114209, -1037, 3856, -792, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114249, -1067, 3852, -811, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114290, -1063, 3894, -809, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114331, -1047, 3901, -821, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114371, -1076, 3893, -808, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114412, -1075, 3899, -789, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114453, -1043, 3861, -828, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114493, -1037, 3846, -791, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114534, -1064, 3881, -852, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114575, -1041, 3906, -804, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114615, -1032, 3889, -824, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114656, -1061, 3868, -819, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114697, -1060, 3860, -788, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114738, -1055, 3883, -825, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114773, -1035, 3912, -806, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114808, -1017, 3852, -794, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114843, -1058, 3869, -810, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114879, -1053, 3869, -806, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114914, -1049, 3875, -821, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114949, -1019, 3888, -819, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
114984, -1067, 3875, -796, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115020, -1045, 3859, -809, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115055, -1057, 3878, -816, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115090, -1032, 3882, -840, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115126, -1059, 3887, -774, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115168, -1037, 3904, -803, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115210, -1055, 3882, -796, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115252, -1068, 3893, -823, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115294, -1029, 3874, -821, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115336, -1029, 3793, -767, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115378, -1055, 3883, -817, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115420, -1027, 3920, -789, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115462, -1050, 3854, -794, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115504, -1040, 3889, -813, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115547, -1054, 3856, -804, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115586, -1028, 3873, -815, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115626, -1023, 3886, -799, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115666, -989, 3854, -848, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115706, -1025, 3871, -778, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115746, -1024, 3920, -831, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115785, -1026, 3869, -807, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115825, -1013, 3892, -815, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115865, -1052, 3921, -808, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115905, -1023, 3906, -831, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115945, -984, 3823, -784, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
115985, -1020, 3898, -819, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116019, -1029, 3890, -849, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116053, -1043, 3889, -805, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116087, -1014, 3901, -814, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116121, -996, 3886, -826, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116155, -971, 3875, -844, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116189, -960, 3875, -791, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116223, -993, 3858, -874, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116257, -1008, 3902, -780, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116291, -1042, 3914, -825, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116326, -1009, 3855, -846, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116366, -1009, 3822, -757, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116406, -1015, 3967, -847, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116447, -1033, 3975, -799, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116487, -1011, 3875, -775, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116528, -1053, 3897, -789, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116568, -995, 3896, -789, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116608, -1007, 3899, -779, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116649, -997, 3913, -808, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116689, -1021, 3852, -771, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116730, -998, 3848, -832, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116767, -1045, 3923, -780, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116804, -978, 3864, -846, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116841, -1045, 3866, -727, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116878, -1034, 3873, -788, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116915, -1063, 3831, -767, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116952, -1032, 3895, -800, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
116989, -1075, 3923, -807, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
117026, -1034, 3815, -759, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
117063, -1064, 3850, -786, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
117100, -1081, 3901, -797, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
117137, -1083, 3871, -776, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
117178, -1082, 3854, -787, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
117220, -1090, 3865, -775, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
117262, -1083, 3872, -813, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
117304, -1069, 3864, -743, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
117346, -1060, 3868, -852, 103, 52e38ec2-1c96-4b59-ad5b-2d719ea7d771, , berdiri, bersedekap, , 
