275004, 301, 3931, -697, 86, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
284602, 288, 4052, -466, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
284643, 299, 4069, -478, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
284683, 296, 4044, -491, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
284724, 313, 4063, -478, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
284761, 295, 4076, -475, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
284799, 307, 4061, -468, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
284837, 255, 4031, -482, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
284874, 281, 4053, -472, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
284912, 278, 4093, -442, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
284950, 261, 4089, -498, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
284988, 257, 4048, -472, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285025, 290, 4060, -462, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285063, 295, 4060, -499, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285101, 307, 4069, -504, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285139, 303, 4084, -490, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285175, 288, 4051, -502, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285212, 282, 4047, -527, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285248, 283, 4064, -481, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285285, 278, 4061, -492, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285321, 286, 4065, -493, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285358, 295, 4047, -507, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285394, 293, 4059, -466, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285431, 279, 4076, -517, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285467, 244, 4074, -510, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285504, 270, 4074, -496, 83, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285541, 262, 4065, -490, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285579, 287, 4053, -516, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285616, 295, 4052, -514, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285654, 286, 4059, -535, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285691, 272, 4054, -509, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285729, 282, 4070, -513, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285766, 254, 4056, -515, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285804, 252, 4045, -511, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285841, 232, 4059, -512, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285879, 268, 4054, -537, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285917, 282, 4087, -489, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285957, 273, 4058, -535, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
285998, 280, 4058, -510, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286038, 267, 4057, -539, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286079, 269, 4082, -539, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286119, 275, 4068, -530, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286160, 255, 4054, -500, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286200, 245, 4076, -515, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286241, 245, 4068, -528, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286281, 257, 4050, -514, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286322, 274, 4080, -533, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286366, 253, 4068, -512, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286411, 262, 4047, -506, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286455, 219, 4040, -535, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286500, 285, 4064, -501, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286544, 245, 4087, -527, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286589, 228, 4060, -532, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286633, 262, 4046, -489, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286678, 268, 4062, -523, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286722, 284, 4073, -524, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286767, 271, 4078, -532, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286799, 254, 4063, -542, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286832, 276, 4023, -531, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286864, 237, 4044, -516, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286897, 257, 4070, -523, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286929, 277, 4054, -535, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286962, 245, 4047, -527, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
286994, 244, 4059, -523, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287027, 267, 4025, -553, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287059, 295, 4033, -498, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287092, 272, 4102, -560, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287125, 252, 4054, -506, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287162, 228, 4027, -526, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287200, 214, 4059, -537, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287237, 249, 4048, -537, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287275, 235, 4048, -536, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287312, 247, 4067, -539, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287350, 229, 4056, -540, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287387, 252, 4084, -525, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287425, 251, 4057, -522, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287462, 263, 4046, -532, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287500, 241, 4054, -535, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287542, 250, 4059, -531, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287584, 262, 4043, -555, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287626, 278, 4073, -492, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287668, 221, 4082, -550, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287710, 209, 3989, -541, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287752, 270, 4087, -527, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287794, 253, 4058, -529, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287836, 271, 4066, -548, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287878, 277, 4068, -528, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287920, 263, 4043, -549, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287956, 253, 4054, -541, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
287992, 261, 4072, -508, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288028, 267, 4044, -549, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288064, 267, 4056, -555, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288100, 258, 4071, -528, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288136, 236, 4059, -542, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288172, 240, 4019, -556, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288208, 270, 4050, -551, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288244, 248, 4082, -551, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288280, 240, 4071, -561, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288317, 235, 4020, -517, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288357, 240, 4054, -539, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288397, 288, 4084, -550, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288437, 263, 4051, -544, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288478, 257, 4031, -541, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288518, 265, 4061, -558, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288558, 258, 4062, -558, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288599, 276, 4048, -531, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288639, 238, 4060, -542, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288679, 271, 4063, -552, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288720, 260, 4044, -552, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288757, 243, 4060, -532, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288795, 258, 4057, -563, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288833, 279, 4070, -525, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288871, 242, 4065, -572, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288909, 241, 4052, -534, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288947, 250, 4066, -542, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
288985, 235, 4085, -549, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289023, 272, 4072, -540, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289061, 267, 4054, -533, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289099, 267, 4051, -545, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289137, 264, 4057, -555, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289175, 246, 4043, -529, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289213, 262, 4056, -531, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289251, 260, 4044, -551, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289289, 282, 4044, -530, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289327, 238, 4057, -552, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289365, 241, 4053, -547, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289403, 240, 4033, -528, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289441, 281, 4076, -528, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289479, 250, 4087, -576, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289517, 224, 4049, -527, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289558, 263, 4044, -512, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289600, 276, 4086, -556, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289642, 268, 4085, -558, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289684, 293, 4041, -547, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289726, 240, 4067, -569, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289768, 268, 4064, -578, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289810, 250, 4063, -552, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289852, 236, 4045, -555, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289894, 247, 4052, -557, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289936, 272, 4047, -584, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
289969, 256, 4039, -560, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290002, 265, 4052, -553, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290036, 257, 4038, -590, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290069, 274, 4019, -581, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290103, 238, 4045, -549, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290136, 255, 4066, -588, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290170, 261, 4042, -551, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290203, 246, 4042, -561, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290237, 273, 4045, -586, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290270, 278, 4044, -580, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290304, 274, 4029, -572, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290344, 256, 4050, -591, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290385, 242, 4043, -582, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290425, 250, 4040, -573, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290466, 251, 4058, -572, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290507, 262, 4035, -563, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290547, 245, 4072, -564, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290588, 256, 4036, -578, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290628, 255, 4022, -590, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290669, 267, 4031, -580, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290710, 251, 4060, -594, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290748, 248, 4059, -611, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290787, 276, 4037, -572, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290825, 242, 4056, -578, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290864, 271, 4084, -607, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290903, 275, 4039, -590, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290941, 287, 4059, -588, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
290980, 258, 4052, -597, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291019, 271, 4063, -577, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291057, 269, 4058, -594, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291096, 259, 4047, -595, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291135, 256, 4056, -592, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291172, 263, 4059, -572, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291209, 247, 4046, -588, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291246, 247, 4044, -607, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291283, 274, 4064, -559, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291320, 258, 4081, -598, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291357, 255, 4045, -571, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291394, 245, 4035, -560, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291431, 267, 4065, -595, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291468, 282, 4051, -585, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291506, 255, 4065, -567, 81, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291547, 250, 4031, -573, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291588, 246, 4049, -583, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291629, 246, 4056, -577, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291671, 243, 4042, -585, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291712, 260, 4035, -592, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291753, 265, 4062, -588, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291795, 266, 4050, -595, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291836, 247, 4034, -567, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291877, 256, 4067, -579, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291919, 266, 4053, -569, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291955, 238, 4048, -596, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
291991, 263, 4031, -553, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
292027, 292, 4036, -591, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
292064, 296, 4094, -595, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
292100, 271, 4036, -556, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
292136, 252, 4028, -579, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
292172, 244, 4044, -573, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
292209, 242, 4071, -571, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
292245, 247, 4070, -567, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
292281, 263, 4101, -579, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
292318, 244, 4050, -543, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
292358, 261, 4018, -510, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
292398, 259, 4053, -512, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
292438, 310, 4085, -521, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
292479, 277, 4062, -508, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
292519, 259, 4060, -495, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
292559, 268, 4036, -502, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
292600, 257, 4104, -501, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
292640, 306, 4048, -449, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
292680, 244, 4048, -509, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
292721, 245, 3966, -586, 82, cadc1642-caae-44e8-b709-0780dfd5a151, , berdiri, bersedekap, , 
