267739, -870, 3589, -1723, 85, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
276350, -862, 3504, -1865, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
276388, -928, 3538, -1855, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
276426, -916, 3550, -1862, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
276465, -907, 3539, -1875, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
276505, -950, 3541, -1848, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
276545, -915, 3539, -1880, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
276584, -927, 3525, -1868, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
276624, -871, 3493, -1861, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
276664, -923, 3546, -1852, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
276703, -933, 3517, -1870, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
276743, -964, 3548, -1804, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
276783, -902, 3501, -1911, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
276822, -879, 3524, -1882, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
276862, -888, 3566, -1905, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
276902, -888, 3570, -1862, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
276942, -889, 3511, -1873, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
276979, -924, 3521, -1847, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277017, -924, 3562, -1857, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277054, -935, 3538, -1871, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277092, -932, 3528, -1824, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277130, -906, 3514, -1845, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277167, -920, 3500, -1848, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277205, -974, 3550, -1823, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277242, -913, 3484, -1920, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277280, -916, 3533, -1857, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277318, -922, 3554, -1875, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277355, -913, 3552, -1883, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277393, -924, 3534, -1869, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277431, -942, 3491, -1813, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277469, -904, 3512, -1896, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277507, -920, 3502, -1865, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277545, -902, 3506, -1880, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277583, -926, 3524, -1885, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277621, -867, 3499, -1890, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277659, -883, 3550, -1839, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277698, -881, 3479, -1954, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277736, -958, 3584, -1836, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277774, -915, 3544, -1894, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277812, -974, 3510, -1866, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277850, -948, 3491, -1878, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277888, -888, 3491, -1887, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277927, -924, 3519, -1866, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
277966, -927, 3545, -1871, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278005, -907, 3529, -1885, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278044, -929, 3516, -1878, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278083, -877, 3484, -1913, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278122, -889, 3500, -1812, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278161, -943, 3471, -1960, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278201, -967, 3576, -1864, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278240, -908, 3527, -1886, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278279, -901, 3513, -1854, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278318, -916, 3570, -1885, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278357, -870, 3569, -1883, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278396, -905, 3559, -1861, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278436, -923, 3498, -1836, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278474, -874, 3509, -1868, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278512, -880, 3531, -1878, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278550, -861, 3477, -1890, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278588, -855, 3525, -1805, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278626, -812, 3438, -1952, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278664, -879, 3481, -1837, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278703, -880, 3475, -1887, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278741, -898, 3519, -1894, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278779, -931, 3606, -1897, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278817, -864, 3556, -1883, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278855, -898, 3503, -1872, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278893, -890, 3502, -1854, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278932, -894, 3553, -1881, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
278970, -884, 3520, -1897, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279008, -862, 3433, -1914, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279046, -886, 3596, -1783, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279084, -878, 3539, -1957, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279122, -923, 3546, -1865, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279160, -890, 3489, -1888, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279199, -909, 3531, -1877, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279237, -914, 3550, -1907, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279275, -881, 3564, -1857, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279313, -889, 3508, -1866, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279351, -889, 3537, -1868, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279389, -903, 3505, -1869, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279428, -915, 3545, -1905, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279465, -887, 3470, -1933, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279503, -847, 3510, -1843, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279540, -826, 3563, -1950, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279578, -904, 3520, -1860, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279615, -896, 3538, -1875, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279653, -898, 3560, -1899, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279690, -911, 3545, -1888, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279728, -862, 3566, -1884, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279765, -868, 3512, -1884, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279803, -892, 3537, -1884, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279840, -893, 3507, -1863, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279878, -906, 3544, -1885, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279916, -906, 3548, -1846, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
279959, -888, 3516, -1877, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280002, -985, 3573, -1851, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280045, -890, 3551, -1886, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280088, -861, 3481, -1876, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280131, -898, 3479, -1875, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280174, -907, 3538, -1884, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280218, -869, 3560, -1918, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280261, -919, 3503, -1854, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280304, -933, 3548, -1893, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280347, -901, 3533, -1872, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280390, -891, 3499, -1865, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280433, -924, 3502, -1881, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280477, -907, 3519, -1862, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280513, -834, 3488, -1886, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280549, -951, 3594, -1822, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280585, -896, 3535, -1892, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280621, -852, 3469, -1858, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280657, -891, 3499, -1871, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280693, -927, 3526, -1870, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280729, -878, 3503, -1903, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280765, -888, 3489, -1822, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280801, -907, 3542, -1858, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280837, -900, 3538, -1876, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280873, -905, 3555, -1895, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280909, -889, 3524, -1855, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280946, -913, 3534, -1878, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
280984, -896, 3517, -1946, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281023, -869, 3550, -1845, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281061, -839, 3542, -1939, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281100, -870, 3480, -1862, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281138, -934, 3505, -1887, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281177, -947, 3463, -1860, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281215, -931, 3572, -1918, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281254, -887, 3528, -1853, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281292, -854, 3501, -1822, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281331, -886, 3596, -1859, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281369, -911, 3558, -1887, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281408, -896, 3558, -1859, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281447, -883, 3473, -1861, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281484, -942, 3568, -1853, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281521, -891, 3495, -1891, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281558, -909, 3492, -1920, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281595, -938, 3619, -1845, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281633, -888, 3578, -1865, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281670, -898, 3578, -1866, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281707, -875, 3530, -1854, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281744, -868, 3524, -1900, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281782, -909, 3503, -1820, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281819, -895, 3553, -1892, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281856, -913, 3501, -1828, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281893, -889, 3533, -1865, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281931, -904, 3549, -1876, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
281970, -878, 3507, -1863, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282009, -852, 3489, -1874, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282049, -892, 3581, -1807, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282088, -969, 3393, -1779, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282127, -856, 3389, -1802, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282167, -815, 3552, -1907, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282206, -784, 3588, -1836, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282246, -734, 3518, -1831, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282285, -688, 3782, -1836, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282324, -769, 3592, -1844, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282364, -760, 3618, -1813, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282403, -783, 3546, -1802, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282443, -775, 3632, -1817, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282481, -813, 3629, -1825, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282519, -789, 3532, -1854, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282557, -808, 3624, -1776, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282595, -721, 3523, -1864, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282633, -665, 3614, -1826, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282671, -730, 3527, -1871, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282709, -813, 3577, -1820, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282747, -748, 3563, -1852, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282785, -729, 3586, -1813, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282823, -783, 3614, -1816, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282861, -731, 3575, -1832, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282899, -752, 3586, -1808, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282937, -785, 3551, -1827, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
282974, -832, 3446, -1704, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
283012, -790, 3482, -1780, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
283050, -869, 3562, -1742, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
283088, -771, 3666, -1916, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
283126, -726, 3603, -1842, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
283164, -727, 3509, -1782, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
283202, -728, 3545, -1809, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
283240, -665, 3362, -1748, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
283278, -658, 3815, -1858, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
283316, -863, 3607, -1792, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
283354, -746, 3643, -1845, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
283392, -712, 3580, -1778, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
283430, -741, 3663, -1757, 83, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
283468, -703, 3627, -1781, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
283506, -734, 3632, -1739, 84, 23ab52c7-ad0a-41bb-903f-bf5c591cfd21, , berdiri, bersedekap, , 
