28713, -651, 3983, -1123, , f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
37978, -710, 3810, -1203, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38016, -714, 3848, -1216, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38054, -697, 3852, -1213, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38092, -727, 3873, -1220, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38130, -726, 3832, -1202, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38169, -732, 3843, -1192, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38207, -717, 3842, -1218, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38245, -721, 3844, -1200, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38284, -740, 3839, -1193, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38322, -721, 3845, -1201, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38360, -739, 3840, -1224, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38399, -735, 3847, -1207, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38435, -725, 3874, -1232, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38472, -727, 3866, -1184, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38509, -735, 3852, -1202, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38546, -731, 3850, -1224, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38583, -696, 3791, -1211, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38620, -719, 3864, -1234, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38657, -711, 3846, -1205, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38694, -739, 3852, -1192, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38731, -727, 3866, -1227, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38768, -719, 3844, -1218, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38805, -715, 3843, -1225, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38849, -703, 3885, -1209, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38894, -750, 3856, -1201, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38938, -710, 3828, -1219, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
38983, -749, 3885, -1223, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39027, -698, 3840, -1223, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39072, -711, 3803, -1192, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39116, -723, 3834, -1228, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39161, -702, 3817, -1186, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39205, -729, 3893, -1230, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39250, -719, 3814, -1227, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39282, -712, 3841, -1190, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39315, -724, 3890, -1263, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39348, -743, 3842, -1205, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39381, -714, 3849, -1200, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39414, -733, 3832, -1234, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39447, -720, 3832, -1221, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39480, -722, 3834, -1231, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39513, -717, 3870, -1187, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39546, -705, 3818, -1239, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39579, -734, 3897, -1189, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39618, -733, 3847, -1264, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39657, -726, 3820, -1198, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39696, -734, 3876, -1193, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39735, -708, 3838, -1253, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39774, -720, 3834, -1180, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39813, -719, 3852, -1212, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39852, -731, 3829, -1166, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39891, -701, 3842, -1208, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39930, -725, 3805, -1205, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
39969, -718, 3826, -1211, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40009, -713, 3793, -1198, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40048, -740, 3903, -1187, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40087, -692, 3850, -1243, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40126, -701, 3847, -1177, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40165, -719, 3888, -1233, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40205, -721, 3833, -1190, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40244, -732, 3876, -1199, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40283, -708, 3838, -1216, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40322, -699, 3829, -1200, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40361, -720, 3854, -1243, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40401, -721, 3886, -1207, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40437, -708, 3854, -1233, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40473, -702, 3829, -1231, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40509, -721, 3805, -1229, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40545, -727, 3851, -1210, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40581, -728, 3872, -1245, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40618, -682, 3884, -1231, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40654, -707, 3840, -1236, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40690, -703, 3814, -1238, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40726, -707, 3851, -1242, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40762, -706, 3826, -1240, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40799, -698, 3794, -1222, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40839, -727, 3856, -1239, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40880, -759, 3821, -1225, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40921, -710, 3862, -1207, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
40962, -706, 3848, -1242, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41003, -725, 3833, -1217, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41044, -732, 3828, -1228, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41085, -741, 3862, -1198, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41126, -758, 3841, -1242, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41167, -731, 3854, -1170, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41208, -755, 3805, -1222, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41248, -737, 3832, -1231, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41288, -735, 3838, -1207, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41328, -723, 3829, -1218, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41368, -738, 3841, -1226, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41408, -760, 3873, -1243, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41448, -744, 3839, -1249, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41488, -731, 3831, -1236, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41528, -727, 3838, -1244, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41568, -724, 3847, -1242, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41609, -699, 3819, -1271, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41646, -699, 3806, -1243, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41683, -719, 3837, -1303, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41720, -665, 3846, -1256, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41757, -656, 3828, -1262, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41794, -723, 3827, -1279, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41831, -682, 3847, -1278, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41868, -715, 3874, -1277, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41905, -722, 3798, -1237, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41942, -732, 3856, -1254, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
41979, -718, 3850, -1282, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42016, -699, 3815, -1265, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42056, -708, 3829, -1270, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42096, -702, 3845, -1268, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42136, -725, 3847, -1256, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42177, -716, 3818, -1228, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42217, -722, 3853, -1305, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42257, -699, 3820, -1215, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42298, -693, 3830, -1290, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42338, -723, 3813, -1265, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42378, -718, 3859, -1246, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42419, -713, 3847, -1281, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42459, -697, 3804, -1221, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42499, -726, 3871, -1241, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42540, -727, 3843, -1241, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42580, -707, 3839, -1224, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42620, -729, 3842, -1217, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42661, -725, 3855, -1220, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42701, -721, 3839, -1204, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42741, -759, 3875, -1145, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42782, -704, 3812, -1208, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42822, -718, 3857, -1161, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42863, -727, 3835, -1198, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42898, -727, 3827, -1152, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42933, -738, 3899, -1184, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
42968, -738, 3825, -1175, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43003, -756, 3859, -1143, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43039, -768, 3831, -1156, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43074, -739, 3814, -1169, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43109, -757, 3826, -1167, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43144, -741, 3843, -1139, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43179, -758, 3823, -1164, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43215, -777, 3862, -1109, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43256, -793, 3854, -1210, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43297, -741, 3871, -1107, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43338, -759, 3861, -1186, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43379, -768, 3809, -1138, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43420, -750, 3867, -1149, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43461, -784, 3870, -1164, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43502, -754, 3858, -1173, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43543, -737, 3862, -1155, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43584, -729, 3870, -1173, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43626, -745, 3869, -1156, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43660, -764, 3879, -1149, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43695, -775, 3857, -1172, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43730, -769, 3811, -1164, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43765, -776, 3887, -1153, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43800, -739, 3869, -1177, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43834, -777, 3854, -1178, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43869, -771, 3845, -1185, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43904, -750, 3840, -1159, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43939, -774, 3897, -1186, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
43974, -737, 3825, -1183, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44009, -759, 3855, -1185, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44049, -788, 3877, -1186, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44090, -769, 3826, -1155, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44131, -758, 3861, -1177, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44171, -763, 3841, -1173, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44212, -733, 3838, -1182, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44253, -726, 3830, -1185, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44293, -769, 3896, -1197, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44334, -743, 3891, -1151, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44375, -729, 3846, -1207, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44416, -747, 3799, -1192, 106, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44452, -749, 3882, -1180, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44488, -744, 3898, -1189, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44524, -720, 3830, -1171, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44560, -749, 3885, -1190, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44596, -725, 3865, -1193, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44632, -735, 3841, -1164, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44668, -744, 3826, -1166, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44704, -737, 3836, -1175, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44740, -744, 3831, -1196, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44776, -745, 3853, -1169, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44812, -765, 3854, -1177, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44853, -755, 3858, -1138, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44895, -737, 3854, -1190, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44937, -755, 3832, -1194, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
44979, -736, 3847, -1178, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45021, -751, 3864, -1193, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45062, -741, 3836, -1157, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45104, -735, 3880, -1198, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45146, -743, 3842, -1203, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45188, -760, 3868, -1181, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45230, -747, 3831, -1177, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45266, -740, 3837, -1186, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45303, -762, 3812, -1170, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45340, -734, 3842, -1167, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45377, -784, 3849, -1207, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45414, -716, 3838, -1172, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45451, -742, 3867, -1214, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45488, -731, 3850, -1225, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45525, -733, 3846, -1187, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45562, -758, 3837, -1227, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45599, -719, 3837, -1174, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45637, -751, 3867, -1210, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45675, -716, 3836, -1190, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45713, -750, 3827, -1189, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45751, -738, 3858, -1203, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45789, -703, 3823, -1182, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45827, -732, 3841, -1222, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45865, -717, 3831, -1195, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45903, -719, 3856, -1216, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45941, -736, 3827, -1165, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
45979, -744, 3864, -1227, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46018, -719, 3841, -1195, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46058, -735, 3854, -1188, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46098, -706, 3835, -1246, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46138, -708, 3833, -1204, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46178, -729, 3863, -1240, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46218, -714, 3862, -1212, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46258, -702, 3827, -1210, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46298, -734, 3854, -1213, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46338, -728, 3870, -1217, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46378, -734, 3799, -1216, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46419, -713, 3862, -1196, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46453, -724, 3821, -1240, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46488, -755, 3905, -1154, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46522, -711, 3892, -1247, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46557, -718, 3836, -1184, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46592, -729, 3874, -1235, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46626, -697, 3815, -1220, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46661, -715, 3815, -1157, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46696, -725, 3860, -1233, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46730, -713, 3852, -1182, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46765, -716, 3863, -1195, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46800, -751, 3828, -1193, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46841, -764, 3844, -1186, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46882, -738, 3809, -1177, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46923, -752, 3882, -1171, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
46964, -720, 3848, -1179, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47006, -726, 3855, -1159, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47047, -762, 3881, -1197, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47088, -732, 3838, -1163, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47129, -734, 3859, -1167, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
47170, -723, 3790, -1155, 108, f0d872b5-6076-4afb-b577-683975b2e0bb, , berdiri, bersedekap, , 
