75180, -780, 3670, -1587, 60, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84145, -884, 3521, -1958, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84187, -837, 3482, -1914, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84228, -839, 3495, -1914, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84270, -831, 3501, -1950, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84305, -836, 3511, -1884, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84340, -828, 3513, -1928, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84375, -822, 3498, -1910, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84411, -820, 3488, -1892, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84446, -836, 3461, -1933, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84481, -843, 3458, -1923, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84517, -852, 3500, -1911, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84552, -869, 3508, -1906, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84587, -853, 3529, -1974, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84623, -892, 3556, -1901, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84662, -847, 3481, -2002, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84701, -843, 3542, -1899, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84740, -841, 3486, -1940, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84779, -849, 3496, -1919, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84819, -851, 3513, -1964, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84858, -845, 3521, -1938, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84897, -851, 3539, -1955, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84936, -843, 3496, -1917, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
84975, -843, 3501, -1948, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85015, -847, 3487, -1938, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85051, -845, 3498, -1944, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85088, -847, 3512, -1911, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85124, -858, 3511, -1939, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85161, -874, 3501, -1949, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85198, -841, 3486, -1965, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85234, -847, 3526, -1887, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85271, -873, 3532, -1981, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85308, -845, 3544, -1908, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85344, -830, 3477, -1937, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85381, -850, 3513, -1956, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85418, -857, 3504, -1923, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85458, -868, 3557, -1937, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85499, -848, 3519, -1952, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85539, -854, 3503, -1905, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85580, -830, 3485, -1919, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85621, -831, 3511, -1937, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85661, -851, 3519, -1920, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85702, -848, 3516, -1921, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85742, -853, 3525, -1939, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85783, -855, 3514, -1916, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85824, -808, 3515, -1960, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85861, -815, 3473, -1928, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85898, -833, 3505, -1915, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85935, -842, 3506, -1955, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
85972, -828, 3533, -1880, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86009, -818, 3505, -1936, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86047, -850, 3497, -1947, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86084, -840, 3494, -1918, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86121, -846, 3515, -1913, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86158, -836, 3510, -1930, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86195, -847, 3512, -1902, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86233, -836, 3503, -1933, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86271, -848, 3509, -1944, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86310, -824, 3486, -1926, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86348, -813, 3482, -1941, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86387, -857, 3492, -1933, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86425, -857, 3529, -1930, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86464, -826, 3535, -1945, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86502, -843, 3504, -1947, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86541, -811, 3493, -1987, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86579, -834, 3486, -1915, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86618, -850, 3485, -1962, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86658, -838, 3532, -1918, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86699, -815, 3506, -1954, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86739, -838, 3439, -1925, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86780, -846, 3499, -1963, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86820, -842, 3516, -1939, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86861, -845, 3486, -1940, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86901, -851, 3497, -1928, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86942, -835, 3506, -1961, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
86982, -837, 3494, -1939, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87023, -830, 3500, -1951, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87061, -858, 3498, -1953, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87099, -858, 3477, -1957, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87137, -862, 3480, -1953, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87175, -850, 3492, -1946, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87213, -812, 3483, -1962, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87251, -828, 3461, -1952, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87289, -848, 3506, -1934, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87327, -833, 3460, -1999, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87365, -841, 3522, -1939, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87403, -819, 3524, -2002, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87442, -823, 3482, -1970, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87479, -815, 3484, -1982, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87517, -819, 3525, -1995, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87554, -804, 3494, -1966, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87592, -815, 3470, -1963, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87629, -801, 3511, -1990, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87667, -814, 3510, -1976, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87704, -802, 3482, -1972, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87742, -788, 3497, -1976, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87779, -805, 3489, -1977, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87817, -776, 3473, -1967, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87853, -799, 3460, -1946, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87890, -839, 3563, -2007, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87927, -771, 3529, -1986, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
87964, -782, 3497, -1974, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88001, -729, 3493, -2029, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88038, -774, 3476, -1963, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88075, -776, 3494, -1995, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88112, -757, 3462, -1992, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88149, -774, 3478, -2000, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88186, -773, 3485, -1990, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88223, -755, 3548, -2009, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88264, -748, 3460, -1966, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88305, -779, 3518, -1998, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88346, -775, 3478, -1992, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88387, -809, 3502, -2004, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88428, -773, 3487, -1978, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88469, -779, 3505, -1995, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88510, -750, 3485, -1991, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88551, -736, 3486, -1995, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88592, -722, 3486, -2018, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88634, -760, 3489, -1964, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88677, -732, 3448, -2018, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88720, -779, 3513, -1989, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88764, -758, 3487, -1996, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88807, -758, 3479, -1978, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88851, -791, 3482, -1991, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88894, -764, 3491, -1981, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88937, -741, 3492, -1996, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
88981, -736, 3484, -1992, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89024, -745, 3478, -1993, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89068, -754, 3496, -2009, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89098, -734, 3483, -1993, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89128, -747, 3482, -2014, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89159, -733, 3477, -2001, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89189, -729, 3474, -1999, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89219, -722, 3502, -2021, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89250, -752, 3480, -2012, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89280, -755, 3489, -1985, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89310, -779, 3545, -2009, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89341, -777, 3488, -2028, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89371, -754, 3495, -1992, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89402, -758, 3485, -2031, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89442, -793, 3451, -1983, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89482, -779, 3484, -2007, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89523, -755, 3501, -2017, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89563, -776, 3468, -2014, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89604, -763, 3480, -1981, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89644, -762, 3524, -2012, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89684, -779, 3493, -2000, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89725, -756, 3488, -1984, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89765, -755, 3471, -1998, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89806, -816, 3493, -2040, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89842, -822, 3485, -2023, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89878, -806, 3422, -2020, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89914, -812, 3538, -2038, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89950, -762, 3519, -1965, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
89986, -769, 3463, -2003, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90022, -772, 3485, -1967, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90058, -773, 3422, -1959, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90094, -809, 3465, -1992, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90130, -792, 3460, -1966, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90166, -767, 3442, -1989, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90203, -759, 3448, -1990, 58, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90248, -749, 3453, -1997, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90293, -771, 3495, -1978, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90338, -780, 3540, -2038, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90383, -764, 3500, -1984, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90428, -761, 3449, -2012, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90473, -772, 3490, -2018, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90518, -753, 3468, -2008, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90563, -759, 3471, -1982, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90608, -766, 3464, -2034, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90653, -742, 3503, -2043, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90692, -691, 3475, -2046, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90732, -743, 3492, -1990, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90772, -733, 3500, -2052, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90811, -794, 3488, -2020, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90851, -737, 3471, -2031, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90891, -758, 3472, -2010, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90930, -714, 3492, -2035, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
90970, -769, 3473, -1995, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91010, -771, 3508, -2041, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91050, -747, 3470, -2002, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91083, -736, 3471, -2017, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91116, -782, 3485, -2001, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91150, -769, 3467, -2017, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91183, -764, 3483, -2000, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91216, -764, 3446, -2013, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91250, -765, 3452, -2011, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91283, -761, 3524, -2032, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91316, -752, 3466, -1985, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91350, -747, 3483, -1992, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91383, -785, 3473, -2024, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91417, -785, 3486, -2011, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91457, -740, 3500, -2014, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91498, -745, 3509, -2014, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91539, -786, 3526, -2021, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91580, -775, 3502, -2006, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91621, -801, 3545, -2002, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91661, -764, 3488, -2009, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91702, -781, 3462, -2006, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91743, -790, 3521, -2001, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91784, -787, 3458, -1989, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91825, -754, 3412, -1983, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91864, -733, 3411, -1975, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91903, -729, 3418, -2006, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91942, -733, 3431, -2002, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
91981, -766, 3492, -1988, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92020, -738, 3502, -2041, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92059, -787, 3531, -2070, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92098, -760, 3521, -2020, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92137, -751, 3436, -1980, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92176, -773, 3452, -2049, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92215, -739, 3471, -2054, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92251, -762, 3470, -2042, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92288, -770, 3520, -2033, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92324, -748, 3493, -2057, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92361, -752, 3465, -2020, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92397, -763, 3485, -2051, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92434, -754, 3457, -2022, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92470, -727, 3461, -2031, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92507, -734, 3487, -2040, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92543, -732, 3477, -2014, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92580, -748, 3463, -2028, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92617, -734, 3478, -2042, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92657, -758, 3474, -2025, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92698, -735, 3452, -2052, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92739, -740, 3453, -1984, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92779, -733, 3428, -2049, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92820, -716, 3509, -2027, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92861, -731, 3472, -2017, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92901, -764, 3473, -2043, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92942, -768, 3477, -2031, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
92983, -739, 3472, -2030, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
93024, -744, 3466, -2030, 59, 4937db18-aaa7-4bf9-b878-7fbd722d991d, , berdiri, bersedekap, , 
