131922, -514, 3539, -1781, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141156, -844, 3461, -1969, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141198, -852, 3442, -1963, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141240, -865, 3472, -1981, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141282, -876, 3502, -1985, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141324, -833, 3462, -2006, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141366, -829, 3423, -2022, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141408, -830, 3483, -1991, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141450, -834, 3490, -2082, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141492, -880, 3532, -1938, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141526, -840, 3477, -1976, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141561, -828, 3467, -1980, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141596, -871, 3498, -1987, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141631, -832, 3476, -1991, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141666, -845, 3444, -1961, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141701, -851, 3461, -1987, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141736, -837, 3469, -1978, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141771, -856, 3468, -1985, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141806, -861, 3457, -1955, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141841, -893, 3430, -1974, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141876, -906, 3437, -1957, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141911, -856, 3448, -1988, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141946, -786, 3445, -2020, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
141985, -818, 3432, -2012, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142024, -813, 3490, -1992, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142063, -809, 3478, -2030, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142102, -832, 3453, -2000, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142141, -826, 3501, -2006, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142180, -821, 3480, -2001, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142219, -791, 3477, -1998, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142258, -777, 3463, -2011, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142297, -814, 3440, -2057, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142336, -801, 3444, -2012, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142375, -770, 3435, -2038, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142414, -819, 3534, -1983, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142453, -793, 3537, -2003, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142490, -774, 3445, -2001, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142528, -826, 3458, -1995, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142566, -786, 3519, -2010, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142604, -776, 3401, -2006, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142642, -783, 3465, -2049, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142680, -785, 3479, -2007, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142717, -783, 3481, -2063, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142755, -771, 3481, -2034, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142793, -716, 3490, -2018, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142831, -772, 3530, -1970, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142869, -703, 3488, -2110, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142907, -723, 3499, -2039, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142945, -768, 3467, -2042, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
142983, -776, 3442, -2024, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143021, -767, 3476, -2022, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143060, -771, 3506, -1994, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143098, -773, 3475, -2024, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143137, -751, 3479, -2038, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143175, -748, 3454, -2023, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143214, -762, 3441, -2031, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143252, -792, 3461, -2010, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143291, -763, 3374, -2030, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143329, -748, 3398, -2039, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143368, -795, 3461, -1994, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143406, -745, 3439, -2059, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143445, -785, 3470, -2087, 89, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143482, -793, 3511, -2046, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143519, -773, 3469, -2083, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143557, -773, 3392, -2022, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143594, -801, 3438, -2058, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143632, -791, 3441, -2049, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143669, -763, 3452, -2067, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143707, -755, 3438, -2024, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143744, -720, 3407, -2083, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143782, -821, 3519, -2008, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143819, -733, 3461, -2103, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143857, -764, 3433, -2002, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143894, -777, 3390, -2092, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143932, -778, 3473, -2063, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
143970, -740, 3457, -2057, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144008, -768, 3430, -2042, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144046, -745, 3457, -2044, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144084, -783, 3441, -2029, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144122, -779, 3468, -2044, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144160, -781, 3433, -2057, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144198, -784, 3477, -1983, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144236, -833, 3446, -2046, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144274, -803, 3495, -2028, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144312, -789, 3431, -2019, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144350, -804, 3437, -2025, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144388, -787, 3453, -2042, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144426, -807, 3512, -2012, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144465, -789, 3491, -2061, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144505, -792, 3420, -2005, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144545, -787, 3468, -2068, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144584, -823, 3489, -2021, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144624, -778, 3476, -2047, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144664, -786, 3458, -2025, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144703, -820, 3508, -1980, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144743, -834, 3437, -2050, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144783, -806, 3440, -2021, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144822, -849, 3487, -1998, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144862, -782, 3459, -2034, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144902, -820, 3417, -2019, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144942, -796, 3516, -2007, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
144979, -795, 3508, -2062, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145017, -780, 3435, -2024, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145055, -798, 3490, -2057, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145092, -794, 3431, -2032, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145130, -802, 3461, -2048, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145168, -780, 3452, -2037, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145205, -758, 3458, -2029, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145243, -773, 3403, -2159, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145281, -772, 3451, -1993, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145318, -763, 3456, -2129, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145356, -813, 3479, -2018, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145394, -761, 3416, -2087, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145432, -815, 3423, -2039, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145470, -822, 3523, -2082, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145508, -807, 3479, -2037, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145546, -804, 3400, -2012, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145584, -813, 3438, -2067, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145622, -779, 3486, -2051, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145660, -809, 3461, -2039, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145698, -802, 3441, -2033, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145736, -772, 3494, -2070, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145774, -739, 3405, -2050, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145812, -866, 3500, -2023, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145850, -761, 3478, -2090, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145888, -756, 3432, -2038, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145926, -789, 3428, -2042, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
145965, -795, 3475, -2091, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146005, -768, 3419, -2074, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146045, -790, 3418, -2026, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146085, -756, 3445, -2040, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146125, -787, 3446, -2074, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146165, -771, 3456, -2045, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146204, -779, 3440, -2058, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146244, -795, 3479, -2061, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146284, -772, 3444, -2050, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146324, -749, 3439, -2041, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146364, -857, 3514, -2008, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146404, -783, 3457, -2052, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146444, -752, 3404, -2039, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146481, -797, 3398, -2053, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146519, -811, 3430, -2035, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146556, -778, 3431, -2061, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146594, -800, 3431, -2029, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146631, -797, 3426, -2028, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146669, -764, 3449, -2064, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146706, -805, 3491, -2050, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146744, -807, 3364, -2037, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146781, -824, 3412, -2047, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146819, -793, 3482, -2057, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146856, -818, 3398, -2038, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146894, -840, 3451, -2038, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146932, -796, 3457, -2026, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
146971, -790, 3448, -2056, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147010, -774, 3365, -2054, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147050, -809, 3398, -2031, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147089, -774, 3468, -2097, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147128, -806, 3441, -2066, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147168, -806, 3471, -2084, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147207, -795, 3448, -2074, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147247, -793, 3392, -2100, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147286, -802, 3433, -2060, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147325, -739, 3448, -2090, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147365, -794, 3432, -2065, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147404, -763, 3409, -2064, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147444, -838, 3423, -2079, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147482, -764, 3453, -2091, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147520, -781, 3420, -2064, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147559, -763, 3377, -2081, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147597, -774, 3391, -2105, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147636, -767, 3430, -2121, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147674, -735, 3424, -2047, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147713, -754, 3476, -2077, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147751, -793, 3464, -2092, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147790, -771, 3424, -2080, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147828, -768, 3438, -2079, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147867, -774, 3432, -2082, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147905, -776, 3420, -2094, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147944, -722, 3370, -2115, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
147981, -810, 3434, -2054, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148019, -772, 3417, -2070, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148056, -736, 3431, -2088, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148094, -716, 3374, -2112, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148131, -766, 3451, -2133, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148169, -763, 3406, -2135, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148206, -722, 3404, -2092, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148244, -739, 3437, -2117, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148281, -750, 3443, -2113, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148319, -738, 3449, -2115, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148356, -716, 3394, -2111, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148394, -714, 3411, -2126, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148432, -730, 3445, -2118, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148471, -694, 3386, -2209, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148511, -730, 3493, -2064, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148551, -680, 3420, -2152, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148591, -698, 3389, -2121, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148630, -694, 3352, -2136, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148670, -684, 3413, -2100, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148710, -706, 3451, -2122, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148750, -773, 3309, -2090, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148789, -750, 3416, -2126, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148829, -733, 3518, -2106, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148869, -730, 3407, -2084, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148909, -692, 3401, -2109, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148949, -693, 3406, -2117, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
148985, -711, 3415, -2145, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149021, -687, 3412, -2186, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149057, -690, 3445, -2096, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149093, -663, 3410, -2144, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149129, -702, 3452, -2107, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149165, -721, 3429, -2134, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149202, -729, 3434, -2124, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149238, -695, 3427, -2141, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149274, -715, 3421, -2097, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149310, -727, 3433, -2095, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149346, -736, 3410, -2109, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149382, -759, 3460, -2075, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149419, -717, 3494, -2134, 90, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149456, -718, 3408, -2067, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149494, -720, 3441, -2088, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149532, -711, 3399, -2226, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149570, -722, 3453, -2053, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149608, -695, 3413, -2161, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149646, -730, 3494, -2077, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149683, -732, 3395, -2097, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149721, -741, 3439, -2070, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149759, -762, 3472, -2134, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149797, -716, 3390, -2046, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149835, -770, 3435, -2036, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149873, -773, 3434, -2085, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149911, -759, 3432, -2060, 91, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149952, -774, 3452, -2086, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
149993, -753, 3440, -2095, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150034, -752, 3429, -2048, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150075, -710, 3423, -2101, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150116, -811, 3522, -2066, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150157, -723, 3448, -2045, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150199, -731, 3433, -2058, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150240, -746, 3342, -2047, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150281, -742, 3440, -2077, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
150322, -751, 3480, -2075, 92, abf58e2d-c816-4556-aacf-136fc0727ea7, , berdiri, bersedekap, , 
