102087, -1861, 3263, -1479, 72, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111219, -1782, 3177, -1751, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111251, -1827, 3188, -1793, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111284, -1851, 3216, -1803, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111317, -1835, 3126, -1746, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111350, -1845, 3165, -1744, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111383, -1917, 3184, -1785, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111416, -1865, 3227, -1756, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111449, -1842, 3173, -1755, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111482, -1854, 3162, -1784, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111515, -1837, 3214, -1750, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111548, -1847, 3196, -1814, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111581, -1829, 3190, -1784, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111620, -1841, 3170, -1775, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111660, -1862, 3193, -1811, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111699, -1857, 3190, -1791, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111739, -1864, 3165, -1773, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111778, -1840, 3170, -1739, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111818, -1869, 3178, -1778, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111857, -1844, 3175, -1794, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111897, -1840, 3221, -1810, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111936, -1818, 3179, -1828, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
111976, -1815, 3195, -1764, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112012, -1831, 3225, -1834, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112048, -1837, 3259, -1823, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112084, -1862, 3286, -1790, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112120, -1844, 3179, -1818, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112156, -1811, 3192, -1770, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112193, -1822, 3222, -1791, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112229, -1843, 3179, -1830, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112265, -1786, 3187, -1812, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112301, -1774, 3151, -1786, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112337, -1777, 3144, -1782, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112374, -1778, 3112, -1769, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112415, -1772, 3167, -1744, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112456, -1854, 3211, -1812, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112497, -1799, 3203, -1784, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112539, -1809, 3213, -1772, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112580, -1844, 3199, -1811, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112621, -1828, 3236, -1768, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112663, -1840, 3191, -1782, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112704, -1838, 3189, -1776, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112745, -1833, 3188, -1732, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112787, -1829, 3201, -1782, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112827, -1827, 3227, -1770, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112867, -1801, 3201, -1783, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112907, -1809, 3178, -1782, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112947, -1834, 3178, -1774, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
112988, -1830, 3207, -1767, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113028, -1860, 3212, -1759, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113068, -1833, 3213, -1760, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113108, -1824, 3217, -1778, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113148, -1838, 3153, -1773, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113189, -1832, 3196, -1768, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113224, -1834, 3237, -1773, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113259, -1794, 3168, -1790, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113294, -1813, 3202, -1740, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113329, -1802, 3197, -1787, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113364, -1825, 3209, -1777, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113399, -1819, 3204, -1757, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113434, -1838, 3219, -1747, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113469, -1870, 3171, -1753, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113504, -1834, 3176, -1750, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113539, -1863, 3165, -1761, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113574, -1818, 3197, -1762, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113614, -1836, 3194, -1746, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113655, -1858, 3183, -1781, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113696, -1858, 3191, -1755, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113736, -1834, 3193, -1741, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113777, -1810, 3213, -1746, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113818, -1843, 3231, -1743, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113858, -1847, 3209, -1764, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113899, -1816, 3205, -1738, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113940, -1806, 3193, -1770, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
113981, -1831, 3231, -1732, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114016, -1807, 3240, -1773, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114052, -1826, 3230, -1777, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114087, -1816, 3197, -1732, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114123, -1800, 3151, -1735, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114158, -1802, 3199, -1734, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114194, -1835, 3265, -1773, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114229, -1821, 3191, -1740, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114265, -1834, 3208, -1727, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114300, -1829, 3194, -1768, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114336, -1811, 3226, -1750, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114372, -1818, 3206, -1727, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114412, -1809, 3206, -1732, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114452, -1835, 3201, -1738, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114492, -1832, 3263, -1745, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114532, -1862, 3237, -1732, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114573, -1824, 3211, -1727, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114613, -1826, 3198, -1705, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114653, -1831, 3213, -1761, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114693, -1846, 3224, -1698, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114733, -1818, 3234, -1743, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114774, -1814, 3185, -1699, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114813, -1826, 3145, -1743, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114853, -1824, 3174, -1736, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114892, -1830, 3196, -1741, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114932, -1871, 3265, -1796, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
114971, -1847, 3245, -1746, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115011, -1876, 3193, -1778, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115050, -1858, 3212, -1718, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115090, -1827, 3164, -1769, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115129, -1832, 3213, -1748, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115169, -1811, 3187, -1763, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115205, -1833, 3206, -1765, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115241, -1846, 3188, -1816, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115278, -1849, 3223, -1741, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115314, -1805, 3206, -1843, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115351, -1814, 3247, -1738, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115387, -1842, 3203, -1815, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115424, -1813, 3192, -1762, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115460, -1814, 3231, -1767, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115497, -1803, 3201, -1817, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115533, -1816, 3159, -1755, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115570, -1841, 3205, -1786, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115610, -1845, 3211, -1779, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115650, -1809, 3205, -1767, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115691, -1800, 3208, -1793, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115731, -1812, 3210, -1795, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115772, -1809, 3210, -1788, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115812, -1817, 3169, -1782, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115852, -1833, 3223, -1762, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115893, -1811, 3181, -1819, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115933, -1786, 3192, -1723, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
115974, -1830, 3208, -1817, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116016, -1836, 3205, -1782, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116059, -1812, 3214, -1775, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116101, -1830, 3239, -1759, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116144, -1807, 3188, -1776, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116187, -1821, 3197, -1770, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116229, -1813, 3177, -1785, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116272, -1827, 3199, -1760, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116314, -1831, 3226, -1754, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116357, -1840, 3207, -1776, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116400, -1835, 3207, -1771, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116437, -1844, 3180, -1770, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116475, -1822, 3129, -1758, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116513, -1820, 3222, -1713, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116550, -1843, 3182, -1787, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116588, -1812, 3186, -1728, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116626, -1807, 3207, -1777, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116664, -1842, 3199, -1755, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116701, -1839, 3181, -1779, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116739, -1831, 3205, -1775, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116777, -1820, 3177, -1753, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116815, -1800, 3166, -1741, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116850, -1832, 3207, -1771, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116886, -1839, 3208, -1783, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116922, -1816, 3203, -1766, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116958, -1809, 3202, -1750, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
116994, -1840, 3208, -1798, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117030, -1842, 3194, -1760, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117066, -1839, 3155, -1762, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117102, -1820, 3178, -1769, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117138, -1830, 3217, -1760, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117174, -1829, 3150, -1827, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117209, -1823, 3175, -1728, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117245, -1863, 3215, -1850, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117280, -1846, 3207, -1771, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117316, -1806, 3187, -1795, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117352, -1849, 3247, -1805, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117387, -1803, 3177, -1759, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117423, -1827, 3234, -1770, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117459, -1851, 3214, -1806, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117494, -1819, 3223, -1787, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117530, -1816, 3195, -1794, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117566, -1805, 3202, -1806, 69, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117606, -1808, 3198, -1771, 70, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117646, -1841, 3183, -1774, 70, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117686, -1806, 3169, -1795, 70, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117727, -1792, 3153, -1791, 70, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117767, -1819, 3194, -1748, 70, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117807, -1852, 3137, -1760, 70, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117848, -1798, 3198, -1743, 70, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117888, -1836, 3187, -1791, 70, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117928, -1841, 3156, -1778, 70, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
117969, -1815, 3230, -1805, 70, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118009, -1808, 3169, -1837, 70, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118050, -1819, 3172, -1770, 70, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118090, -1842, 3188, -1798, 70, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118131, -1827, 3179, -1804, 70, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118171, -1809, 3184, -1791, 70, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118212, -1793, 3194, -1812, 70, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118252, -1821, 3169, -1814, 70, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118293, -1848, 3198, -1794, 70, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118333, -1850, 3188, -1827, 70, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118374, -1828, 3191, -1806, 70, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118413, -1827, 3174, -1839, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118452, -1861, 3194, -1807, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118491, -1829, 3198, -1850, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118530, -1814, 3167, -1802, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118569, -1832, 3130, -1806, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118608, -1837, 3163, -1789, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118647, -1832, 3207, -1850, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118686, -1827, 3169, -1839, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118725, -1847, 3180, -1777, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118764, -1844, 3180, -1842, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118804, -1853, 3156, -1800, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118838, -1874, 3187, -1783, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118872, -1845, 3192, -1785, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118907, -1851, 3166, -1789, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118941, -1844, 3197, -1790, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
118976, -1881, 3201, -1800, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119010, -1847, 3173, -1774, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119044, -1891, 3164, -1766, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119079, -1863, 3231, -1761, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119113, -1870, 3193, -1777, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119148, -1858, 3155, -1730, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119189, -1857, 3175, -1763, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119230, -1827, 3172, -1776, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119271, -1797, 3184, -1751, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119312, -1825, 3243, -1752, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119353, -1886, 3195, -1785, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119394, -1884, 3238, -1729, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119435, -1857, 3172, -1757, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119476, -1880, 3174, -1761, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119517, -1843, 3178, -1791, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119558, -1859, 3174, -1782, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119599, -1844, 3170, -1756, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119634, -1873, 3230, -1762, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119669, -1830, 3179, -1815, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119704, -1842, 3209, -1748, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119739, -1851, 3169, -1815, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119774, -1859, 3176, -1757, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119809, -1868, 3185, -1803, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119844, -1860, 3219, -1805, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119879, -1846, 3160, -1741, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119914, -1798, 3189, -1768, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119950, -1854, 3178, -1811, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
119992, -1823, 3200, -1797, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120034, -1869, 3193, -1788, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120076, -1841, 3189, -1777, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120118, -1865, 3159, -1743, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120160, -1849, 3175, -1799, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
120202, -1862, 3207, -1767, 71, fb2419d8-84ae-4091-a449-daacc79fdc15, , berdiri, bersedekap, , 
