99094, -222, 4205, -1080, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
107925, -128, 3807, -1472, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
107965, -114, 3827, -1479, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108005, -132, 3820, -1494, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108044, -142, 3804, -1476, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108084, -129, 3790, -1464, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108124, -152, 3834, -1489, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108163, -135, 3819, -1464, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108203, -167, 3814, -1492, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108243, -154, 3819, -1485, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108278, -153, 3820, -1452, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108313, -158, 3806, -1458, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108349, -135, 3816, -1455, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108384, -131, 3845, -1471, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108420, -156, 3821, -1473, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108455, -150, 3829, -1482, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108490, -153, 3813, -1471, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108526, -147, 3834, -1467, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108561, -152, 3826, -1490, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108597, -151, 3814, -1468, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108637, -149, 3814, -1459, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108677, -142, 3825, -1475, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108718, -164, 3806, -1426, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108758, -155, 3824, -1505, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108799, -149, 3846, -1510, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108839, -160, 3826, -1449, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108880, -171, 3821, -1481, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108920, -150, 3816, -1489, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
108961, -163, 3834, -1455, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109001, -176, 3812, -1479, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109042, -146, 3794, -1494, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109075, -148, 3829, -1468, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109109, -151, 3813, -1444, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109142, -150, 3846, -1484, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109176, -157, 3807, -1484, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109209, -160, 3813, -1459, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109243, -172, 3825, -1443, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109276, -163, 3821, -1466, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109310, -142, 3838, -1511, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109343, -155, 3815, -1455, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109377, -133, 3833, -1428, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109425, -179, 3845, -1417, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109474, -156, 3838, -1467, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109522, -172, 3842, -1464, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109571, -170, 3818, -1463, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109620, -174, 3832, -1440, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109668, -195, 3827, -1442, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109717, -159, 3828, -1447, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109765, -171, 3852, -1472, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109814, -189, 3840, -1447, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109863, -164, 3823, -1442, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109891, -175, 3811, -1426, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109920, -163, 3818, -1465, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109949, -171, 3835, -1490, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
109978, -173, 3839, -1432, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110007, -151, 3850, -1429, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110035, -175, 3826, -1436, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110064, -175, 3830, -1476, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110093, -168, 3841, -1489, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110122, -176, 3826, -1467, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110151, -149, 3824, -1446, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110180, -176, 3831, -1475, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110221, -167, 3821, -1474, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110262, -150, 3817, -1469, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110303, -163, 3823, -1463, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110344, -166, 3814, -1432, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110386, -156, 3838, -1446, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110427, -143, 3836, -1458, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110468, -178, 3827, -1514, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110509, -176, 3808, -1457, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110550, -162, 3827, -1430, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110592, -179, 3841, -1420, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110628, -158, 3832, -1455, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110664, -136, 3807, -1475, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110700, -148, 3824, -1461, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110736, -154, 3848, -1457, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110772, -137, 3818, -1462, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110809, -168, 3820, -1478, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110845, -143, 3851, -1460, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110881, -172, 3822, -1481, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110917, -167, 3799, -1430, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110953, -150, 3790, -1467, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
110990, -172, 3807, -1489, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111028, -163, 3817, -1510, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111067, -159, 3828, -1459, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111106, -158, 3810, -1445, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111145, -155, 3820, -1468, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111184, -173, 3819, -1499, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111223, -167, 3819, -1495, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111262, -152, 3795, -1485, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111301, -169, 3807, -1475, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111340, -158, 3828, -1480, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111379, -164, 3821, -1496, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111423, -165, 3825, -1496, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111468, -158, 3814, -1494, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111512, -159, 3802, -1466, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111557, -144, 3819, -1520, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111602, -131, 3838, -1495, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111646, -132, 3821, -1503, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111691, -161, 3845, -1473, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111735, -145, 3823, -1458, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111780, -162, 3837, -1477, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111825, -155, 3821, -1510, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111857, -151, 3812, -1492, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111889, -141, 3812, -1473, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111921, -154, 3819, -1495, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111953, -159, 3800, -1478, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
111985, -141, 3809, -1504, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112017, -161, 3818, -1508, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112049, -151, 3825, -1505, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112081, -163, 3808, -1480, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112113, -156, 3811, -1512, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112145, -173, 3809, -1497, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112178, -150, 3785, -1546, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112224, -154, 3807, -1511, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112270, -146, 3839, -1426, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112316, -151, 3830, -1435, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112362, -183, 3823, -1508, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112408, -161, 3836, -1526, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112454, -135, 3804, -1496, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112500, -131, 3828, -1502, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112546, -156, 3823, -1506, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112592, -147, 3806, -1527, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112639, -134, 3796, -1519, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112673, -173, 3816, -1552, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112708, -141, 3783, -1551, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112742, -147, 3787, -1565, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112777, -148, 3780, -1551, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112811, -170, 3758, -1583, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112846, -157, 3762, -1594, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112880, -156, 3781, -1555, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112915, -143, 3754, -1578, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112949, -166, 3788, -1565, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
112984, -155, 3802, -1561, 91, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113019, -184, 3782, -1576, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113054, -189, 3789, -1559, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113090, -179, 3775, -1518, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113125, -165, 3784, -1577, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113161, -166, 3794, -1562, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113196, -171, 3777, -1565, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113232, -160, 3794, -1543, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113267, -191, 3796, -1557, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113303, -153, 3785, -1521, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113338, -161, 3786, -1586, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113374, -154, 3804, -1530, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113415, -166, 3782, -1510, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113457, -163, 3786, -1521, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113498, -178, 3787, -1555, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113540, -171, 3801, -1519, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113582, -187, 3818, -1506, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113623, -176, 3806, -1529, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113665, -184, 3790, -1517, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113706, -149, 3795, -1523, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113748, -162, 3812, -1540, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113790, -173, 3804, -1546, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113824, -182, 3767, -1500, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113859, -200, 3803, -1517, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113894, -173, 3778, -1520, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113929, -177, 3811, -1547, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113964, -181, 3792, -1499, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
113999, -194, 3812, -1504, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114034, -204, 3803, -1509, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114069, -176, 3805, -1510, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114104, -189, 3819, -1530, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114139, -179, 3809, -1499, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114174, -197, 3795, -1512, 92, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114217, -171, 3792, -1525, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114260, -163, 3794, -1537, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114303, -179, 3815, -1523, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114347, -184, 3799, -1489, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114390, -173, 3803, -1540, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114433, -196, 3798, -1507, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114477, -178, 3798, -1536, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114520, -186, 3784, -1560, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114563, -185, 3801, -1534, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114607, -180, 3799, -1497, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114642, -181, 3806, -1526, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114678, -173, 3808, -1512, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114714, -195, 3788, -1536, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114749, -201, 3824, -1545, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114785, -189, 3818, -1516, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114821, -194, 3803, -1526, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114856, -187, 3789, -1509, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114892, -184, 3788, -1512, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114928, -194, 3811, -1542, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
114964, -182, 3795, -1509, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115003, -200, 3811, -1524, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115043, -168, 3806, -1509, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115082, -187, 3796, -1575, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115122, -192, 3805, -1516, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115162, -179, 3785, -1481, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115201, -190, 3808, -1483, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115241, -186, 3810, -1517, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115281, -179, 3816, -1538, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115320, -199, 3792, -1489, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115360, -188, 3809, -1495, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115400, -182, 3798, -1491, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115439, -186, 3801, -1506, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115478, -187, 3798, -1505, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115517, -169, 3816, -1497, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115556, -190, 3802, -1527, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115596, -197, 3790, -1492, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115635, -159, 3823, -1512, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115674, -162, 3823, -1478, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115713, -179, 3825, -1499, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115752, -167, 3829, -1472, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115792, -172, 3799, -1490, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115831, -168, 3771, -1449, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115870, -179, 3832, -1480, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115910, -175, 3844, -1497, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115949, -167, 3826, -1502, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
115989, -181, 3813, -1460, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116028, -168, 3807, -1453, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116068, -185, 3829, -1478, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116107, -163, 3816, -1488, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116147, -164, 3825, -1497, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116186, -168, 3814, -1477, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116226, -191, 3807, -1484, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116262, -175, 3785, -1511, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116299, -167, 3809, -1478, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116335, -183, 3817, -1539, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116372, -164, 3829, -1523, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116409, -170, 3811, -1495, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116445, -176, 3825, -1483, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116482, -174, 3805, -1512, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116518, -166, 3816, -1517, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116555, -152, 3777, -1511, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116592, -161, 3802, -1500, 93, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
116632, -189, 3804, -1495, 95, 6acad6b6-6e8e-450d-a962-2c0f2957efd0, , berdiri, bersedekap, , 
